ID,gene_length,repeat_coverage,phastcons_elements_20way_exons_merged_percentage,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,K562_nucleus,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,MCF.7_cytosol,HT1080_cytosol,SK.MEL.5_cytosol,NCI.H460_cytosol,max_exp,min_exp,mean_exp,median_exp,genomic_classification_is_1,genomic_classification_is_3,genomic_classification_is_5,genomic_classification_is_8,with_repeat_Alu,with_repeat_ERV1
ENSG00000280128,0.002368266,0.0,0.0,0.227150661,0.000485193,0.001000508,0.003877026,0.001804346,0.001835191,0.000456364,0.001450316,0.000869315,0.001612341,0.004427515,0.001566482,0.00062228,0.000550635,0.000838183,0.004719231,0.0,0.000220231,0.000403342,0.0002663,0.000662601,0.003129508,0.002831625,0.001164545,0.000462218,0.000276381,0.001621847,0.000587859,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000280123,0.001372917,0.0,0.209558824,0.21790604,0.0,0.003198667,0.021905934,0.004544837,0.0,0.000912727,0.000682916,0.000677388,0.0,0.003118978,0.001373882,0.00176784,0.0,0.0,0.000926101,0.001362285,0.000403757,0.000132643,0.001108152,0.000105414,0.001243302,0.0,0.000606876,0.000876345,0.001449392,0.003288997,0.002351438,0.0,0.0,0.0,0.0,0,0,0,0,0,1
ENSG00000280120,0.000641866,0.0,0.142450143,0.24106484,0.005259836,0.008437779,0.010864518,0.00586601,0.0,0.00089743,0.005322519,0.003894982,0.003474053,0.007680932,0.002388244,0.009595836,0.0,0.001459594,0.005539967,0.003329811,0.004897514,0.003971154,0.006949575,0.000496951,0.012634924,0.003303562,0.001797664,0.000686648,0.002882715,0.007012902,0.021392971,0.0,0.0,0.0,0.0,0,0,0,1,0,0
ENSG00000280107,0.001047427,0.0,0.0,0.219100101,0.0,0.000157715,0.001702648,0.001004092,0.001650586,0.000461463,7.04e-05,5.08e-05,4.76e-05,0.003271342,0.000603481,0.001870375,0.0,0.000476897,0.00184111,0.001074451,0.000251692,0.002053252,6.87e-05,0.0,0.000119548,0.000814092,0.000314919,0.0,0.00026674,0.0,0.000191693,0.0,0.0,0.0,0.0,0,1,0,0,0,0
ENSG00000280079,0.000990792,0.0,0.0,0.221520368,0.0,0.0,0.00114984,0.000596415,0.0,0.00375799,0.001633366,0.001800724,0.000559656,0.0,0.0,0.0,0.0,0.0,0.000715371,0.000100545,0.0,0.0,0.0,0.000105414,0.001519591,0.000342155,0.000459257,0.000603823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
ENSG00000280077,0.001194549,0.0,0.0,0.247067013,0.0,0.002252374,0.017129674,0.004159809,0.0,0.000114728,0.001027894,0.000547555,0.001989252,0.001998656,0.0002568,0.002347692,0.0,0.001006783,0.003166487,0.004782784,0.000298885,0.001384625,0.000644275,0.0,0.005677214,0.001179844,0.0,0.000227101,0.001057317,0.001948028,0.000753994,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000280069,0.001318886,0.0,0.068322981,0.224016008,7.3e-05,0.000330217,0.001724761,0.000890848,0.000418076,0.000122377,0.000232332,1.13e-05,0.000496837,0.00059153,2.57e-05,0.000307604,0.0,4.34e-05,0.000582279,0.000749158,0.0,0.000373565,2.58e-05,0.0,0.000215187,0.000141581,9.84e-06,0.0,0.0,0.0,1.28e-05,0.0,0.0,0.0,0.0,0,0,0,0,1,0
ENSG00000280053,0.002144329,0.0,0.0,0.219320402,0.0,0.0,1.47e-05,0.0,0.0,5.1e-06,0.0,0.0,7.61e-06,0.0,0.0,2.12e-05,0.0,1.45e-05,7.76e-05,0.0,0.0,1.22e-05,0.0,0.0,8.24e-05,2.36e-05,0.0,0.0,0.0,2.72e-05,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
ENSG00000280033,0.000646423,0.0,0.0,0.220619765,0.000326325,0.000261216,0.000722336,0.001638255,0.000282337,5.35e-05,0.000513947,0.0,0.00051968,0.000654268,0.00010914,0.000473781,0.0,0.0,0.000266185,0.000964048,0.000220231,0.0,0.00051542,2.26e-05,0.00066947,0.000436542,0.0,4.54e-05,8.03e-05,0.0,0.000153355,0.0,0.0,0.0,0.0,0,0,0,0,0,1
ENSG00000280018,0.007322225,0.0,0.0,0.332877582,0.009987248,0.004475177,0.041092054,0.01847378,0.007758841,0.002174739,0.002252918,0.002145063,0.002880133,0.008639928,0.002497384,0.029830535,0.0,0.000712937,0.004785777,0.009711456,0.0,0.016197275,0.003539215,0.0,0.003605044,0.001392215,0.001335127,0.00181414,0.002056787,0.004294723,0.013533546,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000279930,0.001363153,0.0,0.067098565,0.217999979,0.0,0.0,0.0,0.0,0.0,2.55e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22e-05,0.0,0.0,0.0,0.0,0.0,7.17e-05,0.0,0.0,1.34e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000279873,0.001027247,0.0,0.170820669,0.216115087,0.000489487,0.000276002,0.001783727,0.001464615,0.0,0.000328888,0.000302736,3.95e-05,0.000473994,0.000976921,0.0,0.000413675,0.0,4.82e-05,0.000970465,0.003128721,0.00013109,0.00061178,0.000446697,0.0,0.002786803,0.000247767,0.0,9.08e-05,3.21e-05,0.0,6.39e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000279865,0.001116431,0.0,0.061167228,0.215961845,0.0,0.000542147,0.002203861,0.001396669,0.000352921,0.000114728,0.0,0.000135478,7.8e-05,0.000582568,0.00026964,0.000502067,0.0,8.19e-05,0.000732008,0.000498782,0.000251692,0.000162419,0.000575552,0.0,0.000560549,0.000318558,0.000167301,0.000248476,0.000401716,0.0,0.000178914,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000279838,0.001250533,0.0,0.0,0.216120074,0.0,0.000202073,0.000456988,2.26e-05,8.14e-05,2.8e-05,8.45e-05,3.39e-05,0.000849001,0.000430204,0.0,0.000159106,0.0,0.00080928,0.000177456,0.000345007,0.0,0.000189489,5.15e-05,0.0,0.000882001,0.000318558,1.97e-05,1.34e-05,0.0,0.0,2.56e-05,0.0,0.0,0.0,0.0,0,0,0,0,1,0
ENSG00000279822,0.001247929,0.0,0.0,0.216007845,0.0,0.00014293,0.0,3.77e-05,0.000141169,3.82e-05,0.000422422,0.000451592,0.000287442,0.0,0.0,0.000413675,0.000121719,0.0,0.00016082,0.0,0.0,0.000322132,0.000335023,0.000813192,0.0,0.002029331,0.000298517,0.0,0.000848424,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
ENSG00000279821,0.001925599,0.0,0.068760331,0.216566497,0.0,0.000280931,0.0,0.000135892,0.000456083,0.000147872,0.001070136,0.000513686,0.001757014,0.000286803,7.06e-05,0.000226284,0.000156496,0.00040464,0.000820736,0.000173489,0.00046668,0.000351909,0.001022249,0.002070627,0.000528669,0.006005404,0.000341163,7.48e-05,0.000363151,0.0,2.56e-05,0.0,0.0,0.0,0.0,1,0,0,0,1,0
ENSG00000279792,0.001430855,0.0,0.069757174,0.221252681,0.000236156,0.000379503,0.000243235,0.000218937,0.000396358,5.1e-05,0.000253453,0.0,0.000357875,0.000815595,0.00018618,0.000222748,0.0,9.15e-05,0.00065437,0.000512582,0.000199256,0.000374918,0.000429516,6.78e-05,0.000156741,0.000342155,4.59e-05,3.47e-05,0.0,0.0,0.000140575,0.0,0.0,0.0,0.0,0,0,0,0,1,0
ENSG00000279759,0.003057654,0.0,0.009445844,0.217995269,0.000558187,0.001138509,0.000921346,0.000732308,0.00098275,0.000229457,0.001703769,0.000118543,0.001482897,0.00107551,5.14e-05,0.000816742,0.0,0.000703303,0.001397469,0.000753101,0.0,0.001177541,0.000876213,0.000120473,0.002032321,0.001864153,3.28e-05,3.47e-05,6.43e-06,0.000244636,0.000319489,0.0,0.0,0.0,0.0,0,0,0,1,1,0
ENSG00000279738,0.012595165,0.0,0.047952614,0.223508068,0.000120225,0.000123215,0.000316943,0.000271784,0.00024433,5.1e-05,0.000267534,9.03e-05,0.00022272,0.000304728,0.00013482,0.000159106,6.96e-05,0.000139697,0.000249548,0.000185318,0.000115359,0.000154298,0.000111674,6.02e-05,0.000185964,0.000176977,5.25e-05,1.87e-05,7.07e-05,0.000181212,0.000102236,0.0,0.0,0.0,0.0,0,0,0,1,1,0
ENSG00000279696,0.002007623,0.0,0.111393209,0.234838209,0.000128812,0.000763934,0.000995054,0.000332181,0.000385499,8.41e-05,0.000218251,0.000141123,0.00041879,0.00079767,9.63e-05,0.000215676,0.000104331,0.0,0.00038264,0.000895047,0.0,0.00028288,0.00025771,0.0,0.000233783,0.000637116,0.000147618,2.14e-05,0.00018961,0.0,0.000153355,0.0,0.0,0.0,0.0,0,0,0,0,1,0
ENSG00000279693,0.001868313,0.0,0.070820565,0.237681066,0.0,0.0,0.0,0.0,1.09e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000116456,3.94e-05,0.0,9.47e-06,0.0,0.0,2.66e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
ENSG00000279692,0.000955639,0.0,0.242345277,0.216411316,0.0,0.000157715,0.0,0.0,0.0,0.000130025,0.000689956,0.000491106,5.71e-05,0.003522294,0.004673767,0.0,0.0,1.45e-05,0.000216275,0.0,0.0,4.06e-06,0.001872691,0.000730367,0.000398494,0.000401147,0.000705288,0.000844283,0.0,0.0,0.001329073,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000279689,0.002298611,0.0,0.643135075,0.21610705,0.000347793,0.0,0.000552808,0.000951245,0.000352921,6.63e-05,0.000154888,0.000107253,5.71e-05,0.000627381,0.000571381,0.000162641,6.38e-05,3.37e-05,0.000277276,0.000609184,0.000298885,0.000319425,0.000240529,0.000489421,0.000613681,0.000566325,4.59e-05,0.000307255,0.000170328,0.0,0.000102236,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000279673,0.001026596,0.0,0.082116788,0.216005074,0.002902571,0.000276002,0.003486375,0.003638889,0.001656016,0.000652677,0.001415114,0.001710405,0.000258888,0.0,0.0,0.00345436,0.000197069,0.0,0.002018566,0.001021221,0.000398513,0.000798562,0.0005326,0.000406596,5.84e-05,0.000412945,0.003874163,0.000109543,0.00080986,0.004022905,3.83e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000279672,0.0006972,0.0,0.0,0.216538509,0.006749765,0.001286367,0.001223548,0.003752133,0.00468571,0.001567954,0.004329827,0.002116838,0.002482282,0.008523415,0.005745909,0.002853294,2.9e-05,0.0,0.002556481,0.004230772,0.0002045,0.003021001,0.00786874,0.0,0.001429266,0.005002537,0.0,0.000109543,0.000899844,0.002536967,0.000485623,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000279561,0.002613035,0.0,0.0,0.235527655,3.86e-05,0.00095615,0.01489633,0.003314258,8.69e-05,2.04e-05,0.000288655,0.000107253,0.000104697,0.001613265,0.000937321,3.54e-05,4.06e-05,0.000154149,0.001586016,0.00424063,3.15e-05,1.49e-05,0.000541191,9.79e-05,0.001981845,0.000141581,0.000600315,0.000975201,0.000376006,0.001041969,0.000549521,0.0,0.0,0.0,0.0,1,0,0,0,0,0
ENSG00000279519,0.00166,0.0,0.032862056,0.216253641,0.000330618,0.001552512,0.001754244,0.000702109,0.000347492,0.000109629,0.00152776,0.000993503,0.001741786,0.00135335,0.0002889,0.000456103,0.000730316,0.001343982,0.004331045,0.000940391,0.0,0.000365444,0.000566962,0.0,0.001450519,0.001109053,0.000554389,9.89e-05,0.0,0.0,0.001188498,0.0,0.0,0.0,0.0,0,1,0,0,0,0
ENSG00000279516,0.023864935,0.0,0.0,0.219321788,6.87e-05,0.001591941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000116677,0.0,0.0,0.0,9.86e-06,0.0,0.000219266,0.002293617,0.0,0.0,0.0,9.84e-06,0.0,0.000562403,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
ENSG00000279464,0.001555843,0.0,0.017094017,0.216092364,0.0,7.89e-05,0.000243235,0.0,0.0,8.16e-05,0.000302736,0.000152412,0.000272213,0.000385391,0.00011556,0.000293461,0.00022605,0.0003372,0.000427004,0.000193204,9.96e-05,0.000272052,8.59e-05,0.0,0.000225813,0.000259566,0.000186983,1.34e-05,0.0,9.06e-05,0.000255591,0.0,0.0,0.0,0.0,0,0,0,0,1,0
ENSG00000279453,0.00154087,0.0,0.0,0.216965533,0.0,0.001256795,0.001673165,0.000536019,0.001313953,0.000400274,0.002949915,0.00203781,0.000978446,0.001891105,0.0,0.000905134,0.0,0.001710085,0.007308985,0.000226719,0.000314615,0.000177308,0.000352203,0.000587305,0.000887314,0.002182711,0.001892796,0.000309927,0.002445648,0.002745361,0.001456869,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000279407,0.001905419,0.0,0.006680027,0.219695884,0.001176486,0.001616584,0.001533121,0.000913497,0.001275947,0.000609335,0.000844844,0.000406433,0.000740497,0.001846292,0.000725461,0.001046561,1.16e-05,0.000125246,0.000909464,0.000739301,0.000634475,0.00066998,0.001357272,0.0,0.003320785,0.0,0.000127936,0.000371378,0.000488487,0.000498333,0.001022364,0.0,0.0,0.0,0.0,0,0,0,1,1,0
ENSG00000279377,0.0017928,0.0,0.0,0.227703493,0.0,0.0,1.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66e-05,5.91e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
ENSG00000279369,0.001143121,0.0,0.014262205,0.216038882,0.0,0.000103501,0.002152265,0.004514639,0.001118489,0.000288096,0.003583548,0.002658749,0.000327418,0.000116514,5.78e-05,1.41e-05,0.0,9.63e-06,0.00584497,0.001064593,0.0,0.0,0.000386565,0.00135532,0.0,0.001085456,0.00208306,4.54e-05,0.000208892,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
