ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,K562_nucleus,A549_cytosol,IMR.90_cytosol,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,DISEASE_DB_is_1,with_repeat_Alu,with_repeat_L1,with_repeat_Simple_repeat,with_repeat_hAT-Charlie
ENSG00000282876,0.00033851,0.469761651,0.0,0.0,0.049751244,0.0,0.0,0.216041376,0.0,5.91e-05,0.0,0.0,6.88e-05,0.0,4.52e-05,0.0,0.0,0.000690119,0.000526441,0.0,0.0,0.0,0.000166365,4.93e-05,9.44e-05,0.0,0.000249119,0.0,0.0,0.0,4.59e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000282851,0.008555833,0.480611882,0.0,0.0,0.029850746,0.0,0.0,0.215940785,0.011704745,5.91e-05,0.050483927,0.002600759,0.001384388,0.004393191,0.003488549,0.001149769,0.004534397,0.021779072,0.017744907,2.02e-05,0.0,8.67e-05,0.001380832,0.006787767,0.020082954,0.002514794,2.58e-05,0.0,0.0,0.000236189,0.000159495,0.0,0.000218534,0.0,0.0,0.0,0.0,0.000153355,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0
ENSG00000282787,0.000341765,0.600675916,0.0,0.0,0.0,0.0,0.0,0.216283569,0.0,0.000152787,0.0,0.000678695,0.00015807,0.0,0.0,0.000203684,0.0,0.0,0.0,0.0,0.0,0.0,0.000332731,0.0,0.0,0.0,0.000919165,0.0,0.000566325,0.000170581,0.000587726,0.001038104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000282772,0.005653763,0.440234792,0.0,0.0,0.268656716,0.313432836,0.104477612,0.216015327,0.0,0.0,0.000551118,0.000162887,1.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22e-05,0.0,0.000720917,0.000128145,0.0,3.79e-05,0.000154626,0.0,0.0,0.0,0.0,0.0,2.89e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0
ENSG00000282728,0.052369405,0.276236215,0.0,0.0,0.432835821,0.432835821,0.432835821,0.216349798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0
ENSG00000282572,0.010678679,0.393454287,0.0,0.0,0.0,0.0,0.0,0.259587612,0.0,0.0,0.0,0.003474918,0.000591488,0.0,0.0,0.000510162,0.0,0.0,0.0,0.0,0.000144904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000707906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,1,0
ENSG00000282508,0.026761146,0.459089292,0.0,0.0,0.0,0.0,0.0,0.227476264,0.043100598,0.013272744,0.017900014,0.092780315,0.012036275,0.020156578,0.001891042,0.01358212,0.130372795,0.044006274,0.002824804,0.033350957,0.002028656,0.00950422,0.017607001,0.027509877,0.002506437,0.142897941,0.007198694,0.004427377,0.011574265,0.001955124,0.016618017,0.012116983,0.001198721,0.0,0.087185865,0.004575602,0.012341083,0.005827476,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1
ENSG00000282393,0.001922345,0.328708645,0.0,0.0,0.0,0.0,0.0,0.224114659,0.0,0.000862507,0.00052092,6.52e-05,2.04e-05,0.000682916,0.000434657,0.000333128,0.000268178,0.000950034,0.000552121,0.000294664,0.000817259,0.000785194,0.001070284,0.000218833,0.0,0.000230094,0.000317842,0.000361419,0.000955673,0.00055767,0.0,0.000853552,0.000662028,0.000317264,0.004717386,0.0,0.002062049,0.001329073,0.000800467,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0
ENSG00000282390,0.001898909,0.508182142,0.0,0.0,0.094527363,0.0,0.44278607,0.339116129,0.0,0.0,0.0,0.000228042,6.12e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001530561,4.73e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.97e-05,0.0,0.0,0.0,0.000514624,0.0,0.000989783,1.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000282386,0.000417929,0.43738883,0.0,0.0,0.0,0.0,0.0,0.217008208,0.0,0.0,0.00052092,0.0,0.000303393,0.000337938,0.000208861,0.0,0.0,0.000645306,0.0002568,6.74e-05,0.0,0.000125246,0.001125739,8.48e-05,0.000623987,1.76e-05,0.000446697,0.000368948,0.000589922,0.00055767,0.0,0.0,0.000388861,2.68e-05,0.00035166,0.0,0.0,0.001405751,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0
ENSG00000282221,0.000969961,0.623621487,0.0,0.0,0.298507463,0.243781095,0.328358209,0.216026966,0.0,0.0,0.0,0.001009898,0.000509904,0.0,0.0,0.0,0.000593823,0.001998656,0.002073663,0.001112989,0.006926412,0.003863347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000282164,0.002718493,0.60565635,0.0,0.0,0.0,0.0,0.0,0.315553027,0.0,0.000103501,2.26e-05,0.000336633,6.88e-05,0.000267534,6.77e-05,0.000188455,0.003179824,0.013972664,0.009097154,9.09e-05,0.000121719,0.000105977,0.000144183,6.7e-05,0.0,0.0,0.000171807,0.000210827,0.000436542,5.9e-05,8.74e-05,0.0,0.0,0.000124465,8.86e-05,0.000226515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000282057,0.062430304,0.327107791,0.0,0.0,0.084577114,0.412935323,0.31840796,0.215979858,9.02e-05,0.00077872,0.0,0.000228042,2.04e-05,0.004400231,0.001800724,0.004330669,0.0,0.0,1.93e-05,8.08e-05,0.000162292,0.0,0.00097601,0.0,0.0,0.000123168,0.000326432,0.001671561,0.00444801,0.000770896,0.000810582,0.001505251,0.001526521,9.52e-05,0.0,0.0,0.0,5.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000282021,0.001413929,0.450017787,0.0,0.0,0.0,0.0,0.0,0.217242642,6.01e-05,0.000207002,2.26e-05,0.000146598,2.8e-05,0.0,0.0,0.0,4.1e-05,5.38e-05,1.93e-05,1.01e-05,4.06e-05,1.93e-05,0.000282821,9.86e-06,0.0,4.06e-06,0.000231939,0.0,0.0,0.0,6.55e-05,1.73e-05,8.68e-05,0.0,0.0,0.0,4.24e-05,0.00028115,3.81e-06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281912,0.00106891,0.637851298,0.0,0.0,0.0,0.0,0.0,0.216585894,0.00056248,0.000128144,0.00120793,0.0,0.000165719,6.34e-05,4.52e-05,0.0,0.000396794,0.000663231,0.000398041,0.0,0.0,0.0,0.000881736,0.000678185,0.0,0.000707878,0.000455287,0.000150591,0.000212372,0.00015746,0.000533105,0.000588259,0.0,0.000768756,0.00046888,0.0,0.000251904,8.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281796,0.001094298,0.561366062,0.0,0.0,0.0,0.0,0.0,0.255868537,1.29e-05,0.0,0.000211388,0.000347492,1.53e-05,0.000464664,2.26e-05,0.000485416,0.000251759,8.07e-05,0.0,0.00016838,0.0,1.93e-05,0.000188547,0.000552011,2.62e-05,0.000165126,0.0,0.0,8.26e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,1
ENSG00000281706,0.010493801,0.382781928,0.0,0.0,0.0,0.0,0.0,0.2428896,0.0,0.001197652,0.004091863,0.001493129,0.000813296,0.0,0.0,0.0,0.001699373,0.002572261,0.001861803,0.000644894,0.000608597,0.00077556,0.001857747,0.001571261,0.0,0.001113926,0.000919165,0.0,0.0,0.000373967,0.000753775,0.0,0.0,0.002050015,0.0,0.0,0.0,0.000945687,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1
ENSG00000281649,0.006889324,0.312522234,0.0,0.0,0.422885572,0.014925373,0.069651741,0.224270671,0.009132793,0.01817671,0.033655951,0.013177541,0.004216903,0.010546473,0.006152943,0.003135214,0.006800227,0.018937934,0.008898134,0.004719682,0.010977928,0.009682454,0.01879374,0.011600123,0.017891133,0.003969801,0.015668757,0.00523304,0.025472822,0.00937541,0.003948035,0.048958147,0.02057108,0.02467096,0.014955542,0.033469846,0.014398673,0.025955272,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1
ENSG00000281641,0.154379958,0.307897545,0.0,0.0,0.069651741,0.0,0.0,0.216070749,0.0,0.0,0.002113878,0.0,1.78e-05,4.22e-05,3.39e-05,0.0,0.0,0.0,0.0,3.54e-05,0.000278216,0.0,0.0,0.001242025,0.0,0.0,0.0,0.0,0.0,0.0,8.74e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000281538,0.001040917,0.62984703,0.0,0.0,0.0,0.0,0.0,0.217930979,0.0,2.46e-05,0.000120793,0.0,1.02e-05,0.0,0.0,4.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000105365,0.000408094,0.000188769,0.0,0.0,0.0,0.000141581,0.0,0.0,0.0,0.0,0.0,0.00084627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000281501,0.026515726,0.348452508,0.0,0.0,0.064676617,0.0,0.0,0.215942448,0.002404496,0.00283395,0.006688913,0.0,0.00031614,0.002787986,0.003855468,0.000262696,0.000637607,0.0,0.002824804,0.000215526,0.004312344,0.003844079,0.00145847,0.000897018,0.0,0.000448007,0.011365003,0.0,0.0,0.002112584,0.000231595,0.000622863,0.000800219,0.0,0.00023444,0.0,0.0,0.002760383,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,1,1,0
ENSG00000281468,0.000369106,0.172002846,0.0,0.0,0.0,0.0,0.0,0.60441301,0.0,0.00208973,0.000558668,0.0,7.9e-05,0.000471705,0.000395143,0.0,0.0,0.00083352,0.0,0.0,0.0,0.000602143,0.001214467,0.000652556,0.0,0.0,0.000609913,0.0,0.0,0.001512269,0.000421677,0.003771779,0.001651857,0.002987165,0.002084227,0.000969484,0.001567157,0.001955272,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281406,0.001904768,0.530594095,0.0,0.0,0.07960199,0.0,0.139303483,0.221272355,0.002292859,6.9e-05,0.000966344,0.006835816,0.001353794,0.0,0.0,0.0,0.0020387,0.00298454,0.001322522,0.002407829,0.001634517,0.002591622,0.000377095,0.001289341,2.1e-05,0.0,1.72e-05,0.0,5.9e-05,0.0,0.0,0.001782079,0.000302091,0.003655861,0.0,0.002201725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,1,0
ENSG00000281404,0.013945949,0.316079687,0.0,0.0,0.0,0.0,0.0,0.223848357,0.0,0.000359788,0.000845551,0.0,7.39e-05,0.001534801,0.000366919,0.001943566,0.002194681,0.00253641,0.0,0.001155084,0.000365158,0.0,0.00200193,0.001050793,0.000351321,0.001073322,0.000438107,0.0,0.0,0.000203385,0.003170227,0.000322966,0.0,0.0,0.0,0.0,0.0,0.000166134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000281398,0.005907645,0.404838136,0.0,0.0,0.268656716,0.169154229,0.0,0.216045532,0.10462565,0.03220846,0.118286551,0.112147554,0.041215508,0.016974331,0.015416227,0.008219705,0.018624685,0.06541788,0.01935633,0.010909317,0.003929797,0.022356353,0.010098377,0.026307281,0.0,0.05883372,0.09133236,0.008832166,0.014087332,0.014669991,0.047234409,0.098250794,0.023942281,0.073192875,0.021940132,0.026012975,0.011449386,0.092996805,0.148511323,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,1,0,1
ENSG00000281358,0.000470008,0.789754536,0.0,0.0,0.199004975,0.0,0.0,0.216910111,0.0,6.9e-05,0.0,0.0,6.88e-05,0.000802602,0.0,3.81e-05,0.000218921,0.000564643,0.000577801,0.0,0.0,0.0,0.001070284,0.000542154,0.0,0.000128582,0.000867623,0.000948724,0.001073658,0.000511744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001405751,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0
ENSG00000281357,0.038192358,0.311988616,0.0,0.0,0.567164179,0.776119403,0.631840796,0.216698954,0.0,0.000379503,0.00242341,0.0,0.00021161,0.000788521,0.000948344,0.000590113,0.000372165,0.000403316,0.00021186,0.000165012,0.000492674,0.000322748,0.001319832,0.001135566,0.000650205,0.00091767,0.000755949,0.000466832,0.001085456,0.000764335,0.0,0.0,0.000629891,0.00177424,0.000171541,0.0,0.000405722,0.001086262,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
ENSG00000281332,0.001678227,0.471362504,0.0,0.0,0.0,0.0,0.0,0.245113674,0.00056248,0.001143437,0.0,0.00048866,6.63e-05,0.000535068,0.000485462,0.000295057,0.000965988,0.000950034,0.0002889,7.41e-05,7.54e-05,0.0,0.000743099,0.000230662,0.000382782,0.000366797,0.002800447,0.000293653,0.000401147,0.000357565,0.000758145,0.000772811,0.001185866,0.000942031,0.000343083,0.002908452,0.000285343,0.004434505,0.000278257,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281205,0.00437003,0.523301316,0.0,0.0,0.0,0.0,0.0,0.216986316,0.0,0.000118287,0.000128343,0.001042475,0.000226907,1.41e-05,0.0,1.52e-05,4.65e-05,4.48e-05,0.0,7.07e-05,1.74e-05,2.89e-05,0.000854009,0.000169546,0.0,0.0,1.72e-05,6.78e-05,0.0,5.58e-05,0.000417308,4.61e-05,0.0,9.27e-05,9.72e-05,0.0,0.0,5.11e-05,0.000137223,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000281195,0.001507019,0.280327286,0.0,0.0,0.0,0.0,0.0,0.242932552,0.0,0.001375082,0.000294433,0.000537526,0.000155521,0.000591391,0.0,0.001926434,0.00138741,0.001469863,3.21e-05,0.000570807,1.16e-05,0.0,0.000776372,0.001431286,0.0,0.000326192,0.000206168,0.0,0.000283162,1.31e-05,0.00031025,0.001459113,9.64e-06,0.005154325,0.000428853,0.0,1.56e-05,0.000166134,0.000402139,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,1,0,0
ENSG00000281181,0.000556588,0.600853789,0.0,0.0,0.890547264,1.0,1.0,0.384348295,0.0,3.94e-05,7.55e-05,0.00011945,7.65e-06,4.22e-05,0.000174992,1.33e-05,0.0,2.69e-05,1.28e-05,0.0,8.11e-05,1.93e-05,0.000116456,0.0,0.0,1.89e-05,0.0,0.0,0.000106186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281026,0.003139027,0.303450729,0.0,0.0,0.0,0.0,0.0,0.224120478,0.0,0.000547076,0.000422776,0.000885018,0.000280447,0.001056055,0.000101608,0.001530487,0.002183735,0.003038315,0.00018618,0.000681938,1.74e-05,0.0,0.000554551,0.001102051,0.0,0.000556286,0.000120265,0.0,0.000294961,2.95e-05,0.000570248,0.003102778,8.68e-05,0.003131155,0.001829774,0.0,0.000316552,0.000178914,0.001538039,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0
ENSG00000281005,0.002445733,0.521878335,0.0,0.0,0.0,0.0,0.0,0.215932749,0.000317737,5.42e-05,0.000626614,4.89e-05,5.1e-06,0.000633633,0.000214506,0.000308382,0.000623924,0.000770782,0.0,6.23e-05,0.0,7.71e-05,0.000177456,0.00034895,0.000555821,0.00022468,5.15e-05,0.000158121,0.000247767,7.22e-05,0.000380165,0.00046138,0.0,0.000300181,0.0,0.000262757,0.0,0.000460064,0.000226799,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,1
ENSG00000280924,0.000794847,0.553006048,0.0,0.0,0.36318408,0.407960199,0.472636816,0.218150449,0.0,0.000226716,7.55e-05,0.0,1.02e-05,5.63e-05,0.0,5.52e-05,0.000301016,0.000188214,0.00013482,0.0,0.0,0.0,0.0,4.73e-05,0.000623987,0.0,0.001151104,0.0,0.0,0.0,4.37e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0
ENSG00000280832,0.009524492,0.521878335,0.0,0.0,0.029850746,0.353233831,0.343283582,0.230310531,0.0,0.002084802,0.002785789,0.001140208,0.000438517,0.003822921,0.004442538,0.000574884,0.0,0.002124132,0.001643523,0.000505139,0.005581703,0.002736136,0.005246054,0.000471181,0.008421207,0.001031363,0.00420067,0.002567578,0.004058662,0.002352054,0.000747221,0.001949329,0.000848424,0.004029257,0.001440947,0.004004784,0.0,0.002019169,0.001414158,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,1,0
ENSG00000280800,0.000556588,0.600853789,0.0,0.0,0.905472637,1.0,1.0,0.321376742,0.0,3.94e-05,7.55e-05,0.00011945,7.65e-06,4.22e-05,0.000174992,1.33e-05,0.0,2.69e-05,1.28e-05,0.0,8.11e-05,1.93e-05,0.000116456,0.0,0.0,1.89e-05,0.0,0.0,0.000106186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280798,0.002107874,0.42796158,0.0,0.0,0.830845771,0.203980099,1.0,0.239841682,0.001734672,0.012617239,0.004386296,0.005500144,0.000958619,0.005392923,0.00374257,0.001387718,0.001182172,0.004911495,0.003210005,0.003990598,0.00836386,0.006392347,0.011146479,0.001695463,0.006056348,0.000567114,0.006889442,0.002492282,0.005816629,0.003037659,0.00212805,0.00577878,0.003384057,0.001342272,0.002487349,0.005445419,0.004376002,0.002428115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0
ENSG00000280767,0.001794101,0.632870864,0.0,0.0,0.0,0.0,0.0,0.224871997,0.0,0.0,0.0,5.97e-05,0.0,0.0,0.0,0.0,9.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000280734,0.007992084,0.430273924,0.0,0.0,0.0,0.0,0.0,0.216533521,0.0,0.00116808,0.003133069,0.00110763,0.000257501,0.000176009,0.000163702,0.000114215,0.002542218,0.004938382,0.002015883,0.000116182,0.0001507,0.000356468,0.002306933,0.001456916,0.000838975,0.000308597,0.000635684,0.0,0.0,0.000787298,0.000906715,0.000940061,0.000870921,0.001784002,0.0,0.002564149,0.0,0.001571885,0.001522792,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000280614,0.000556588,0.600853789,0.0,0.0,0.955223881,1.0,1.0,0.372097322,0.0,3.94e-05,7.55e-05,0.00011945,7.65e-06,4.22e-05,0.000174992,1.33e-05,0.0,2.69e-05,1.28e-05,0.0,8.11e-05,1.93e-05,0.000116456,0.0,0.0,1.89e-05,0.0,0.0,0.000106186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
