ID,repeat_coverage,promoters_hg38_100way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_cell,MCF.7_cell,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_cytosol,SK.MEL.5_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,DISEASE_DB_is_1,with_repeat_ERV1,with_repeat_L1,with_repeat_L2
ENSG00000280739,0.0,0.452736318,0.215952701,0.003254658,0.000630862,0.000936088,0.00104184,0.0,0.000193763,0.001668568,0.001016082,0.00039214,0.002124944,4.38e-05,0.000220254,0.000298663,0.000366004,0.000317406,0.0,8.83e-05,0.000401895,0.0,0.0,0.000215187,0.000637116,5.25e-05,2.62e-05,0.0,0.000880562,0.000241609,0.0,0.0,0.000830671,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0
ENSG00000280734,0.0,0.0,0.216533521,0.0,0.00116808,0.003700128,0.003133069,0.00110763,0.000257501,0.000176009,0.000163702,0.000114215,0.000502067,0.000116182,0.0001507,0.000356468,0.002306933,0.001456916,0.000838975,0.001247318,0.002116961,0.000635684,0.0,0.001415983,0.0,0.000787298,0.000906715,0.000732068,0.000870921,0.001784002,0.002564149,0.0,0.001571885,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0
ENSG00000280710,0.0,0.059701493,0.215976809,0.000944624,0.000330217,0.001275144,0.002732942,0.002807082,0.000622082,0.000506907,0.0,0.000118023,0.000537423,0.0,0.00079987,0.000626228,0.001486197,0.000522439,0.0,9.98e-05,0.0,0.000343613,0.0,0.0,0.00060172,0.000593754,0.000637978,0.0,0.0,0.0,0.003506451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
ENSG00000280639,0.0,0.0,0.234777522,0.0,6.41e-05,0.0,0.0,7.06e-05,1.02e-05,7.04e-05,1.13e-05,5.9e-05,1.41e-05,0.0,0.0,0.0,1.66e-05,0.0,3.67e-05,3.45e-05,2.34e-05,6.87e-05,2.26e-05,5.05e-05,0.000483736,0.0,0.000185713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1
ENSG00000280623,0.0,0.0,0.222967152,0.0,0.0,0.0,0.0,0.000195464,8.67e-05,0.0,0.0,2.67e-05,0.000219212,0.0,0.0,0.0,0.001480652,0.0,0.0,6.52e-05,0.0,0.0,0.0,0.0,0.0,4.59e-05,0.000139831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
ENSG00000280587,0.0,0.189054726,0.225679491,0.0,0.000374574,0.000375909,0.000649262,0.0,0.0,0.0,0.0,0.000116119,2.83e-05,0.000365384,5.22e-05,0.000240857,6.1e-05,0.000597355,0.0,0.000395304,0.000308431,0.000403745,2.26e-05,0.002898381,0.000106186,1.64e-05,0.000209746,0.000176338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1
ENSG00000280453,0.0,0.029850746,0.216405496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003474053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001692515,0.0,0.0,0.0,0.004266545,0.00082589,0.0,0.0,0.000170994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
ENSG00000280441,0.0,0.0,0.368563078,0.0,0.000438646,0.001850064,0.003548295,0.002209831,0.000247303,0.001267267,0.000920119,0.000245563,0.0,0.000316554,0.000765093,0.000375737,0.001475106,0.001109937,0.00210268,0.00064093,0.000532745,0.000549781,0.001746856,0.005778166,0.001168045,0.000662643,0.000426047,0.000430157,0.000414571,0.001188521,0.003923239,0.0,0.003501597,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
ENSG00000280439,0.0,0.0,0.216509689,0.0,0.0,0.0,0.0,0.0,1.02e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1
ENSG00000280431,0.0,0.0,0.247221085,0.0,0.0,0.000412763,0.000468073,0.0,9.43e-05,0.0,0.0,3.05e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1
ENSG00000280424,0.0,0.12437811,0.224119647,0.0,2.46e-05,0.0,0.0,1.09e-05,0.0,0.0,0.0,1.71e-05,0.0,0.0,0.0,0.0,0.000127547,0.0,0.000120603,0.0,7.01e-05,2.58e-05,0.0,0.000108922,0.0,0.0,0.000179158,0.0,0.0,0.0,0.0,5.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1
ENSG00000280409,0.0,0.696517413,0.247130748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
ENSG00000280401,0.0,0.0,0.219585041,8.59e-06,7.89e-05,3.69e-05,0.0,0.000456083,0.000147872,8.45e-05,7.34e-05,0.000127541,2.47e-05,4.38e-05,0.0,5.3e-05,0.000859554,0.0,0.0,0.0,0.00013085,0.000103084,0.000120473,0.00019659,0.000330356,2.95e-05,0.000391089,0.0,0.0,0.0,0.0,0.0,0.000115016,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1
ENSG00000280385,0.0,0.0,0.216148062,0.0,9.86e-06,0.0,0.0,4.34e-05,2.55e-06,0.0,0.0,5.71e-06,7.07e-06,0.0,0.0,0.0,5.55e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0
ENSG00000280383,0.0,0.0,0.211853156,9.88e-05,0.000182359,0.000398022,0.000226487,8.69e-05,1.78e-05,4.93e-05,1.69e-05,9.33e-05,9.19e-05,2.53e-05,0.0,2.41e-05,0.000116456,0.000208976,3.67e-05,0.000153516,6.08e-05,0.000377974,4.52e-05,6.64e-05,0.000106186,9.84e-06,0.00015294,5.34e-06,2.89e-05,0.000112263,0.0,1.78e-05,3.83e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,1,1
ENSG00000280374,0.0,0.044776119,0.23651721,0.0,0.001424368,0.00296305,0.0,0.00037464,0.000155521,0.0,0.000203216,0.000550138,0.00241487,0.000228996,0.0,0.00026976,0.001708018,0.000307549,0.000194013,0.000882718,0.0,0.000300661,4.52e-05,0.0,0.000625317,0.000751214,0.0,0.0,0.0,0.0,0.0,0.00167639,0.000153355,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
ENSG00000280367,0.0,0.298507463,0.216007291,0.0,0.00017743,0.001459413,0.00051337,3.8e-05,2.8e-05,2.11e-05,5.08e-05,0.0,0.001233952,0.0,0.0,3.85e-05,0.000260639,0.000112374,0.0,0.000756067,7.01e-05,4.3e-05,0.0,3.72e-05,0.0,1.97e-05,3.06e-05,1.07e-05,0.000112481,0.000187918,0.0,0.000621958,0.000127796,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0
ENSG00000280355,0.0,0.865671642,0.221250464,0.000863042,0.002651592,0.001768985,0.001260777,0.001259658,0.000359482,0.00152776,0.000937054,0.001623763,0.001028883,0.000734135,0.000365158,0.000659948,0.001702472,0.001762493,0.0,0.001600405,0.001000065,0.003092518,0.0018598,0.002146556,0.003350756,0.000554389,0.000991925,0.000382065,0.001391545,0.000500301,0.000697666,0.001328628,0.003348243,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0
ENSG00000280353,0.0,0.069651741,0.223542152,0.0001374,0.000138001,0.0,0.000309532,7.6e-05,3.06e-05,0.0,0.0,9.33e-05,0.000240426,4.04e-05,0.0,4.34e-05,0.000183002,0.000236576,6.29e-05,0.000153516,0.0,0.000137445,0.0,7.44e-05,0.000129783,0.0,0.000142016,1.6e-05,0.0,0.0,0.0,0.0,0.000255591,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
ENSG00000280351,0.0,0.0,0.219200968,0.0,0.000266145,0.000375909,0.000800254,0.000130309,2.8e-05,0.000936369,0.000547555,0.000293153,0.000159106,0.0,0.000127516,0.0001686,0.001197831,0.0,0.001499667,0.000544982,0.000327124,0.000618504,0.0,0.000345362,0.000389348,0.000216507,0.000347392,0.000261835,0.0,0.0,0.00152218,0.0,0.000421725,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0
ENSG00000280347,0.0,0.0,0.234560546,0.0,0.001079365,0.002749298,0.001064488,0.000195464,5.1e-05,0.001731931,0.000513686,0.001698003,0.002690653,0.000781282,0.000515858,0.000968245,0.001824473,0.001324827,0.000435218,0.0,0.001275784,0.000309252,7.53e-05,0.000592428,0.000707906,0.000265713,0.000402014,0.000170994,0.000485273,0.002035373,0.00152218,0.000151588,0.000996805,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1
ENSG00000280339,0.0,0.0,0.249528569,0.0,0.0,0.0,0.0,9.23e-05,2.55e-05,0.000992692,0.000694323,0.00108124,6.72e-05,0.0,0.0,0.0,0.000122001,0.0,1.57e-05,3.84e-05,2.8e-05,0.0,0.0,0.000193934,0.000176977,1.64e-05,2.18e-05,4.01e-05,9.64e-06,1.46e-05,0.0,3.57e-05,0.000102236,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,1
ENSG00000280332,0.0,0.0,0.247471869,0.0,0.000152787,0.000545437,0.000573767,0.00048866,3.82e-05,0.00057027,5.08e-05,0.000597727,0.00013082,0.000240783,0.0,0.000110794,0.000476914,0.000737329,0.0,9.98e-05,0.000990719,0.000128855,0.0,0.001665706,0.00037755,0.0,0.000712263,1.34e-05,2.89e-05,0.001090901,0.0,0.0,0.000472843,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
