ID,gene_length,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,HeLa.S3_cytosol,MCF.7_cell,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_2,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_8,DISEASE_DB_is_1,with_repeat_Alu,with_repeat_ERV1,with_repeat_ERVL-MaLR,with_repeat_Simple_repeat
ENSG00000281912,0.00106891,0.0,0.020237566,0.024390287,0.0,0.0,0.0,0.0,0.216585894,0.00056248,0.000128144,0.0,0.000165719,6.34e-05,4.52e-05,0.0,0.000396794,0.000663231,0.000398041,0.000392461,0.0,0.0,0.0,0.000881736,0.0,0.000252353,0.000455287,0.000150591,0.000374585,0.000212372,0.00015746,0.000325957,0.000588259,0.0,0.000768756,0.0,0.000251904,8.95e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
ENSG00000281881,0.000413372,0.0,0.186217949,0.257958689,0.179487179,0.272079772,0.0,0.0,0.218202269,0.000158869,0.000369646,0.002948251,0.000359482,0.000922288,9.03e-05,0.002095853,0.003319386,0.002572261,0.0,0.000378318,0.000666783,0.0,0.000346834,0.002833757,0.0,0.0,0.0,0.000248475,0.0,0.0,0.0,0.0,0.004544589,5.14e-05,0.012817478,0.0,0.0,0.000230032,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0
ENSG00000281849,0.012063965,0.0,0.166318471,0.089843023,0.01659751,0.0,0.0,0.039800995,0.215955472,0.0,0.000103501,0.001031616,0.000206511,0.0,6.21e-05,0.000213202,0.000232603,0.000233027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001761017,0.0,0.0,0.00060172,0.000150899,0.000168322,0.0,0.0,0.0,0.0,0.0,0.000523962,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0
ENSG00000281796,0.001094298,0.0,0.002648741,0.012834096,0.0,0.0,0.0,0.0,0.255868537,1.29e-05,0.0,0.000347492,1.53e-05,0.000464664,2.26e-05,0.000485416,0.000251759,8.07e-05,0.0,0.0,0.00016838,0.0,1.93e-05,0.000188547,2.62e-05,0.000266373,0.0,0.0,0.000318795,8.26e-05,0.0,8.02e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
ENSG00000281706,0.010493801,0.0,0.161877551,0.316520408,0.006884682,0.04302926,0.0,0.0,0.2428896,0.0,0.001197652,0.001493129,0.000813296,0.0,0.0,0.0,0.001699373,0.002572261,0.001861803,0.001474379,0.000644894,0.000608597,0.00077556,0.001857747,0.0,0.002088922,0.000919165,0.0,0.00226876,0.0,0.000373967,0.000700007,0.0,0.0,0.002050015,0.0,0.0,0.000945687,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,1
ENSG00000281649,0.006889324,0.0,0.147779772,0.205356172,0.086587436,0.046920821,0.034264547,0.422885572,0.224270671,0.009132793,0.01817671,0.013177541,0.004216903,0.010546473,0.006152943,0.003135214,0.006800227,0.018937934,0.008898134,0.010826253,0.004719682,0.010977928,0.009682454,0.01879374,0.017891133,0.01517389,0.015668757,0.00523304,0.009858747,0.025472822,0.00937541,0.005856547,0.048958147,0.02057108,0.02467096,0.033469846,0.014398673,0.025955272,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1
ENSG00000281641,0.154379958,0.0,0.016776398,0.026590062,0.057273769,0.02978236,0.0,0.069651741,0.216070749,0.0,0.0,0.0,1.78e-05,4.22e-05,3.39e-05,0.0,0.0,0.0,0.0,0.0,3.54e-05,0.000278216,0.0,0.0,0.0,0.000462647,0.0,0.0,0.000231127,0.0,0.0,0.000141604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0
ENSG00000281538,0.001040917,0.0,0.079361179,0.095859951,0.0,0.0,0.0,0.0,0.217930979,0.0,2.46e-05,0.0,1.02e-05,0.0,0.0,4.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105365,0.000188769,0.0,0.0,0.0,0.000332079,0.000141581,0.0,0.000160307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
ENSG00000281501,0.026515726,0.0,0.154655337,0.200423968,0.019986216,0.061337009,0.020905123,0.064676617,0.215942448,0.002404496,0.00283395,0.0,0.00031614,0.002787986,0.003855468,0.000262696,0.000637607,0.0,0.002824804,0.00314322,0.000215526,0.004312344,0.003844079,0.00145847,0.0,0.005677942,0.011365003,0.0,0.001291121,0.0,0.002112584,0.009813456,0.000622863,0.000800219,0.0,0.0,0.0,0.002760383,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,1,1
ENSG00000281468,0.000369106,0.0,0.009187697,0.014460568,0.0,0.0,0.0,0.0,0.60441301,0.0,0.00208973,0.0,7.9e-05,0.000471705,0.000395143,0.0,0.0,0.00083352,0.0,0.000848563,0.0,0.0,0.000602143,0.001214467,0.0,0.000799118,0.000609913,0.0,0.000882001,0.0,0.001512269,0.000205727,0.003771779,0.001651857,0.002987165,0.000969484,0.001567157,0.001955272,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ENSG00000281450,0.00093611,0.0,0.724857143,0.242075083,0.762790698,0.146843854,0.744850498,0.990049751,0.216318207,0.0,0.0,0.0,7.65e-06,0.0,0.0,0.0,0.0,5.38e-05,3.21e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0
ENSG00000281406,0.001904768,0.0,0.150683929,0.198272636,0.147343802,0.145339125,0.116939526,0.07960199,0.221272355,0.002292859,6.9e-05,0.006835816,0.001353794,0.0,0.0,0.0,0.0020387,0.00298454,0.001322522,0.001994124,0.002407829,0.001634517,0.002591622,0.000377095,2.1e-05,7.48e-05,1.72e-05,0.0,0.000491476,5.9e-05,0.0,6.95e-05,0.001782079,0.000302091,0.003655861,0.002201725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1
ENSG00000281404,0.013945949,0.0,0.138318182,0.023136364,0.007380074,0.0,0.0,0.0,0.223848357,0.0,0.000359788,0.0,7.39e-05,0.001534801,0.000366919,0.001943566,0.002194681,0.00253641,0.0,0.000749564,0.001155084,0.000365158,0.0,0.00200193,0.000351321,0.000387876,0.000438107,0.0,0.004726141,0.0,0.000203385,0.000138933,0.000322966,0.0,0.0,0.0,0.0,0.000166134,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0
ENSG00000281398,0.005907645,0.0,0.018782178,0.066055446,0.021376434,0.023983316,0.008863399,0.268656716,0.216045532,0.10462565,0.03220846,0.112147554,0.041215508,0.016974331,0.015416227,0.008219705,0.018624685,0.06541788,0.01935633,0.093925348,0.010909317,0.003929797,0.022356353,0.010098377,0.0,0.008075295,0.09133236,0.008832166,0.010658392,0.014087332,0.014669991,0.002546208,0.098250794,0.023942281,0.073192875,0.026012975,0.011449386,0.092996805,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0
ENSG00000281357,0.038192358,0.0,0.014448276,0.480262069,0.044570216,0.02652989,0.029006013,0.567164179,0.216698954,0.0,0.000379503,0.0,0.00021161,0.000788521,0.000948344,0.000590113,0.000372165,0.000403316,0.00021186,0.000618744,0.000165012,0.000492674,0.000322748,0.001319832,0.000650205,0.000686961,0.000755949,0.000466832,0.001059995,0.001085456,0.000764335,0.000325957,0.0,0.000629891,0.00177424,0.0,0.000405722,0.001086262,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
ENSG00000281344,0.133414489,0.0,0.152861293,0.20282352,0.079059172,0.085844174,0.058562711,0.587064677,0.21602087,8.59e-06,2.46e-05,3.26e-05,7.65e-06,2.11e-05,0.0,4.19e-05,3.56e-05,4.48e-05,0.0,4.6e-05,8.42e-06,0.0,9.63e-06,1.11e-05,0.0,1.4e-05,0.0,0.0,2.66e-05,0.0,0.0,0.0,5.77e-05,6.43e-06,0.0,0.0,1.78e-05,1.28e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1
ENSG00000281207,0.019030105,0.0,0.048931613,0.105530323,0.14970809,0.128857381,0.140325271,0.0,0.21834498,0.000227568,0.002119302,0.000944743,0.000155521,0.000591391,5.08e-05,0.000896591,0.001551601,0.0,3.21e-05,0.00031114,0.001038902,5.8e-05,0.00037092,0.00016082,0.0,0.000271046,0.001640753,0.0,0.00066947,0.00060172,1.64e-05,0.0,0.00355839,5.14e-05,0.000575957,0.0,0.0,0.000102236,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1
ENSG00000281205,0.00437003,0.0,0.04674587,0.156097345,0.047050147,0.105162242,0.059587021,0.0,0.216986316,0.0,0.000118287,0.001042475,0.000226907,1.41e-05,0.0,1.52e-05,4.65e-05,4.48e-05,0.0,0.0,7.07e-05,1.74e-05,2.89e-05,0.000854009,0.0,7.94e-05,1.72e-05,6.78e-05,0.000185964,0.0,5.58e-05,1.07e-05,4.61e-05,0.0,9.27e-05,0.0,0.0,5.11e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0
ENSG00000281195,0.001507019,0.0,0.063057718,0.132348322,0.020458772,0.035957843,0.0,0.0,0.242932552,0.0,0.001375082,0.000537526,0.000155521,0.000591391,0.0,0.001926434,0.00138741,0.001469863,3.21e-05,0.000434889,0.000570807,1.16e-05,0.0,0.000776372,0.0,0.00129915,0.000206168,0.0,0.001415983,0.000283162,1.31e-05,1.07e-05,0.001459113,9.64e-06,0.005154325,0.0,1.56e-05,0.000166134,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0
ENSG00000281189,0.001196502,0.0,0.025103937,0.084446194,0.0,0.0,0.0,0.154228856,0.219725535,8.59e-05,0.000202073,0.00024433,7.9e-05,9.86e-05,0.000163702,1.33e-05,0.0,0.000233027,0.00017976,7.07e-05,7.41e-05,0.000353566,0.000342017,0.000720917,0.000188769,0.000500033,0.000146036,0.0,0.0,0.000353953,0.000183703,0.000275194,0.0,0.000128549,5.13e-05,0.000543636,0.0,0.000306709,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
ENSG00000281183,0.001441921,0.0,0.048648116,0.095576249,0.036371604,0.064417178,0.04601227,0.0,0.233916268,0.0,0.002666378,0.002910244,0.000836242,0.003780678,0.0,0.005659375,0.00401446,0.00250056,0.00016692,0.001364773,0.002626723,0.0,0.002259239,0.002822666,0.0,0.005285393,0.000627094,0.000128002,0.006163377,0.003586724,6.23e-05,0.0,0.008241394,8.03e-05,0.00518117,0.0,0.0,0.000460064,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1
ENSG00000281103,0.024190425,0.0,0.040438251,0.03784786,0.007515152,0.0,0.0,0.0,0.217306377,0.015753745,0.00049779,0.000879589,0.000142773,0.000288655,0.000237086,9.33e-05,0.0,0.0,0.0,0.014828643,0.0,0.0,0.0,0.000277276,0.0,0.0,0.000420926,0.0,0.0,0.0,0.0,0.0,1.73e-05,9e-05,0.000165954,0.001812119,0.0,0.000102236,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1
ENSG00000281100,0.001262902,0.0,0.015301445,0.044849028,0.004982561,0.0204285,0.0,0.0,0.216409099,0.0,1.97e-05,0.000200894,5.1e-05,0.00019009,0.000107253,0.000142769,0.0,0.0,0.0,0.0,0.0,0.0,3.85e-05,0.0,1.57e-05,3.74e-05,0.0,0.0,5.58e-05,0.000117984,0.0,0.0,0.0,0.0,2.93e-05,0.0,0.0,6.39e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
ENSG00000281026,0.003139027,0.0,0.042664144,0.105664349,0.014931479,0.029658417,0.0,0.0,0.224120478,0.0,0.000547076,0.000885018,0.000280447,0.001056055,0.000101608,0.001530487,0.002183735,0.003038315,0.00018618,0.000470245,0.000681938,1.74e-05,0.0,0.000554551,0.0,0.000925294,0.000120265,0.0,0.001902146,0.000294961,2.95e-05,1.34e-05,0.003102778,8.68e-05,0.003131155,0.0,0.000316552,0.000178914,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0
ENSG00000281005,0.002445733,0.0,0.080993197,0.067294785,0.006082725,0.0,0.0,0.0,0.215932749,0.000317737,5.42e-05,4.89e-05,5.1e-06,0.000633633,0.000214506,0.000308382,0.000623924,0.000770782,0.0,0.00018032,6.23e-05,0.0,7.71e-05,0.000177456,0.000555821,0.000252353,5.15e-05,0.000158121,0.000770422,0.000247767,7.22e-05,0.00016565,0.00046138,0.0,0.000300181,0.000262757,0.0,0.000460064,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1
ENSG00000280924,0.000794847,0.0,0.257937888,0.295345497,0.27173913,0.300465839,0.343944099,0.36318408,0.218150449,0.0,0.000226716,0.0,1.02e-05,5.63e-05,0.0,5.52e-05,0.000301016,0.000188214,0.00013482,0.0,0.0,0.0,0.0,0.0,0.000623987,0.000448627,0.001151104,0.0,0.000403807,0.0,0.0,0.000179009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
ENSG00000280832,0.009524492,0.0,0.005531034,0.271834483,0.028233396,0.024737833,0.041140091,0.029850746,0.230310531,0.0,0.002084802,0.001140208,0.000438517,0.003822921,0.004442538,0.000574884,0.0,0.002124132,0.001643523,0.0,0.000505139,0.005581703,0.002736136,0.005246054,0.008421207,0.002574935,0.00420067,0.002567578,0.000664157,0.004058662,0.002352054,0.001672536,0.001949329,0.000848424,0.004029257,0.004004784,0.0,0.002019169,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,1
ENSG00000280798,0.002107874,0.0,0.132136762,0.122283812,0.094402421,0.062027231,0.091679274,0.830845771,0.239841682,0.001734672,0.012617239,0.005500144,0.000958619,0.005392923,0.00374257,0.001387718,0.001182172,0.004911495,0.003210005,0.001488521,0.003990598,0.00836386,0.006392347,0.011146479,0.006056348,0.002430066,0.006889442,0.002492282,0.001415983,0.005816629,0.003037659,0.000454203,0.00577878,0.003384057,0.001342272,0.005445419,0.004376002,0.002428115,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1
ENSG00000280739,0.088849685,0.0,0.079145833,0.073676282,0.039815668,0.050691244,0.03797235,0.452736318,0.215952701,0.003254658,0.000630862,0.0,0.000193763,0.001668568,0.001016082,0.00039214,0.000405003,0.00083352,0.000609901,0.002124944,4.38e-05,0.000220254,0.000298663,0.000366004,0.0,0.000401895,0.0,0.0,0.000215187,0.000637116,5.25e-05,0.0,0.00209351,0.000880562,0.000241609,0.0,0.0,0.000830671,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1
ENSG00000280734,0.007992084,0.0,0.046485484,0.068322581,0.003391473,0.066860465,0.0,0.0,0.216533521,0.0,0.00116808,0.00110763,0.000257501,0.000176009,0.000163702,0.000114215,0.002542218,0.004938382,0.002015883,0.000502067,0.000116182,0.0001507,0.000356468,0.002306933,0.000838975,0.002116961,0.000635684,0.0,0.001415983,0.0,0.000787298,0.000732068,0.000940061,0.000870921,0.001784002,0.002564149,0.0,0.001571885,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
ENSG00000280719,0.014680255,0.0,0.024112418,0.048189554,0.039188046,0.025091627,0.042289259,0.0,0.25364197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.67e-05,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0
ENSG00000280710,0.00177327,0.0,0.021445946,0.022283784,0.021337127,0.019914651,0.0,0.059701493,0.215976809,0.000944624,0.000330217,0.002807082,0.000622082,0.000506907,0.0,0.000118023,0.000998826,0.002509523,0.002413924,0.000537423,0.0,0.00079987,0.000626228,0.001486197,0.0,0.0,0.000343613,0.0,0.0,0.00060172,0.000593754,0.0,0.001136147,0.0,0.0,0.003506451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
ENSG00000280703,0.001119686,0.0,0.410221223,0.086347122,0.215485075,0.0,0.023320896,0.0,0.233762473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ENSG00000280594,0.013923165,0.0,0.07104,0.09882,0.092427184,0.088932039,0.035728155,0.427860697,0.216274147,0.0,0.000162644,0.000711272,0.000130025,0.0,0.000304825,0.000279828,0.0,0.000331616,0.00017976,0.000813206,0.0,0.0,0.000428726,0.001369741,0.001819526,4.67e-05,0.000249119,0.001024019,2.66e-05,0.001934943,0.000610156,1.34e-05,0.001401441,0.000331014,0.0,0.0,0.000786922,0.002121406,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1
ENSG00000280587,0.005646602,0.0,0.260008547,0.107897436,0.06996011,0.082847499,0.070266953,0.189054726,0.225679491,0.0,0.000374574,0.0,0.0,0.0,0.0,0.000116119,0.010190762,0.012726865,0.004718707,2.83e-05,0.000365384,5.22e-05,0.000240857,6.1e-05,0.0,0.000308431,0.000403745,2.26e-05,0.002898381,0.000106186,1.64e-05,0.000176338,0.000155716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
