ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000281195,0.001507019,0.280327286,0,0,0.063057718,0.132348322,0.107474386,0.020458772,0.035957843,0,0,0,0,0.242932552,0,0.001375082,0.002049075,0.000294433,0.000537526,0.000155521,0.00013079,0.000591391,0,0.001926434,0.00138741,0.001469863,3.21E-05,0.000434889,0.000570807,1.16E-05,0,0.000776372,0.001431286,0,0,0.000775256,0.000326192,0.00129915,0.000206168,0,0,0.001415983,0,0.000283162,1.31E-05,0.00031025,1.07E-05,0.005154325,0.000428853,0,1.56E-05,0.000166134,0.000402139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281183,0.001441921,0.422803273,0,0,0.048648116,0.095576249,0.105301462,0.036371604,0.064417178,0.04601227,0,0,0,0.233916268,0,0.002666378,0.004496171,0.002106328,0.002910244,0.000836242,0.000963821,0.003780678,0,0.005659375,0.00401446,0.00250056,0.00016692,0.001364773,0.002626723,0,0.002259239,0.002822666,0.005102162,0,0.001633433,0.001462241,0.002437644,0.005285393,0.000627094,0.008244604,0.000128002,0.006163377,0,0.003586724,6.23E-05,0.001844019,0,0.00518117,0.004534408,0,0,0.000460064,0.001942084,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281103,0.024190425,0.369085735,0,0,0.040438251,0.03784786,0.113411697,0.007515152,0,0,0,0,0,0.217306377,0.015753745,0.00049779,0.008697511,0.006485075,0.000879589,0.000142773,5.84E-05,0.000288655,0.000237086,9.33E-05,0,0,0,0.014828643,0,0,0,0.000277276,0.001336656,0,0,0,0.002295528,0,0.000420926,0.000469542,0,0,0,0,0,0,0,0.000165954,0.00011722,0.001812119,0,0.000102236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
ENSG00000281026,0.003139027,0.303450729,0,0,0.042664144,0.105664349,0.14569494,0.014931479,0.029658417,0,0,0,0,0.224120478,0,0.000547076,0.002557658,0.000422776,0.000885018,0.000280447,0.000148899,0.001056055,0.000101608,0.001530487,0.002183735,0.003038315,0.00018618,0.000470245,0.000681938,1.74E-05,0,0.000554551,0.001102051,0,0,0,0.000556286,0.000925294,0.000120265,0,0,0.001902146,0,0.000294961,2.95E-05,0.000570248,1.34E-05,0.003131155,0.001829774,0,0.000316552,0.000178914,0.001538039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000280832,0.009524492,0.521878335,0,0,0.005531034,0.271834483,0.028027,0.028233396,0.024737833,0.041140091,0.029850746,0.353233831,0.343283582,0.230310531,0,0.002084802,0.002012221,0.002785789,0.001140208,0.000438517,0.000374261,0.003822921,0.004442538,0.000574884,0,0.002124132,0.001643523,0,0.000505139,0.005581703,0.002736136,0.005246054,0.000471181,0.008421207,0.001418539,0.006470703,0.001031363,0.002574935,0.00420067,0.002154369,0.002567578,0.000664157,0,0.004058662,0.002352054,0.000747221,0.001672536,0.004029257,0.001440947,0.004004784,0,0.002019169,0.001414158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280798,0.002107874,0.42796158,0,0,0.132136762,0.122283812,0.209783573,0.094402421,0.062027231,0.091679274,0.830845771,0.203980099,1,0.239841682,0.001734672,0.012617239,0.005365922,0.004386296,0.005500144,0.000958619,0.000752545,0.005392923,0.00374257,0.001387718,0.001182172,0.004911495,0.003210005,0.001488521,0.003990598,0.00836386,0.006392347,0.011146479,0.001695463,0.006056348,0,0.005092896,0.000567114,0.002430066,0.006889442,0,0.002492282,0.001415983,0,0.005816629,0.003037659,0.00212805,0.000454203,0.001342272,0.002487349,0.005445419,0.004376002,0.002428115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280739,0.088849685,0.359124867,0,0,0.079145833,0.073676282,0.116800564,0.039815668,0.050691244,0.03797235,0.452736318,0.63681592,0.44278607,0.215952701,0.003254658,0.000630862,0.000936088,0.00104184,0,0.000193763,0.000255543,0.001668568,0.001016082,0.00039214,0.000405003,0.00083352,0.000609901,0.002124944,4.38E-05,0.000220254,0.000298663,0.000366004,0.000317406,0,0,8.83E-05,0.001048959,0.000401895,0,0.000593832,0,0.000215187,0,0.000637116,5.25E-05,2.62E-05,0,0.000241609,0,0,0,0.000830671,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
ENSG00000280734,0.007992084,0.430273924,0,0,0.046485484,0.068322581,0.049412335,0.003391473,0.066860465,0,0,0,0,0.216533521,0,0.00116808,0.003700128,0.003133069,0.00110763,0.000257501,0.000118717,0.000176009,0.000163702,0.000114215,0.002542218,0.004938382,0.002015883,0.000502067,0.000116182,0.0001507,0.000356468,0.002306933,0.001456916,0.000838975,0.000608463,0.001247318,0.000308597,0.002116961,0.000635684,0.000939084,0,0.001415983,0,0,0.000787298,0.000906715,0.000732068,0.001784002,0,0.002564149,0,0.001571885,0.001522792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280594,0.013923165,0.371575952,0,0,0.07104,0.09882,0.356737961,0.092427184,0.088932039,0.035728155,0.427860697,0.537313433,0.567164179,0.216274147,0,0.000162644,0.001216177,0.001026741,0.000711272,0.000130025,0.000237434,0,0.000304825,0.000279828,0,0.000331616,0.00017976,0.000813206,0,0,0.000428726,0.001369741,0.001397771,0.001819526,0.00119278,0.001128343,0.001306123,4.67E-05,0.000249119,0.000483352,0.001024019,2.66E-05,0.000201004,0.001934943,0.000610156,0.000343022,1.34E-05,0,0.003939732,0,0.000786922,0.002121406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280441,0.019472771,0.711846318,0,0,0.003834764,0.003015021,0.030484279,0,0,0,0,0,0,0.368563078,0,0.000438646,0.001850064,0.003548295,0.002209831,0.000247303,0.000698217,0.001267267,0.000920119,0.000245563,0.000840108,0.001684965,0.001405982,0,0.000316554,0.000765093,0.000375737,0.001475106,0.001109937,0.00210268,0.00080404,0.00064093,0,0.000532745,0.000549781,0.001753877,0.001746856,0.005778166,9.85E-05,0.001168045,0.000662643,0.000426047,0.000430157,0.001188521,4.57E-05,0.003923239,0,0.003501597,0.000651808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280426,0.001068259,0.348096763,0,0,0.086318501,0.159929157,0.107578654,0.069672131,0.101873536,0,0.432835821,0.233830846,0.144278607,0.215964894,0.000253331,0.000414003,0.000840268,0.000619064,0.000168316,3.57E-05,1.41E-05,0.000295696,0.000231441,6.66E-05,7.94E-05,0.000304728,0,0.000332354,6.57E-05,6.96E-05,0.000130063,0.000820736,0.000289806,0.000272667,0.00014125,0.000610226,9.34E-05,0.000528072,0.000498239,0.000317631,0,7.97E-05,0,0.000448341,0.000246031,0,0.000192368,0.000327026,0,0.000299,0.000289801,0.000460064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280417,0.001229702,0.591070793,0,0,0.076424847,0.163939162,0.099703675,0.057259714,0.079754601,0.014826176,0.203980099,0.497512438,0.358208955,0.216110653,0,0.000448503,0.000103191,0.000135892,0.000217182,3.06E-05,4.63E-05,9.15E-05,6.77E-05,9.52E-06,0,5.38E-05,5.14E-05,4.24E-05,0,6.96E-05,0,0.000105365,5.91E-05,0,0,0.00040298,0,0.000841177,0.000962117,0.000649073,0,0,3.08E-06,3.54E-05,4.92E-05,0,0.000622525,0.000517385,0,0.007493114,7.13E-05,0.001904153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280407,0.001764156,0.678406261,0,0,0.115313648,0.125850198,0.156817267,0.123154483,0.116672668,0.129636298,0.258706468,0.174129353,0.273631841,0.222783429,0,0,5.90E-05,4.53E-05,0,2.55E-06,6.04E-06,0.000211211,5.08E-05,0.000237949,0,0.000421241,3.85E-05,0,0,0,9.63E-06,0.000293912,0.000240519,0,0,0.000326222,0,1.40E-05,1.72E-05,0.000455732,0,2.66E-05,0.001098342,0.002300695,6.56E-06,0.000120167,5.34E-06,0,0,0,0,0.00029393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280383,0.015001188,0.370508716,0,0,0.087021332,0.1476972,0.202843911,0.016528926,0.040413656,0.021331833,0,0,0,0.211853156,9.88E-05,0.000182359,0.000398022,0.000226487,8.69E-05,1.78E-05,5.43E-05,4.93E-05,1.69E-05,9.33E-05,0.000191556,0.000206139,5.14E-05,9.19E-05,2.53E-05,0,2.41E-05,0.000116456,0.000208976,3.67E-05,0.000113483,0.000153516,7.31E-05,6.08E-05,0.000377974,0.001574346,4.52E-05,6.64E-05,5.95E-05,0.000106186,9.84E-06,0.00015294,5.34E-06,0.000112263,9.72E-05,0,1.78E-05,3.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280356,0.006910806,0.392564924,0,0,0.066877282,0.097745952,0.103266181,0.059346625,0.062622859,0.047833006,0.36318408,0.323383085,0.278606965,0.330747448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280355,0.001337113,0.451440768,0,0,0.447388496,0.07035455,0.497932318,0.441301273,0,0.281471004,0.865671642,0,1,0.221250464,0.000863042,0.002651592,0.001768985,0.001260777,0.001259658,0.000359482,0.000664011,0.00152776,0.000937054,0.001623763,0.002394446,0.002133094,0.000866701,0.001028883,0.000734135,0.000365158,0.000659948,0.001702472,0.001762493,0,0.00113966,0.001600405,0.001058433,0.001000065,0.003092518,0.012691442,0.0018598,0.002146556,0.001090138,0.003350756,0.000554389,0.000991925,0.000382065,0.000500301,0,0.000697666,0.001328628,0.003348243,0.003049396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280347,0.00319436,0.296513696,0,0,0.061940491,0.176290913,0.221819628,0.030558906,0.098914355,0.023321271,0,0,0,0.234560546,0,0.001079365,0.002749298,0.001064488,0.000195464,5.10E-05,3.42E-05,0.001731931,0.000513686,0.001698003,0.000831899,0.00079767,0.00017976,0.002690653,0.000781282,0.000515858,0.000968245,0.001824473,0.001324827,0.000435218,0.000625364,0,0.003241621,0.001275784,0.000309252,0.000939084,7.53E-05,0.000592428,0,0.000707906,0.000265713,0.000402014,0.000170994,0.002035373,0,0.00152218,0.000151588,0.000996805,0.000708985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280332,0.001257043,0.621487015,0,0,0.024454955,0.036074575,0.061060811,0.023523524,0.011011011,0,0,0,0,0.247471869,0,0.000152787,0.000545437,0.000573767,0.00048866,3.82E-05,0.000243471,0.00057027,5.08E-05,0.000597727,0.001116496,0.000779745,7.70E-05,0.00013082,0.000240783,0,0.000110794,0.000476914,0.000737329,0,0.000235417,9.98E-05,0.000234155,0.000990719,0.000128855,0.003383464,0,0.001665706,0.000388676,0.00037755,0,0.000712263,1.34E-05,0.001090901,0.001300855,0,0,0.000472843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280327,0.001033757,0.517253646,0,0,0.02116435,0.025738973,0.078015905,0,0,0,0,0,0,0.225297913,0.000249037,0.000187287,0.000250606,0.000369929,0.00024433,5.86E-05,0.000116705,0.000464664,0.000259665,0.000327418,0.000186083,0.000448129,8.99E-05,0.000152034,7.91E-05,9.85E-05,0.000149331,0.000316094,0.000124203,0.000141577,0,0.000126651,0.000142117,0.000672941,0.000292071,0.001712447,0,0.000714633,0.000100502,0.00037755,0.000121375,0.000485038,0.000168322,0,0.00040884,0.000280879,0.000477058,0.000230032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
