ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,MCF.7_nucleus,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000280355,0.001337113,0.451440768,0,0,0.447388496,0.07035455,0.497932318,0.441301273,0,0.281471004,0.865671642,0,1,0.221250464,0.000863042,0.002651592,0.001768985,0.001260777,0.001259658,0.000359482,0.000664011,0.00152776,0.000937054,0.001623763,0.002394446,0.002133094,0.000866701,0.001028883,0.000734135,0.000365158,0.000659948,0.001702472,0.001762493,0,0.00113966,0.001600405,0.001058433,0.001000065,0.003092518,0.012691442,0.002146556,0.000554389,0.000991925,0.000382065,0.003766011,0.001391545,0.000500301,0,0.000697666,0.001328628,0.003348243,0.003049396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280303,0.001259647,0.567057986,0,0,0.004933067,0.005942557,0.054460487,0,0,0,0.164179105,0.184079602,0.114427861,0.21613199,6.44E-05,0.000453432,0.000405392,0.000626614,0.000977321,0.000152971,0.000599622,0.000873006,0.000383853,0.00024366,0.000210711,0.000457092,0.00030174,3.54E-05,7.07E-05,0,9.63E-05,0.001070284,0.00033515,0.002191821,0.001490975,0.00124348,4.06E-05,0.000743039,0.000730178,0.003397274,0.000401151,0.000278835,0.000277477,0.00024046,0.000340267,9.32E-05,0.000253811,0.000200132,0.00030806,0,0.000230032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280302,0.002112431,0.56794735,0,0,0.018145531,0.022551932,0.069225935,0.003019324,0,0,0.273631841,0.253731343,0.15920398,0.216456207,0,0,0,0,3.80E-05,1.27E-05,1.41E-05,0,7.34E-05,7.80E-05,0,2.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31E-05,0,0.00029413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280152,0.002614337,0.682853077,0,0,0.023237815,0.036953466,0.054285244,0.018858682,0.010286554,0.010041636,0,0,0,0.220929849,0,0.000162644,0,2.26E-05,0.000781857,0.000127476,0.000921566,0.001626325,0.000208861,0.003135214,0.005694677,0.001720816,0,6.36E-05,0.000457993,0,0.000274577,0.000327185,0.000254319,0,0.001132417,0.000284005,0.00022468,0.000532745,0.000188987,0.004225877,0.001094531,6.56E-06,0.000943858,2.40E-05,0.000726673,0,0.000234287,0,0,2.45E-05,0,6.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280143,0.003422854,0.541800071,0,0,0.175707606,0.214460094,0.217460209,0.177840376,0.188356808,0.191924883,0,0.014925373,0,0.223585381,3.43E-05,0.000128144,2.21E-05,0,0.001096771,0.000293195,0.000700229,0.001351751,0.000756417,0.000399754,0.000240813,0.000286803,0.00014124,1.77E-05,0.000242467,0.000382547,0,0.000138638,0.000106459,1.57E-05,3.62E-05,1.92E-05,4.47E-05,3.27E-05,0.000893394,0.005551643,8.50E-05,0.000993964,0.001470408,0,8.65E-05,3.21E-05,0,0,0,0,5.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280038,0.002136517,0.595873355,0,0,0.410746491,0.18457659,0.412114129,0.346969245,0,0.23947447,0.149253731,0,0.810945274,0.216667364,0.000519543,0.000128144,0,1.51E-05,1.09E-05,2.55E-06,2.01E-05,0,0,5.90E-05,7.94E-05,2.69E-05,0,0.000360639,3.54E-05,0,1.45E-05,0.000393731,9.86E-06,0,6.04E-06,0,0,9.35E-06,0.000128855,0.001450056,2.13E-05,3.28E-05,0.000480668,0,0.000126879,0,0,5.43E-05,0,0,5.11E-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279881,0.001842925,0.546069015,0,0,0.28584127,0.187766736,0.345778137,0.300552105,0.200138026,0.351621808,0,0,0,0.293469131,0,0,0,0,2.71E-05,0,0,0.000549149,0.000440302,0.000239852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84E-06,0,5.34E-06,0.000196086,0.000112481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
ENSG00000279822,0.001247929,0.535218783,0,0,0.018814012,0.030432964,0.019988299,0.017641129,0,0,0,0,0,0.216007845,0,0.00014293,0,3.77E-05,0.000141169,3.82E-05,8.65E-05,0.000422422,0.000451592,0.000287442,0,0,0,0.000413675,4.55E-05,0.000121719,0,0.00016082,0,0,0,0,0.000322132,0,0.000335023,0.000773363,0,0.000298517,0.000524366,0,0.001522553,0.000848424,0,0.000185836,0,8.03E-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
ENSG00000279821,0.001925599,0.625044468,0,0,0.099012562,0.092013554,0.123597704,0.086942149,0.068760331,0.048264463,0.064676617,0.029850746,0,0.216566497,0,0.000280931,0,0.000135892,0.000456083,0.000147872,0.000402431,0.001070136,0.000513686,0.001757014,0.000454261,0.000286803,7.06E-05,0.000226284,0.000527028,0.000156496,0.00040464,0.000820736,0.000173489,0.00046668,0.001158977,0.000525793,0.000351909,0.000252353,0.001022249,0.007692201,0.000528669,0.000341163,0.002610903,7.48E-05,0.00355839,0.000363151,0,0.001392344,0,0.000140442,2.56E-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000279792,0.001430855,0.63055852,0,0,0.077752318,0.122820309,0.176740651,0.077262693,0.069757174,0.088300221,0,0,0,0.221252681,0.000236156,0.000379503,0.000243235,0.000218937,0.000396358,5.10E-05,0.000164997,0.000253453,0,0.000357875,0.001297106,0.000815595,0.00018618,0.000222748,9.26E-05,0,9.15E-05,0.00065437,0.000512582,0.000199256,0.000288537,0.000134327,0.000374918,0.000144869,0.000429516,0.003783955,0.000156741,4.59E-05,0.000308065,3.47E-05,0.000421009,0,0,0.000557509,0,0.000240758,0.000140575,0.000270634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000279759,0.003057654,0.520455354,0,0,0.034279597,0.063337322,0.121644353,0.009026029,0.009445844,0,0,0,0,0.217995269,0.000558187,0.001138509,0.000921346,0.000732308,0.00098275,0.000229457,0.000464807,0.001703769,0.000118543,0.001482897,0.000919467,0.00107551,5.14E-05,0.000816742,0.001023748,0,0.000703303,0.001397469,0.000753101,0,0.000357351,0.000464386,0.001177541,0.001448693,0.000876213,0.008465565,0.002032321,3.28E-05,0.001090243,3.47E-05,0.002468381,6.43E-06,0.002704068,0.000737628,0.000244636,0.000102545,0.000319489,0.000522209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000279748,0.001586439,0.633404482,0,0,0.044635783,0.074753195,0.12240238,0.03514377,0.047523962,0.040335463,0.154228856,0.114427861,0.15920398,0.22763089,0,6.90E-05,0.001960625,0.004771324,0.000103162,2.04E-05,6.24E-05,6.34E-05,2.26E-05,7.04E-05,0.000202502,0.000161326,0,0,1.01E-05,0,0,0.000521278,0.00081816,0,6.76E-05,2.69E-05,0,0.000486013,0,0.000814793,0.000951073,0,0.00060739,0.000136261,0.000126879,8.03E-05,2.68E-05,0,0,0,7.67E-05,5.72E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279742,0.001509623,0.540910708,0,0,0.187044426,0.106188181,0.122033836,0.153394803,0,0,0.089552239,0,0,0.215992327,0.000279093,7.89E-05,8.11E-05,8.30E-05,0,5.86E-05,6.24E-05,0,2.82E-05,0,0.000161454,9.86E-05,3.85E-05,0.000205069,5.05E-06,0,0,8.87E-05,5.72E-05,0,3.86E-05,6.91E-05,9.61E-05,0.001014085,0.000214758,0,0.002114676,0,9.18E-05,0.000243132,0,0,0,0,0,0.000343303,7.67E-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
ENSG00000279738,0.012595165,0.47847741,0,0,0.081647695,0.102551635,0.2082067,0.051661087,0.047952614,0.043677569,0,0,0,0.223508068,0.000120225,0.000123215,0.000316943,0.000271784,0.00024433,5.10E-05,9.46E-05,0.000267534,9.03E-05,0.00022272,0.000218921,0.000304728,0.00013482,0.000159106,9.26E-05,6.96E-05,0.000139697,0.000249548,0.000185318,0.000115359,0.000112276,0.000203409,0.000154298,0.000121503,0.000111674,0,0.000185964,5.25E-05,0.000176973,1.87E-05,0.00039794,7.07E-05,0.000236728,0.000162964,0.000181212,7.36E-05,0.000102236,5.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
ENSG00000279692,0.000955639,0.73621487,0,0,0.249274919,0.253104235,0.27688812,0.252117264,0.242345277,0.235830619,0.034825871,0.218905473,0,0.216411316,0,0.000157715,0,0,0,0.000130025,0.000185118,0.000689956,0.000491106,5.71E-05,0.00138741,0.003522294,0.004673767,0,3.37E-06,0,1.45E-05,0.000216275,0,0,0.000488943,0,4.06E-06,0.000383203,0.001872691,0.003010592,0.000398494,0.000705288,0.001101168,0.000844283,0,0,0,0.002355834,0,0.002155677,0.001329073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279689,0.002298611,0.580576307,0,0,0.603588105,0.630817121,0.604171729,0.635352974,0.643135075,0.576709283,0.830845771,0.805970149,0.915422886,0.21610705,0.000347793,0,0.000552808,0.000951245,0.000352921,6.63E-05,0.000116705,0.000154888,0.000107253,5.71E-05,0.000481626,0.000627381,0.000571381,0.000162641,0,6.38E-05,3.37E-05,0.000277276,0.000609184,0.000298885,0.000478078,0,0.000319425,0.000200948,0.000240529,0.000510972,0.000613681,4.59E-05,0.000102688,0.000307255,0.000236457,0.000170328,0,5.43E-05,0,1.34E-05,0.000102236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279660,0.000820886,0.759338314,0,0,0.132101657,0.135133283,0.14219128,0.131777108,0.115963855,0.079819277,0.114427861,0,0.179104478,0.217282545,0,0,0,0,0,0,0,0.000119686,0.000152412,9.71E-05,0,0,0,0,5.05E-06,0,0,3.88E-05,0,0,0,2.69E-05,0,7.48E-05,0.00025771,0.000593832,0,0,0.000161679,6.95E-05,0,0,0,0,0,0,0.00028115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279631,0.001594902,0.609747421,0,0,0.072319825,0.08260588,0.058531169,0.067143425,0.059992054,0.033373063,0.194029851,0.179104478,0.278606965,0.22760124,0,1.97E-05,7.37E-05,0.000135892,3.26E-05,2.55E-06,1.61E-05,6.34E-05,5.08E-05,0,0,0,0,0,5.05E-06,1.16E-05,1.93E-05,0.000293912,9.07E-05,0,0.000134007,5.76E-05,0,0.000607516,0,0,0.000401151,5.58E-05,4.37E-05,0.000125574,0,0.000122122,0,0,0,0,6.39E-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000279611,0.000558541,0.714870153,0,0,0.03012973,0.025758919,0.02926356,0.022702703,0,0,0,0,0,0.216698123,0,8.87E-05,0.000243235,0.001064488,0.00037464,9.18E-05,0.000245483,0.000309776,0,0.000180841,0,0,0,0.000247498,0.000249202,0,0,0.001131284,0.001040936,0,0,0,0.000569821,0,0.000180397,0.002927732,0.002502544,6.89E-05,0.00289275,0.000109543,0.002341502,0.000106053,0.002140314,0,0,0,0.000651757,0.002997938,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
