ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000282851,0.008555833,0.480611882,0,0,0.036235955,0.045157303,0.089026147,0.002380952,0,0,0.029850746,0,0,0.215940785,0.011704745,5.91E-05,0.037856285,0.050483927,0.002600759,0.001384388,0.000521148,0.004393191,0.003488549,0.001149769,0.004534397,0.021779072,0.017744907,0.007838603,2.02E-05,0,8.67E-05,0.001380832,0.006787767,0.002514794,0.000271046,2.58E-05,0.000290011,0,0.001054681,0,0,0.000236189,0.000159495,0.000446188,0,0.000218534,0,0,0,0,0.000153355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000282508,0.026761146,0.459089292,0,0,0.276883871,0.041622581,0.237210353,0.07376308,0,0.080222194,0,0,0,0.227476264,0.043100598,0.013272744,0.017365539,0.017900014,0.092780315,0.012036275,0.057935933,0.020156578,0.001891042,0.01358212,0.130372795,0.044006274,0.002824804,0.067025892,0.033350957,0.002028656,0.00950422,0.017607001,0.027509877,0.142897941,0.036965035,0.007198694,0.092430708,0.004427377,0.200275227,0.019226628,0.011574265,0.001955124,0.016618017,0.004435159,0.012116983,0.001198721,0,0.087185865,0.004575602,0.012341083,0.005827476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
ENSG00000282386,0.000417929,0.43738883,0,0,0.040328632,0.043007052,0.126404638,0,0,0,0,0,0,0.217008208,0,0,0.00075919,0.00052092,0,0.000303393,4.43E-05,0.000337938,0.000208861,0,0,0.000645306,0.0002568,0.000176784,6.74E-05,0,0.000125246,0.001125739,8.48E-05,1.76E-05,0,0.000446697,0,0.000368948,0.000409121,0,0.000589922,0.00055767,0,0.001031308,0,0.000388861,2.68E-05,0.00035166,0,0,0.001405751,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000282012,0.003133819,0.403237282,0,0,0.009391026,0.060198718,0.127543604,0.055462185,0,0,0,0,0,0.222330633,0,0,0,0,0.01307438,0.002743281,0.000849129,0,6.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281903,0.064307731,0.302383493,0,0,0.10683727,0.267766404,0.165593982,0.163766915,0.182270091,0.1331124,0.47761194,0.68159204,0.223880597,0.227776372,0,0.00170037,0.001282514,0,8.14E-05,3.57E-05,8.25E-05,4.22E-05,0.000220151,0,0.000719702,0.00305624,0.001547222,0.000190927,0,0.00057382,0.000467263,0.005429056,0,0,0.000733693,0.00052401,0.000276201,0.000316241,0,0,0.00113265,9.84E-06,0,0.000288552,0,0.000131763,0,0,0.001685271,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281796,0.001094298,0.561366062,0,0,0.002648741,0.012834096,0.064812533,0,0,0,0,0,0,0.255868537,1.29E-05,0,0.000147415,0.000211388,0.000347492,1.53E-05,0.000219325,0.000464664,2.26E-05,0.000485416,0.000251759,8.07E-05,0,0,0.00016838,0,1.93E-05,0.000188547,0.000552011,0.000165126,0.000266373,0,0.001726257,0,0.000318795,9.74E-05,8.26E-05,0,0,8.02E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281756,0.004675991,0.470117396,0,0,0.024706865,0.045330241,0.172020546,0.005270092,0,0,0,0,0,0.228124698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281649,0.006889324,0.312522234,0,0,0.147779772,0.205356172,0.188062414,0.086587436,0.046920821,0.034264547,0.422885572,0.014925373,0.069651741,0.224270671,0.009132793,0.01817671,0.045514517,0.033655951,0.013177541,0.004216903,0.002652018,0.010546473,0.006152943,0.003135214,0.006800227,0.018937934,0.008898134,0.010826253,0.004719682,0.010977928,0.009682454,0.01879374,0.011600123,0.003969801,0.01517389,0.015668757,0.016986369,0.00523304,0.009858747,0,0.025472822,0.00937541,0.003948035,0.005856547,0.048958147,0.02057108,0.02467096,0.014955542,0.033469846,0.014398673,0.025955272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
ENSG00000281406,0.001904768,0.530594095,0,0,0.150683929,0.198272636,0.168393377,0.147343802,0.145339125,0.116939526,0.07960199,0,0.139303483,0.221272355,0.002292859,6.90E-05,0.001253031,0.000966344,0.006835816,0.001353794,0.002243551,0,0,0,0.0020387,0.00298454,0.001322522,0.001994124,0.002407829,0.001634517,0.002591622,0.000377095,0.001289341,0,7.48E-05,1.72E-05,0,0,0.000491476,0,5.90E-05,0,0,6.95E-05,0.001782079,0.000302091,0.003655861,0,0.002201725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000281404,0.013945949,0.316079687,0,0,0.138318182,0.023136364,0.102143385,0.007380074,0,0,0,0,0,0.223848357,0,0.000359788,0.001533121,0.000845551,0,7.39E-05,0.000116705,0.001534801,0.000366919,0.001943566,0.002194681,0.00253641,0,0.000749564,0.001155084,0.000365158,0,0.00200193,0.001050793,0.001073322,0.000387876,0.000438107,0.00243057,0,0.004726141,0,0,0.000203385,0.003170227,0.000138933,0.000322966,0,0,0,0,0,0.000166134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281357,0.038192358,0.311988616,0,0,0.014448276,0.480262069,0.553555455,0.044570216,0.02652989,0.029006013,0.567164179,0.776119403,0.631840796,0.216698954,0,0.000379503,0.00200485,0.00242341,0,0.00021161,0.000513099,0.000788521,0.000948344,0.000590113,0.000372165,0.000403316,0.00021186,0.000618744,0.000165012,0.000492674,0.000322748,0.001319832,0.001135566,0.00091767,0.000686961,0.000755949,0.001173855,0.000466832,0.001059995,6.36E-05,0.001085456,0.000764335,0,0.000325957,0,0.000629891,0.00177424,0.000171541,0,0.000405722,0.001086262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281332,0.001678227,0.471362504,0,0,0.10226276,0.131328544,0.135555374,0.043478261,0,0.011720227,0,0,0,0.245113674,0.00056248,0.001143437,0.000250606,0,0.00048866,6.63E-05,0.000197191,0.000535068,0.000485462,0.000295057,0.000965988,0.000950034,0.0002889,0.000523281,7.41E-05,7.54E-05,0,0.000743099,0.000230662,0.000366797,0.001051471,0.002800447,0.017994504,0.000293653,0.00136285,0.000108706,0.000401147,0.000357565,0.000758145,0.000537028,0.000772811,0.001185866,0.000942031,0.000343083,0.002908452,0.000285343,0.004434505,0.000278257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281189,0.001196502,0.421736037,0,0,0.025103937,0.084446194,0.08325328,0,0,0,0.154228856,0.199004975,0,0.219725535,8.59E-05,0.000202073,0.000471729,0.000422776,0.00024433,7.90E-05,9.66E-05,9.86E-05,0.000163702,1.33E-05,0,0.000233027,0.00017976,7.07E-05,7.41E-05,0.000353566,0.000342017,0.000720917,0.000100545,2.03E-05,0.000500033,0.000146036,0,0,0,0,0.000353953,0.000183703,1.09E-05,0.000275194,0,0.000128549,5.13E-05,0,0.000543636,0,0.000306709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281186,0.003128611,0.398256848,0,0,0.004173913,0.003927536,0.010686027,0,0,0,0,0,0,0.269709283,0,0.000872364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000841852,0.000441922,0.000105414,0,0,0,0.000150899,0,0,0,0,0,0,0,0,0.00029393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281100,0.001262902,0.461045891,0,0,0.015301445,0.044849028,0.054635355,0.004982561,0.0204285,0,0,0,0,0.216409099,0,1.97E-05,3.69E-05,3.02E-05,0.000200894,5.10E-05,7.85E-05,0.00019009,0.000107253,0.000142769,0,0,0,0,0,0,3.85E-05,0,5.13E-05,0,3.74E-05,0,0,0,5.58E-05,0,0.000117984,0,0,0,0,0,2.93E-05,0,0,0,6.39E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000281005,0.002445733,0.521878335,0,0,0.080993197,0.067294785,0.249564992,0.006082725,0,0,0,0,0,0.215932749,0.000317737,5.42E-05,0.000456988,0.000626614,4.89E-05,5.10E-06,1.21E-05,0.000633633,0.000214506,0.000308382,0.000623924,0.000770782,0,0.00018032,6.23E-05,0,7.71E-05,0.000177456,0.00034895,0.00022468,0.000252353,5.15E-05,0.000234771,0.000158121,0.000770422,9.33E-05,0.000247767,7.22E-05,0.000380165,0.00016565,0.00046138,0,0.000300181,0,0.000262757,0,0.000460064,0.000226799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280924,0.000794847,0.553006048,0,0,0.257937888,0.295345497,0.334657142,0.27173913,0.300465839,0.343944099,0.36318408,0.407960199,0.472636816,0.218150449,0,0.000226716,5.90E-05,7.55E-05,0,1.02E-05,1.41E-05,5.63E-05,0,5.52E-05,0.000301016,0.000188214,0.00013482,0,0,0,0,0,4.73E-05,0,0.000448627,0.001151104,0.002913922,0,0.000403807,0,0,0,4.37E-06,0.000179009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280832,0.009524492,0.521878335,0,0,0.005531034,0.271834483,0.028027,0.028233396,0.024737833,0.041140091,0.029850746,0.353233831,0.343283582,0.230310531,0,0.002084802,0.002012221,0.002785789,0.001140208,0.000438517,0.000374261,0.003822921,0.004442538,0.000574884,0,0.002124132,0.001643523,0,0.000505139,0.005581703,0.002736136,0.005246054,0.000471181,0.001031363,0.002574935,0.00420067,0.002154369,0.002567578,0.000664157,0,0.004058662,0.002352054,0.000747221,0.001672536,0.001949329,0.000848424,0.004029257,0.001440947,0.004004784,0,0.002019169,0.001414158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280734,0.007992084,0.430273924,0,0,0.046485484,0.068322581,0.049412335,0.003391473,0.066860465,0,0,0,0,0.216533521,0,0.00116808,0.003700128,0.003133069,0.00110763,0.000257501,0.000118717,0.000176009,0.000163702,0.000114215,0.002542218,0.004938382,0.002015883,0.000502067,0.000116182,0.0001507,0.000356468,0.002306933,0.001456916,0.000308597,0.002116961,0.000635684,0.000939084,0,0.001415983,0,0,0.000787298,0.000906715,0.000732068,0.000940061,0.000870921,0.001784002,0,0.002564149,0,0.001571885,0.001522792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280639,0.010142923,0.500711491,0,0,0.023690834,0.028566347,0.182144975,0.061173533,0.019662921,0.041198502,0,0,0,0.234777522,0,6.41E-05,0,0,7.06E-05,1.02E-05,3.02E-05,7.04E-05,1.13E-05,5.90E-05,4.38E-05,9.86E-05,5.14E-05,1.41E-05,0,0,0,1.66E-05,0,9.47E-06,2.34E-05,6.87E-05,0.000414302,2.26E-05,5.05E-05,0,0.000483736,0,0.000185713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280594,0.013923165,0.371575952,0,0,0.07104,0.09882,0.356737961,0.092427184,0.088932039,0.035728155,0.427860697,0.537313433,0.567164179,0.216274147,0,0.000162644,0.001216177,0.001026741,0.000711272,0.000130025,0.000237434,0,0.000304825,0.000279828,0,0.000331616,0.00017976,0.000813206,0,0,0.000428726,0.001369741,0.001397771,0.001306123,4.67E-05,0.000249119,0.000483352,0.001024019,2.66E-05,0.000201004,0.001934943,0.000610156,0.000343022,1.34E-05,0.001401441,0.000331014,0,0.003939732,0,0.000786922,0.002121406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280441,0.019472771,0.711846318,0,0,0.003834764,0.003015021,0.030484279,0,0,0,0,0,0,0.368563078,0,0.000438646,0.001850064,0.003548295,0.002209831,0.000247303,0.000698217,0.001267267,0.000920119,0.000245563,0.000840108,0.001684965,0.001405982,0,0.000316554,0.000765093,0.000375737,0.001475106,0.001109937,0,0.000532745,0.000549781,0.001753877,0.001746856,0.005778166,9.85E-05,0.001168045,0.000662643,0.000426047,0.000430157,0.000432543,0.000414571,0.001188521,4.57E-05,0.003923239,0,0.003501597,0.000651808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280434,0.009240013,0.566880114,0,0,0.074505995,0.056832059,0.095369674,0.062127481,0.038356357,0.02299979,0,0,0,0.254786428,0,5.42E-05,0.000899234,0.000717208,9.77E-05,2.04E-05,6.04E-05,0.000682916,3.95E-05,0.000767147,5.47E-06,0,0,0,3.37E-05,0,9.63E-06,7.21E-05,0.001385943,0.00019355,9.35E-06,1.72E-05,0.000580022,0,2.66E-05,7.59E-05,0.000117984,0,9.61E-05,0,0.000305664,0,0.000619886,0,2.72E-05,0,2.56E-05,8.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280426,0.001068259,0.348096763,0,0,0.086318501,0.159929157,0.107578654,0.069672131,0.101873536,0,0.432835821,0.233830846,0.144278607,0.215964894,0.000253331,0.000414003,0.000840268,0.000619064,0.000168316,3.57E-05,1.41E-05,0.000295696,0.000231441,6.66E-05,7.94E-05,0.000304728,0,0.000332354,6.57E-05,6.96E-05,0.000130063,0.000820736,0.000289806,9.34E-05,0.000528072,0.000498239,0.000317631,0,7.97E-05,0,0.000448341,0.000246031,0,0.000192368,0.000265293,0.000170328,0.000327026,0,0.000299,0.000289801,0.000460064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280424,0.002665113,0.672892209,0,0,0.026600817,0.066730353,0.067213933,0.022350397,0.028839221,0.009613074,0.12437811,0.099502488,0,0.224119647,0,2.46E-05,0,0,1.09E-05,0,4.02E-06,0,0,1.71E-05,8.48E-05,5.38E-05,1.28E-05,0,0,0,0,0.000127547,0,2.71E-06,7.01E-05,2.58E-05,0.000414302,0,0.000108922,1.13E-05,0,0,0.000179158,0,0,0,0,0.000331647,0,5.80E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280402,0.000977121,0.572394166,0,0,0.008207908,0.009693878,0.070515373,0,0,0,0,0,0,0.227152324,0,0,0.000515954,0.000324631,0,2.29E-05,8.85E-05,0.000239373,0,0,0.001067239,0.000600493,0,0,0.000131336,0,0.00013488,0.000255094,0.000528354,0.000104219,0,0,0,0,0,0.000146651,0,0,0.00030588,0,0,0,0,0,0,0,0.000191693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000280388,0.001249231,0.465492707,0,0,0.01786858,0.049458711,0.06681404,0.003524673,0,0,0,0,0,0.216514123,0.000214687,0.00024643,0.000700223,0.000218937,0,6.88E-05,5.23E-05,0.000168969,0,0.000430212,0.000186083,0.000224065,0,0.000399532,0.000220577,0,0.000192686,0.000682098,0.000189261,0.000311304,0.001102876,0.000137445,0.001256715,5.27E-05,0.000884657,0,0.000283162,1.97E-05,0.000423862,4.01E-05,0.000790113,0,0.000353872,0,0.000235576,3.34E-05,0.000204473,0.000455504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
