ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000282057,0.062430304,0.327107791,0,0,0.355161654,0.152906015,0.408739485,0.296193387,0.277021395,0.227563212,0.084577114,0.412935323,0.31840796,0.215979858,9.02E-05,0,0,0.000228042,2.04E-05,5.63E-05,0.004400231,0.001800724,0.004330669,0,0,1.93E-05,8.13E-05,8.08E-05,0.000162292,0,0.00097601,0,0,1.93E-05,0.000130489,0.000123168,0,0.001671561,0.000207217,0,0.00444801,0.000770896,0.000810582,4.81E-05,0.001505251,0.001526521,9.52E-05,0,0,0,5.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000282021,0.001413929,0.450017787,0,0,0.020905762,0.023527021,0.151879035,0,0,0,0,0,0,0.217242642,6.01E-05,0,2.26E-05,0.000146598,2.80E-05,1.21E-05,0,0,0,4.10E-05,5.38E-05,1.93E-05,1.06E-05,1.01E-05,4.06E-05,1.93E-05,0.000282821,9.86E-06,0,3.62E-06,7.68E-06,4.06E-06,0.000107484,0,0.000103608,0,0,0,6.55E-05,5.08E-05,1.73E-05,8.68E-05,0,0,0,4.24E-05,0.00028115,3.81E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281912,0.00106891,0.637851298,0,0,0.020237566,0.024390287,0.085022054,0,0,0,0,0,0,0.216585894,0.00056248,0.000538066,0.00120793,0,0.000165719,0.000227373,6.34E-05,4.52E-05,0,0.000396794,0.000663231,0.000398041,0.000392461,0,0,0,0.000881736,0.000678185,0,0.000813698,0,0.000707878,0.000252353,0.000150591,0.000374585,3.90E-05,0.000212372,0.00015746,0.000533105,0.000325957,0.000588259,0,0.000768756,0.00046888,0,0.000251904,8.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281903,0.064307731,0.302383493,0,0,0.10683727,0.267766404,0.165593982,0.163766915,0.182270091,0.1331124,0.47761194,0.68159204,0.223880597,0.227776372,0,0.001282514,0,8.14E-05,3.57E-05,8.25E-05,4.22E-05,0.000220151,0,0.000719702,0.00305624,0.001547222,0.000190927,0,0.00057382,0.000467263,0.005429056,0,9.44E-05,2.90E-05,0.000303194,0,0.000733693,0.000316241,0,0,0.00113265,9.84E-06,0,0.000288552,0,0.000131763,0,0,0.001685271,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281849,0.012063965,0.527214514,0,0,0.166318471,0.089843023,0.135459662,0.01659751,0,0,0.039800995,0,0.174129353,0.215955472,0,0,0.00051337,0.001031616,0.000206511,0.000468832,0,6.21E-05,0.000213202,0.000232603,0.000233027,0,0,0,0,0,0,0.000291777,0,0.000161774,0,0,0,0,0,0,0.00060172,0.000150899,0,0.000168322,0,0,0,0,0,0,0.000523962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281832,0.001300007,0.706688011,0,0,0.205718992,0.215664244,0.258041121,0.198643411,0.190891473,0.233042636,0.253731343,0.099502488,0.338308458,0.216211243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002655988,0,0,0,0,0,7.49E-05,0,0,0,0,0,0,0.000410003,0,0,0,0.00028115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
ENSG00000281706,0.010493801,0.382781928,0,0,0.161877551,0.316520408,0.524866306,0.006884682,0.04302926,0,0,0,0,0.2428896,0,0.002926196,0.004091863,0.001493129,0.000813296,0.000513099,0,0,0,0.001699373,0.002572261,0.001861803,0.001474379,0.000644894,0.000608597,0.00077556,0.001857747,0.001571261,0,0.001098613,0.001711704,0.001113926,0.002088922,0,0.00226876,0,0,0.000373967,0.000753775,0.000700007,0,0,0.002050015,0,0,0,0.000945687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000281649,0.006889324,0.312522234,0,0,0.147779772,0.205356172,0.188062414,0.086587436,0.046920821,0.034264547,0.422885572,0.014925373,0.069651741,0.224270671,0.009132793,0.045514517,0.033655951,0.013177541,0.004216903,0.002652018,0.010546473,0.006152943,0.003135214,0.006800227,0.018937934,0.008898134,0.010826253,0.004719682,0.010977928,0.009682454,0.01879374,0.011600123,0.017891133,0.005640353,0.022682003,0.003969801,0.01517389,0.00523304,0.009858747,0,0.025472822,0.00937541,0.003948035,0.005856547,0.048958147,0.02057108,0.02467096,0.014955542,0.033469846,0.014398673,0.025955272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
ENSG00000281501,0.026515726,0.348452508,0,0,0.154655337,0.200423968,0.280811836,0.019986216,0.061337009,0.020905123,0.064676617,0,0,0.215942448,0.002404496,0.005601787,0.006688913,0,0.00031614,0.000136826,0.002787986,0.003855468,0.000262696,0.000637607,0,0.002824804,0.00314322,0.000215526,0.004312344,0.003844079,0.00145847,0.000897018,0,0.000450311,0.002851561,0.000448007,0.005677942,0,0.001291121,0,0,0.002112584,0.000231595,0.009813456,0.000622863,0.000800219,0,0.00023444,0,0,0.002760383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000281491,0.002540125,0.585378869,0,0,0.450181818,0.591372727,0.345995792,0.178045515,0.204819277,0.073627845,0.651741294,0.796019901,0.164179105,0.216021147,3.43E-05,0,0,0,1.53E-05,1.41E-05,0,0,8.76E-05,0,0,0,3.18E-05,7.24E-05,0,1.93E-05,0,0,0,4.23E-05,7.29E-05,0,0,0,0.000122205,5.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281404,0.013945949,0.316079687,0,0,0.138318182,0.023136364,0.102143385,0.007380074,0,0,0,0,0,0.223848357,0,0.001533121,0.000845551,0,7.39E-05,0.000116705,0.001534801,0.000366919,0.001943566,0.002194681,0.00253641,0,0.000749564,0.001155084,0.000365158,0,0.00200193,0.001050793,0.000351321,0.000814905,0.00064093,0.001073322,0.000387876,0,0.004726141,0,0,0.000203385,0.003170227,0.000138933,0.000322966,0,0,0,0,0,0.000166134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281398,0.005907645,0.404838136,0,0,0.018782178,0.066055446,0.186683756,0.021376434,0.023983316,0.008863399,0.268656716,0.169154229,0,0.216045532,0.10462565,0.119222236,0.118286551,0.112147554,0.041215508,0.032345366,0.016974331,0.015416227,0.008219705,0.018624685,0.06541788,0.01935633,0.093925348,0.010909317,0.003929797,0.022356353,0.010098377,0.026307281,0,0,0.062235425,0.05883372,0.008075295,0.008832166,0.010658392,0,0.014087332,0.014669991,0.047234409,0.002546208,0.098250794,0.023942281,0.073192875,0.021940132,0.026012975,0.011449386,0.092996805,0.148511323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281392,0.04418398,0.282106012,0,0,0.012761733,0.043057762,0.09985257,0.001598402,0,0,0,0,0,0.235402125,0,4.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17E-05,0,0,0,0,0,0,0,4.41E-05,0.000235969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281357,0.038192358,0.311988616,0,0,0.014448276,0.480262069,0.553555455,0.044570216,0.02652989,0.029006013,0.567164179,0.776119403,0.631840796,0.216698954,0,0.00200485,0.00242341,0,0.00021161,0.000513099,0.000788521,0.000948344,0.000590113,0.000372165,0.000403316,0.00021186,0.000618744,0.000165012,0.000492674,0.000322748,0.001319832,0.001135566,0.000650205,0.001174671,0.000721526,0.00091767,0.000686961,0.000466832,0.001059995,6.36E-05,0.001085456,0.000764335,0,0.000325957,0,0.000629891,0.00177424,0.000171541,0,0.000405722,0.001086262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281332,0.001678227,0.471362504,0,0,0.10226276,0.131328544,0.135555374,0.043478261,0,0.011720227,0,0,0,0.245113674,0.00056248,0.000250606,0,0.00048866,6.63E-05,0.000197191,0.000535068,0.000485462,0.000295057,0.000965988,0.000950034,0.0002889,0.000523281,7.41E-05,7.54E-05,0,0.000743099,0.000230662,0.000382782,0.000213686,0.000341573,0.000366797,0.001051471,0.000293653,0.00136285,0.000108706,0.000401147,0.000357565,0.000758145,0.000537028,0.000772811,0.001185866,0.000942031,0.000343083,0.002908452,0.000285343,0.004434505,0.000278257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281207,0.019030105,0.514585557,0,0,0.048931613,0.105530323,0.11282358,0.14970809,0.128857381,0.140325271,0,0,0,0.21834498,0.000227568,0.000324314,0.000505821,0.000944743,0.000155521,0.000917542,0.000591391,5.08E-05,0.000896591,0.001551601,0,3.21E-05,0.00031114,0.001038902,5.80E-05,0.00037092,0.00016082,0.001460858,0,0.001708283,0.000322384,0,0.000271046,0,0.00066947,0,0.00060172,1.64E-05,0.000749406,0,0.00355839,5.14E-05,0.000575957,0.000563227,0,0,0.000102236,0.002504317,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000281205,0.00437003,0.523301316,0,0,0.04674587,0.156097345,0.108354521,0.047050147,0.105162242,0.059587021,0,0,0,0.216986316,0,9.58E-05,0.000128343,0.001042475,0.000226907,0.000503038,1.41E-05,0,1.52E-05,4.65E-05,4.48E-05,0,0,7.07E-05,1.74E-05,2.89E-05,0.000854009,0.000169546,0,0,7.68E-06,0,7.94E-05,6.78E-05,0.000185964,0.000121012,0,5.58E-05,0.000417308,1.07E-05,4.61E-05,0,9.27E-05,9.72E-05,0,0,5.11E-05,0.000137223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281186,0.003128611,0.398256848,0,0,0.004173913,0.003927536,0.010686027,0,0,0,0,0,0,0.269709283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167795,7.12E-05,0,0,0,0.000105414,0,0,0,0.000150899,0,0,0,0,0,0,0,0,0.00029393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281183,0.001441921,0.422803273,0,0,0.048648116,0.095576249,0.105301462,0.036371604,0.064417178,0.04601227,0,0,0,0.233916268,0,0.004496171,0.002106328,0.002910244,0.000836242,0.000963821,0.003780678,0,0.005659375,0.00401446,0.00250056,0.00016692,0.001364773,0.002626723,0,0.002259239,0.002822666,0.005102162,0,0.001633433,0.001462241,0.002437644,0.005285393,0.000128002,0.006163377,0,0.003586724,6.23E-05,0.001844019,0,0.008241394,8.03E-05,0.00518117,0.004534408,0,0,0.000460064,0.001942084,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281128,0.006949865,0.283528993,0,0,0.142265873,0.131694444,0.166657732,0.079401611,0,0,0,0,0,0.233255364,0,0,0,0.000390928,6.63E-05,0.000110668,0,0,0,0,0,0,0,0,0,0,0.00038264,0,0,0,0,0,0,0,0,0,0,0.000144338,9.61E-05,0,0.000207621,0,0,0.000820539,0,0.000229612,0.000805112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281103,0.024190425,0.369085735,0,0,0.040438251,0.03784786,0.113411697,0.007515152,0,0,0,0,0,0.217306377,0.015753745,0.008697511,0.006485075,0.000879589,0.000142773,5.84E-05,0.000288655,0.000237086,9.33E-05,0,0,0,0.014828643,0,0,0,0.000277276,0.001336656,0,0,0,0.002295528,0,0,0,0,0,0,0,0,1.73E-05,9.00E-05,0.000165954,0.00011722,0.001812119,0,0.000102236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
ENSG00000281005,0.002445733,0.521878335,0,0,0.080993197,0.067294785,0.249564992,0.006082725,0,0,0,0,0,0.215932749,0.000317737,0.000456988,0.000626614,4.89E-05,5.10E-06,1.21E-05,0.000633633,0.000214506,0.000308382,0.000623924,0.000770782,0,0.00018032,6.23E-05,0,7.71E-05,0.000177456,0.00034895,0.000555821,0.00091028,0,0.00022468,0.000252353,0.000158121,0.000770422,9.33E-05,0.000247767,7.22E-05,0.000380165,0.00016565,0.00046138,0,0.000300181,0,0.000262757,0,0.000460064,0.000226799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280924,0.000794847,0.553006048,0,0,0.257937888,0.295345497,0.334657142,0.27173913,0.300465839,0.343944099,0.36318408,0.407960199,0.472636816,0.218150449,0,5.90E-05,7.55E-05,0,1.02E-05,1.41E-05,5.63E-05,0,5.52E-05,0.000301016,0.000188214,0.00013482,0,0,0,0,0,4.73E-05,0.000623987,0.000283708,0.00038379,0,0.000448627,0,0.000403807,0,0,0,4.37E-06,0.000179009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280832,0.009524492,0.521878335,0,0,0.005531034,0.271834483,0.028027,0.028233396,0.024737833,0.041140091,0.029850746,0.353233831,0.343283582,0.230310531,0,0.002012221,0.002785789,0.001140208,0.000438517,0.000374261,0.003822921,0.004442538,0.000574884,0,0.002124132,0.001643523,0,0.000505139,0.005581703,0.002736136,0.005246054,0.000471181,0.008421207,0.001418539,0.006470703,0.001031363,0.002574935,0.002567578,0.000664157,0,0.004058662,0.002352054,0.000747221,0.001672536,0.001949329,0.000848424,0.004029257,0.001440947,0.004004784,0,0.002019169,0.001414158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280734,0.007992084,0.430273924,0,0,0.046485484,0.068322581,0.049412335,0.003391473,0.066860465,0,0,0,0,0.216533521,0,0.003700128,0.003133069,0.00110763,0.000257501,0.000118717,0.000176009,0.000163702,0.000114215,0.002542218,0.004938382,0.002015883,0.000502067,0.000116182,0.0001507,0.000356468,0.002306933,0.001456916,0.000838975,0.000608463,0.001247318,0.000308597,0.002116961,0,0.001415983,0,0,0.000787298,0.000906715,0.000732068,0.000940061,0.000870921,0.001784002,0,0.002564149,0,0.001571885,0.001522792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280724,0.034399096,0.312700107,0,0,0.044643284,0.134829104,0.110904763,0.019451813,0,0,0,0,0,0.235583354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280639,0.010142923,0.500711491,0,0,0.023690834,0.028566347,0.182144975,0.061173533,0.019662921,0.041198502,0,0,0,0.234777522,0,0,0,7.06E-05,1.02E-05,3.02E-05,7.04E-05,1.13E-05,5.90E-05,4.38E-05,9.86E-05,5.14E-05,1.41E-05,0,0,0,1.66E-05,0,3.67E-05,2.54E-05,3.45E-05,9.47E-06,2.34E-05,2.26E-05,5.05E-05,0,0.000483736,0,0.000185713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
