ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.MEL.5_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000281344,0.133414489,0.298292423,0,0,0.152861293,0.20282352,0.215914944,0.079059172,0.085844174,0.058562711,0.587064677,0.84079602,0.691542289,0.21602087,8.59E-06,2.46E-05,0.000206382,1.51E-05,3.26E-05,7.65E-06,1.61E-05,2.11E-05,0,4.19E-05,3.56E-05,4.48E-05,0,4.60E-05,8.42E-06,0,9.63E-06,1.11E-05,0.00014786,0,2.29E-05,0,5.28E-05,1.40E-05,0,0.000138101,0,2.66E-05,0,0,0,6.55E-06,0,5.77E-05,6.43E-06,0,0,1.28E-05,3.81E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
ENSG00000281332,0.001678227,0.471362504,0,0,0.10226276,0.131328544,0.135555374,0.043478261,0,0.011720227,0,0,0,0.245113674,0.00056248,0.001143437,0.000250606,0,0.00048866,6.63E-05,0.000197191,0.000535068,0.000485462,0.000295057,0.000965988,0.000950034,0.0002889,0.000523281,7.41E-05,7.54E-05,0,0.000743099,0.000230662,0.000382782,0.000213686,0.000341573,0.000366797,0.001051471,0.002800447,0.017994504,0.000293653,0.00136285,0.000108706,0.000401147,0.000357565,0.000758145,0.000537028,0.000772811,0.001185866,0.000942031,0.002908452,0.004434505,0.000278257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281195,0.001507019,0.280327286,0,0,0.063057718,0.132348322,0.107474386,0.020458772,0.035957843,0,0,0,0,0.242932552,0,0.001375082,0.002049075,0.000294433,0.000537526,0.000155521,0.00013079,0.000591391,0,0.001926434,0.00138741,0.001469863,3.21E-05,0.000434889,0.000570807,1.16E-05,0,0.000776372,0.001431286,0,0,0.000775256,0.000326192,0.00129915,0.000206168,0,0,0.001415983,0,0.000283162,1.31E-05,0.00031025,1.07E-05,0.001459113,9.64E-06,0.005154325,0,0.000166134,0.000402139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281128,0.006949865,0.283528993,0,0,0.142265873,0.131694444,0.166657732,0.079401611,0,0,0,0,0,0.233255364,0,0.000340074,0,0,0.000390928,6.63E-05,0.000110668,0,0,0,0,0,0,0,0,0,0,0.00038264,0,0,0,0,0,0,0.000395155,0.000428112,0,0,0,0,0.000144338,9.61E-05,0,0.000207621,0,0,0,0.000805112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281026,0.003139027,0.303450729,0,0,0.042664144,0.105664349,0.14569494,0.014931479,0.029658417,0,0,0,0,0.224120478,0,0.000547076,0.002557658,0.000422776,0.000885018,0.000280447,0.000148899,0.001056055,0.000101608,0.001530487,0.002183735,0.003038315,0.00018618,0.000470245,0.000681938,1.74E-05,0,0.000554551,0.001102051,0,0,0,0.000556286,0.000925294,0.000120265,0,0,0.001902146,0,0.000294961,2.95E-05,0.000570248,1.34E-05,0.003102778,8.68E-05,0.003131155,0,0.000178914,0.001538039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000280798,0.002107874,0.42796158,0,0,0.132136762,0.122283812,0.209783573,0.094402421,0.062027231,0.091679274,0.830845771,0.203980099,1,0.239841682,0.001734672,0.012617239,0.005365922,0.004386296,0.005500144,0.000958619,0.000752545,0.005392923,0.00374257,0.001387718,0.001182172,0.004911495,0.003210005,0.001488521,0.003990598,0.00836386,0.006392347,0.011146479,0.001695463,0.006056348,0,0.005092896,0.000567114,0.002430066,0.006889442,0,0.002492282,0.001415983,0,0.005816629,0.003037659,0.00212805,0.000454203,0.00577878,0.003384057,0.001342272,0.005445419,0.002428115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280594,0.013923165,0.371575952,0,0,0.07104,0.09882,0.356737961,0.092427184,0.088932039,0.035728155,0.427860697,0.537313433,0.567164179,0.216274147,0,0.000162644,0.001216177,0.001026741,0.000711272,0.000130025,0.000237434,0,0.000304825,0.000279828,0,0.000331616,0.00017976,0.000813206,0,0,0.000428726,0.001369741,0.001397771,0.001819526,0.00119278,0.001128343,0.001306123,4.67E-05,0.000249119,0.000483352,0.001024019,2.66E-05,0.000201004,0.001934943,0.000610156,0.000343022,1.34E-05,0.001401441,0.000331014,0,0,0.002121406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280424,0.002665113,0.672892209,0,0,0.026600817,0.066730353,0.067213933,0.022350397,0.028839221,0.009613074,0.12437811,0.099502488,0,0.224119647,0,2.46E-05,0,0,1.09E-05,0,4.02E-06,0,0,1.71E-05,8.48E-05,5.38E-05,1.28E-05,0,0,0,0,0.000127547,0,0.000120603,0.000275257,0,2.71E-06,7.01E-05,2.58E-05,0.000414302,0,0.000108922,1.13E-05,0,0,0.000179158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280385,0.002889701,0.236748488,0,0,0.038820684,0.120914336,0.138451545,0.008211274,0.020639148,0,0,0,0,0.216148062,0,9.86E-06,0,0,4.34E-05,2.55E-06,1.01E-05,0,0,5.71E-06,6.02E-05,6.27E-05,1.28E-05,7.07E-06,0,0,0,5.55E-05,0,0,0,0,0,0,0,0,0,7.97E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000280383,0.015001188,0.370508716,0,0,0.087021332,0.1476972,0.202843911,0.016528926,0.040413656,0.021331833,0,0,0,0.211853156,9.88E-05,0.000182359,0.000398022,0.000226487,8.69E-05,1.78E-05,5.43E-05,4.93E-05,1.69E-05,9.33E-05,0.000191556,0.000206139,5.14E-05,9.19E-05,2.53E-05,0,2.41E-05,0.000116456,0.000208976,3.67E-05,0.000113483,0.000153516,7.31E-05,6.08E-05,0.000377974,0.001574346,4.52E-05,6.64E-05,5.95E-05,0.000106186,9.84E-06,0.00015294,5.34E-06,0.000144181,2.89E-05,0.000112263,0,3.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280378,0.001098204,0.476165066,0,0,0.05445325,0.073612885,0.176407718,0,0.01368301,0.002850627,0,0.164179105,0.447761194,0.221109416,0.000201806,0,0.000619145,0.000754956,0.000314914,6.12E-05,0.000197191,0.000176009,0,0.000188455,0.000363956,0.000322653,0,0,1.01E-05,0,1.45E-05,0.000377095,0.000408094,0,0.000173846,0,0.000514328,0.000140196,0,0.000441922,0,0.000326765,7.18E-05,0,0,0.000196637,5.34E-06,0.00046138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280374,0.000448525,0.231945927,0,0,0.224156085,0.259752646,0.160819427,0.21031746,0.186507937,0.119047619,0.044776119,0,0,0.23651721,0,0.001424368,0.00296305,0,0.00037464,0.000155521,2.01E-05,0,0.000203216,0.000550138,0.000495308,0.001962805,0.000584221,0.00241487,0.000228996,0,0.00026976,0.001708018,0.000307549,0.000194013,0,0.000882718,0.000345141,0,0.000300661,0,4.52E-05,0,0,0.000625317,0.000751214,0,0,0.001170751,0,0,0,0.000153355,0.000829055,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280367,0.002159952,0.247776592,0,0,0.040474446,0.096406499,0.115480854,0.016248154,0.019202363,0,0.298507463,0.213930348,0.328358209,0.216007291,0,0.00017743,0.001459413,0.00051337,3.80E-05,2.80E-05,2.01E-06,2.11E-05,5.08E-05,0,5.47E-05,0.000197177,7.06E-05,0.001233952,0,0,3.85E-05,0.000260639,0.000112374,0,0.000113483,0.000756067,0.000190843,7.01E-05,4.30E-05,6.91E-05,0,3.72E-05,2.05E-06,0,1.97E-05,3.06E-05,1.07E-05,0,0.000112481,0.000187918,0,0.000127796,0.000104823,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280339,0.002070768,0.327107791,0,0,0.078788793,0.13149569,0.135276666,0.031403941,0.04341133,0.021551724,0,0,0,0.249528569,0,0,0,0,9.23E-05,2.55E-05,2.01E-05,0.000992692,0.000694323,0.00108124,0.000191556,0.000394354,0.00018618,6.72E-05,0,0,0,0.000122001,0,1.57E-05,0,3.84E-05,6.63E-05,2.80E-05,0,0,0,0.000193934,0,0.000176977,1.64E-05,2.18E-05,4.01E-05,0,9.64E-06,1.46E-05,0,0.000102236,7.81E-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280327,0.001033757,0.517253646,0,0,0.02116435,0.025738973,0.078015905,0,0,0,0,0,0,0.225297913,0.000249037,0.000187287,0.000250606,0.000369929,0.00024433,5.86E-05,0.000116705,0.000464664,0.000259665,0.000327418,0.000186083,0.000448129,8.99E-05,0.000152034,7.91E-05,9.85E-05,0.000149331,0.000316094,0.000124203,0.000141577,0,0.000126651,0.000142117,0.000672941,0.000292071,0.001712447,0,0.000714633,0.000100502,0.00037755,0.000121375,0.000485038,0.000168322,0.001020802,0.000218534,0,0.000280879,0.000230032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000280310,0.000637961,0.542333689,0,0,0.100831901,0.116660936,0.119570075,0.090735435,0.087870105,0.071633238,0.791044776,0.746268657,0.880597015,0.226537974,0.000141694,0.000108429,0.000412763,0.000490722,0.001210792,0.000244754,0.000195179,0,0,0,0.000495308,0.000788707,0.000590641,3.54E-05,0,0,0,0.000471369,0.000136031,0.000450949,5.55E-05,0,0,0,5.15E-05,5.52E-05,0,0,0,0,0.000124656,8.08E-05,0,2.31E-05,0,0,0,0.000127796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280255,0.001694501,0.318925649,0,0,0.198082772,0.303825843,0.269869511,0.188389513,0.278651685,0.181273408,0,0,0,0.250868112,0,0,0,0,0,0,0,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34E-05,0,0,0,1.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280239,0.00127527,0.591070793,0,0,0.025024186,0.03312537,0.102030576,0,0,0,0,0,0,0.218446124,0,0.000162644,0.000847639,0.001011641,0.001503988,0.000418121,0.000839068,0.000485785,0.000304825,0.000751918,0.001401093,0.001693928,0.000564961,0.000116677,4.04E-05,0,2.89E-05,0.000216275,0.000887161,0.00089141,0.001325579,0.00078677,0,0.00072902,0.001417404,0.007195039,0,0.002037634,0.000344578,0.001050061,0.000170581,0.000889237,0.000283209,0.003102778,0.000173541,0,0,0.000587859,0.001646674,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280138,0.012104326,0.425649235,0,0,0.035202883,0.101464016,0.12312707,0.022399657,0.039279781,0.018862869,0,0,0,0.218088931,0,0.00021193,0.000471729,0.000150991,7.60E-05,1.78E-05,4.83E-05,0.000344978,5.08E-05,0.000750015,0.000142299,8.96E-05,1.28E-05,0.000201534,0.000530396,1.74E-05,0.000289028,0.00027173,0.000443581,0,8.69E-05,0.000134327,0.000295062,0.000313105,6.87E-05,0.001077184,0,0.000353332,0,0.000283162,6.56E-06,0.000159495,5.34E-06,0.000997733,1.93E-05,0.000363634,9.06E-05,1.28E-05,4.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
ENSG00000280128,0.002368266,0.367307008,0,0,0.299449393,0.329848853,0.294349792,0,0,0,0,0,0,0.227150661,0.000485193,0.001000508,0.003877026,0.001804346,0.001835191,0.000456364,0.001295827,0.001450316,0.000869315,0.001612341,0.003105938,0.004427515,0.001566482,0.00062228,0.000789701,0.000550635,0.000838183,0.004719231,0,0.000220231,0.000111069,0,0.000403342,0.002696438,0.0002663,0.002057698,0.000662601,0.003129508,0,0.002831625,0.001164545,0.002442669,0.000462218,0.001101544,0.000276381,0.001227569,0.001621847,0.000587859,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280123,0.001372917,0.169156884,0,0,0.153147518,0.309180147,0.380027039,0.133731618,0.209558824,0.222886029,0.104477612,0.169154229,0,0.21790604,0,0.003198667,0.021905934,0.004544837,0,0.000912727,5.84E-05,0.000682916,0.000677388,0,0.000522673,0.003118978,0.001373882,0.00176784,0.000134704,0,0,0.000926101,0.001362285,0.000403757,0,0.001285697,0.000132643,0.002565588,0.001108152,0,0.000105414,0.001243302,0,0,0.000606876,0,0.000876345,0.001678268,0.001449392,0.00217204,0.003288997,0.002351438,0.002010696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000280120,0.000641866,0.326040555,0,0,0.140673314,0.188303894,0.167485376,0.135802469,0.142450143,0.064577398,0,0,0.144278607,0.24106484,0.005259836,0.008437779,0.010864518,0.00586601,0,0.00089743,0.0005795,0.005322519,0.003894982,0.003474053,0.002936275,0.007680932,0.002388244,0.009595836,0.000804855,0,0.001459594,0.005539967,0.003329811,0.004897514,0.001827803,0.009790489,0.003971154,0.003388072,0.006949575,0.027716783,0.000496951,0.012634924,0,0.003303562,0.001797664,0.00478265,0.000686648,0.012722544,0.002882715,0.008353813,0.007012902,0.021392971,0.016605869,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280107,0.001047427,0.313055852,0,0,0.046868138,0.13823568,0.285607204,0.01372315,0,0,0,0,0,0.219100101,0,0.000157715,0.001702648,0.001004092,0.001650586,0.000461463,0.000267616,7.04E-05,5.08E-05,4.76E-05,0.001986706,0.003271342,0.000603481,0.001870375,0.000387273,0,0.000476897,0.00184111,0.001074451,0.000251692,0,0.000637092,0.002053252,0,6.87E-05,0,0,0.000119548,0,0.000814092,0.000314919,0.001321838,0,0.001730174,0.00026674,0.000165954,0,0.000191693,0.000647997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000280079,0.000990792,0.320526503,0,0,0.157606042,0.060313405,0.173062144,0.099433606,0,0,0.621890547,0,0,0.221520368,0,0,0.00114984,0.000596415,0,0.00375799,0.002931708,0.001633366,0.001800724,0.000559656,0,0,0,0,8.08E-05,0,0,0.000715371,0.000100545,0,0,0,0,0.00178049,0,0,0.000105414,0.001519591,0,0.000342155,0.000459257,0.000209746,0.000603823,0,0,0.00039292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
