ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000282057,0.062430304,0.327107791,0,0,0.355161654,0.152906015,0.408739485,0.296193387,0.277021395,0.227563212,0.084577114,0.412935323,0.31840796,0.215979858,9.02E-05,0.00077872,0,0,0.000228042,2.04E-05,5.63E-05,0.004400231,0.001800724,0.004330669,0,0,1.93E-05,8.13E-05,0.00097601,0,0,1.93E-05,0.000130489,0.000123168,0,0.000326432,0.000745743,0.001671561,0.000207217,0,0.00444801,0.000770896,0.000810582,4.81E-05,0.001505251,0.001526521,9.52E-05,0,0,0,5.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000282021,0.001413929,0.450017787,0,0,0.020905762,0.023527021,0.151879035,0,0,0,0,0,0,0.217242642,6.01E-05,0.000207002,0,2.26E-05,0.000146598,2.80E-05,1.21E-05,0,0,0,4.10E-05,5.38E-05,1.93E-05,1.06E-05,0.000282821,9.86E-06,0,3.62E-06,7.68E-06,4.06E-06,0.000107484,0.000231939,0.000441922,0,0.000103608,0,0,0,6.55E-05,5.08E-05,1.73E-05,8.68E-05,0,0,0,4.24E-05,0.00028115,3.81E-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281706,0.010493801,0.382781928,0,0,0.161877551,0.316520408,0.524866306,0.006884682,0.04302926,0,0,0,0,0.2428896,0,0.001197652,0.002926196,0.004091863,0.001493129,0.000813296,0.000513099,0,0,0,0.001699373,0.002572261,0.001861803,0.001474379,0.001857747,0.001571261,0,0.001098613,0.001711704,0.001113926,0.002088922,0.000919165,0.002251039,0,0.00226876,0,0,0.000373967,0.000753775,0.000700007,0,0,0.002050015,0,0,0,0.000945687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000281649,0.006889324,0.312522234,0,0,0.147779772,0.205356172,0.188062414,0.086587436,0.046920821,0.034264547,0.422885572,0.014925373,0.069651741,0.224270671,0.009132793,0.01817671,0.045514517,0.033655951,0.013177541,0.004216903,0.002652018,0.010546473,0.006152943,0.003135214,0.006800227,0.018937934,0.008898134,0.010826253,0.01879374,0.011600123,0.017891133,0.005640353,0.022682003,0.003969801,0.01517389,0.015668757,0.016986369,0.00523304,0.009858747,0,0.025472822,0.00937541,0.003948035,0.005856547,0.048958147,0.02057108,0.02467096,0.014955542,0.033469846,0.014398673,0.025955272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
ENSG00000281641,0.154379958,0.307897545,0,0,0.016776398,0.026590062,0.013277709,0.057273769,0.02978236,0,0.069651741,0,0,0.216070749,0,0,0.005513337,0.002113878,0,1.78E-05,1.61E-05,4.22E-05,3.39E-05,0,0,0,0,0,0,0.001242025,0,0,0,0,0.000462647,0,0,0,0.000231127,0,0,0,8.74E-06,0.000141604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281501,0.026515726,0.348452508,0,0,0.154655337,0.200423968,0.280811836,0.019986216,0.061337009,0.020905123,0.064676617,0,0,0.215942448,0.002404496,0.00283395,0.005601787,0.006688913,0,0.00031614,0.000136826,0.002787986,0.003855468,0.000262696,0.000637607,0,0.002824804,0.00314322,0.00145847,0.000897018,0,0.000450311,0.002851561,0.000448007,0.005677942,0.011365003,0.000966704,0,0.001291121,0,0,0.002112584,0.000231595,0.009813456,0.000622863,0.000800219,0,0.00023444,0,0,0.002760383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000281406,0.001904768,0.530594095,0,0,0.150683929,0.198272636,0.168393377,0.147343802,0.145339125,0.116939526,0.07960199,0,0.139303483,0.221272355,0.002292859,6.90E-05,0.001253031,0.000966344,0.006835816,0.001353794,0.002243551,0,0,0,0.0020387,0.00298454,0.001322522,0.001994124,0.000377095,0.001289341,2.10E-05,2.05E-05,3.84E-05,0,7.48E-05,1.72E-05,0,0,0.000491476,0,5.90E-05,0,0,6.95E-05,0.001782079,0.000302091,0.003655861,0,0.002201725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000281404,0.013945949,0.316079687,0,0,0.138318182,0.023136364,0.102143385,0.007380074,0,0,0,0,0,0.223848357,0,0.000359788,0.001533121,0.000845551,0,7.39E-05,0.000116705,0.001534801,0.000366919,0.001943566,0.002194681,0.00253641,0,0.000749564,0.00200193,0.001050793,0.000351321,0.000814905,0.00064093,0.001073322,0.000387876,0.000438107,0.00243057,0,0.004726141,0,0,0.000203385,0.003170227,0.000138933,0.000322966,0,0,0,0,0,0.000166134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281398,0.005907645,0.404838136,0,0,0.018782178,0.066055446,0.186683756,0.021376434,0.023983316,0.008863399,0.268656716,0.169154229,0,0.216045532,0.10462565,0.03220846,0.119222236,0.118286551,0.112147554,0.041215508,0.032345366,0.016974331,0.015416227,0.008219705,0.018624685,0.06541788,0.01935633,0.093925348,0.010098377,0.026307281,0,0,0.062235425,0.05883372,0.008075295,0.09133236,0.147947135,0.008832166,0.010658392,0,0.014087332,0.014669991,0.047234409,0.002546208,0.098250794,0.023942281,0.073192875,0.021940132,0.026012975,0.011449386,0.092996805,0.148511323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281357,0.038192358,0.311988616,0,0,0.014448276,0.480262069,0.553555455,0.044570216,0.02652989,0.029006013,0.567164179,0.776119403,0.631840796,0.216698954,0,0.000379503,0.00200485,0.00242341,0,0.00021161,0.000513099,0.000788521,0.000948344,0.000590113,0.000372165,0.000403316,0.00021186,0.000618744,0.001319832,0.001135566,0.000650205,0.001174671,0.000721526,0.00091767,0.000686961,0.000755949,0.001173855,0.000466832,0.001059995,6.36E-05,0.001085456,0.000764335,0,0.000325957,0,0.000629891,0.00177424,0.000171541,0,0.000405722,0.001086262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281332,0.001678227,0.471362504,0,0,0.10226276,0.131328544,0.135555374,0.043478261,0,0.011720227,0,0,0,0.245113674,0.00056248,0.001143437,0.000250606,0,0.00048866,6.63E-05,0.000197191,0.000535068,0.000485462,0.000295057,0.000965988,0.000950034,0.0002889,0.000523281,0.000743099,0.000230662,0.000382782,0.000213686,0.000341573,0.000366797,0.001051471,0.002800447,0.017994504,0.000293653,0.00136285,0.000108706,0.000401147,0.000357565,0.000758145,0.000537028,0.000772811,0.001185866,0.000942031,0.000343083,0.002908452,0.000285343,0.004434505,0.000278257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281207,0.019030105,0.514585557,0,0,0.048931613,0.105530323,0.11282358,0.14970809,0.128857381,0.140325271,0,0,0,0.21834498,0.000227568,0.002119302,0.000324314,0.000505821,0.000944743,0.000155521,0.000917542,0.000591391,5.08E-05,0.000896591,0.001551601,0,3.21E-05,0.00031114,0.00016082,0.001460858,0,0.001708283,0.000322384,0,0.000271046,0.001640753,0.049039511,0,0.00066947,0,0.00060172,1.64E-05,0.000749406,0,0.00355839,5.14E-05,0.000575957,0.000563227,0,0,0.000102236,0.002504317,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000281205,0.00437003,0.523301316,0,0,0.04674587,0.156097345,0.108354521,0.047050147,0.105162242,0.059587021,0,0,0,0.216986316,0,0.000118287,9.58E-05,0.000128343,0.001042475,0.000226907,0.000503038,1.41E-05,0,1.52E-05,4.65E-05,4.48E-05,0,0,0.000854009,0.000169546,0,0,7.68E-06,0,7.94E-05,1.72E-05,0.000359061,6.78E-05,0.000185964,0.000121012,0,5.58E-05,0.000417308,1.07E-05,4.61E-05,0,9.27E-05,9.72E-05,0,0,5.11E-05,0.000137223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281195,0.001507019,0.280327286,0,0,0.063057718,0.132348322,0.107474386,0.020458772,0.035957843,0,0,0,0,0.242932552,0,0.001375082,0.002049075,0.000294433,0.000537526,0.000155521,0.00013079,0.000591391,0,0.001926434,0.00138741,0.001469863,3.21E-05,0.000434889,0.000776372,0.001431286,0,0,0.000775256,0.000326192,0.00129915,0.000206168,0,0,0.001415983,0,0.000283162,1.31E-05,0.00031025,1.07E-05,0.001459113,9.64E-06,0.005154325,0.000428853,0,1.56E-05,0.000166134,0.000402139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281189,0.001196502,0.421736037,0,0,0.025103937,0.084446194,0.08325328,0,0,0,0.154228856,0.199004975,0,0.219725535,8.59E-05,0.000202073,0.000471729,0.000422776,0.00024433,7.90E-05,9.66E-05,9.86E-05,0.000163702,1.33E-05,0,0.000233027,0.00017976,7.07E-05,0.000720917,0.000100545,0.000188769,6.52E-05,0,2.03E-05,0.000500033,0.000146036,0,0,0,0,0.000353953,0.000183703,1.09E-05,0.000275194,0,0.000128549,5.13E-05,0,0.000543636,0,0.000306709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281162,0.016303148,0.481323372,0,0,0.008497842,0.037034245,0.087251403,0.004169924,0.007297368,0,0,0,0,0.217244581,0,0,0,0,0,0,0,0,0,0,0,5.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281026,0.003139027,0.303450729,0,0,0.042664144,0.105664349,0.14569494,0.014931479,0.029658417,0,0,0,0,0.224120478,0,0.000547076,0.002557658,0.000422776,0.000885018,0.000280447,0.000148899,0.001056055,0.000101608,0.001530487,0.002183735,0.003038315,0.00018618,0.000470245,0.000554551,0.001102051,0,0,0,0.000556286,0.000925294,0.000120265,0,0,0.001902146,0,0.000294961,2.95E-05,0.000570248,1.34E-05,0.003102778,8.68E-05,0.003131155,0.001829774,0,0.000316552,0.000178914,0.001538039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000280832,0.009524492,0.521878335,0,0,0.005531034,0.271834483,0.028027,0.028233396,0.024737833,0.041140091,0.029850746,0.353233831,0.343283582,0.230310531,0,0.002084802,0.002012221,0.002785789,0.001140208,0.000438517,0.000374261,0.003822921,0.004442538,0.000574884,0,0.002124132,0.001643523,0,0.005246054,0.000471181,0.008421207,0.001418539,0.006470703,0.001031363,0.002574935,0.00420067,0.002154369,0.002567578,0.000664157,0,0.004058662,0.002352054,0.000747221,0.001672536,0.001949329,0.000848424,0.004029257,0.001440947,0.004004784,0,0.002019169,0.001414158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280798,0.002107874,0.42796158,0,0,0.132136762,0.122283812,0.209783573,0.094402421,0.062027231,0.091679274,0.830845771,0.203980099,1,0.239841682,0.001734672,0.012617239,0.005365922,0.004386296,0.005500144,0.000958619,0.000752545,0.005392923,0.00374257,0.001387718,0.001182172,0.004911495,0.003210005,0.001488521,0.011146479,0.001695463,0.006056348,0,0.005092896,0.000567114,0.002430066,0.006889442,0,0.002492282,0.001415983,0,0.005816629,0.003037659,0.00212805,0.000454203,0.00577878,0.003384057,0.001342272,0.002487349,0.005445419,0.004376002,0.002428115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280739,0.088849685,0.359124867,0,0,0.079145833,0.073676282,0.116800564,0.039815668,0.050691244,0.03797235,0.452736318,0.63681592,0.44278607,0.215952701,0.003254658,0.000630862,0.000936088,0.00104184,0,0.000193763,0.000255543,0.001668568,0.001016082,0.00039214,0.000405003,0.00083352,0.000609901,0.002124944,0.000366004,0.000317406,0,0,8.83E-05,0.001048959,0.000401895,0,0.000593832,0,0.000215187,0,0.000637116,5.25E-05,2.62E-05,0,0.00209351,0.000880562,0.000241609,0,0,0,0.000830671,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
ENSG00000280734,0.007992084,0.430273924,0,0,0.046485484,0.068322581,0.049412335,0.003391473,0.066860465,0,0,0,0,0.216533521,0,0.00116808,0.003700128,0.003133069,0.00110763,0.000257501,0.000118717,0.000176009,0.000163702,0.000114215,0.002542218,0.004938382,0.002015883,0.000502067,0.002306933,0.001456916,0.000838975,0.000608463,0.001247318,0.000308597,0.002116961,0.000635684,0.000939084,0,0.001415983,0,0,0.000787298,0.000906715,0.000732068,0.000940061,0.000870921,0.001784002,0,0.002564149,0,0.001571885,0.001522792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280693,0.006112704,0.484702953,0,0,0.013309056,0.022191894,0.041208862,0.009037506,0,0,0.029850746,0,0,0.246084386,0,0,1.47E-05,4.53E-05,0,0,0,0,0,0,0,0,0,0,1.11E-05,1.18E-05,1.05E-05,0,0,0,9.35E-06,0,0,3.76E-05,0,0,0,6.56E-06,1.31E-05,0,0,6.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
ENSG00000280604,0.003333019,0.602810388,0,0,0.004018692,0.006288162,0.017711615,0.055578684,0.053705246,0.041215654,0,0,0,0.290934696,0,0,3.69E-05,0,0,2.29E-05,0.000283714,0,0,5.71E-06,0,0,0,0,0.000526824,9.07E-05,0,0,0,0,0.000271046,0,4.14E-05,0,0.000419747,0.000143574,0.000353953,2.30E-05,0.000465374,2.67E-05,0,0,8.54E-05,0,0,0,0.000217252,0.001381758,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280587,0.005646602,0.519565991,0,0,0.260008547,0.107897436,0.136819486,0.06996011,0.082847499,0.070266953,0.189054726,0,0,0.225679491,0,0.000374574,0.000375909,0.000649262,0,0,6.04E-06,0,0,0.000116119,0.010190762,0.012726865,0.004718707,2.83E-05,6.10E-05,0.000597355,0,0.000597597,0.000395304,0,0.000308431,0.000403745,0.003259173,2.26E-05,0.002898381,0.000100502,0.000106186,1.64E-05,0.000209746,0.000176338,0.000155716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280441,0.019472771,0.711846318,0,0,0.003834764,0.003015021,0.030484279,0,0,0,0,0,0,0.368563078,0,0.000438646,0.001850064,0.003548295,0.002209831,0.000247303,0.000698217,0.001267267,0.000920119,0.000245563,0.000840108,0.001684965,0.001405982,0,0.001475106,0.001109937,0.00210268,0.00080404,0.00064093,0,0.000532745,0.000549781,0.001753877,0.001746856,0.005778166,9.85E-05,0.001168045,0.000662643,0.000426047,0.000430157,0.000432543,0.000414571,0.001188521,4.57E-05,0.003923239,0,0.003501597,0.000651808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280426,0.001068259,0.348096763,0,0,0.086318501,0.159929157,0.107578654,0.069672131,0.101873536,0,0.432835821,0.233830846,0.144278607,0.215964894,0.000253331,0.000414003,0.000840268,0.000619064,0.000168316,3.57E-05,1.41E-05,0.000295696,0.000231441,6.66E-05,7.94E-05,0.000304728,0,0.000332354,0.000820736,0.000289806,0.000272667,0.00014125,0.000610226,9.34E-05,0.000528072,0.000498239,0.000317631,0,7.97E-05,0,0.000448341,0.000246031,0,0.000192368,0.000265293,0.000170328,0.000327026,0,0.000299,0.000289801,0.000460064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
