ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000281912,0.00106891,0.637851298,0.0,0.0,0.020237566,0.024390287,0.085022054,0.0,0.0,0.0,0.0,0.0,0.0,0.216585894,0.00056248,0.000128144,0.000538066,0.00120793,0.0,0.000165719,0.000227373,6.34e-05,4.52e-05,0.0,0.000392461,0.0,0.0,0.0,0.000881736,0.000678185,0.0,0.000813698,0.0,0.000707878,0.000252353,0.000455287,0.001063374,0.000150591,0.000374585,3.9e-05,0.000212372,0.00015746,0.000533105,0.000325957,0.000588259,0.0,0.000768756,0.00046888,0.0,0.000251904,8.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281903,0.064307731,0.302383493,0.0,0.0,0.10683727,0.267766404,0.165593982,0.163766915,0.182270091,0.1331124,0.47761194,0.68159204,0.223880597,0.227776372,0.0,0.00170037,0.001282514,0.0,8.14e-05,3.57e-05,8.25e-05,4.22e-05,0.000220151,0.0,0.000190927,0.0,0.00057382,0.000467263,0.005429056,0.0,9.44e-05,2.9e-05,0.000303194,0.0,0.000733693,0.00052401,0.000276201,0.000316241,0.0,0.0,0.00113265,9.84e-06,0.0,0.000288552,0.0,0.000131763,0.0,0.0,0.001685271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281831,0.001185435,0.523123444,0.0,0.0,0.018291314,0.02500053,0.189111839,0.0,0.0,0.0,0.0,0.0,0.0,0.227246263,0.0,0.0,0.0,0.0,0.0,2.55e-06,2.01e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000255094,0.000118288,0.0,7.24e-06,1.54e-05,4.06e-06,4.21e-05,0.0,0.0,0.0,0.000148771,0.0,0.0,1.64e-05,3.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281706,0.010493801,0.382781928,0.0,0.0,0.161877551,0.316520408,0.524866306,0.006884682,0.04302926,0.0,0.0,0.0,0.0,0.2428896,0.0,0.001197652,0.002926196,0.004091863,0.001493129,0.000813296,0.000513099,0.0,0.0,0.0,0.001474379,0.000644894,0.000608597,0.00077556,0.001857747,0.001571261,0.0,0.001098613,0.001711704,0.001113926,0.002088922,0.000919165,0.002251039,0.0,0.00226876,0.0,0.0,0.000373967,0.000753775,0.000700007,0.0,0.0,0.002050015,0.0,0.0,0.0,0.000945687,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000281655,0.001650886,0.329953753,0.0,0.0,0.003787415,0.144277211,0.121918886,0.0,0.0,0.0,0.248756219,0.358208955,0.0,0.218047365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001265176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281649,0.006889324,0.312522234,0.0,0.0,0.147779772,0.205356172,0.188062414,0.086587436,0.046920821,0.034264547,0.422885572,0.014925373,0.069651741,0.224270671,0.009132793,0.01817671,0.045514517,0.033655951,0.013177541,0.004216903,0.002652018,0.010546473,0.006152943,0.003135214,0.010826253,0.004719682,0.010977928,0.009682454,0.01879374,0.011600123,0.017891133,0.005640353,0.022682003,0.003969801,0.01517389,0.015668757,0.016986369,0.00523304,0.009858747,0.0,0.025472822,0.00937541,0.003948035,0.005856547,0.048958147,0.02057108,0.02467096,0.014955542,0.033469846,0.014398673,0.025955272,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
ENSG00000281406,0.001904768,0.530594095,0.0,0.0,0.150683929,0.198272636,0.168393377,0.147343802,0.145339125,0.116939526,0.07960199,0.0,0.139303483,0.221272355,0.002292859,6.9e-05,0.001253031,0.000966344,0.006835816,0.001353794,0.002243551,0.0,0.0,0.0,0.001994124,0.002407829,0.001634517,0.002591622,0.000377095,0.001289341,2.1e-05,2.05e-05,3.84e-05,0.0,7.48e-05,1.72e-05,0.0,0.0,0.000491476,0.0,5.9e-05,0.0,0.0,6.95e-05,0.001782079,0.000302091,0.003655861,0.0,0.002201725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000281398,0.005907645,0.404838136,0.0,0.0,0.018782178,0.066055446,0.186683756,0.021376434,0.023983316,0.008863399,0.268656716,0.169154229,0.0,0.216045532,0.10462565,0.03220846,0.119222236,0.118286551,0.112147554,0.041215508,0.032345366,0.016974331,0.015416227,0.008219705,0.093925348,0.010909317,0.003929797,0.022356353,0.010098377,0.026307281,0.0,0.0,0.062235425,0.05883372,0.008075295,0.09133236,0.147947135,0.008832166,0.010658392,0.0,0.014087332,0.014669991,0.047234409,0.002546208,0.098250794,0.023942281,0.073192875,0.021940132,0.026012975,0.011449386,0.092996805,0.148511323,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281376,0.001194549,0.631447883,0.0,0.0,0.725415352,0.744390116,0.684287433,0.747634069,0.746056782,0.693480547,0.134328358,0.094527363,0.0,0.216636605,0.0,2.46e-05,2.21e-05,0.0,3.26e-05,5.1e-06,1.41e-05,0.0,0.0,0.0,1.77e-05,0.0,0.0,1.45e-05,2.77e-05,7.89e-05,0.0,3.14e-05,0.0,2.98e-05,3.74e-05,5.15e-05,0.0,0.0,0.0,0.0,3.54e-05,0.0,1.31e-05,3.74e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281357,0.038192358,0.311988616,0.0,0.0,0.014448276,0.480262069,0.553555455,0.044570216,0.02652989,0.029006013,0.567164179,0.776119403,0.631840796,0.216698954,0.0,0.000379503,0.00200485,0.00242341,0.0,0.00021161,0.000513099,0.000788521,0.000948344,0.000590113,0.000618744,0.000165012,0.000492674,0.000322748,0.001319832,0.001135566,0.000650205,0.001174671,0.000721526,0.00091767,0.000686961,0.000755949,0.001173855,0.000466832,0.001059995,6.36e-05,0.001085456,0.000764335,0.0,0.000325957,0.0,0.000629891,0.00177424,0.000171541,0.0,0.000405722,0.001086262,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281332,0.001678227,0.471362504,0.0,0.0,0.10226276,0.131328544,0.135555374,0.043478261,0.0,0.011720227,0.0,0.0,0.0,0.245113674,0.00056248,0.001143437,0.000250606,0.0,0.00048866,6.63e-05,0.000197191,0.000535068,0.000485462,0.000295057,0.000523281,7.41e-05,7.54e-05,0.0,0.000743099,0.000230662,0.000382782,0.000213686,0.000341573,0.000366797,0.001051471,0.002800447,0.017994504,0.000293653,0.00136285,0.000108706,0.000401147,0.000357565,0.000758145,0.000537028,0.000772811,0.001185866,0.000942031,0.000343083,0.002908452,0.000285343,0.004434505,0.000278257,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281207,0.019030105,0.514585557,0.0,0.0,0.048931613,0.105530323,0.11282358,0.14970809,0.128857381,0.140325271,0.0,0.0,0.0,0.21834498,0.000227568,0.002119302,0.000324314,0.000505821,0.000944743,0.000155521,0.000917542,0.000591391,5.08e-05,0.000896591,0.00031114,0.001038902,5.8e-05,0.00037092,0.00016082,0.001460858,0.0,0.001708283,0.000322384,0.0,0.000271046,0.001640753,0.049039511,0.0,0.00066947,0.0,0.00060172,1.64e-05,0.000749406,0.0,0.00355839,5.14e-05,0.000575957,0.000563227,0.0,0.0,0.000102236,0.002504317,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000281195,0.001507019,0.280327286,0.0,0.0,0.063057718,0.132348322,0.107474386,0.020458772,0.035957843,0.0,0.0,0.0,0.0,0.242932552,0.0,0.001375082,0.002049075,0.000294433,0.000537526,0.000155521,0.00013079,0.000591391,0.0,0.001926434,0.000434889,0.000570807,1.16e-05,0.0,0.000776372,0.001431286,0.0,0.0,0.000775256,0.000326192,0.00129915,0.000206168,0.0,0.0,0.001415983,0.0,0.000283162,1.31e-05,0.00031025,1.07e-05,0.001459113,9.64e-06,0.005154325,0.000428853,0.0,1.56e-05,0.000166134,0.000402139,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281183,0.001441921,0.422803273,0.0,0.0,0.048648116,0.095576249,0.105301462,0.036371604,0.064417178,0.04601227,0.0,0.0,0.0,0.233916268,0.0,0.002666378,0.004496171,0.002106328,0.002910244,0.000836242,0.000963821,0.003780678,0.0,0.005659375,0.001364773,0.002626723,0.0,0.002259239,0.002822666,0.005102162,0.0,0.001633433,0.001462241,0.002437644,0.005285393,0.000627094,0.008244604,0.000128002,0.006163377,0.0,0.003586724,6.23e-05,0.001844019,0.0,0.008241394,8.03e-05,0.00518117,0.004534408,0.0,0.0,0.000460064,0.001942084,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281106,0.020675783,0.450729278,0.0,0.0,0.006018868,0.008232704,0.363470094,0.10660878,0.08490111,0.104679209,0.0,0.0,0.0,0.218495173,2.58e-05,0.0,2.21e-05,0.0,4.34e-05,7.65e-06,5.03e-05,0.0,0.0,0.0,2.47e-05,5.05e-06,0.0,0.0,6.65e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37e-06,0.0,0.0,0.0,0.0,0.000157246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000281026,0.003139027,0.303450729,0.0,0.0,0.042664144,0.105664349,0.14569494,0.014931479,0.029658417,0.0,0.0,0.0,0.0,0.224120478,0.0,0.000547076,0.002557658,0.000422776,0.000885018,0.000280447,0.000148899,0.001056055,0.000101608,0.001530487,0.000470245,0.000681938,1.74e-05,0.0,0.000554551,0.001102051,0.0,0.0,0.0,0.000556286,0.000925294,0.000120265,0.0,0.0,0.001902146,0.0,0.000294961,2.95e-05,0.000570248,1.34e-05,0.003102778,8.68e-05,0.003131155,0.001829774,0.0,0.000316552,0.000178914,0.001538039,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000280924,0.000794847,0.553006048,0.0,0.0,0.257937888,0.295345497,0.334657142,0.27173913,0.300465839,0.343944099,0.36318408,0.407960199,0.472636816,0.218150449,0.0,0.000226716,5.9e-05,7.55e-05,0.0,1.02e-05,1.41e-05,5.63e-05,0.0,5.52e-05,0.0,0.0,0.0,0.0,0.0,4.73e-05,0.000623987,0.000283708,0.00038379,0.0,0.000448627,0.001151104,0.002913922,0.0,0.000403807,0.0,0.0,0.0,4.37e-06,0.000179009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280739,0.088849685,0.359124867,0.0,0.0,0.079145833,0.073676282,0.116800564,0.039815668,0.050691244,0.03797235,0.452736318,0.63681592,0.44278607,0.215952701,0.003254658,0.000630862,0.000936088,0.00104184,0.0,0.000193763,0.000255543,0.001668568,0.001016082,0.00039214,0.002124944,4.38e-05,0.000220254,0.000298663,0.000366004,0.000317406,0.0,0.0,8.83e-05,0.001048959,0.000401895,0.0,0.000593832,0.0,0.000215187,0.0,0.000637116,5.25e-05,2.62e-05,0.0,0.00209351,0.000880562,0.000241609,0.0,0.0,0.0,0.000830671,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
ENSG00000280734,0.007992084,0.430273924,0.0,0.0,0.046485484,0.068322581,0.049412335,0.003391473,0.066860465,0.0,0.0,0.0,0.0,0.216533521,0.0,0.00116808,0.003700128,0.003133069,0.00110763,0.000257501,0.000118717,0.000176009,0.000163702,0.000114215,0.000502067,0.000116182,0.0001507,0.000356468,0.002306933,0.001456916,0.000838975,0.000608463,0.001247318,0.000308597,0.002116961,0.000635684,0.000939084,0.0,0.001415983,0.0,0.0,0.000787298,0.000906715,0.000732068,0.000940061,0.000870921,0.001784002,0.0,0.002564149,0.0,0.001571885,0.001522792,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280639,0.010142923,0.500711491,0.0,0.0,0.023690834,0.028566347,0.182144975,0.061173533,0.019662921,0.041198502,0.0,0.0,0.0,0.234777522,0.0,6.41e-05,0.0,0.0,7.06e-05,1.02e-05,3.02e-05,7.04e-05,1.13e-05,5.9e-05,1.41e-05,0.0,0.0,0.0,1.66e-05,0.0,3.67e-05,2.54e-05,3.45e-05,9.47e-06,2.34e-05,6.87e-05,0.000414302,2.26e-05,5.05e-05,0.0,0.000483736,0.0,0.000185713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280623,0.007062484,0.397901103,0.0,0.0,0.213400356,0.233347483,0.255378537,0.0,0.0,0.0,0.0,0.0,0.0,0.222967152,0.0,0.0,0.0,0.0,0.000195464,8.67e-05,4.43e-05,0.0,0.0,2.67e-05,0.000219212,0.0,0.0,0.0,0.001480652,0.0,0.0,1.09e-05,6.52e-05,0.000250397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59e-05,0.000139831,0.0,0.0,0.0,0.0,8.58e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
