ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000281183,0.001441921,0.422803273,0.0,0.0,0.048648116,0.095576249,0.105301462,0.036371604,0.064417178,0.04601227,0.0,0.0,0.0,0.233916268,0.0,0.002666378,0.004496171,0.002106328,0.002910244,0.000836242,0.000963821,0.003780678,0.0,0.005659375,0.00401446,0.00250056,0.00016692,0.001364773,0.002626723,0.0,0.002259239,0.002822666,0.005102162,0.0,0.001633433,0.001462241,0.002437644,0.005285393,0.000627094,0.008244604,0.000128002,0.006163377,0.0,0.003586724,6.23e-05,0.001844019,0.0,0.008241394,8.03e-05,0.00518117,0.004534408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281026,0.003139027,0.303450729,0.0,0.0,0.042664144,0.105664349,0.14569494,0.014931479,0.029658417,0.0,0.0,0.0,0.0,0.224120478,0.0,0.000547076,0.002557658,0.000422776,0.000885018,0.000280447,0.000148899,0.001056055,0.000101608,0.001530487,0.002183735,0.003038315,0.00018618,0.000470245,0.000681938,1.74e-05,0.0,0.000554551,0.001102051,0.0,0.0,0.0,0.000556286,0.000925294,0.000120265,0.0,0.0,0.001902146,0.0,0.000294961,2.95e-05,0.000570248,1.34e-05,0.003102778,8.68e-05,0.003131155,0.001829774,0.0,0.000316552,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000281005,0.002445733,0.521878335,0.0,0.0,0.080993197,0.067294785,0.249564992,0.006082725,0.0,0.0,0.0,0.0,0.0,0.215932749,0.000317737,5.42e-05,0.000456988,0.000626614,4.89e-05,5.1e-06,1.21e-05,0.000633633,0.000214506,0.000308382,0.000623924,0.000770782,0.0,0.00018032,6.23e-05,0.0,7.71e-05,0.000177456,0.00034895,0.000555821,0.00091028,0.0,0.00022468,0.000252353,5.15e-05,0.000234771,0.000158121,0.000770422,9.33e-05,0.000247767,7.22e-05,0.000380165,0.00016565,0.00046138,0.0,0.000300181,0.0,0.000262757,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280832,0.009524492,0.521878335,0.0,0.0,0.005531034,0.271834483,0.028027,0.028233396,0.024737833,0.041140091,0.029850746,0.353233831,0.343283582,0.230310531,0.0,0.002084802,0.002012221,0.002785789,0.001140208,0.000438517,0.000374261,0.003822921,0.004442538,0.000574884,0.0,0.002124132,0.001643523,0.0,0.000505139,0.005581703,0.002736136,0.005246054,0.000471181,0.008421207,0.001418539,0.006470703,0.001031363,0.002574935,0.00420067,0.002154369,0.002567578,0.000664157,0.0,0.004058662,0.002352054,0.000747221,0.001672536,0.001949329,0.000848424,0.004029257,0.001440947,0.004004784,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280734,0.007992084,0.430273924,0.0,0.0,0.046485484,0.068322581,0.049412335,0.003391473,0.066860465,0.0,0.0,0.0,0.0,0.216533521,0.0,0.00116808,0.003700128,0.003133069,0.00110763,0.000257501,0.000118717,0.000176009,0.000163702,0.000114215,0.002542218,0.004938382,0.002015883,0.000502067,0.000116182,0.0001507,0.000356468,0.002306933,0.001456916,0.000838975,0.000608463,0.001247318,0.000308597,0.002116961,0.000635684,0.000939084,0.0,0.001415983,0.0,0.0,0.000787298,0.000906715,0.000732068,0.000940061,0.000870921,0.001784002,0.0,0.002564149,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280604,0.003333019,0.602810388,0.0,0.0,0.004018692,0.006288162,0.017711615,0.055578684,0.053705246,0.041215654,0.0,0.0,0.0,0.290934696,0.0,0.0,3.69e-05,0.0,0.0,2.29e-05,0.000283714,0.0,0.0,5.71e-06,0.0,0.0,0.0,0.0,3.7e-05,2.32e-05,9.63e-06,0.000526824,9.07e-05,0.0,0.0,0.0,0.0,0.000271046,0.0,4.14e-05,0.0,0.000419747,0.000143574,0.000353953,2.3e-05,0.000465374,2.67e-05,0.0,0.0,8.54e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280434,0.009240013,0.566880114,0.0,0.0,0.074505995,0.056832059,0.095369674,0.062127481,0.038356357,0.02299979,0.0,0.0,0.0,0.254786428,0.0,5.42e-05,0.000899234,0.000717208,9.77e-05,2.04e-05,6.04e-05,0.000682916,3.95e-05,0.000767147,5.47e-06,0.0,0.0,0.0,3.37e-05,0.0,9.63e-06,7.21e-05,0.001385943,1.57e-05,7e-05,2.69e-05,0.00019355,9.35e-06,1.72e-05,0.000580022,0.0,2.66e-05,7.59e-05,0.000117984,0.0,9.61e-05,0.0,0.000305664,0.0,0.000619886,0.0,2.72e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280388,0.001249231,0.465492707,0.0,0.0,0.01786858,0.049458711,0.06681404,0.003524673,0.0,0.0,0.0,0.0,0.0,0.216514123,0.000214687,0.00024643,0.000700223,0.000218937,0.0,6.88e-05,5.23e-05,0.000168969,0.0,0.000430212,0.000186083,0.000224065,0.0,0.000399532,0.000220577,0.0,0.000192686,0.000682098,0.000189261,8.39e-05,0.000219723,0.000280167,0.000311304,0.001102876,0.000137445,0.001256715,5.27e-05,0.000884657,0.0,0.000283162,1.97e-05,0.000423862,4.01e-05,0.000790113,0.0,0.000353872,0.0,0.000235576,3.34e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280374,0.000448525,0.231945927,0.0,0.0,0.224156085,0.259752646,0.160819427,0.21031746,0.186507937,0.119047619,0.044776119,0.0,0.0,0.23651721,0.0,0.001424368,0.00296305,0.0,0.00037464,0.000155521,2.01e-05,0.0,0.000203216,0.000550138,0.000495308,0.001962805,0.000584221,0.00241487,0.000228996,0.0,0.00026976,0.001708018,0.000307549,0.000194013,0.0,0.000882718,0.000345141,0.0,0.000300661,0.0,4.52e-05,0.0,0.0,0.000625317,0.000751214,0.0,0.0,0.001170751,0.0,0.0,0.002041341,0.0,0.00167639,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280367,0.002159952,0.247776592,0.0,0.0,0.040474446,0.096406499,0.115480854,0.016248154,0.019202363,0.0,0.298507463,0.213930348,0.328358209,0.216007291,0.0,0.00017743,0.001459413,0.00051337,3.8e-05,2.8e-05,2.01e-06,2.11e-05,5.08e-05,0.0,5.47e-05,0.000197177,7.06e-05,0.001233952,0.0,0.0,3.85e-05,0.000260639,0.000112374,0.0,0.000113483,0.000756067,0.000190843,7.01e-05,4.3e-05,6.91e-05,0.0,3.72e-05,2.05e-06,0.0,1.97e-05,3.06e-05,1.07e-05,0.0,0.000112481,0.000187918,0.000588958,0.0,0.000621958,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280355,0.001337113,0.451440768,0.0,0.0,0.447388496,0.07035455,0.497932318,0.441301273,0.0,0.281471004,0.865671642,0.0,1.0,0.221250464,0.000863042,0.002651592,0.001768985,0.001260777,0.001259658,0.000359482,0.000664011,0.00152776,0.000937054,0.001623763,0.002394446,0.002133094,0.000866701,0.001028883,0.000734135,0.000365158,0.000659948,0.001702472,0.001762493,0.0,0.00113966,0.001600405,0.001058433,0.001000065,0.003092518,0.012691442,0.0018598,0.002146556,0.001090138,0.003350756,0.000554389,0.000991925,0.000382065,0.003766011,0.001391545,0.000500301,0.0,0.000697666,0.001328628,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280347,0.00319436,0.296513696,0.0,0.0,0.061940491,0.176290913,0.221819628,0.030558906,0.098914355,0.023321271,0.0,0.0,0.0,0.234560546,0.0,0.001079365,0.002749298,0.001064488,0.000195464,5.1e-05,3.42e-05,0.001731931,0.000513686,0.001698003,0.000831899,0.00079767,0.00017976,0.002690653,0.000781282,0.000515858,0.000968245,0.001824473,0.001324827,0.000435218,0.000625364,0.0,0.003241621,0.001275784,0.000309252,0.000939084,7.53e-05,0.000592428,0.0,0.000707906,0.000265713,0.000402014,0.000170994,0.003039338,0.000485273,0.002035373,0.0,0.00152218,0.000151588,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280339,0.002070768,0.327107791,0.0,0.0,0.078788793,0.13149569,0.135276666,0.031403941,0.04341133,0.021551724,0.0,0.0,0.0,0.249528569,0.0,0.0,0.0,0.0,9.23e-05,2.55e-05,2.01e-05,0.000992692,0.000694323,0.00108124,0.000191556,0.000394354,0.00018618,6.72e-05,0.0,0.0,0.0,0.000122001,0.0,1.57e-05,0.0,3.84e-05,6.63e-05,2.8e-05,0.0,0.0,0.0,0.000193934,0.0,0.000176977,1.64e-05,2.18e-05,4.01e-05,0.0,9.64e-06,1.46e-05,2.29e-05,0.0,3.57e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280287,0.002702219,0.748843828,0.0,0.0,0.018779991,0.027960408,0.086050404,0.010194405,0.005215742,0.022996681,0.0,0.0,0.0,0.232901496,0.0,0.000123215,0.0,0.0,0.000450653,9.69e-05,0.000444686,0.000725158,0.0,0.000892784,0.001669271,0.0,0.0,0.000233355,0.000212158,0.0,0.0,0.000443641,0.002085814,6.29e-05,0.000391155,6.52e-05,0.000749836,0.000294412,0.0005326,0.006242146,0.0,0.000791675,0.0,0.000578123,0.000124656,0.001546878,0.00012023,0.000876621,9.96e-05,0.000134227,0.002335821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280239,0.00127527,0.591070793,0.0,0.0,0.025024186,0.03312537,0.102030576,0.0,0.0,0.0,0.0,0.0,0.0,0.218446124,0.0,0.000162644,0.000847639,0.001011641,0.001503988,0.000418121,0.000839068,0.000485785,0.000304825,0.000751918,0.001401093,0.001693928,0.000564961,0.000116677,4.04e-05,0.0,2.89e-05,0.000216275,0.000887161,0.00089141,0.001325579,0.00078677,0.0,0.00072902,0.001417404,0.007195039,0.0,0.002037634,0.000344578,0.001050061,0.000170581,0.000889237,0.000283209,0.003102778,0.000173541,0.0,0.000912028,0.0,0.000135984,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280237,0.003317395,0.523301316,0.0,0.0,0.229775324,0.239219446,0.25517074,0.230679837,0.218090258,0.227193492,0.437810945,0.353233831,0.497512438,0.217878052,0.0,0.0,0.000869751,0.000732308,0.004267634,0.001129436,0.001804902,1.41e-05,1.13e-05,0.0,0.0,0.0,0.0,0.0,0.000138071,0.0,0.0,0.005284873,0.001301169,0.0,0.0,0.0,0.0,0.000616863,0.000223349,0.0,0.0,0.001059995,0.0,3.54e-05,0.00039693,0.000677305,0.000128246,0.000299897,0.0,0.000532028,0.0,0.0,0.000804756,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280200,0.00127527,0.474386339,0.0,0.0,0.039863277,0.055595262,0.104457068,0.011352419,0.023692004,0.037018756,0.0,0.0,0.0,0.222288513,0.0,0.0,0.0,9.06e-05,0.0,5.1e-06,6.04e-06,0.0,0.0,0.0,0.000366692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000280173,0.001338415,0.418890075,0.0,0.0,0.02739284,0.114812529,0.119059398,0.004239284,0.055110692,0.009420631,0.069651741,0.0,0.243781095,0.215985677,0.002361559,0.001981301,0.002616624,0.00327651,0.0,0.000272798,0.000162984,0.002147313,0.001557993,0.000439729,0.000284597,0.001057585,0.000571381,0.001919874,0.000956396,0.00221993,0.001878685,0.002883666,0.000451466,0.002936411,0.000339242,0.003135566,0.000485905,0.002752517,0.00131432,0.001726257,0.001039078,0.000656187,0.0,0.002194509,0.000921795,0.000694784,0.000368706,0.000645931,0.000530265,0.000514944,0.0,0.002047695,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280164,0.002167764,0.307363927,0.0,0.0,0.016137255,0.020354167,0.06465438,0.0,0.0,0.0,0.0,0.0,0.0,0.259544106,0.0,0.007057768,0.009766273,0.00483927,0.007481933,0.003299076,0.003963942,0.00782185,0.0,0.009339016,0.005834239,0.008559265,0.002728504,0.010104974,0.001532255,0.000434712,0.002114725,0.002861484,0.005309166,0.000734103,0.003368276,0.005158141,0.009362125,0.007486471,0.007001117,0.010067531,0.0003313,0.011224254,0.0,0.002996803,0.000649521,0.0,0.001359937,0.006470849,0.00056883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280161,0.000596298,0.733902526,0.0,0.0,0.057425229,0.0175941,0.050518476,0.0508647,0.0,0.0,0.019900498,0.0,0.0,0.217403919,0.0,0.000473146,0.000471729,0.002159175,0.002372718,0.000395175,0.000245483,0.000696997,0.000237086,6.85e-05,0.000262705,0.0,0.000532861,0.000583387,0.0,0.0,9.15e-05,0.001281013,0.000725501,0.0,0.000397191,0.0,0.000423644,0.000864543,0.004587235,0.00977752,0.001219788,0.00070932,0.0,0.001168045,0.0,0.000452265,0.002041242,0.0,0.001780406,0.0,0.0,0.001739635,0.001990713,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
