ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000281183,0.001441921,0.422803273,0.0,0.0,0.048648116,0.095576249,0.105301462,0.036371604,0.064417178,0.04601227,0.0,0.0,0.0,0.233916268,0.0,0.002666378,0.004496171,0.002106328,0.002910244,0.000836242,0.000963821,0.003780678,0.0,0.005659375,0.00401446,0.00250056,0.00016692,0.001364773,0.002626723,0.0,0.002259239,0.002822666,0.005102162,0.0,0.001633433,0.001462241,0.002437644,0.005285393,0.000627094,0.008244604,0.000128002,0.006163377,0.0,0.003586724,6.23e-05,0.001844019,0.0,0.00518117,0.004534408,0.0,0.0,0.000460064,0.001942084,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281026,0.003139027,0.303450729,0.0,0.0,0.042664144,0.105664349,0.14569494,0.014931479,0.029658417,0.0,0.0,0.0,0.0,0.224120478,0.0,0.000547076,0.002557658,0.000422776,0.000885018,0.000280447,0.000148899,0.001056055,0.000101608,0.001530487,0.002183735,0.003038315,0.00018618,0.000470245,0.000681938,1.74e-05,0.0,0.000554551,0.001102051,0.0,0.0,0.0,0.000556286,0.000925294,0.000120265,0.0,0.0,0.001902146,0.0,0.000294961,2.95e-05,0.000570248,1.34e-05,0.003131155,0.001829774,0.0,0.000316552,0.000178914,0.001538039,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000280832,0.009524492,0.521878335,0.0,0.0,0.005531034,0.271834483,0.028027,0.028233396,0.024737833,0.041140091,0.029850746,0.353233831,0.343283582,0.230310531,0.0,0.002084802,0.002012221,0.002785789,0.001140208,0.000438517,0.000374261,0.003822921,0.004442538,0.000574884,0.0,0.002124132,0.001643523,0.0,0.000505139,0.005581703,0.002736136,0.005246054,0.000471181,0.008421207,0.001418539,0.006470703,0.001031363,0.002574935,0.00420067,0.002154369,0.002567578,0.000664157,0.0,0.004058662,0.002352054,0.000747221,0.001672536,0.004029257,0.001440947,0.004004784,0.0,0.002019169,0.001414158,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280739,0.088849685,0.359124867,0.0,0.0,0.079145833,0.073676282,0.116800564,0.039815668,0.050691244,0.03797235,0.452736318,0.63681592,0.44278607,0.215952701,0.003254658,0.000630862,0.000936088,0.00104184,0.0,0.000193763,0.000255543,0.001668568,0.001016082,0.00039214,0.000405003,0.00083352,0.000609901,0.002124944,4.38e-05,0.000220254,0.000298663,0.000366004,0.000317406,0.0,0.0,8.83e-05,0.001048959,0.000401895,0.0,0.000593832,0.0,0.000215187,0.0,0.000637116,5.25e-05,2.62e-05,0.0,0.000241609,0.0,0.0,0.0,0.000830671,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
ENSG00000280594,0.013923165,0.371575952,0.0,0.0,0.07104,0.09882,0.356737961,0.092427184,0.088932039,0.035728155,0.427860697,0.537313433,0.567164179,0.216274147,0.0,0.000162644,0.001216177,0.001026741,0.000711272,0.000130025,0.000237434,0.0,0.000304825,0.000279828,0.0,0.000331616,0.00017976,0.000813206,0.0,0.0,0.000428726,0.001369741,0.001397771,0.001819526,0.00119278,0.001128343,0.001306123,4.67e-05,0.000249119,0.000483352,0.001024019,2.66e-05,0.000201004,0.001934943,0.000610156,0.000343022,1.34e-05,0.0,0.003939732,0.0,0.000786922,0.002121406,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280407,0.001764156,0.678406261,0.0,0.0,0.115313648,0.125850198,0.156817267,0.123154483,0.116672668,0.129636298,0.258706468,0.174129353,0.273631841,0.222783429,0.0,0.0,5.9e-05,4.53e-05,0.0,2.55e-06,6.04e-06,0.000211211,5.08e-05,0.000237949,0.0,0.000421241,3.85e-05,0.0,0.0,0.0,9.63e-06,0.000293912,0.000240519,0.0,0.0,0.000326222,0.0,1.4e-05,1.72e-05,0.000455732,0.0,2.66e-05,0.001098342,0.002300695,6.56e-06,0.000120167,5.34e-06,0.0,0.0,0.0,0.0,0.00029393,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280383,0.015001188,0.370508716,0.0,0.0,0.087021332,0.1476972,0.202843911,0.016528926,0.040413656,0.021331833,0.0,0.0,0.0,0.211853156,9.88e-05,0.000182359,0.000398022,0.000226487,8.69e-05,1.78e-05,5.43e-05,4.93e-05,1.69e-05,9.33e-05,0.000191556,0.000206139,5.14e-05,9.19e-05,2.53e-05,0.0,2.41e-05,0.000116456,0.000208976,3.67e-05,0.000113483,0.000153516,7.31e-05,6.08e-05,0.000377974,0.001574346,4.52e-05,6.64e-05,5.95e-05,0.000106186,9.84e-06,0.00015294,5.34e-06,0.000112263,9.72e-05,0.0,1.78e-05,3.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280356,0.006910806,0.392564924,0.0,0.0,0.066877282,0.097745952,0.103266181,0.059346625,0.062622859,0.047833006,0.36318408,0.323383085,0.278606965,0.330747448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280355,0.001337113,0.451440768,0.0,0.0,0.447388496,0.07035455,0.497932318,0.441301273,0.0,0.281471004,0.865671642,0.0,1.0,0.221250464,0.000863042,0.002651592,0.001768985,0.001260777,0.001259658,0.000359482,0.000664011,0.00152776,0.000937054,0.001623763,0.002394446,0.002133094,0.000866701,0.001028883,0.000734135,0.000365158,0.000659948,0.001702472,0.001762493,0.0,0.00113966,0.001600405,0.001058433,0.001000065,0.003092518,0.012691442,0.0018598,0.002146556,0.001090138,0.003350756,0.000554389,0.000991925,0.000382065,0.000500301,0.0,0.000697666,0.001328628,0.003348243,0.003049396,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280347,0.00319436,0.296513696,0.0,0.0,0.061940491,0.176290913,0.221819628,0.030558906,0.098914355,0.023321271,0.0,0.0,0.0,0.234560546,0.0,0.001079365,0.002749298,0.001064488,0.000195464,5.1e-05,3.42e-05,0.001731931,0.000513686,0.001698003,0.000831899,0.00079767,0.00017976,0.002690653,0.000781282,0.000515858,0.000968245,0.001824473,0.001324827,0.000435218,0.000625364,0.0,0.003241621,0.001275784,0.000309252,0.000939084,7.53e-05,0.000592428,0.0,0.000707906,0.000265713,0.000402014,0.000170994,0.002035373,0.0,0.00152218,0.000151588,0.000996805,0.000708985,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280332,0.001257043,0.621487015,0.0,0.0,0.024454955,0.036074575,0.061060811,0.023523524,0.011011011,0.0,0.0,0.0,0.0,0.247471869,0.0,0.000152787,0.000545437,0.000573767,0.00048866,3.82e-05,0.000243471,0.00057027,5.08e-05,0.000597727,0.001116496,0.000779745,7.7e-05,0.00013082,0.000240783,0.0,0.000110794,0.000476914,0.000737329,0.0,0.000235417,9.98e-05,0.000234155,0.000990719,0.000128855,0.003383464,0.0,0.001665706,0.000388676,0.00037755,0.0,0.000712263,1.34e-05,0.001090901,0.001300855,0.0,0.0,0.000472843,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280327,0.001033757,0.517253646,0.0,0.0,0.02116435,0.025738973,0.078015905,0.0,0.0,0.0,0.0,0.0,0.0,0.225297913,0.000249037,0.000187287,0.000250606,0.000369929,0.00024433,5.86e-05,0.000116705,0.000464664,0.000259665,0.000327418,0.000186083,0.000448129,8.99e-05,0.000152034,7.91e-05,9.85e-05,0.000149331,0.000316094,0.000124203,0.000141577,0.0,0.000126651,0.000142117,0.000672941,0.000292071,0.001712447,0.0,0.000714633,0.000100502,0.00037755,0.000121375,0.000485038,0.000168322,0.0,0.00040884,0.000280879,0.000477058,0.000230032,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000280303,0.001259647,0.567057986,0.0,0.0,0.004933067,0.005942557,0.054460487,0.0,0.0,0.0,0.164179105,0.184079602,0.114427861,0.21613199,6.44e-05,0.000453432,0.000405392,0.000626614,0.000977321,0.000152971,0.000599622,0.000873006,0.000383853,0.00024366,0.000210711,0.000457092,0.00030174,3.54e-05,7.07e-05,0.0,9.63e-05,0.001070284,0.00033515,0.002191821,0.001490975,0.00124348,4.06e-05,0.000743039,0.000730178,0.003397274,0.001084256,0.000401151,0.000169212,0.001463006,0.000278835,0.000277477,0.00024046,0.000253811,0.000200132,0.00030806,0.0,0.000230032,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280287,0.002702219,0.748843828,0.0,0.0,0.018779991,0.027960408,0.086050404,0.010194405,0.005215742,0.022996681,0.0,0.0,0.0,0.232901496,0.0,0.000123215,0.0,0.0,0.000450653,9.69e-05,0.000444686,0.000725158,0.0,0.000892784,0.001669271,0.0,0.0,0.000233355,0.000212158,0.0,0.0,0.000443641,0.002085814,6.29e-05,0.000391155,6.52e-05,0.000749836,0.000294412,0.0005326,0.006242146,0.0,0.000791675,0.0,0.000578123,0.000124656,0.001546878,0.00012023,0.000134227,0.002335821,0.0,0.0,3.83e-05,0.000661338,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280239,0.00127527,0.591070793,0.0,0.0,0.025024186,0.03312537,0.102030576,0.0,0.0,0.0,0.0,0.0,0.0,0.218446124,0.0,0.000162644,0.000847639,0.001011641,0.001503988,0.000418121,0.000839068,0.000485785,0.000304825,0.000751918,0.001401093,0.001693928,0.000564961,0.000116677,4.04e-05,0.0,2.89e-05,0.000216275,0.000887161,0.00089141,0.001325579,0.00078677,0.0,0.00072902,0.001417404,0.007195039,0.0,0.002037634,0.000344578,0.001050061,0.000170581,0.000889237,0.000283209,0.0,0.000912028,0.0,0.000135984,0.000587859,0.001646674,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280219,0.005223465,0.29544646,0.0,0.0,0.089175627,0.140519095,0.117091366,0.080830552,0.068718329,0.036831047,0.243781095,0.034825871,0.169154229,0.217903269,0.0,2.96e-05,0.0,0.0,0.000222612,4.59e-05,4.43e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57e-05,8.11e-05,0.00013488,0.00038264,0.0,0.0,0.0,0.0,0.0,0.000126176,0.0,0.0,0.000112943,6.38e-05,0.0,0.000436542,6.89e-05,5.46e-05,2.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
ENSG00000280213,0.002300564,0.726431875,0.0,0.0,0.074227992,0.089763121,0.168650081,0.071924465,0.077478478,0.064981949,0.0,0.0,0.0,0.216788738,0.0,0.0,0.0,0.0,0.0,2.55e-06,0.0,6.34e-05,0.0,5.33e-05,0.000194292,0.000134439,0.0,1.06e-05,2.36e-05,0.0,9.63e-06,0.0,2.56e-05,2.62e-05,3.26e-05,0.0,0.0,9.35e-05,2.58e-05,0.0,0.0,0.00046491,0.00013537,0.000165178,1.31e-05,0.000126722,6.68e-05,0.000151311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280202,0.001060447,0.313411597,0.0,0.0,0.034891509,0.06846816,0.125088793,0.024764151,0.0,0.0,0.034825871,0.0,0.0,0.258295178,0.002769465,0.000552004,0.009036566,0.00586601,0.000390928,9.18e-05,4.83e-05,0.002450049,0.00117414,0.000515873,5.47e-05,1.79e-05,0.0,0.001796126,8.42e-06,1.16e-05,1.45e-05,1.66e-05,0.002635854,0.0,0.0,0.0,0.000856762,0.002364641,0.000128855,0.0,0.0,0.000688067,0.0,2.36e-05,0.0,0.0,0.000609166,0.000932269,0.0,0.004376268,0.0,0.004332268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000280164,0.002167764,0.307363927,0.0,0.0,0.016137255,0.020354167,0.06465438,0.0,0.0,0.0,0.0,0.0,0.0,0.259544106,0.0,0.007057768,0.009766273,0.00483927,0.007481933,0.003299076,0.003963942,0.00782185,0.0,0.009339016,0.005834239,0.008559265,0.002728504,0.010104974,0.001532255,0.000434712,0.002114725,0.002861484,0.005309166,0.000734103,0.003368276,0.005158141,0.009362125,0.007486471,0.007001117,0.010067531,0.0003313,0.011224254,0.0,0.002996803,0.000649521,0.0,0.001359937,0.0,0.0,0.0,0.0,0.002453674,0.00260914,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280157,0.001419788,0.387406617,0.0,0.0,0.245063167,0.225282028,0.250986493,0.0,0.0,0.0,0.0,0.0,0.0,0.219332318,0.0,2.96e-05,0.00038328,0.000218937,3.8e-05,1.78e-05,2.01e-05,3.52e-05,1.13e-05,5.33e-05,0.000177873,0.000349541,1.93e-05,0.000279319,1.35e-05,0.0,0.0,0.000354913,0.000139974,0.0,0.0,6.14e-05,0.000192196,7.94e-05,0.0,0.0,0.0,0.000140801,0.0,0.0,6.56e-06,0.000113613,8.02e-06,0.000104941,0.000477457,0.0,0.0,2.56e-05,0.000303034,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
