ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.N.DZ_nucleus,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000280388,0.001249231,0.465492707,0.0,0.0,0.01786858,0.049458711,0.06681404,0.003524673,0.0,0.0,0.0,0.0,0.0,0.216514123,0.000214687,0.00024643,0.000700223,0.000218937,0.0,6.88e-05,5.23e-05,0.000168969,0.0,0.000430212,0.000186083,0.000224065,0.0,0.000399532,0.000220577,0.0,0.000192686,0.000682098,0.000189261,8.39e-05,0.000219723,0.000280167,0.000311304,0.001102876,0.000137445,0.001256715,5.27e-05,0.000884657,0.0,0.000283162,1.97e-05,0.000423862,4.01e-05,0.000790113,0.0,0.0,3.34e-05,0.000204473,0.000455504,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280355,0.001337113,0.451440768,0.0,0.0,0.447388496,0.07035455,0.497932318,0.441301273,0.0,0.281471004,0.865671642,0.0,1.0,0.221250464,0.000863042,0.002651592,0.001768985,0.001260777,0.001259658,0.000359482,0.000664011,0.00152776,0.000937054,0.001623763,0.002394446,0.002133094,0.000866701,0.001028883,0.000734135,0.000365158,0.000659948,0.001702472,0.001762493,0.0,0.00113966,0.001600405,0.001058433,0.001000065,0.003092518,0.012691442,0.0018598,0.002146556,0.001090138,0.003350756,0.000554389,0.000991925,0.000382065,0.003766011,0.001391545,0.0,0.001328628,0.003348243,0.003049396,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280347,0.00319436,0.296513696,0.0,0.0,0.061940491,0.176290913,0.221819628,0.030558906,0.098914355,0.023321271,0.0,0.0,0.0,0.234560546,0.0,0.001079365,0.002749298,0.001064488,0.000195464,5.1e-05,3.42e-05,0.001731931,0.000513686,0.001698003,0.000831899,0.00079767,0.00017976,0.002690653,0.000781282,0.000515858,0.000968245,0.001824473,0.001324827,0.000435218,0.000625364,0.0,0.003241621,0.001275784,0.000309252,0.000939084,7.53e-05,0.000592428,0.0,0.000707906,0.000265713,0.000402014,0.000170994,0.003039338,0.000485273,0.0,0.000151588,0.000996805,0.000708985,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280303,0.001259647,0.567057986,0.0,0.0,0.004933067,0.005942557,0.054460487,0.0,0.0,0.0,0.164179105,0.184079602,0.114427861,0.21613199,6.44e-05,0.000453432,0.000405392,0.000626614,0.000977321,0.000152971,0.000599622,0.000873006,0.000383853,0.00024366,0.000210711,0.000457092,0.00030174,3.54e-05,7.07e-05,0.0,9.63e-05,0.001070284,0.00033515,0.002191821,0.001490975,0.00124348,4.06e-05,0.000743039,0.000730178,0.003397274,0.001084256,0.000401151,0.000169212,0.001463006,0.000278835,0.000277477,0.00024046,0.000340267,9.32e-05,0.000200132,0.0,0.000230032,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280279,0.008267449,0.462291,0.0,0.0,0.033125874,0.043356643,0.030778852,0.004304161,0.0,0.0,0.0,0.0,0.0,0.232757954,0.001794785,0.000152787,0.000184269,0.000838001,0.002991687,0.000405373,0.002493058,0.001246145,0.000208861,0.001003192,0.006682557,0.001801479,0.00019902,0.001965838,0.001064159,0.000121719,0.000144514,0.0,0.001048821,0.000120603,0.0,0.0,0.00532871,0.001364575,0.00079031,0.0,0.0,0.006407787,0.000801964,0.001109053,6.89e-05,0.001509736,0.000229773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000280149,0.00034567,0.4037709,0.0,0.0,0.008551839,0.091538462,0.087832906,0.0,0.038461538,0.0,0.0,0.0,0.0,0.219607764,0.0,0.000502718,0.0,0.000158541,0.0,2.29e-05,1.01e-05,0.000274574,0.000141123,0.0,0.000101251,0.000215102,0.0,0.0,0.000424317,0.000133312,0.000327566,0.001048102,0.000260234,0.0,5.79e-05,9.98e-05,0.0,0.0,0.0,0.0,0.0,0.001758688,0.0,0.0,0.00040349,0.0,0.000197712,0.0,0.000276381,0.000794808,0.0,0.001175719,0.000257293,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280138,0.012104326,0.425649235,0.0,0.0,0.035202883,0.101464016,0.12312707,0.022399657,0.039279781,0.018862869,0.0,0.0,0.0,0.218088931,0.0,0.00021193,0.000471729,0.000150991,7.6e-05,1.78e-05,4.83e-05,0.000344978,5.08e-05,0.000750015,0.000142299,8.96e-05,1.28e-05,0.000201534,0.000530396,1.74e-05,0.000289028,0.00027173,0.000443581,0.0,8.69e-05,0.000134327,0.000295062,0.000313105,6.87e-05,0.001077184,0.0,0.000353332,0.0,0.000283162,6.56e-06,0.000159495,5.34e-06,0.000997733,1.93e-05,0.000102925,4.46e-06,1.28e-05,4.96e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
ENSG00000280128,0.002368266,0.367307008,0.0,0.0,0.299449393,0.329848853,0.294349792,0.0,0.0,0.0,0.0,0.0,0.0,0.227150661,0.000485193,0.001000508,0.003877026,0.001804346,0.001835191,0.000456364,0.001295827,0.001450316,0.000869315,0.001612341,0.003105938,0.004427515,0.001566482,0.00062228,0.000789701,0.000550635,0.000838183,0.004719231,0.0,0.000220231,0.000111069,0.0,0.000403342,0.002696438,0.0002663,0.002057698,0.000662601,0.003129508,0.0,0.002831625,0.001164545,0.002442669,0.000462218,0.001101544,0.000276381,0.003868256,0.001266209,0.000587859,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280123,0.001372917,0.169156884,0.0,0.0,0.153147518,0.309180147,0.380027039,0.133731618,0.209558824,0.222886029,0.104477612,0.169154229,0.0,0.21790604,0.0,0.003198667,0.021905934,0.004544837,0.0,0.000912727,5.84e-05,0.000682916,0.000677388,0.0,0.000522673,0.003118978,0.001373882,0.00176784,0.000134704,0.0,0.0,0.000926101,0.001362285,0.000403757,0.0,0.001285697,0.000132643,0.002565588,0.001108152,0.0,0.000105414,0.001243302,0.0,0.0,0.000606876,0.0,0.000876345,0.001678268,0.001449392,0.001655374,0.003270298,0.002351438,0.002010696,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000280120,0.000641866,0.326040555,0.0,0.0,0.140673314,0.188303894,0.167485376,0.135802469,0.142450143,0.064577398,0.0,0.0,0.144278607,0.24106484,0.005259836,0.008437779,0.010864518,0.00586601,0.0,0.00089743,0.0005795,0.005322519,0.003894982,0.003474053,0.002936275,0.007680932,0.002388244,0.009595836,0.000804855,0.0,0.001459594,0.005539967,0.003329811,0.004897514,0.001827803,0.009790489,0.003971154,0.003388072,0.006949575,0.027716783,0.000496951,0.012634924,0.0,0.003303562,0.001797664,0.00478265,0.000686648,0.012722544,0.002882715,0.02673757,0.013618439,0.021392971,0.016605869,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280077,0.001194549,0.215581644,0.0,0.0,0.209473712,0.275554154,0.126344376,0.0,0.0,0.0,0.0,0.0,0.0,0.247067013,0.0,0.002252374,0.017129674,0.004159809,0.0,0.000114728,1.81e-05,0.001027894,0.000547555,0.001989252,0.001614541,0.001998656,0.0002568,0.002347692,0.000624688,0.0,0.001006783,0.003166487,0.004782784,0.000298885,0.000639852,0.002813182,0.001384625,0.002285196,0.000644275,0.0,0.0,0.005677214,0.0,0.001179844,0.0,0.001686709,0.000227101,0.00667847,0.001057317,0.009997999,0.002224783,0.000753994,0.002104084,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
ENSG00000280063,0.0012284,0.584667378,0.0,0.0,0.032383828,0.052858751,0.113795661,0.0,0.0,0.0,0.0,0.0,0.0,0.217876943,0.00094033,0.000581576,0.001415188,0.003201015,0.0,0.000489507,0.000786752,0.000830764,0.0,0.001461958,0.00249296,0.001451938,0.00017976,0.000852099,0.00112646,1.74e-05,0.000332383,0.001425197,0.001742779,0.0,0.000993581,0.00056801,0.001277699,0.001775817,0.002465424,0.016102526,0.0,0.003219833,0.001438818,0.002206307,0.000131216,0.004212403,7.75e-05,0.002139648,0.0,0.0,0.0,0.000881789,0.001183547,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280061,0.002626705,0.436855212,0.0,0.0,0.291184788,0.286153096,0.296788674,0.296928328,0.272793759,0.294002925,0.0,0.0,0.0,0.306193406,0.0,0.0,0.0,0.0,1.09e-05,2.55e-06,6.04e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000488005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92e-05,3.93e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280018,0.007322225,0.341337602,0.0,0.0,0.012624277,0.004011561,0.019722587,0.196969697,0.0,0.039842873,0.0,0.0,0.0,0.332877582,0.009987248,0.004475177,0.041092054,0.01847378,0.007758841,0.002174739,0.002362268,0.002252918,0.002145063,0.002880133,0.003751755,0.008639928,0.002497384,0.029830535,0.0,0.0,0.000712937,0.004785777,0.009711456,0.0,0.012998647,0.027671276,0.016197275,0.004257288,0.003539215,0.002872492,0.0,0.003605044,0.0,0.001392215,0.001335127,0.00197074,0.00181414,0.00877198,0.002056787,0.020607828,0.01446778,0.013533546,0.006638155,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279884,0.000574816,0.358946994,0.0,0.0,0.148624211,0.164109474,0.113424838,0.124210526,0.153684211,0.069473684,0.457711443,0.512437811,0.572139304,0.219616631,0.0,1.48e-05,4.42e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46e-05,0.0,0.0,8.03e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279861,0.001180878,0.670046247,0.0,0.0,0.108935673,0.117357257,0.214312773,0.111642743,0.093035619,0.110047847,0.0,0.0,0.0,0.223076056,0.000536718,0.000285859,0.000921346,0.002393211,0.001639727,0.000234556,0.00091553,0.001239105,0.0,0.000932759,0.001600858,0.000878333,0.0,0.0,0.000523661,0.0,0.000399823,0.000277276,0.002639797,9.44e-05,0.00049498,9.59e-05,0.00123168,0.000630882,0.000652865,0.007940782,0.0,0.003310159,0.0,0.001097255,0.0,0.000788733,8.02e-05,0.001707105,2.57e-05,0.000311633,0.0,0.000332268,0.000257293,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000279795,0.000595647,0.266275347,0.0,0.0,0.083373727,0.11106721,0.109433213,0.062118126,0.0,0.0,0.0,0.0,0.0,0.246771338,0.0,0.000502718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9e-05,0.0,0.000179252,0.0,0.002927543,6.74e-05,0.0,0.0,0.002467753,7.1e-05,0.0,0.0,0.0,0.0,0.0,0.000128855,0.001021944,0.0,2.13e-05,0.0,0.0,0.000246031,0.0,0.0,0.003996701,0.0,0.000783372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279789,0.001383984,0.512628958,0.0,0.0,0.042190606,0.130971272,0.109084309,0.010943912,0.0,0.0,0.0,0.0,0.0,0.219190161,0.000850161,0.001508154,0.002653478,0.002446058,0.000504949,0.000155521,0.00023341,0.002330362,0.000355629,0.003028613,0.002090693,0.002213758,0.0001605,0.001205667,0.001870698,0.0,0.001377702,0.002018566,0.002314504,0.0,0.001056359,0.00117056,0.001445533,0.005654576,0.001279959,0.017304001,0.0,0.005411552,0.001248069,0.002772632,0.0,0.003845347,0.0,0.002479916,2.25e-05,0.000548932,0.0,0.000485623,0.002582458,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
