ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000281649,0.006889324,0.312522234,0.0,0.0,0.147779772,0.205356172,0.188062414,0.086587436,0.046920821,0.034264547,0.422885572,0.014925373,0.069651741,0.224270671,0.01817671,0.045514517,0.033655951,0.013177541,0.004216903,0.002652018,0.010546473,0.006152943,0.003135214,0.006800227,0.018937934,0.008898134,0.004719682,0.010977928,0.009682454,0.01879374,0.011600123,0.017891133,0.005640353,0.022682003,0.01517389,0.015668757,0.016986369,0.00523304,0.009858747,0.0,0.025472822,0.00937541,0.003948035,0.005856547,0.048958147,0.02057108,0.02467096,0.014955542,0.033469846,0.014398673,0.025955272,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
ENSG00000281398,0.005907645,0.404838136,0.0,0.0,0.018782178,0.066055446,0.186683756,0.021376434,0.023983316,0.008863399,0.268656716,0.169154229,0.0,0.216045532,0.03220846,0.119222236,0.118286551,0.112147554,0.041215508,0.032345366,0.016974331,0.015416227,0.008219705,0.018624685,0.06541788,0.01935633,0.010909317,0.003929797,0.022356353,0.010098377,0.026307281,0.0,0.0,0.062235425,0.008075295,0.09133236,0.147947135,0.008832166,0.010658392,0.0,0.014087332,0.014669991,0.047234409,0.002546208,0.098250794,0.023942281,0.073192875,0.021940132,0.026012975,0.011449386,0.092996805,0.148511323,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281344,0.133414489,0.298292423,0.0,0.0,0.152861293,0.20282352,0.215914944,0.079059172,0.085844174,0.058562711,0.587064677,0.84079602,0.691542289,0.21602087,2.46e-05,0.000206382,1.51e-05,3.26e-05,7.65e-06,1.61e-05,2.11e-05,0.0,4.19e-05,3.56e-05,4.48e-05,0.0,8.42e-06,0.0,9.63e-06,1.11e-05,0.00014786,0.0,2.29e-05,0.0,1.4e-05,0.0,0.000138101,0.0,2.66e-05,0.0,0.0,0.0,6.55e-06,0.0,5.77e-05,6.43e-06,0.0,5.72e-05,0.0,1.78e-05,1.28e-05,3.81e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
ENSG00000281332,0.001678227,0.471362504,0.0,0.0,0.10226276,0.131328544,0.135555374,0.043478261,0.0,0.011720227,0.0,0.0,0.0,0.245113674,0.001143437,0.000250606,0.0,0.00048866,6.63e-05,0.000197191,0.000535068,0.000485462,0.000295057,0.000965988,0.000950034,0.0002889,7.41e-05,7.54e-05,0.0,0.000743099,0.000230662,0.000382782,0.000213686,0.000341573,0.001051471,0.002800447,0.017994504,0.000293653,0.00136285,0.000108706,0.000401147,0.000357565,0.000758145,0.000537028,0.000772811,0.001185866,0.000942031,0.000343083,0.002908452,0.000285343,0.004434505,0.000278257,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281202,0.005174642,0.521700462,0.0,0.0,0.001136364,0.000704545,0.009972142,0.004952724,0.0,0.015758667,0.0,0.0,0.0,0.217748365,0.0,0.0,0.0,5.43e-05,1.53e-05,1.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000281005,0.002445733,0.521878335,0.0,0.0,0.080993197,0.067294785,0.249564992,0.006082725,0.0,0.0,0.0,0.0,0.0,0.215932749,5.42e-05,0.000456988,0.000626614,4.89e-05,5.1e-06,1.21e-05,0.000633633,0.000214506,0.000308382,0.000623924,0.000770782,0.0,6.23e-05,0.0,7.71e-05,0.000177456,0.00034895,0.000555821,0.00091028,0.0,0.000252353,5.15e-05,0.000234771,0.000158121,0.000770422,9.33e-05,0.000247767,7.22e-05,0.000380165,0.00016565,0.00046138,0.0,0.000300181,0.0,0.000262757,0.0,0.000460064,0.000226799,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280798,0.002107874,0.42796158,0.0,0.0,0.132136762,0.122283812,0.209783573,0.094402421,0.062027231,0.091679274,0.830845771,0.203980099,1.0,0.239841682,0.012617239,0.005365922,0.004386296,0.005500144,0.000958619,0.000752545,0.005392923,0.00374257,0.001387718,0.001182172,0.004911495,0.003210005,0.003990598,0.00836386,0.006392347,0.011146479,0.001695463,0.006056348,0.0,0.005092896,0.002430066,0.006889442,0.0,0.002492282,0.001415983,0.0,0.005816629,0.003037659,0.00212805,0.000454203,0.00577878,0.003384057,0.001342272,0.002487349,0.005445419,0.004376002,0.002428115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280739,0.088849685,0.359124867,0.0,0.0,0.079145833,0.073676282,0.116800564,0.039815668,0.050691244,0.03797235,0.452736318,0.63681592,0.44278607,0.215952701,0.000630862,0.000936088,0.00104184,0.0,0.000193763,0.000255543,0.001668568,0.001016082,0.00039214,0.000405003,0.00083352,0.000609901,4.38e-05,0.000220254,0.000298663,0.000366004,0.000317406,0.0,0.0,8.83e-05,0.000401895,0.0,0.000593832,0.0,0.000215187,0.0,0.000637116,5.25e-05,2.62e-05,0.0,0.00209351,0.000880562,0.000241609,0.0,0.0,0.0,0.000830671,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
ENSG00000280543,0.001277874,0.426182853,0.0,0.0,0.021760591,0.031904433,0.086136224,0.004926108,0.0,0.0,0.0,0.0,0.0,0.315400617,0.000128144,6.63e-05,2.26e-05,2.71e-05,1.27e-05,4.23e-05,0.000267534,1.13e-05,0.00041879,5.2e-05,0.0,0.0,0.00018185,0.0,7.71e-05,0.000415913,7.1e-05,0.0,4.23e-05,8.06e-05,0.00011683,0.0,0.000828603,0.0,0.000191277,0.0,0.00022417,0.0,0.000664196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
ENSG00000280426,0.001068259,0.348096763,0.0,0.0,0.086318501,0.159929157,0.107578654,0.069672131,0.101873536,0.0,0.432835821,0.233830846,0.144278607,0.215964894,0.000414003,0.000840268,0.000619064,0.000168316,3.57e-05,1.41e-05,0.000295696,0.000231441,6.66e-05,7.94e-05,0.000304728,0.0,6.57e-05,6.96e-05,0.000130063,0.000820736,0.000289806,0.000272667,0.00014125,0.000610226,0.000528072,0.000498239,0.000317631,0.0,7.97e-05,0.0,0.000448341,0.000246031,0.0,0.000192368,0.000265293,0.000170328,0.000327026,0.0,0.000299,0.000289801,0.000460064,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280388,0.001249231,0.465492707,0.0,0.0,0.01786858,0.049458711,0.06681404,0.003524673,0.0,0.0,0.0,0.0,0.0,0.216514123,0.00024643,0.000700223,0.000218937,0.0,6.88e-05,5.23e-05,0.000168969,0.0,0.000430212,0.000186083,0.000224065,0.0,0.000220577,0.0,0.000192686,0.000682098,0.000189261,8.39e-05,0.000219723,0.000280167,0.001102876,0.000137445,0.001256715,5.27e-05,0.000884657,0.0,0.000283162,1.97e-05,0.000423862,4.01e-05,0.000790113,0.0,0.000353872,0.0,0.000235576,3.34e-05,0.000204473,0.000455504,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280384,0.001286988,0.482568481,0.0,0.0,0.024513699,0.05696184,0.070947757,0.002446184,0.015655577,0.015655577,0.024875622,0.199004975,0.15920398,0.219490547,0.0,0.0,6.79e-05,8.69e-05,1.53e-05,6.04e-05,8.45e-05,0.0,6.66e-05,0.0001724,0.0,0.0,1.85e-05,0.0,9.63e-06,9.98e-05,0.000171518,0.0,2.78e-05,1.15e-05,1.87e-05,0.0,6.91e-05,0.0,4.52e-05,2.67e-05,4.72e-05,0.0,3.93e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280383,0.015001188,0.370508716,0.0,0.0,0.087021332,0.1476972,0.202843911,0.016528926,0.040413656,0.021331833,0.0,0.0,0.0,0.211853156,0.000182359,0.000398022,0.000226487,8.69e-05,1.78e-05,5.43e-05,4.93e-05,1.69e-05,9.33e-05,0.000191556,0.000206139,5.14e-05,2.53e-05,0.0,2.41e-05,0.000116456,0.000208976,3.67e-05,0.000113483,0.000153516,6.08e-05,0.000377974,0.001574346,4.52e-05,6.64e-05,5.95e-05,0.000106186,9.84e-06,0.00015294,5.34e-06,0.000144181,2.89e-05,0.000112263,9.72e-05,0.0,1.78e-05,3.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280381,0.003579089,0.501422981,0.0,0.0,0.015774483,0.062287511,0.126007033,0.005750225,0.01114106,0.003414196,0.0,0.0,0.0,0.231797496,0.0,0.0,0.0,1.09e-05,2.55e-06,4.02e-06,6.34e-05,0.0,9.52e-05,0.000101251,7.17e-05,0.0,2.36e-05,0.0,0.0,9.43e-05,0.0,0.0,2.78e-05,0.0,3.74e-05,1.72e-05,0.000524782,0.0,3.19e-05,6.15e-06,0.0,0.0,2.4e-05,0.0,7.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.48e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
ENSG00000280378,0.001098204,0.476165066,0.0,0.0,0.05445325,0.073612885,0.176407718,0.0,0.01368301,0.002850627,0.0,0.164179105,0.447761194,0.221109416,0.0,0.000619145,0.000754956,0.000314914,6.12e-05,0.000197191,0.000176009,0.0,0.000188455,0.000363956,0.000322653,0.0,1.01e-05,0.0,1.45e-05,0.000377095,0.000408094,0.0,0.000173846,0.0,0.000140196,0.0,0.000441922,0.0,0.000326765,7.18e-05,0.0,0.0,0.000196637,5.34e-06,0.00046138,0.0,0.0,0.000274466,0.0,8.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280372,0.000928949,0.19921736,0.0,0.0,0.135991968,0.117968541,0.148611122,0.144578313,0.03480589,0.051539491,0.0,0.0,0.0,0.352202307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280355,0.001337113,0.451440768,0.0,0.0,0.447388496,0.07035455,0.497932318,0.441301273,0.0,0.281471004,0.865671642,0.0,1.0,0.221250464,0.002651592,0.001768985,0.001260777,0.001259658,0.000359482,0.000664011,0.00152776,0.000937054,0.001623763,0.002394446,0.002133094,0.000866701,0.000734135,0.000365158,0.000659948,0.001702472,0.001762493,0.0,0.00113966,0.001600405,0.001000065,0.003092518,0.012691442,0.0018598,0.002146556,0.001090138,0.003350756,0.000554389,0.000991925,0.000382065,0.003766011,0.001391545,0.000500301,0.0,0.000697666,0.001328628,0.003348243,0.003049396,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280327,0.001033757,0.517253646,0.0,0.0,0.02116435,0.025738973,0.078015905,0.0,0.0,0.0,0.0,0.0,0.0,0.225297913,0.000187287,0.000250606,0.000369929,0.00024433,5.86e-05,0.000116705,0.000464664,0.000259665,0.000327418,0.000186083,0.000448129,8.99e-05,7.91e-05,9.85e-05,0.000149331,0.000316094,0.000124203,0.000141577,0.0,0.000126651,0.000672941,0.000292071,0.001712447,0.0,0.000714633,0.000100502,0.00037755,0.000121375,0.000485038,0.000168322,0.001020802,0.000218534,0.0,0.00040884,0.000280879,0.000477058,0.000230032,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000280325,0.000555937,0.698327997,0.0,0.0,0.216665581,0.160676439,0.292427474,0.058631922,0.0,0.0,0.0,0.0,0.0,0.231271821,3.45e-05,0.0,0.0,0.001455122,0.00036968,5.23e-05,0.0,0.002365214,0.0,0.000202502,0.002249608,0.005951349,6.23e-05,0.0,0.0,0.0,9.27e-05,0.0,1.93e-05,0.0,0.001247745,0.0,4.14e-05,0.0,0.0,0.0,0.0,1.64e-05,0.0,4.27e-05,0.0,5.78e-05,0.0,0.0,0.0,1.56e-05,0.000332268,2.67e-05,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280303,0.001259647,0.567057986,0.0,0.0,0.004933067,0.005942557,0.054460487,0.0,0.0,0.0,0.164179105,0.184079602,0.114427861,0.21613199,0.000453432,0.000405392,0.000626614,0.000977321,0.000152971,0.000599622,0.000873006,0.000383853,0.00024366,0.000210711,0.000457092,0.00030174,7.07e-05,0.0,9.63e-05,0.001070284,0.00033515,0.002191821,0.001490975,0.00124348,0.000743039,0.000730178,0.003397274,0.001084256,0.000401151,0.000169212,0.001463006,0.000278835,0.000277477,0.00024046,0.000340267,9.32e-05,0.000253811,0.000200132,0.00030806,0.0,0.000230032,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280279,0.008267449,0.462291,0.0,0.0,0.033125874,0.043356643,0.030778852,0.004304161,0.0,0.0,0.0,0.0,0.0,0.232757954,0.000152787,0.000184269,0.000838001,0.002991687,0.000405373,0.002493058,0.001246145,0.000208861,0.001003192,0.006682557,0.001801479,0.00019902,0.001064159,0.000121719,0.000144514,0.0,0.001048821,0.000120603,0.0,0.0,0.001364575,0.00079031,0.0,0.0,0.006407787,0.000801964,0.001109053,6.89e-05,0.001509736,0.000229773,0.0,0.0,0.000363634,0.0,0.000344303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
