ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000282885,0.002006972,0.461223764,0.0,0.0,0.006452716,0.045173038,0.113820383,0.027945619,0.0,0.0,0.0,0.0,0.0,0.218157931,0.0,0.000330217,0.00114247,0.001472165,0.0,0.0,2.86e-05,0.0,0.0,0.000391621,0.000434889,0.0,0.0,0.000144514,0.000532369,0.00016166,0.001578321,0.000146079,0.000836663,0.000105573,0.00011683,0.000317842,0.0,0.0,0.000167368,0.0,0.00060172,0.000328041,0.00022504,0.0,0.0,0.0,0.0,0.0,0.000969484,0.0,0.000191693,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000282787,0.000341765,0.600675916,0.0,0.0,0.003657095,0.023491554,0.019862076,0.0,0.0,0.0,0.0,0.0,0.0,0.216283569,0.0,0.000152787,0.0,0.0,0.0,0.0,0.000203684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000332731,0.0,0.0,0.000330791,0.0,0.0,0.0,0.000919165,0.000800983,0.0,0.000520699,5.95e-05,0.000566325,0.000170581,0.000587726,0.000168322,0.001038104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282772,0.005653763,0.440234792,0.0,0.0,0.530228682,0.433158915,0.57492425,0.421281216,0.365906623,0.478827362,0.268656716,0.313432836,0.104477612,0.216015327,0.0,0.0,0.0,0.000551118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22e-05,0.0,0.000720917,0.000128145,0.0,0.000156945,0.0,3.79e-05,0.0,0.000154626,0.000234771,0.0,2.92e-05,3.38e-05,0.0,0.0,0.0,8.55e-05,0.0,2.89e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282759,0.001167859,0.623087869,0.0,0.0,0.003912088,0.003549451,0.049240941,0.0,0.0,0.0,0.0,0.0,0.0,0.258386347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282718,0.000470659,0.516186411,0.0,0.0,0.004,0.048506912,0.196004415,0.0,0.0,0.0,0.039800995,0.0,0.0,0.220776885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000282591,0.000947827,0.519743863,0.0,0.0,0.050323034,0.028842697,0.046623241,0.04832424,0.0,0.0,0.278606965,0.0,0.0,0.224199454,0.003469345,0.0,0.0,0.0,0.0,0.0,0.000154191,9.85e-05,0.000206139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47e-05,0.0,0.002344253,0.0,0.0,0.0,0.0,0.0,0.000123064,0.0,0.0,0.0,0.0,0.000426776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000282572,0.010678679,0.393454287,0.0,0.0,0.033967532,0.021571429,0.119111783,0.0,0.0,0.0,0.0,0.0,0.0,0.259587612,0.0,0.0,0.0,0.0,0.0,0.0,0.000510162,0.0,0.0,0.0,0.001583985,0.0,0.000144904,0.0,0.0,0.0,0.0,0.000316304,0.0,0.0,0.0,0.0,0.0,0.0,0.009343361,0.0,0.000707906,0.0,0.0,0.000542372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000282508,0.026761146,0.459089292,0.0,0.0,0.276883871,0.041622581,0.237210353,0.07376308,0.0,0.080222194,0.0,0.0,0.0,0.227476264,0.043100598,0.013272744,0.017365539,0.017900014,0.020156578,0.001891042,0.01358212,0.130372795,0.044006274,0.002824804,0.067025892,0.033350957,0.002028656,0.00950422,0.017607001,0.027509877,0.002506437,0.011029594,0.006509082,0.142897941,0.036965035,0.007198694,0.092430708,0.004427377,0.200275227,0.019226628,0.011574265,0.001955124,0.016618017,0.004435159,0.012116983,0.001198721,0.0,0.087185865,0.004575602,0.012341083,0.005827476,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
ENSG00000282418,0.005695426,0.628779794,0.0,0.0,0.09341791,0.098951493,0.128627034,0.0,0.0,0.0,0.034825871,0.0,0.0,0.219550402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000229381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282390,0.001898909,0.508182142,0.0,0.0,0.10100134,0.066386394,0.160495417,0.09349866,0.033176944,0.084115282,0.094527363,0.0,0.44278607,0.339116129,0.0,0.0,2.21e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001530561,4.73e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05e-05,0.0,0.0,0.0,1.97e-05,4.54e-05,0.0,0.0,0.0,0.000514624,0.0,0.000989783,1.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ENSG00000282381,0.023954119,0.326218428,0.0,0.0,0.095310127,0.101481013,0.116473112,0.0,0.0,0.0,0.0,0.0,0.0,0.234670281,0.00107773,0.00056679,0.00821104,0.006870102,0.0,0.0,0.000201781,0.0,0.001738741,0.000885961,0.001332951,0.0,0.0,0.0,0.0,0.003879851,0.0,0.0,0.0,0.000745776,0.000200948,0.0,0.00255486,0.0,0.000180651,0.0,0.00022417,0.0,0.000397644,0.0,0.0,0.0,0.0,0.008771478,0.0,0.0,0.0,0.001105406,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282317,0.000322235,0.494663821,0.0,0.0,0.058430605,0.037185053,0.105398169,0.024911032,0.0,0.0,0.069651741,0.0,0.0,0.22204244,0.0,3.45e-05,0.0,0.0,0.0,0.0,5.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000154626,0.0,0.0,0.0,2.36e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282164,0.002718493,0.60565635,0.0,0.0,0.004961584,0.016515202,0.107169532,0.0,0.0,0.0,0.0,0.0,0.0,0.315553027,0.0,0.000103501,0.0,2.26e-05,0.000267534,6.77e-05,0.000188455,0.003179824,0.013972664,0.009097154,1.06e-05,9.09e-05,0.000121719,0.000105977,0.000144183,6.7e-05,0.0,5.79e-05,1.15e-05,0.0,0.000327124,0.000171807,0.001021944,0.000210827,0.000300199,3.59e-05,0.000436542,5.9e-05,8.74e-05,0.000208399,0.0,0.0,0.000124465,8.86e-05,0.000226515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000282143,0.006886069,0.457132693,0.0,0.0,0.024373928,0.017118353,0.071841856,0.07002457,0.068796069,0.0,0.358208955,0.228855721,0.044776119,0.217466822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-05,0.0,0.000134327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001042,0.0,4.5e-05,0.0,0.0,0.0,2.68e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000282057,0.062430304,0.327107791,0.0,0.0,0.355161654,0.152906015,0.408739485,0.296193387,0.277021395,0.227563212,0.084577114,0.412935323,0.31840796,0.215979858,9.02e-05,0.00077872,0.0,0.0,0.004400231,0.001800724,0.004330669,0.0,0.0,1.93e-05,8.13e-05,8.08e-05,0.000162292,0.0,0.00097601,0.0,0.0,1.93e-05,0.000130489,0.000123168,0.0,0.000326432,0.000745743,0.001671561,0.000207217,0.0,0.00444801,0.000770896,0.000810582,4.81e-05,0.001505251,0.001526521,9.52e-05,0.0,0.0,0.0,5.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000282024,0.003505528,0.470295269,0.0,0.0,0.153099057,0.181415094,0.300260845,0.0,0.0,0.0,0.0,0.0,0.0,0.222695308,0.00352087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002672974,1.01e-05,0.0,0.0,0.0,7.89e-06,0.0,0.0,0.0,0.006479181,0.0,0.0,0.0,0.0,0.0,4.1e-06,0.0,0.0,3.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281912,0.00106891,0.637851298,0.0,0.0,0.020237566,0.024390287,0.085022054,0.0,0.0,0.0,0.0,0.0,0.0,0.216585894,0.00056248,0.000128144,0.000538066,0.00120793,6.34e-05,4.52e-05,0.0,0.000396794,0.000663231,0.000398041,0.000392461,0.0,0.0,0.0,0.000881736,0.000678185,0.0,0.000813698,0.0,0.000707878,0.000252353,0.000455287,0.001063374,0.000150591,0.000374585,3.9e-05,0.000212372,0.00015746,0.000533105,0.000325957,0.000588259,0.0,0.000768756,0.00046888,0.0,0.000251904,8.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281903,0.064307731,0.302383493,0.0,0.0,0.10683727,0.267766404,0.165593982,0.163766915,0.182270091,0.1331124,0.47761194,0.68159204,0.223880597,0.227776372,0.0,0.00170037,0.001282514,0.0,4.22e-05,0.000220151,0.0,0.000719702,0.00305624,0.001547222,0.000190927,0.0,0.00057382,0.000467263,0.005429056,0.0,9.44e-05,2.9e-05,0.000303194,0.0,0.000733693,0.00052401,0.000276201,0.000316241,0.0,0.0,0.00113265,9.84e-06,0.0,0.000288552,0.0,0.000131763,0.0,0.0,0.001685271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281881,0.000413372,0.473319104,0.0,0.0,0.186217949,0.257958689,0.080063217,0.179487179,0.272079772,0.0,0.0,0.0,0.0,0.218202269,0.000158869,0.000369646,0.000154786,0.000309532,0.000922288,9.03e-05,0.002095853,0.003319386,0.002572261,0.0,0.000378318,0.000666783,0.0,0.000346834,0.002833757,0.000376551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000248475,0.0,0.001854157,0.0,0.0,0.002420821,0.0,0.004544589,5.14e-05,0.012817478,0.0,0.0,0.0,0.000230032,0.001498016,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000281856,0.002159301,0.595339737,0.0,0.0,0.001881295,0.035557554,0.07478505,0.002760525,0.0,0.0,0.0,0.0,0.0,0.216991304,0.0,0.002454447,0.0,0.0,0.000112646,0.0,1.14e-05,0.0,0.000188214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000184219,0.0,9.35e-06,0.009603986,0.0,0.00067013,0.0,1.03e-05,0.000637116,0.0,0.0,6.15e-05,0.0,0.0,0.0,1.72e-05,0.0,0.0,0.000319489,0.00038308,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281849,0.012063965,0.527214514,0.0,0.0,0.166318471,0.089843023,0.135459662,0.01659751,0.0,0.0,0.039800995,0.0,0.174129353,0.215955472,0.0,0.000103501,0.0,0.00051337,0.0,6.21e-05,0.000213202,0.000232603,0.000233027,0.0,0.0,0.0,0.0,0.0,0.0,0.000291777,0.0,0.000161774,0.0,0.0,0.0,0.001761017,0.00238914,0.0,0.0,0.0,0.00060172,0.000150899,0.0,0.000168322,0.0,0.0,0.0,0.0,0.0,0.0,0.000523962,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281796,0.001094298,0.561366062,0.0,0.0,0.002648741,0.012834096,0.064812533,0.0,0.0,0.0,0.0,0.0,0.0,0.255868537,1.29e-05,0.0,0.000147415,0.000211388,0.000464664,2.26e-05,0.000485416,0.000251759,8.07e-05,0.0,0.0,0.00016838,0.0,1.93e-05,0.000188547,0.000552011,2.62e-05,0.000130385,4.99e-05,0.000165126,0.000266373,0.0,0.001726257,0.0,0.000318795,9.74e-05,8.26e-05,0.0,0.0,8.02e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281641,0.154379958,0.307897545,0.0,0.0,0.016776398,0.026590062,0.013277709,0.057273769,0.02978236,0.0,0.069651741,0.0,0.0,0.216070749,0.0,0.0,0.005513337,0.002113878,4.22e-05,3.39e-05,0.0,0.0,0.0,0.0,0.0,3.54e-05,0.000278216,0.0,0.0,0.001242025,0.0,0.0,0.0,0.0,0.000462647,0.0,0.0,0.0,0.000231127,0.0,0.0,0.0,8.74e-06,0.000141604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
