ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000282057,0.062430304,0.327107791,0.0,0.0,0.355161654,0.152906015,0.408739485,0.296193387,0.277021395,0.227563212,0.084577114,0.412935323,0.31840796,0.215979858,9.02e-05,0.00077872,0.0,0.0,0.000228042,2.04e-05,5.63e-05,0.004400231,0.001800724,0.004330669,0.0,0.0,1.93e-05,8.13e-05,8.08e-05,0.000162292,0.0,0.0,0.0,1.93e-05,0.000130489,0.000123168,0.0,0.000326432,0.000745743,0.001671561,0.000207217,0.0,0.00444801,4.81e-05,0.001505251,0.001526521,9.52e-05,0.0,0.0,0.0,5.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281920,0.003310234,0.320882248,0.0,0.0,0.035521073,0.138693487,0.116896336,0.009446694,0.0,0.0,0.0,0.0,0.0,0.268775149,0.0,2.46e-05,0.0,0.0,0.0,0.0,6.04e-06,0.0,0.0,0.0,0.0,0.000215102,0.0,0.0,0.0,0.0,0.0001686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281912,0.00106891,0.637851298,0.0,0.0,0.020237566,0.024390287,0.085022054,0.0,0.0,0.0,0.0,0.0,0.0,0.216585894,0.00056248,0.000128144,0.000538066,0.00120793,0.0,0.000165719,0.000227373,6.34e-05,4.52e-05,0.0,0.000396794,0.000663231,0.000398041,0.000392461,0.0,0.0,0.0,0.000678185,0.0,0.000813698,0.0,0.000707878,0.000252353,0.000455287,0.001063374,0.000150591,0.000374585,3.9e-05,0.000212372,0.000325957,0.000588259,0.0,0.000768756,0.00046888,0.0,0.000251904,8.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281904,0.001233608,0.169512629,0.0,0.0,0.044588175,0.045182977,0.058062155,0.021406728,0.0,0.0,0.0,0.0,0.0,0.663424126,0.0,9.86e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.69e-05,1.52e-05,3.56e-05,5.38e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76e-05,0.0,5.61e-05,0.0,0.0,0.0,0.000177994,0.0,0.0,0.0,7.5e-05,0.0,0.0,0.0,0.0,0.0,1.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281831,0.001185435,0.523123444,0.0,0.0,0.018291314,0.02500053,0.189111839,0.0,0.0,0.0,0.0,0.0,0.0,0.227246263,0.0,0.0,0.0,0.0,0.0,2.55e-06,2.01e-06,0.0,0.0,0.0,0.000311962,0.000268877,0.0001605,0.0,0.0,0.0,0.0,0.000118288,0.0,7.24e-06,1.54e-05,4.06e-06,4.21e-05,0.0,0.0,0.0,0.000148771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281731,0.013792318,0.326929918,0.0,0.0,0.088833333,0.001861111,0.015634772,0.022937803,0.014115571,0.0,0.129353234,0.07960199,0.0,0.215956026,0.0,0.000162644,0.002756669,0.0,0.0,2.8e-05,2.01e-06,0.0,0.0,0.0,0.000243549,0.000376428,0.0,0.000569245,0.0,0.0,0.0,0.000674242,0.0,0.000319926,0.000863528,0.0,0.000168235,0.0,0.0,0.0,0.000135488,0.0,0.0,0.0,0.000697837,0.0,0.0,0.001738285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000281706,0.010493801,0.382781928,0.0,0.0,0.161877551,0.316520408,0.524866306,0.006884682,0.04302926,0.0,0.0,0.0,0.0,0.2428896,0.0,0.001197652,0.002926196,0.004091863,0.001493129,0.000813296,0.000513099,0.0,0.0,0.0,0.001699373,0.002572261,0.001861803,0.001474379,0.000644894,0.000608597,0.00077556,0.001571261,0.0,0.001098613,0.001711704,0.001113926,0.002088922,0.000919165,0.002251039,0.0,0.00226876,0.0,0.0,0.000700007,0.0,0.0,0.002050015,0.0,0.0,0.0,0.000945687,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000281404,0.013945949,0.316079687,0.0,0.0,0.138318182,0.023136364,0.102143385,0.007380074,0.0,0.0,0.0,0.0,0.0,0.223848357,0.0,0.000359788,0.001533121,0.000845551,0.0,7.39e-05,0.000116705,0.001534801,0.000366919,0.001943566,0.002194681,0.00253641,0.0,0.000749564,0.001155084,0.000365158,0.0,0.001050793,0.000351321,0.000814905,0.00064093,0.001073322,0.000387876,0.000438107,0.00243057,0.0,0.004726141,0.0,0.0,0.000138933,0.000322966,0.0,0.0,0.0,0.0,0.0,0.000166134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281398,0.005907645,0.404838136,0.0,0.0,0.018782178,0.066055446,0.186683756,0.021376434,0.023983316,0.008863399,0.268656716,0.169154229,0.0,0.216045532,0.10462565,0.03220846,0.119222236,0.118286551,0.112147554,0.041215508,0.032345366,0.016974331,0.015416227,0.008219705,0.018624685,0.06541788,0.01935633,0.093925348,0.010909317,0.003929797,0.022356353,0.026307281,0.0,0.0,0.062235425,0.05883372,0.008075295,0.09133236,0.147947135,0.008832166,0.010658392,0.0,0.014087332,0.002546208,0.098250794,0.023942281,0.073192875,0.021940132,0.026012975,0.011449386,0.092996805,0.148511323,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000281332,0.001678227,0.471362504,0.0,0.0,0.10226276,0.131328544,0.135555374,0.043478261,0.0,0.011720227,0.0,0.0,0.0,0.245113674,0.00056248,0.001143437,0.000250606,0.0,0.00048866,6.63e-05,0.000197191,0.000535068,0.000485462,0.000295057,0.000965988,0.000950034,0.0002889,0.000523281,7.41e-05,7.54e-05,0.0,0.000230662,0.000382782,0.000213686,0.000341573,0.000366797,0.001051471,0.002800447,0.017994504,0.000293653,0.00136285,0.000108706,0.000401147,0.000537028,0.000772811,0.001185866,0.000942031,0.000343083,0.002908452,0.000285343,0.004434505,0.000278257,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281207,0.019030105,0.514585557,0.0,0.0,0.048931613,0.105530323,0.11282358,0.14970809,0.128857381,0.140325271,0.0,0.0,0.0,0.21834498,0.000227568,0.002119302,0.000324314,0.000505821,0.000944743,0.000155521,0.000917542,0.000591391,5.08e-05,0.000896591,0.001551601,0.0,3.21e-05,0.00031114,0.001038902,5.8e-05,0.00037092,0.001460858,0.0,0.001708283,0.000322384,0.0,0.000271046,0.001640753,0.049039511,0.0,0.00066947,0.0,0.00060172,0.0,0.00355839,5.14e-05,0.000575957,0.000563227,0.0,0.0,0.000102236,0.002504317,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000281205,0.00437003,0.523301316,0.0,0.0,0.04674587,0.156097345,0.108354521,0.047050147,0.105162242,0.059587021,0.0,0.0,0.0,0.216986316,0.0,0.000118287,9.58e-05,0.000128343,0.001042475,0.000226907,0.000503038,1.41e-05,0.0,1.52e-05,4.65e-05,4.48e-05,0.0,0.0,7.07e-05,1.74e-05,2.89e-05,0.000169546,0.0,0.0,7.68e-06,0.0,7.94e-05,1.72e-05,0.000359061,6.78e-05,0.000185964,0.000121012,0.0,1.07e-05,4.61e-05,0.0,9.27e-05,9.72e-05,0.0,0.0,5.11e-05,0.000137223,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000281195,0.001507019,0.280327286,0.0,0.0,0.063057718,0.132348322,0.107474386,0.020458772,0.035957843,0.0,0.0,0.0,0.0,0.242932552,0.0,0.001375082,0.002049075,0.000294433,0.000537526,0.000155521,0.00013079,0.000591391,0.0,0.001926434,0.00138741,0.001469863,3.21e-05,0.000434889,0.000570807,1.16e-05,0.0,0.001431286,0.0,0.0,0.000775256,0.000326192,0.00129915,0.000206168,0.0,0.0,0.001415983,0.0,0.000283162,1.07e-05,0.001459113,9.64e-06,0.005154325,0.000428853,0.0,1.56e-05,0.000166134,0.000402139,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281183,0.001441921,0.422803273,0.0,0.0,0.048648116,0.095576249,0.105301462,0.036371604,0.064417178,0.04601227,0.0,0.0,0.0,0.233916268,0.0,0.002666378,0.004496171,0.002106328,0.002910244,0.000836242,0.000963821,0.003780678,0.0,0.005659375,0.00401446,0.00250056,0.00016692,0.001364773,0.002626723,0.0,0.002259239,0.005102162,0.0,0.001633433,0.001462241,0.002437644,0.005285393,0.000627094,0.008244604,0.000128002,0.006163377,0.0,0.003586724,0.0,0.008241394,8.03e-05,0.00518117,0.004534408,0.0,0.0,0.000460064,0.001942084,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281026,0.003139027,0.303450729,0.0,0.0,0.042664144,0.105664349,0.14569494,0.014931479,0.029658417,0.0,0.0,0.0,0.0,0.224120478,0.0,0.000547076,0.002557658,0.000422776,0.000885018,0.000280447,0.000148899,0.001056055,0.000101608,0.001530487,0.002183735,0.003038315,0.00018618,0.000470245,0.000681938,1.74e-05,0.0,0.001102051,0.0,0.0,0.0,0.000556286,0.000925294,0.000120265,0.0,0.0,0.001902146,0.0,0.000294961,1.34e-05,0.003102778,8.68e-05,0.003131155,0.001829774,0.0,0.000316552,0.000178914,0.001538039,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000281005,0.002445733,0.521878335,0.0,0.0,0.080993197,0.067294785,0.249564992,0.006082725,0.0,0.0,0.0,0.0,0.0,0.215932749,0.000317737,5.42e-05,0.000456988,0.000626614,4.89e-05,5.1e-06,1.21e-05,0.000633633,0.000214506,0.000308382,0.000623924,0.000770782,0.0,0.00018032,6.23e-05,0.0,7.71e-05,0.00034895,0.000555821,0.00091028,0.0,0.00022468,0.000252353,5.15e-05,0.000234771,0.000158121,0.000770422,9.33e-05,0.000247767,0.00016565,0.00046138,0.0,0.000300181,0.0,0.000262757,0.0,0.000460064,0.000226799,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280798,0.002107874,0.42796158,0.0,0.0,0.132136762,0.122283812,0.209783573,0.094402421,0.062027231,0.091679274,0.830845771,0.203980099,1.0,0.239841682,0.001734672,0.012617239,0.005365922,0.004386296,0.005500144,0.000958619,0.000752545,0.005392923,0.00374257,0.001387718,0.001182172,0.004911495,0.003210005,0.001488521,0.003990598,0.00836386,0.006392347,0.001695463,0.006056348,0.0,0.005092896,0.000567114,0.002430066,0.006889442,0.0,0.002492282,0.001415983,0.0,0.005816629,0.000454203,0.00577878,0.003384057,0.001342272,0.002487349,0.005445419,0.004376002,0.002428115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280734,0.007992084,0.430273924,0.0,0.0,0.046485484,0.068322581,0.049412335,0.003391473,0.066860465,0.0,0.0,0.0,0.0,0.216533521,0.0,0.00116808,0.003700128,0.003133069,0.00110763,0.000257501,0.000118717,0.000176009,0.000163702,0.000114215,0.002542218,0.004938382,0.002015883,0.000502067,0.000116182,0.0001507,0.000356468,0.001456916,0.000838975,0.000608463,0.001247318,0.000308597,0.002116961,0.000635684,0.000939084,0.0,0.001415983,0.0,0.0,0.000732068,0.000940061,0.000870921,0.001784002,0.0,0.002564149,0.0,0.001571885,0.001522792,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280710,0.00177327,0.494663821,0.0,0.0,0.021445946,0.022283784,0.026847861,0.021337127,0.019914651,0.0,0.059701493,0.094527363,0.0,0.215976809,0.000944624,0.000330217,0.001275144,0.002732942,0.002807082,0.000622082,0.000509075,0.000506907,0.0,0.000118023,0.000998826,0.002509523,0.002413924,0.000537423,0.0,0.00079987,0.000626228,0.000522439,0.0,0.0,9.98e-05,0.000284234,0.0,0.000343613,0.0,0.0,0.0,0.0,0.00060172,0.0,0.001136147,0.0,0.0,0.0,0.003506451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280693,0.006112704,0.484702953,0.0,0.0,0.013309056,0.022191894,0.041208862,0.009037506,0.0,0.0,0.029850746,0.0,0.0,0.246084386,0.0,0.0,1.47e-05,4.53e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000841898,0.004329732,0.002866199,1.18e-05,1.05e-05,0.0,0.0,0.0,9.35e-06,0.0,0.0,3.76e-05,0.0,0.0,0.0,0.0,0.0,6.43e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
ENSG00000280623,0.007062484,0.397901103,0.0,0.0,0.213400356,0.233347483,0.255378537,0.0,0.0,0.0,0.0,0.0,0.0,0.222967152,0.0,0.0,0.0,0.0,0.000195464,8.67e-05,4.43e-05,0.0,0.0,2.67e-05,5.2e-05,0.0,1.28e-05,0.000219212,0.0,0.0,0.0,0.0,0.0,1.09e-05,6.52e-05,0.000250397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280604,0.003333019,0.602810388,0.0,0.0,0.004018692,0.006288162,0.017711615,0.055578684,0.053705246,0.041215654,0.0,0.0,0.0,0.290934696,0.0,0.0,3.69e-05,0.0,0.0,2.29e-05,0.000283714,0.0,0.0,5.71e-06,0.0,0.0,0.0,0.0,3.7e-05,2.32e-05,9.63e-06,9.07e-05,0.0,0.0,0.0,0.0,0.000271046,0.0,4.14e-05,0.0,0.000419747,0.000143574,0.000353953,2.67e-05,0.0,0.0,8.54e-05,0.0,0.0,0.0,0.000217252,0.001381758,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
