ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000279809,0.00116916,0.399679829,0.0,0.0,0.65136876,0.375237789,0.637078595,0.65324745,0.335480408,0.647879764,0.995024876,0.0,1.0,0.218977342,0.013654105,0.0,0.0,0.001268327,0.00506035,0.001190625,0.000398406,0.004421352,0.003646607,0.000321707,0.0,0.0,0.0,0.006555151,0.0,0.002005472,0.0,0.0,0.000208976,0.002298235,0.0,0.019886608,0.007029319,0.005330924,0.0,0.0,0.005946412,0.000656082,0.0,0.001883606,0.0,0.0,0.000746791,0.0,0.0,0.0,0.000166134,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279522,0.000996651,0.413376023,0.0,0.0,0.059460576,0.163417397,0.129866053,0.049436796,0.10387985,0.019399249,0.054726368,0.0,0.0,0.223598682,0.0,0.000842792,0.000530696,0.000354829,0.000135739,3.31e-05,2.01e-06,0.0,0.0,0.000104697,3.01e-05,0.0,3.85e-05,0.00026164,3.54e-05,2.9e-05,9.15e-05,0.000598915,9.86e-05,5.28e-05,0.0,0.000249119,0.000345251,0.0,0.000140801,0.0,0.0,0.000147618,0.000104873,5.08e-05,0.000161483,3.86e-05,0.0,0.0,0.0,0.0,0.00029393,4.57e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279453,0.00154087,0.309498399,0.0,0.0,0.201074774,0.182211175,0.349237892,0.0,0.0,0.179950698,0.0,0.0,0.0,0.216965533,0.0,0.001256795,0.001673165,0.000536019,0.001313953,0.000400274,9.86e-05,0.002949915,0.00203781,0.000978446,0.000383111,0.001891105,0.0,0.000905134,0.00125948,0.0,0.001710085,0.007308985,0.000226719,0.000177308,0.0,0.000352203,0.001284335,0.000587305,0.000887314,0.0,0.002182711,0.001892796,0.0,0.000309927,0.007797316,0.002445648,0.000854173,0.000603254,0.002745361,0.001112392,0.001456869,0.000541268,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279365,0.00118869,0.50942725,0.0,0.0,0.565810882,0.194005811,0.649828687,0.57844691,0.076597993,0.628631801,0.233830846,0.0,0.323383085,0.241083129,0.0,0.000226716,0.0,0.0,0.0,0.0,0.0,0.004801532,0.002150708,0.002548908,0.0,0.0,0.0,0.0,8.25e-05,0.0,5.3e-05,6.65e-05,0.0,4.06e-06,0.000303758,0.000223349,0.0,0.0,3.72e-05,0.0,0.0,6.56e-06,0.0,0.0,0.000865087,0.000221747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279148,0.000797451,0.369975098,0.0,0.0,0.063732198,0.099852941,0.222411066,0.01006192,0.024767802,0.0,0.0,0.0,0.0,0.216202099,0.000236156,0.001261724,0.000773931,0.000452974,0.000255189,5.35e-05,1.61e-05,0.00038018,0.000429013,0.0,0.0,0.000215102,8.99e-05,0.000374782,0.000153225,0.0,0.000327566,0.000488005,0.000108431,7.99e-05,0.00061219,0.001331501,0.000966704,0.0,0.0,0.0,0.001097255,0.000436294,0.0,0.00022443,0.0,0.000552761,0.0,0.0,0.0,0.0,0.002913738,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000279117,0.001477725,0.546246887,0.0,0.0,0.179507916,0.180974754,0.186550216,0.170731707,0.1305092,0.11724433,0.0,0.0,0.0,0.216424063,0.004705943,0.003765457,0.002926196,0.004688279,0.002568182,0.000469111,0.000434625,0.045114688,0.034772595,0.009752095,0.004898352,0.013578311,0.008833934,0.002344156,0.000127969,0.00037675,0.00023604,0.004536229,0.000770844,0.000878418,0.007813595,0.00130573,0.00241676,0.002386868,0.003708653,0.000337399,0.00211192,0.000567511,0.000349577,0.002695828,0.00039794,0.0,0.001286141,0.004331418,0.009196506,0.004442879,0.000984026,0.000121976,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000278730,0.001857247,0.399679829,0.0,0.0,0.034380479,0.054047945,0.067522681,0.023972603,0.0,0.011986301,0.512437811,0.0,0.323383085,0.238068464,0.001060555,0.015702549,0.002329164,0.002279968,0.003621516,0.000836242,0.000664011,0.024183669,0.017403232,0.006243778,0.007298271,0.019421914,0.01308398,0.000968776,0.00203571,0.010218631,0.005534895,0.031287779,0.00041598,0.000204378,0.043657062,0.009664118,0.012415241,0.007138017,0.019005518,0.0,0.017792041,0.007820496,0.005156261,0.017591014,0.002699071,0.002619189,0.004121995,0.00257026,0.019888011,0.004592238,0.005341853,0.00317709,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278390,0.067493629,0.331376734,0.0,0.0,0.054378981,0.095012102,0.22240891,0.081497797,0.071585903,0.049192364,0.114427861,0.0,0.0,0.216005629,0.0,0.000793506,0.002690332,0.0,0.001362819,0.000390076,0.00013079,0.000422422,0.00059836,0.000112312,0.0,0.000887296,0.000725461,0.000307604,0.0,0.000770889,0.000447994,0.0,0.000443581,0.0,0.000925294,0.000601323,0.0,0.000158121,0.000382554,0.0,0.000837689,0.000150899,9.39e-05,0.000317942,0.0,0.0,0.0,0.0,0.001023847,0.0,0.000191693,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000278291,0.002827858,0.442191391,0.0,0.0,0.051990932,0.105725459,0.132992239,0.030605305,0.036272954,0.030832011,0.094527363,0.845771144,0.527363184,0.216389701,0.000145987,0.00053229,8.84e-05,6.04e-05,0.000466942,0.000130025,5.23e-05,0.001943142,0.001896687,0.000211299,9.85e-05,0.001084472,0.000802501,0.0,6.9e-05,0.000701335,0.000342017,0.00129765,1.77e-05,1.89e-05,0.004135785,0.000996478,0.000759553,0.000745426,0.000273633,0.0,0.000955673,0.00152539,0.00030151,0.001784751,0.00096313,0.001433323,0.000334348,0.000500329,0.009114961,0.000927365,0.001444089,0.000181058,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
ENSG00000278266,0.001865058,0.323194593,0.0,0.0,0.034712824,0.083331173,0.144529792,0.0,0.014324693,0.0,0.0,0.0,0.0,0.525568121,0.002451728,0.000704791,9.58e-05,5.28e-05,3.26e-05,5.1e-06,2.01e-06,1.41e-05,0.0,0.0,0.0,0.0,0.0,0.00413321,1.85e-05,1.16e-05,4.34e-05,0.000842918,1.97e-05,0.000606366,0.0,0.00027489,0.000193341,3.01e-05,0.0,5.13e-06,0.0,3.28e-05,0.0,0.0,0.015202459,0.010727428,0.0,6.86e-05,0.001051029,0.000153818,0.00029393,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
ENSG00000278231,0.018034105,0.473141231,0.0,0.0,0.000608696,0.00673913,0.032438752,0.093406593,0.090659341,0.0,0.069651741,0.099502488,0.0,0.209969925,0.0,0.0,0.008970229,0.002506455,0.0,0.0,2.62e-05,0.0,0.0,0.000386429,0.0,0.0,0.0,0.000162641,0.0,0.0,0.0,0.0,0.000666356,0.0,0.00369183,0.0,0.0,0.0,0.001431923,0.0,0.0,0.0,0.0,0.001442762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278126,0.000540314,0.398256848,0.0,0.0,0.014229654,0.122414716,0.127980072,0.0,0.099219621,0.0,0.0,0.0,0.0,0.22013621,0.000382143,0.00024643,0.000353797,0.000105694,0.000352921,0.000137674,4.23e-05,0.000295696,0.000942699,0.000401658,0.0,0.000421241,0.00026322,0.000647029,7.24e-05,0.0,0.0,0.000560097,0.0,0.000117754,7.01e-05,0.0,0.0,0.0,3.72e-05,0.0,0.000920278,0.000410051,0.000323359,0.0,0.000374871,0.0,0.001244652,0.000872002,0.00152218,0.001914919,0.000728435,0.000520303,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277991,0.007992735,0.332266097,0.0,0.0,0.073489655,0.100503448,0.07471135,0.0,0.0,0.0,0.0,0.0,0.0,0.233467352,0.0,0.0,0.001282514,0.001049389,0.002171824,0.000328888,0.000702242,0.003337135,0.000519331,0.005903035,0.000799061,0.004866682,0.001759083,0.001926946,0.0,0.0,0.001994297,0.0,0.0,0.002313123,0.000705654,0.01023967,0.016102526,0.0,0.0,0.0,0.00090848,0.0,0.0,9.62e-05,0.001960863,0.0,0.0,0.0,0.000616121,0.001237229,0.000332268,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000277693,0.009282327,0.366417645,0.0,0.0,0.001016529,0.008165289,0.20123631,0.0,0.0,0.0,0.0,0.0,0.0,0.265500002,0.0,0.002114373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000385389,0.0,0.0,0.0,0.0,0.0,0.000522449,0.0,0.000987888,0.0,0.0,1.06e-05,0.0,0.0,0.0,0.0,0.0,0.002526054,0.001970016,0.002618651,0.0,0.007411569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277067,0.024913664,0.330843116,0.0,0.0,0.019352319,0.025733367,0.037001957,0.0,0.0,0.0,0.0,0.0,0.0,0.350180522,0.0,0.0,0.009434588,0.002061031,0.002204401,0.001313002,0.001175098,0.0,0.016483113,0.003578751,0.0,0.0,0.000321,0.003068971,0.0,0.0,0.000973063,0.006843162,0.001013335,0.0,0.000500033,0.001529078,0.0,0.0,0.00047288,0.0,0.0,0.001171106,0.0,5.34e-05,0.00142451,0.001417255,0.0,0.016070561,0.005789722,0.0,0.014057508,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000276814,0.000592392,0.395055141,0.0,0.0,0.312070624,0.460249744,0.381879796,0.313203685,0.4790174,0.298874104,0.0,0.0,0.0,0.216540725,0.0,0.000606219,0.001488896,0.000988993,0.000304055,5.61e-05,2.82e-05,0.0,0.0,0.000144673,0.000134089,0.0,0.0,0.000296997,0.000159961,0.0,0.00020232,0.000410368,0.000317406,0.000158359,0.0,0.000446697,0.000566212,0.0,0.000154084,9.23e-06,0.000176977,9.51e-05,0.000144201,4.81e-05,0.000288362,0.000179969,0.0,0.000100066,0.0,0.0,0.000370607,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000275880,0.002085741,0.611881893,0.0,0.0,0.080760929,0.061734026,0.166240441,0.02965454,0.0,0.0,0.139303483,0.0,0.0,0.216196279,0.0,1.48e-05,0.000213752,0.000203838,6.52e-05,1.78e-05,4.02e-06,6.34e-05,3.95e-05,0.0,2.46e-05,5.38e-05,4.49e-05,1.77e-05,0.000131336,0.000608597,0.000245674,0.000133092,8.28e-05,0.0,0.000163562,5.15e-05,0.0,0.000602364,4.78e-05,6.36e-05,0.000648914,6.89e-05,3.06e-05,0.000157635,0.0,0.0001639,0.0,0.0,0.0,0.0,0.000115016,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000275234,0.000403608,0.471184632,0.0,0.0,0.064799127,0.054394469,0.134560993,0.059679767,0.033478894,0.0,0.0,0.0,0.0,0.219576728,5.15e-05,0.001177938,0.000324314,0.000815353,0.007427638,0.001392037,0.000609682,0.0,0.0,0.0,0.001179436,0.006470984,0.007344491,0.0,0.002224295,0.005222341,0.001994297,0.0,6.11e-05,0.0,0.004191863,0.000867623,0.0,0.0,0.001423953,0.0,0.0,0.0,0.0,0.001945057,0.0,0.0,0.0,0.0,0.0,0.0,0.000242812,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000275097,0.000264298,0.181074351,0.0,0.0,0.664099366,0.834021142,0.752636096,0.665961945,0.864693446,0.66384778,0.537313433,0.696517413,0.751243781,0.22874071,0.0,0.0,0.048035321,0.0,0.058503505,0.014404777,0.000237434,0.0,0.0,0.0,0.0,0.021689447,0.006965711,0.008269956,0.0,0.0,0.0,0.005234963,0.000538211,0.000163773,0.005014347,0.00236234,0.0,0.0,0.000778392,0.0,0.001840556,0.00152539,0.0,0.002241625,0.0,0.006957723,0.000646731,0.0,0.001594665,0.005131715,0.005776358,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
