ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000280206,0.000529898,0.351832088,0.0,0.0,0.062951192,0.090178207,0.100663795,0.06015891,0.068104427,0.043132804,0.0,0.0,0.0,0.232012532,0.00321172,0.005046896,0.016797989,0.016503344,0.002682202,0.000456364,0.000108656,0.007441671,0.010256787,0.001694196,0.004875703,0.001025432,0.008352267,0.004648541,0.003404944,0.00166392,0.00677472,0.000496187,0.004716782,0.000668627,0.010145524,0.005265871,0.004046347,0.00168662,0.0025052,0.0,0.006512736,0.003418187,0.000703524,0.004157293,0.003546856,0.006790609,0.001386201,0.003136347,0.009241809,0.0,0.011910543,0.002353753,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280187,0.001969866,0.451796514,0.0,0.0,0.053271581,0.09090915,0.209182428,0.022631749,0.0,0.0,0.074626866,0.0,0.0,0.215975147,0.000661237,0.001015293,0.000390651,0.000475622,0.000298626,9.18e-05,3.02e-05,0.000443543,0.000530621,5.14e-05,0.000608137,0.000161644,0.000457897,0.000399823,0.002467753,3.15e-05,0.0,0.000171432,0.0,6.77e-05,0.001831896,0.001503307,0.000718123,0.000361419,0.000191277,0.0,0.000861286,0.000928356,0.00022941,0.000977872,0.001251492,0.001234072,0.0,0.0,0.002536967,0.000376742,0.00084345,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280123,0.001372917,0.169156884,0.0,0.0,0.153147518,0.309180147,0.380027039,0.133731618,0.209558824,0.222886029,0.104477612,0.169154229,0.0,0.21790604,0.0,0.003198667,0.021905934,0.004544837,0.0,0.000912727,5.84e-05,0.000682916,0.000677388,0.0,0.00176784,0.000134704,0.0,0.0,0.000926101,0.001362285,0.000403757,0.0,0.001285697,0.000132643,0.002565588,0.001108152,0.0,0.000105414,0.001243302,0.0,0.0,0.000606876,0.0,0.000876345,0.001678268,0.001449392,0.00217204,0.001655374,0.003288997,0.003270298,0.002351438,0.002010696,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000280119,0.003083693,0.510494486,0.0,0.0,0.088476686,0.084786751,0.136261645,0.043089092,0.0,0.0,0.0,0.0,0.0,0.251248305,0.0,0.0,0.0,0.0,0.000228042,3.82e-05,0.000257556,1.41e-05,0.0,5.14e-05,1.06e-05,0.0,0.0,0.0,0.000122001,0.000130117,0.0,0.0,0.0,1.35e-05,0.0,0.0,0.0,0.0,0.000119548,2.15e-05,2.36e-05,6.56e-06,0.000146385,5.34e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280099,0.001073466,0.305407328,0.0,0.0,0.028865385,0.075365967,0.085624903,0.007575758,0.0,0.0,0.024875622,0.0,0.0,0.216688424,0.0,0.000759006,0.0,0.0,0.002258697,0.000645028,0.000309872,0.000901167,0.000491106,0.000217009,0.001877446,0.00051019,0.000521654,0.000558788,0.0,0.0,0.000492898,0.000144872,0.000698498,0.0,0.003416111,0.000566962,0.000952894,0.000353889,0.003538629,0.0,0.001038262,0.0,0.0,0.001584367,0.001003501,0.000478846,0.0,0.0,0.000597999,0.0,0.00171246,0.000855737,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280088,0.001094949,0.32906439,0.0,0.0,0.100037736,0.164193253,0.107441579,0.055460263,0.044025157,0.0,0.0,0.0,0.0,0.246090759,0.0,0.003504241,0.004282418,0.00327651,0.005777051,0.000981564,0.000370236,0.004041172,0.002235381,0.000569174,0.001559235,0.000503455,0.001930121,0.001396971,0.002467753,0.000461324,0.003843552,0.0,0.004774351,0.000221973,0.0024067,0.00262864,0.00479209,0.000903546,0.001163603,0.0,0.00369291,0.001325285,0.0,0.000865657,0.0,0.001311201,0.000863935,0.000640421,0.0,0.0,0.003884984,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279970,0.001253137,0.407506226,0.0,0.0,0.023756024,0.105838855,0.171876499,0.008534137,0.067771084,0.036646586,0.0,0.0,0.0,0.277897289,0.000553893,0.000793506,0.0,0.0,0.000157457,3.06e-05,8.85e-05,0.0,1.13e-05,0.0,0.000678851,0.000136388,0.000115923,8.67e-05,0.0,0.0,0.001436744,0.000338035,0.000779094,0.00028288,0.001107549,0.000919165,0.001519106,0.0,0.000818241,0.0,0.0,0.0,0.0,0.00051031,0.000403707,0.000356724,0.0,0.0,0.000507393,0.0,0.002134185,0.00048028,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000279692,0.000955639,0.73621487,0.0,0.0,0.249274919,0.253104235,0.27688812,0.252117264,0.242345277,0.235830619,0.034825871,0.218905473,0.0,0.216411316,0.0,0.000157715,0.0,0.0,0.0,0.000130025,0.000185118,0.000689956,0.000491106,5.71e-05,0.0,3.37e-06,0.0,1.45e-05,0.000216275,0.0,0.0,0.000488943,0.0,4.06e-06,0.000383203,0.001872691,0.003010592,0.000730367,0.000398494,8e-05,0.000401147,0.000705288,0.001101168,0.000844283,0.0,0.0,0.0,0.002355834,0.0,0.002155677,0.001329073,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279504,0.000466753,0.717893988,0.0,0.0,0.265317602,0.221757653,0.266435655,0.279336735,0.229591837,0.235969388,0.417910448,0.422885572,0.44278607,0.215968773,0.0,0.000207002,5.16e-05,0.0,0.000705843,0.000229457,0.000173045,0.000936369,0.000417723,5.33e-05,0.0,8.76e-05,0.0,0.0001686,0.00043255,0.0,0.0,9.78e-05,0.0,0.0,0.0,0.000910575,0.001850548,0.0,0.000207217,0.0,0.000837689,0.000259152,0.000288401,0.00031527,0.0,0.0,0.0,0.0,0.0,0.0,0.000332268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279423,0.000392541,0.431696905,0.0,0.0,0.156797015,0.192759701,0.170474083,0.152238806,0.168656716,0.155223881,0.0,0.0,0.0,0.21631793,0.039073067,0.030902379,0.0,0.0708149,0.086226836,0.008974303,0.004790937,0.176692153,0.064092215,0.014341653,0.009107912,0.013574767,0.091475007,0.037511079,0.039001586,0.006285043,0.0,0.005563088,0.018702098,0.004076727,0.014711243,0.094914526,0.0,0.0,0.011388965,0.0,0.060089432,0.024137252,0.019362197,0.008811538,0.005034805,0.005077692,0.002150076,0.0,0.015792621,0.003071895,0.012690096,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000279227,0.000932204,0.491462113,0.0,0.0,0.025686458,0.05148966,0.045647693,0.013342228,0.00933956,0.0,0.248756219,0.31840796,0.15920398,0.215959906,0.00066553,0.00074422,0.000471729,0.001011641,0.000993609,0.000249853,7.85e-05,0.000668835,0.000643519,6.85e-05,0.000265176,0.000245834,0.000370954,0.00026976,0.005551058,0.000126174,0.00054009,0.0,0.000284005,0.00022062,0.000387876,0.001786788,0.0,0.000436714,2.92e-05,1.23e-05,0.000967472,0.001033329,0.000288401,0.000285881,0.0,0.000674883,0.000351431,0.0,0.001739635,0.0,0.001929712,0.00036021,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000278922,0.000852133,0.718605478,0.0,0.0,0.08687064,0.193800145,0.12897305,0.075581395,0.125,0.122819767,0.273631841,0.542288557,0.492537313,0.218147401,0.0,5.42e-05,6.63e-05,0.0,0.0,3.82e-05,3.62e-05,0.0,3.95e-05,2.47e-05,5.3e-05,0.0,0.0,0.0,0.000149729,7.89e-05,0.0,5.79e-05,0.0,2.98e-05,0.000243007,0.000128855,0.000345251,0.0,0.000398494,0.0,0.00015338,6.89e-05,0.000131091,0.000192368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000278903,0.027285185,0.315012451,0.0,0.0,0.15724086,0.019531183,0.052373324,0.044450986,0.0,0.0,0.0,0.0,0.0,0.239351477,0.004439731,0.0,0.003537971,0.009014178,0.002703921,0.000922926,0.000935651,0.001386953,0.001998295,0.0,0.003320004,8.25e-05,0.000411527,0.0,0.001109102,0.002030613,0.0,0.003388799,0.004221693,0.003006112,0.001229052,0.001795378,0.001173855,0.000579776,0.000844808,0.0,0.00158099,0.000465818,0.000729742,0.000280537,0.0,0.001160156,0.002474662,0.010100923,0.0,0.005838384,0.004408946,0.00146371,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000278834,0.000879474,0.524546425,0.0,0.0,0.01377433,0.0367567,0.08672469,0.0,0.0,0.0,0.0,0.0,0.0,0.21600646,0.003396351,0.003844315,0.003361072,0.005888659,0.00308399,0.000616983,0.000257556,0.003316014,0.002404728,0.000226527,0.001771376,0.000426001,0.00232426,0.001343982,0.005063052,0.00088519,0.0,0.000726775,0.0,0.000431765,0.003888105,0.006683275,0.003811576,0.003011821,0.00043303,0.0,0.004471607,0.002529196,0.000321174,0.003331712,0.00182245,0.003753636,0.0,0.000874861,0.006804509,0.0,0.005226837,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000278611,0.000608016,0.504446816,0.0,0.0,0.043411371,0.04977592,0.323957072,0.0,0.0,0.0,0.0,0.0,0.0,0.215977918,0.001764729,0.000207002,0.0,0.0,0.004734576,0.001371641,0.00031792,0.000675875,0.000479817,0.000123733,0.001018276,0.000227313,0.001170824,0.0,0.001208922,0.0,0.001074936,0.000572245,0.0,0.000384393,0.0,0.000412336,0.0,0.002048039,0.0,0.0,0.003374353,0.000980842,0.000745036,0.0,0.0,0.000453136,0.0,0.000474598,0.0,0.001192644,0.000242812,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278607,0.000538361,0.545891142,0.0,0.0,0.003217949,0.017288462,0.016212056,0.0,0.0,0.0,0.0,0.0,0.0,0.217202738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000323857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278532,0.000296847,0.243507649,0.0,0.0,0.004227533,0.022996176,0.037386895,0.0,0.0,0.0,0.0,0.0,0.0,0.216449002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000278451,0.000261694,0.609747421,0.0,0.0,0.611916844,0.577426439,0.60271545,0.609808102,0.582089552,0.665245203,0.139303483,0.134328358,0.119402985,0.217341015,0.0,0.000271074,0.0,0.0,0.006124543,0.001458324,0.001293815,0.001654487,0.000581425,0.000818544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000996478,0.00251343,0.0,0.0,0.0,0.0,5.9e-05,0.000137646,0.0,0.0,0.0,0.0,0.0,0.0,0.003125397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278291,0.002827858,0.442191391,0.0,0.0,0.051990932,0.105725459,0.132992239,0.030605305,0.036272954,0.030832011,0.094527363,0.845771144,0.527363184,0.216389701,0.000145987,0.00053229,8.84e-05,6.04e-05,0.000466942,0.000130025,5.23e-05,0.001943142,0.001896687,0.000211299,0.0,6.9e-05,0.000701335,0.000342017,0.00129765,1.77e-05,0.000230718,3.14e-05,0.000199571,1.89e-05,0.004135785,0.000996478,0.000759553,0.000745426,0.000273633,0.0,0.000955673,0.00152539,0.00030151,0.001784751,0.00096313,0.001433323,0.000334348,0.000500329,0.009114961,0.000927365,0.001444089,0.000181058,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
ENSG00000278238,0.000318329,0.427250089,0.0,0.0,0.011156475,0.075861511,0.035841646,0.010791367,0.037769784,0.0,0.179104478,0.0,0.0,0.215975701,0.001034792,0.001340582,0.003331589,0.002461157,0.00234014,0.000609335,0.000231398,0.0,0.002461177,0.000502548,0.001329416,0.000277826,0.000979551,0.0,0.002079567,0.000559897,0.002055488,0.001145697,0.002701883,0.0,0.007332255,0.002834808,0.0,0.0,0.00254505,3.69e-05,0.00309119,0.001417137,0.000364871,0.003895459,0.0,0.000925554,0.0,0.00406267,0.0,0.004449567,0.000460064,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277969,0.001450384,0.656172181,0.0,0.0,0.203095425,0.251496296,0.215374097,0.19956427,0.245751634,0.187363834,0.850746269,0.900497512,0.631840796,0.216168846,0.005281305,0.000813221,0.009316656,0.019425025,0.0,4.33e-05,3.22e-05,0.001098298,0.000756417,9.52e-05,0.002450226,0.000106079,0.00042312,0.000342017,0.001968657,0.004339203,0.0,0.001251936,0.0,0.000848641,0.000757059,0.00262005,0.002251039,0.001453204,0.000215187,5.03e-05,0.001710773,0.000852906,0.00029714,0.000694663,0.000495983,0.000623463,0.0,0.001269406,0.001803059,0.001868105,0.000715655,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
