ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,A549_cytosol,A549_nucleus,IMR.90_cytosol,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000280278,0.001244674,0.525080043,0.0,0.0,0.020120768,0.027281455,0.055626037,0.0,0.0,0.01414856,0.099502488,0.0,0.0,0.215972098,0.000107344,0.0,9.58e-05,0.0,0.000211753,4.33e-05,4.83e-05,8.45e-05,5.08e-05,4.95e-05,0.000191556,0.000179252,0.00025038,0.0,3.37e-05,1.16e-05,1.93e-05,0.000105365,0.0,8.39e-05,0.000103825,6.91e-05,0.0,0.000128855,0.000262391,7.53e-05,0.0,0.000106186,3.28e-05,3.28e-05,0.0,0.000118908,0.0,0.0,0.0,0.0,0.000332268,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280247,0.000619733,0.555140519,0.0,0.0,0.061996075,0.051124632,0.083255298,0.053974485,0.030421982,0.033366045,0.034825871,0.0,0.0,0.216026135,7.3e-05,0.0,0.0,0.000332181,0.000130309,2.8e-05,2.62e-05,3.52e-05,0.0,2.47e-05,7.11e-05,0.000259915,0.00027606,4.95e-05,4.55e-05,0.0,0.0,0.0,7.29e-05,9.96e-05,0.0,8.83e-05,7.17e-05,0.0,0.000124291,0.0,0.0,4.72e-05,3.61e-05,5.46e-05,0.0,0.000109267,0.0,0.0,0.0,0.0,0.00028115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280206,0.000529898,0.351832088,0.0,0.0,0.062951192,0.090178207,0.100663795,0.06015891,0.068104427,0.043132804,0.0,0.0,0.0,0.232012532,0.00321172,0.005046896,0.016797989,0.016503344,0.002682202,0.000456364,0.000108656,0.007441671,0.010256787,0.001694196,0.001833461,0.020371947,0.016531525,0.004875703,0.001025432,0.008352267,0.004648541,0.003404944,0.00166392,0.00677472,0.000496187,0.004716782,0.000668627,0.005265871,0.004046347,0.00168662,0.0,0.006512736,0.003418187,0.000703524,0.003546856,0.006790609,0.001386201,0.003136347,0.009241809,0.0,0.011910543,0.002353753,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280194,0.001449733,0.610814657,0.0,0.0,0.096613339,0.119309067,0.092531786,0.088927637,0.078901482,0.019180471,0.462686567,0.348258707,0.0,0.215518472,8.16e-05,9.86e-06,0.000294831,0.000241586,0.0,6.37e-05,1.41e-05,0.0,0.0,0.0,0.0,2.69e-05,0.0,6.72e-05,0.0,0.0,0.0,8.32e-05,0.000112374,0.0,0.0,0.0,2.3e-05,4.3e-05,0.0,0.0,7.18e-06,0.000165178,5.58e-05,2.4e-05,0.0,6.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280187,0.001969866,0.451796514,0.0,0.0,0.053271581,0.09090915,0.209182428,0.022631749,0.0,0.0,0.074626866,0.0,0.0,0.215975147,0.000661237,0.001015293,0.000390651,0.000475622,0.000298626,9.18e-05,3.02e-05,0.000443543,0.000530621,5.14e-05,9.3e-05,0.000779745,0.000622741,0.000608137,0.000161644,0.000457897,0.000399823,0.002467753,3.15e-05,0.0,0.000171432,0.0,6.77e-05,0.001503307,0.000718123,0.000361419,0.0,0.000861286,0.000928356,0.00022941,0.001251492,0.001234072,0.0,0.0,0.002536967,0.000376742,0.00084345,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280161,0.000596298,0.733902526,0.0,0.0,0.057425229,0.0175941,0.050518476,0.0508647,0.0,0.0,0.019900498,0.0,0.0,0.217403919,0.0,0.000473146,0.000471729,0.002159175,0.002372718,0.000395175,0.000245483,0.000696997,0.000237086,6.85e-05,0.000262705,0.0,0.000532861,0.000583387,0.0,0.0,9.15e-05,0.001281013,0.000725501,0.0,0.000397191,0.0,0.000423644,0.004587235,0.00977752,0.001219788,0.0,0.001168045,0.0,0.000452265,0.0,0.001780406,0.0,0.0,0.001739635,0.001990713,0.001469649,0.000777596,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279879,0.002223097,0.479188901,0.0,0.0,0.043759047,0.099303274,0.123369395,0.009190121,0.01579552,0.0,0.248756219,0.203980099,0.28358209,0.225218937,0.0,0.0,3.69e-05,0.0,0.0,2.55e-05,2.21e-05,0.0,0.0,1.52e-05,2.74e-05,7.17e-05,5.14e-05,7.07e-06,1.85e-05,0.0,2.41e-05,0.000144183,3.75e-05,0.0,7.24e-05,3.84e-05,0.0,0.000137445,0.0,0.0,3.08e-06,0.000247767,6.89e-05,3.06e-05,5.77e-05,0.0,0.0,0.0,0.0,6.69e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000279717,0.001699709,0.189434365,0.0,0.0,0.161014937,0.167610157,0.268864175,0.0,0.0,0.0,0.0,0.0,0.0,0.217370943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000519052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279692,0.000955639,0.73621487,0.0,0.0,0.249274919,0.253104235,0.27688812,0.252117264,0.242345277,0.235830619,0.034825871,0.218905473,0.0,0.216411316,0.0,0.000157715,0.0,0.0,0.0,0.000130025,0.000185118,0.000689956,0.000491106,5.71e-05,0.00138741,0.003522294,0.004673767,0.0,3.37e-06,0.0,1.45e-05,0.000216275,0.0,0.0,0.000488943,0.0,4.06e-06,0.001872691,0.003010592,0.000730367,8e-05,0.000401147,0.000705288,0.001101168,0.0,0.0,0.0,0.002355834,0.0,0.002155677,0.001329073,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279673,0.001026596,0.429206688,0.0,0.0,0.140065693,0.099479319,0.150677811,0.126520681,0.082116788,0.106447689,0.39800995,0.248756219,0.567164179,0.216005074,0.002902571,0.000276002,0.003486375,0.003638889,0.001656016,0.000652677,0.000225361,0.001415114,0.001710405,0.000258888,0.0,0.0,0.0,0.00345436,4.21e-05,0.000197069,0.0,0.002018566,0.001021221,0.000398513,0.000108654,0.0,0.000798562,0.0005326,0.0,0.000406596,0.0,0.000412945,0.003874163,0.00129999,0.0,0.00080986,0.002128111,0.000571804,0.004022905,0.001246146,3.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279504,0.000466753,0.717893988,0.0,0.0,0.265317602,0.221757653,0.266435655,0.279336735,0.229591837,0.235969388,0.417910448,0.422885572,0.44278607,0.215968773,0.0,0.000207002,5.16e-05,0.0,0.000705843,0.000229457,0.000173045,0.000936369,0.000417723,5.33e-05,7.39e-05,0.0,0.00020544,0.0,8.76e-05,0.0,0.0001686,0.00043255,0.0,0.0,9.78e-05,0.0,0.0,0.000910575,0.001850548,0.0,0.0,0.000837689,0.000259152,0.000288401,0.0,0.0,0.0,0.0,0.0,0.0,0.000332268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279415,0.000592392,0.455176094,0.0,0.0,0.017794268,0.036444217,0.066611105,0.0,0.0,0.0,0.0,0.0,0.0,0.283252967,0.0,4.93e-05,0.0,0.001472165,0.000434365,3.57e-05,8.65e-05,0.000112646,0.0,0.0,0.0,0.0,0.0,0.0,0.000239099,0.000475285,0.000486531,0.001846656,0.000354864,0.0,0.0,0.0,0.0,8.59e-05,0.0,0.00050448,0.0,0.001651781,0.000583913,0.000334283,0.0,0.0,3.66e-05,0.0,0.001866483,0.000341074,0.001009585,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
ENSG00000279331,0.000380823,0.486481679,0.0,0.0,0.262065951,0.373757669,0.219153075,0.282208589,0.289877301,0.136503068,0.054726368,0.149253731,0.0,0.216197111,0.0,2.46e-05,0.0,0.0,0.0,1.78e-05,5.84e-05,0.0,0.0,0.0,0.0,0.0,5.78e-05,0.0,0.0,0.0,0.0,4.99e-05,0.0,0.0,0.0,3.07e-05,0.0,8.59e-05,0.000207151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279227,0.000932204,0.491462113,0.0,0.0,0.025686458,0.05148966,0.045647693,0.013342228,0.00933956,0.0,0.248756219,0.31840796,0.15920398,0.215959906,0.00066553,0.00074422,0.000471729,0.001011641,0.000993609,0.000249853,7.85e-05,0.000668835,0.000643519,6.85e-05,0.000738858,0.006013892,0.005591829,0.000265176,0.000245834,0.000370954,0.00026976,0.005551058,0.000126174,0.00054009,0.0,0.000284005,0.00022062,0.001786788,0.0,0.000436714,1.23e-05,0.000967472,0.001033329,0.000288401,0.0,0.000674883,0.000351431,0.0,0.001739635,0.0,0.001929712,0.00036021,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279069,0.000941317,0.644432586,0.0,0.0,0.348745539,0.392919365,0.359665885,0.348975545,0.395241243,0.329147389,0.393034826,0.626865672,0.567164179,0.216135038,0.0,0.000473146,0.000906605,0.002400761,0.0,0.000326338,0.000416516,0.000408341,0.000502396,0.000165612,0.001929239,0.002876989,0.002715664,0.000562173,0.000153225,0.000324585,0.0003372,0.002994576,0.00076493,0.0,0.001395601,0.0,0.0,0.002233485,0.00234771,0.002032979,0.000175366,0.002359687,0.001610681,0.001942337,0.000357569,0.000475632,0.003319073,0.0,0.006858872,0.000927365,0.000984026,0.0012655,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279047,0.032597834,0.310565635,0.0,0.0,0.2405,0.605,0.40253009,0.169722058,0.241868717,0.236546422,0.487562189,0.751243781,0.706467662,0.216441798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279042,0.001602062,0.610458911,0.0,0.0,0.092644383,0.041061313,0.155358571,0.049841772,0.0,0.024920886,0.0,0.0,0.0,0.233653015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000278993,0.001145725,0.583244397,0.0,0.0,0.102367816,0.117334975,0.113849002,0.097427477,0.073891626,0.075533662,0.069651741,0.0,0.0,0.215937183,0.0,0.0,0.000184269,0.000218937,1.63e-05,1.53e-05,4.02e-06,0.000211211,0.000118543,5.71e-06,0.0,0.0,9.63e-05,0.0,8.25e-05,0.000214458,0.000163783,1.11e-05,7.89e-05,0.0,0.000616914,0.0,3.11e-05,0.000300661,0.0,0.000263534,0.0,0.000330356,5.58e-05,3.5e-05,0.0,8.68e-05,0.0,0.0,0.0,0.0,1.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000278970,0.001031153,0.673425827,0.0,0.0,0.014838886,0.014296184,0.097721963,0.0,0.0,0.0,0.0,0.0,0.0,0.219911752,0.016196001,0.021907667,0.01852275,0.034743088,0.008480972,0.001667385,0.000975894,0.021198553,0.015828305,0.001461958,0.0,0.0,0.0,0.007566356,0.000604483,0.005888899,0.003367182,0.017390726,0.003329811,0.0,0.001715527,0.0,0.001532156,0.037694356,0.022551822,0.017250207,0.000354833,0.018464552,0.006554258,0.001570912,0.002872088,0.00752334,0.001376439,0.0,0.021292404,0.000760171,0.030172524,0.007669232,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000278962,0.00143476,0.341337602,0.0,0.0,0.019754734,0.075540291,0.095821502,0.0,0.016292382,0.0,0.0,0.0,0.0,0.215989556,0.0,4.93e-05,0.0,0.0,4.89e-05,2.55e-05,1.81e-05,0.000260494,0.00028789,4e-05,8.21e-05,0.000259915,0.0,0.0,0.0,0.0,0.0,0.000881736,0.0,0.0,0.0,0.0,0.0,2.58e-05,4.14e-05,3.01e-05,6.15e-06,9.44e-05,0.000328041,5.68e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000370607,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278921,0.000864502,0.725364639,0.0,0.0,0.088184229,0.138239427,0.081709222,0.071684588,0.055197133,0.012903226,0.0,0.0,0.0,0.216022532,0.0,0.0,0.0,0.0,0.000162887,0.000101981,1.21e-05,0.0,0.000807221,0.00012183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000245626,0.0,0.000197578,0.000469542,0.0,0.0,0.0,0.0,0.0,0.0,1.29e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278916,0.001571466,0.416933476,0.0,0.0,0.053198307,0.069933091,0.048478253,0.030632809,0.026199113,0.0,0.114427861,0.144278607,0.0,0.215952701,0.000725643,0.000152787,0.000936088,0.000838001,0.000504949,0.000170818,7.65e-05,0.000161928,0.000101608,1.33e-05,0.0,0.000295765,0.0,0.000760171,1.52e-05,4.06e-05,4.82e-05,0.000366004,0.000203061,0.000115359,0.00014125,0.0,0.000215206,0.000240529,0.000262391,0.000135532,1.03e-05,0.000200573,0.000108254,2.62e-05,0.000490216,0.00043064,0.000649172,0.000920605,0.0,0.000633105,0.000268371,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
