ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000280417,0.001229702,0.591070793,0.0,0.0,0.076424847,0.163939162,0.099703675,0.057259714,0.079754601,0.014826176,0.203980099,0.497512438,0.358208955,0.216110653,0.0,0.000448503,0.000103191,0.000135892,0.000217182,3.06e-05,4.63e-05,9.15e-05,6.77e-05,9.52e-06,0.0,5.38e-05,5.14e-05,4.24e-05,0.0,6.96e-05,0.0,0.000105365,5.91e-05,0.0,0.0,0.00040298,0.0,0.000841177,0.000962117,0.000649073,0.0,0.0,3.08e-06,3.54e-05,4.92e-05,0.0,0.000622525,0.000517385,0.0,0.007493114,7.13e-05,0.001904153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280206,0.000529898,0.351832088,0.0,0.0,0.062951192,0.090178207,0.100663795,0.06015891,0.068104427,0.043132804,0.0,0.0,0.0,0.232012532,0.00321172,0.005046896,0.016797989,0.016503344,0.002682202,0.000456364,0.000108656,0.007441671,0.010256787,0.001694196,0.001833461,0.020371947,0.016531525,0.004875703,0.001025432,0.008352267,0.004648541,0.003404944,0.00166392,0.00677472,0.000496187,0.004716782,0.000668627,0.010145524,0.005265871,0.004046347,0.00168662,0.0025052,0.0,0.006512736,0.003418187,0.000703524,0.004157293,0.001386201,0.003136347,0.009241809,0.0,0.011910543,0.002353753,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280187,0.001969866,0.451796514,0.0,0.0,0.053271581,0.09090915,0.209182428,0.022631749,0.0,0.0,0.074626866,0.0,0.0,0.215975147,0.000661237,0.001015293,0.000390651,0.000475622,0.000298626,9.18e-05,3.02e-05,0.000443543,0.000530621,5.14e-05,9.3e-05,0.000779745,0.000622741,0.000608137,0.000161644,0.000457897,0.000399823,0.002467753,3.15e-05,0.0,0.000171432,0.0,6.77e-05,0.001831896,0.001503307,0.000718123,0.000361419,0.000191277,0.0,0.000861286,0.000928356,0.00022941,0.000977872,0.0,0.0,0.002536967,0.000376742,0.00084345,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280173,0.001338415,0.418890075,0.0,0.0,0.02739284,0.114812529,0.119059398,0.004239284,0.055110692,0.009420631,0.069651741,0.0,0.243781095,0.215985677,0.002361559,0.001981301,0.002616624,0.00327651,0.0,0.000272798,0.000162984,0.002147313,0.001557993,0.000439729,0.000284597,0.001057585,0.000571381,0.001919874,0.000956396,0.00221993,0.001878685,0.002883666,0.000451466,0.002936411,0.000339242,0.003135566,0.000485905,0.002752517,0.00131432,0.001726257,0.001039078,0.000656187,0.0,0.002194509,0.000921795,0.000694784,0.000368706,0.000514944,0.0,0.002047695,0.0,0.002223642,0.000916725,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280123,0.001372917,0.169156884,0.0,0.0,0.153147518,0.309180147,0.380027039,0.133731618,0.209558824,0.222886029,0.104477612,0.169154229,0.0,0.21790604,0.0,0.003198667,0.021905934,0.004544837,0.0,0.000912727,5.84e-05,0.000682916,0.000677388,0.0,0.000522673,0.003118978,0.001373882,0.00176784,0.000134704,0.0,0.0,0.000926101,0.001362285,0.000403757,0.0,0.001285697,0.000132643,0.002565588,0.001108152,0.0,0.000105414,0.001243302,0.0,0.0,0.000606876,0.0,0.000876345,0.00217204,0.001655374,0.003288997,0.003270298,0.002351438,0.002010696,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000280081,0.02084699,0.401280683,0.0,0.0,0.032819767,0.018174419,0.979667292,0.105454546,0.112727273,0.067474747,0.0,0.0,0.0,0.412015098,0.011438533,0.0,9.58e-05,0.000362379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79e-05,0.0,0.011632388,0.0,0.0,0.0,0.0,0.000270091,0.0,0.0,0.0,0.010944361,0.0,0.0,0.0,0.0,7.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000652363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
ENSG00000279970,0.001253137,0.407506226,0.0,0.0,0.023756024,0.105838855,0.171876499,0.008534137,0.067771084,0.036646586,0.0,0.0,0.0,0.277897289,0.000553893,0.000793506,0.0,0.0,0.000157457,3.06e-05,8.85e-05,0.0,1.13e-05,0.0,0.001650115,0.006730898,0.004365607,0.000678851,0.000136388,0.000115923,8.67e-05,0.0,0.0,0.001436744,0.000338035,0.000779094,0.00028288,0.001107549,0.000919165,0.001519106,0.0,0.000818241,0.0,0.0,0.0,0.0,0.00051031,0.0,0.0,0.000507393,0.0,0.002134185,0.00048028,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000279881,0.001842925,0.546069015,0.0,0.0,0.28584127,0.187766736,0.345778137,0.300552105,0.200138026,0.351621808,0.0,0.0,0.0,0.293469131,0.0,0.0,0.0,0.0,2.71e-05,0.0,0.0,0.000549149,0.000440302,0.000239852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000609894,0.0,0.000125115,0.001050061,9.84e-06,0.0,5.34e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
ENSG00000279748,0.001586439,0.633404482,0.0,0.0,0.044635783,0.074753195,0.12240238,0.03514377,0.047523962,0.040335463,0.154228856,0.114427861,0.15920398,0.22763089,0.0,6.9e-05,0.001960625,0.004771324,0.000103162,2.04e-05,6.24e-05,6.34e-05,2.26e-05,7.04e-05,0.000202502,0.000161326,0.0,0.0,1.01e-05,0.0,0.0,0.000521278,0.00081816,0.0,6.76e-05,2.69e-05,0.0,0.000486013,0.0,0.000814793,0.000158121,0.000951073,0.000159983,0.0,0.0,0.00060739,0.000136261,2.68e-05,0.0,0.0,0.0,7.67e-05,5.72e-06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279689,0.002298611,0.580576307,0.0,0.0,0.603588105,0.630817121,0.604171729,0.635352974,0.643135075,0.576709283,0.830845771,0.805970149,0.915422886,0.21610705,0.000347793,0.0,0.000552808,0.000951245,0.000352921,6.63e-05,0.000116705,0.000154888,0.000107253,5.71e-05,0.000481626,0.000627381,0.000571381,0.000162641,0.0,6.38e-05,3.37e-05,0.000277276,0.000609184,0.000298885,0.000478078,0.0,0.000319425,0.000200948,0.000240529,0.000510972,0.000489421,0.000613681,5.23e-05,0.000566325,4.59e-05,0.000102688,0.000307255,0.0,5.43e-05,0.0,1.34e-05,0.000102236,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279495,0.001583835,0.536819637,0.0,0.0,0.0209064,0.0328076,0.119883662,0.0,0.0,0.0,0.0,0.0,0.0,0.235305968,0.000888805,0.000280931,0.002108041,0.003638889,0.001091341,0.000247303,0.000975894,0.00190794,0.001281393,0.00086423,0.00087842,0.00225857,0.001515122,0.000692993,0.000284562,0.000579616,0.000510617,0.000909464,0.000559897,0.000125846,0.000108654,9.21e-05,0.0,0.001458039,0.00079031,0.001684827,0.001099315,0.000972326,0.000191774,0.002229904,0.000495342,0.000581172,0.00051031,0.0,0.000162964,0.00075203,0.0,0.000549521,0.000379269,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279423,0.000392541,0.431696905,0.0,0.0,0.156797015,0.192759701,0.170474083,0.152238806,0.168656716,0.155223881,0.0,0.0,0.0,0.21631793,0.039073067,0.030902379,0.0,0.0708149,0.086226836,0.008974303,0.004790937,0.176692153,0.064092215,0.014341653,0.026089883,0.116155053,0.141188857,0.009107912,0.013574767,0.091475007,0.037511079,0.039001586,0.006285043,0.0,0.005563088,0.018702098,0.004076727,0.014711243,0.094914526,0.0,0.0,0.011388965,0.0,0.060089432,0.024137252,0.019362197,0.008811538,0.002150076,0.0,0.015792621,0.003071895,0.012690096,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000279369,0.001143121,0.678050516,0.0,0.0,0.027371366,0.047289632,0.061063191,0.020844761,0.014262205,0.0,0.0,0.0,0.0,0.216038882,0.0,0.000103501,0.002152265,0.004514639,0.001118489,0.000288096,0.000235422,0.003583548,0.002658749,0.000327418,6.84e-05,0.000116514,5.78e-05,1.41e-05,5.05e-06,0.0,9.63e-06,0.00584497,0.001064593,0.0,0.0,0.0,0.0,0.0,0.000386565,0.0,0.00135532,0.0,2.97e-05,0.001085456,0.00208306,0.000399829,4.54e-05,0.0,0.002884753,0.0,0.005133944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279329,0.001169811,0.513696194,0.0,0.0,0.045073498,0.048418455,0.059072328,0.0,0.0,0.0,0.0,0.0,0.0,0.215953532,0.0,0.000768863,0.001378334,0.002687644,0.000781857,0.00020906,0.00031792,0.000366099,0.000349984,0.000220817,5.47e-05,0.0,0.0,0.0,0.000324973,0.000689743,0.000592508,0.001109102,0.000897018,0.002060731,0.001330409,0.001289535,4.06e-06,0.000682288,0.001494717,0.001491486,0.000308712,0.000496789,4.92e-05,0.000460139,0.00039693,0.000364871,0.000288552,0.0,0.000949195,0.000951363,0.001246146,0.000549521,0.000356398,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279313,0.002145631,0.299359658,0.0,0.0,0.010731034,0.004310345,0.021719609,0.090604027,0.0,0.0,0.0,0.0,0.0,0.335073391,0.0,0.000290788,0.0,0.000188739,0.000325774,0.000127476,0.0,0.0,0.000124188,0.0,0.0,0.0,0.00023112,0.0,0.0,0.0,0.0,0.0,0.0,0.000461436,0.0,0.000610226,2.03e-05,0.000654248,0.000180397,0.0,0.0,0.0,0.0,0.0,0.000147618,0.0,8.02e-05,0.0,0.001652515,0.0,0.001018764,0.000460064,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279164,0.001162651,0.511205977,0.0,0.0,0.019070157,0.017634647,0.031732124,0.012412304,0.0,0.015650297,0.084577114,0.0,0.0,0.233058894,0.00599836,2.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28e-05,0.0,0.000161326,0.00012198,0.004462029,0.0,0.0,0.0,4.99e-05,9.86e-06,1.57e-05,0.0,0.0,0.001643143,0.0,7.73e-05,0.0,0.0,0.0,4.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000279145,0.003994415,0.317858413,0.0,0.0,0.056318095,0.06148381,0.055344829,0.015471893,0.010486505,0.007735946,0.0,0.0,0.0,0.216677617,0.0,0.000216859,0.000567549,0.00017364,0.000184605,5.61e-05,7.24e-05,6.34e-05,2.26e-05,0.000106601,0.000147772,0.000250952,3.85e-05,0.000243962,6.74e-05,0.0,0.000139697,0.000255094,0.00016166,0.0,0.0,7.29e-05,0.000131289,0.0,7.73e-05,0.0,0.0,7.17e-05,0.0,0.000141581,5.58e-05,0.0,0.0,0.000334348,0.000260171,0.000561757,0.000144901,0.000191693,0.000139129,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
ENSG00000279086,0.001438666,0.57132693,0.0,0.0,0.109648661,0.113638999,0.090579614,0.112867809,0.031181379,0.02722881,0.228855721,0.109452736,0.174129353,0.216230918,6.01e-05,6.9e-05,8.11e-05,0.0,0.0,2.55e-06,4.02e-06,0.000739239,0.000615294,0.001083143,0.0,3.59e-05,1.28e-05,0.0,0.000144806,0.0,0.000125246,4.99e-05,3.75e-05,0.0,1.93e-05,0.0,0.0,2.8e-05,0.000214758,0.000787173,0.000399066,1.86e-05,0.000283046,0.000389348,1.64e-05,0.000104873,8.02e-06,0.000161073,0.0,0.0,0.0,2.56e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000279069,0.000941317,0.644432586,0.0,0.0,0.348745539,0.392919365,0.359665885,0.348975545,0.395241243,0.329147389,0.393034826,0.626865672,0.567164179,0.216135038,0.0,0.000473146,0.000906605,0.002400761,0.0,0.000326338,0.000416516,0.000408341,0.000502396,0.000165612,0.001929239,0.002876989,0.002715664,0.000562173,0.000153225,0.000324585,0.0003372,0.002994576,0.00076493,0.0,0.001395601,0.0,0.0,0.00166366,0.002233485,0.00234771,0.002032979,0.00136285,0.000175366,0.002359687,0.001610681,0.001942337,0.001958416,0.003319073,0.0,0.006858872,0.000927365,0.000984026,0.0012655,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278996,0.019502716,0.71469228,0.0,0.0,0.00423176,0.003296137,0.01066278,0.0,0.0,0.0,0.0,0.0,0.0,0.317839728,0.0,0.000438646,0.001850064,0.003548295,0.002209831,0.000247303,0.000698217,0.001267267,0.000920119,0.000245563,0.000840108,0.001684965,0.001405982,0.0,0.000316554,0.000765093,0.000375737,0.001475106,0.001109937,0.00210268,0.00080404,0.00064093,0.0,0.000532745,0.000549781,0.001753877,0.001746856,0.005778166,9.85e-05,0.001168045,0.000662643,0.000426047,0.000430157,0.001188521,4.57e-05,0.003923239,0.0,0.003501597,0.000651808,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
