ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000281128,0.006949865,0.283528993,0.0,0.0,0.142265873,0.131694444,0.166657732,0.079401611,0.0,0.0,0.0,0.0,0.0,0.233255364,0.0,0.0,0.0,0.000390928,6.63e-05,0.000110668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000144338,9.61e-05,0.0,0.000207621,0.0,0.0,0.000820539,0.0,0.000229612,0.000805112,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000281103,0.024190425,0.369085735,0.0,0.0,0.040438251,0.03784786,0.113411697,0.007515152,0.0,0.0,0.0,0.0,0.0,0.217306377,0.015753745,0.008697511,0.006485075,0.000879589,0.000142773,5.84e-05,0.000288655,0.000237086,9.33e-05,0.0,0.0,0.0,0.014828643,0.0,0.0,0.0,0.000277276,0.001336656,0.0,0.0,0.0,0.002295528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73e-05,9e-05,0.000165954,0.00011722,0.001812119,0.0,0.000102236,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
ENSG00000280832,0.009524492,0.521878335,0.0,0.0,0.005531034,0.271834483,0.028027,0.028233396,0.024737833,0.041140091,0.029850746,0.353233831,0.343283582,0.230310531,0.0,0.002012221,0.002785789,0.001140208,0.000438517,0.000374261,0.003822921,0.004442538,0.000574884,0.0,0.002124132,0.001643523,0.0,0.000505139,0.005581703,0.002736136,0.005246054,0.000471181,0.008421207,0.001418539,0.006470703,0.001031363,0.002574935,0.002567578,0.000664157,0.0,0.004058662,0.002352054,0.000747221,0.001672536,0.001949329,0.000848424,0.004029257,0.001440947,0.004004784,0.0,0.002019169,0.001414158,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280734,0.007992084,0.430273924,0.0,0.0,0.046485484,0.068322581,0.049412335,0.003391473,0.066860465,0.0,0.0,0.0,0.0,0.216533521,0.0,0.003700128,0.003133069,0.00110763,0.000257501,0.000118717,0.000176009,0.000163702,0.000114215,0.002542218,0.004938382,0.002015883,0.000502067,0.000116182,0.0001507,0.000356468,0.002306933,0.001456916,0.000838975,0.000608463,0.001247318,0.000308597,0.002116961,0.0,0.001415983,0.0,0.0,0.000787298,0.000906715,0.000732068,0.000940061,0.000870921,0.001784002,0.0,0.002564149,0.0,0.001571885,0.001522792,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280724,0.034399096,0.312700107,0.0,0.0,0.044643284,0.134829104,0.110904763,0.019451813,0.0,0.0,0.0,0.0,0.0,0.235583354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280426,0.001068259,0.348096763,0.0,0.0,0.086318501,0.159929157,0.107578654,0.069672131,0.101873536,0.0,0.432835821,0.233830846,0.144278607,0.215964894,0.000253331,0.000840268,0.000619064,0.000168316,3.57e-05,1.41e-05,0.000295696,0.000231441,6.66e-05,7.94e-05,0.000304728,0.0,0.000332354,6.57e-05,6.96e-05,0.000130063,0.000820736,0.000289806,0.000272667,0.00014125,0.000610226,9.34e-05,0.000528072,0.0,7.97e-05,0.0,0.000448341,0.000246031,0.0,0.000192368,0.000265293,0.000170328,0.000327026,0.0,0.000299,0.000289801,0.000460064,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280417,0.001229702,0.591070793,0.0,0.0,0.076424847,0.163939162,0.099703675,0.057259714,0.079754601,0.014826176,0.203980099,0.497512438,0.358208955,0.216110653,0.0,0.000103191,0.000135892,0.000217182,3.06e-05,4.63e-05,9.15e-05,6.77e-05,9.52e-06,0.0,5.38e-05,5.14e-05,4.24e-05,0.0,6.96e-05,0.0,0.000105365,5.91e-05,0.0,0.0,0.00040298,0.0,0.000841177,0.0,0.0,3.08e-06,3.54e-05,4.92e-05,0.0,0.000622525,0.000161483,0.000600967,0.000517385,0.0,0.007493114,7.13e-05,0.001904153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280310,0.000637961,0.542333689,0.0,0.0,0.100831901,0.116660936,0.119570075,0.090735435,0.087870105,0.071633238,0.791044776,0.746268657,0.880597015,0.226537974,0.000141694,0.000412763,0.000490722,0.001210792,0.000244754,0.000195179,0.0,0.0,0.0,0.000495308,0.000788707,0.000590641,3.54e-05,0.0,0.0,0.0,0.000471369,0.000136031,0.000450949,5.55e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000124656,8.08e-05,0.0,2.31e-05,0.0,0.0,0.000200132,0.0,0.000222924,0.000127796,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280206,0.000529898,0.351832088,0.0,0.0,0.062951192,0.090178207,0.100663795,0.06015891,0.068104427,0.043132804,0.0,0.0,0.0,0.232012532,0.00321172,0.016797989,0.016503344,0.002682202,0.000456364,0.000108656,0.007441671,0.010256787,0.001694196,0.001833461,0.020371947,0.016531525,0.004875703,0.001025432,0.008352267,0.004648541,0.003404944,0.00166392,0.00677472,0.000496187,0.004716782,0.000668627,0.010145524,0.00168662,0.0025052,0.0,0.006512736,0.003418187,0.000703524,0.004157293,0.003546856,0.006790609,0.001386201,0.003136347,0.009241809,0.0,0.011910543,0.002353753,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280187,0.001969866,0.451796514,0.0,0.0,0.053271581,0.09090915,0.209182428,0.022631749,0.0,0.0,0.074626866,0.0,0.0,0.215975147,0.000661237,0.000390651,0.000475622,0.000298626,9.18e-05,3.02e-05,0.000443543,0.000530621,5.14e-05,9.3e-05,0.000779745,0.000622741,0.000608137,0.000161644,0.000457897,0.000399823,0.002467753,3.15e-05,0.0,0.000171432,0.0,6.77e-05,0.001831896,0.000361419,0.000191277,0.0,0.000861286,0.000928356,0.00022941,0.000977872,0.001251492,0.001234072,0.0,0.0,0.002536967,0.000376742,0.00084345,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280173,0.001338415,0.418890075,0.0,0.0,0.02739284,0.114812529,0.119059398,0.004239284,0.055110692,0.009420631,0.069651741,0.0,0.243781095,0.215985677,0.002361559,0.002616624,0.00327651,0.0,0.000272798,0.000162984,0.002147313,0.001557993,0.000439729,0.000284597,0.001057585,0.000571381,0.001919874,0.000956396,0.00221993,0.001878685,0.002883666,0.000451466,0.002936411,0.000339242,0.003135566,0.000485905,0.002752517,0.001039078,0.000656187,0.0,0.002194509,0.000921795,0.000694784,0.000368706,0.000645931,0.000530265,0.000514944,0.0,0.002047695,0.0,0.002223642,0.000916725,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280164,0.002167764,0.307363927,0.0,0.0,0.016137255,0.020354167,0.06465438,0.0,0.0,0.0,0.0,0.0,0.0,0.259544106,0.0,0.009766273,0.00483927,0.007481933,0.003299076,0.003963942,0.00782185,0.0,0.009339016,0.005834239,0.008559265,0.002728504,0.010104974,0.001532255,0.000434712,0.002114725,0.002861484,0.005309166,0.000734103,0.003368276,0.005158141,0.009362125,0.007486471,0.0003313,0.011224254,0.0,0.002996803,0.000649521,0.0,0.001359937,0.006470849,0.00056883,0.0,0.0,0.0,0.0,0.002453674,0.00260914,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280046,0.004604383,0.421024546,0.0,0.0,0.090392297,0.16210084,0.107292338,0.054621849,0.097478992,0.033333333,0.0,0.0,0.0,0.216280243,0.0,0.000471729,0.00034728,0.000586392,0.000203961,6.64e-05,0.000359059,0.000208861,0.000237949,0.000202502,0.000376428,0.00026964,0.000243962,0.000127969,0.000202866,0.000342017,0.000454732,0.000126174,0.000524359,0.00023421,0.000886555,0.00010828,0.000630882,9.04e-05,0.000438344,0.0,0.000542728,0.000173862,0.0,0.000141604,0.000340267,5.14e-05,0.000312383,0.0,0.0,0.000156047,0.000472843,0.000253481,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
ENSG00000280018,0.007322225,0.341337602,0.0,0.0,0.012624277,0.004011561,0.019722587,0.196969697,0.0,0.039842873,0.0,0.0,0.0,0.332877582,0.009987248,0.041092054,0.01847378,0.007758841,0.002174739,0.002362268,0.002252918,0.002145063,0.002880133,0.003751755,0.008639928,0.002497384,0.029830535,0.0,0.0,0.000712937,0.004785777,0.009711456,0.0,0.012998647,0.027671276,0.016197275,0.004257288,0.0,0.003605044,0.0,0.001392215,0.001335127,0.00197074,0.00181414,0.00877198,0.002056787,0.007184816,0.020607828,0.004294723,0.01446778,0.013533546,0.006638155,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280002,0.001073466,0.525969406,0.0,0.0,0.005400932,0.019893357,0.043920515,0.0,0.0,0.0,0.0,0.0,0.0,0.225958262,0.0,0.0,0.0,0.0,5.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005699681,0.001494204,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000279809,0.00116916,0.399679829,0.0,0.0,0.65136876,0.375237789,0.637078595,0.65324745,0.335480408,0.647879764,0.995024876,0.0,1.0,0.218977342,0.013654105,0.0,0.001268327,0.00506035,0.001190625,0.000398406,0.004421352,0.003646607,0.000321707,0.0,0.0,0.0,0.006555151,0.0,0.002005472,0.0,0.0,0.000208976,0.01797503,0.002338477,0.0,0.002298235,0.0,0.005330924,0.0,0.0,0.005946412,0.000656082,0.0,0.001883606,0.0,0.0,0.000746791,0.0,0.0,0.0,0.000166134,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279766,0.000392541,0.423692636,0.0,0.0,0.010535821,0.050926866,0.093461772,0.010447761,0.052238806,0.013432836,0.532338309,0.532338309,0.542288557,0.233352906,0.000141694,0.0,0.000543569,0.000200894,6.37e-05,5.63e-05,0.000513947,0.000558845,0.000860423,0.000374902,0.0,0.00021186,0.000445496,0.000277826,0.0,0.0,0.000438095,0.000410066,0.0,0.000298195,0.0004759,0.000355969,0.00084585,0.0,0.00090591,0.0,0.000896681,0.000104973,0.000201007,0.000227101,0.000132647,0.0,0.0,0.0,0.0,0.0,0.000127796,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279539,0.001387239,0.598007826,0.0,0.0,0.116701547,0.137918107,0.145542852,0.109190173,0.080527753,0.047315742,0.129353234,0.23880597,0.0,0.219373053,0.000193218,0.000243235,0.000332181,0.0,7.65e-06,2.41e-05,0.000126727,0.000107253,0.0,0.000177873,0.00031369,0.00023112,0.000176784,4.71e-05,3.48e-05,5.78e-05,0.000171911,0.000116317,0.000162551,0.000197992,0.0,0.000213852,0.000224314,0.0,0.000162054,1.44e-05,0.0,4.59e-05,0.000144201,0.00014962,0.000305664,7.71e-05,8.54e-05,0.0,0.0,0.000111462,5.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279522,0.000996651,0.413376023,0.0,0.0,0.059460576,0.163417397,0.129866053,0.049436796,0.10387985,0.019399249,0.054726368,0.0,0.0,0.223598682,0.0,0.000530696,0.000354829,0.000135739,3.31e-05,2.01e-06,0.0,0.0,0.000104697,3.01e-05,0.0,3.85e-05,0.00026164,3.54e-05,2.9e-05,9.15e-05,0.000598915,9.86e-05,0.000146821,1.81e-05,0.000230274,5.28e-05,0.0,0.0,0.000140801,0.0,0.0,0.000147618,0.000104873,5.08e-05,0.000161483,3.86e-05,0.0,0.0,0.0,0.0,0.00029393,4.57e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279329,0.001169811,0.513696194,0.0,0.0,0.045073498,0.048418455,0.059072328,0.0,0.0,0.0,0.0,0.0,0.0,0.215953532,0.0,0.001378334,0.002687644,0.000781857,0.00020906,0.00031792,0.000366099,0.000349984,0.000220817,5.47e-05,0.0,0.0,0.0,0.000324973,0.000689743,0.000592508,0.001109102,0.000897018,0.002060731,0.001330409,0.001289535,4.06e-06,0.000682288,0.000308712,0.000496789,4.92e-05,0.000460139,0.00039693,0.000364871,0.000288552,0.001684036,0.001455819,0.0,0.000949195,0.000951363,0.001246146,0.000549521,0.000356398,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279267,0.001285035,0.312166489,0.0,0.0,0.032947575,0.032268006,0.104488321,0.0,0.0,0.0,0.0,0.0,0.0,0.22130256,0.0,0.004510912,0.001132434,0.0,6.88e-05,2.21e-05,0.0,0.000248376,0.0,8.21e-05,0.000546717,0.00017334,0.000604601,0.000139755,0.000312993,0.000342017,0.001364196,0.000544125,0.000125846,3.38e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000505183,0.0,6.68e-05,0.000605561,0.0,0.0,0.000423135,0.000244636,0.000586291,0.000306709,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
