ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000279608,0.003667623,0.457666311,0.0,0.0,0.14737432,0.23228381,0.200828355,0.107349588,0.13295913,0.064374671,0.0,0.0,0.0,0.216844159,1.29e-05,0.000162644,0.000125303,7.55e-05,0.000108591,1.27e-05,6.64e-05,0.000260494,5.08e-05,0.0003179,0.000158718,0.000170289,0.0,0.0,0.00016838,0.0,0.000105977,0.000249548,0.000112374,0.0,4.59e-05,0.0,2.84e-05,9.81e-05,6.01e-05,0.001532916,0.0,0.000191277,8.82e-05,0.000165178,0.0,0.00014857,0.0,0.0,0.0,1.46e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
ENSG00000279522,0.000996651,0.413376023,0.0,0.0,0.059460576,0.163417397,0.129866053,0.049436796,0.10387985,0.019399249,0.054726368,0.0,0.0,0.223598682,0.0,0.000842792,0.000530696,0.000354829,0.000135739,3.31e-05,2.01e-06,0.0,0.0,0.000104697,3.01e-05,0.0,3.85e-05,0.00026164,3.54e-05,2.9e-05,9.15e-05,0.000598915,9.86e-05,0.000146821,1.81e-05,0.000230274,5.28e-05,0.0,0.000249119,0.000345251,0.0,0.000140801,0.0,0.0,0.000147618,0.000104873,5.08e-05,0.000161483,3.86e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279491,0.001060447,0.622554251,0.0,0.0,0.017692217,0.03917217,0.031896704,0.005896226,0.0,0.0,0.064676617,0.069651741,0.0,0.215985677,0.000257625,0.000133072,0.000464359,0.000234036,0.0,9.69e-05,9.66e-05,3.52e-05,0.0,4e-05,0.000207975,0.000206139,0.00011556,0.000254569,2.53e-05,0.0,1.45e-05,0.000122001,0.0,0.000104872,0.000206443,0.000149678,0.000330253,0.000271046,0.000300661,0.000483352,4.52e-05,0.000539296,2.36e-05,0.0,2.95e-05,0.0,8.28e-05,0.000242224,2.89e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279348,0.001333207,0.338669513,0.0,0.0,0.229104492,0.236067139,0.257424306,0.082742317,0.191962175,0.0,0.0,0.0,0.054726368,0.217362075,0.0,0.002454447,0.001083503,0.000581316,0.0,0.000390076,0.000243471,0.001105338,0.001016082,0.000582499,0.000380375,0.000788707,0.00025038,0.000169713,0.000387273,0.0,0.000679217,0.002151659,0.000530325,0.0,0.000124349,0.000717688,5.14e-05,0.001616928,0.000695817,0.001187665,0.000180709,0.000528669,0.0,0.001592789,0.001089096,0.0,0.000138933,0.001712872,0.000488487,0.0,0.002375847,0.000135909,0.003025081,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279227,0.000932204,0.491462113,0.0,0.0,0.025686458,0.05148966,0.045647693,0.013342228,0.00933956,0.0,0.248756219,0.31840796,0.15920398,0.215959906,0.00066553,0.00074422,0.000471729,0.001011641,0.000993609,0.000249853,7.85e-05,0.000668835,0.000643519,6.85e-05,0.000738858,0.006013892,0.005591829,0.000265176,0.000245834,0.000370954,0.00026976,0.005551058,0.000126174,0.00054009,0.0,0.000284005,0.00022062,0.000387876,0.001786788,0.0,0.000436714,2.92e-05,1.23e-05,0.000967472,0.001033329,0.000288401,0.000285881,0.0,0.000674883,0.000351431,0.0,0.001739635,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279117,0.001477725,0.546246887,0.0,0.0,0.179507916,0.180974754,0.186550216,0.170731707,0.1305092,0.11724433,0.0,0.0,0.0,0.216424063,0.004705943,0.003765457,0.002926196,0.004688279,0.002568182,0.000469111,0.000434625,0.045114688,0.034772595,0.009752095,0.004898352,0.013578311,0.008833934,0.002344156,0.000127969,0.00037675,0.00023604,0.004536229,0.000770844,0.00392745,0.000714702,0.001769273,0.000878418,0.007813595,0.00130573,0.00241676,0.002386868,0.003708653,0.000337399,0.00211192,0.000567511,0.000349577,0.002695828,0.00039794,0.0,0.001286141,0.004331418,0.009196506,0.004442879,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000278996,0.019502716,0.71469228,0.0,0.0,0.00423176,0.003296137,0.01066278,0.0,0.0,0.0,0.0,0.0,0.0,0.317839728,0.0,0.000438646,0.001850064,0.003548295,0.002209831,0.000247303,0.000698217,0.001267267,0.000920119,0.000245563,0.000840108,0.001684965,0.001405982,0.0,0.000316554,0.000765093,0.000375737,0.001475106,0.001109937,0.00210268,0.00080404,0.00064093,0.0,0.000532745,0.000549781,0.001753877,0.001746856,0.005778166,9.85e-05,0.001168045,0.000662643,0.000426047,0.000430157,0.000432543,0.000414571,0.001188521,4.57e-05,0.003923239,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000278970,0.001031153,0.673425827,0.0,0.0,0.014838886,0.014296184,0.097721963,0.0,0.0,0.0,0.0,0.0,0.0,0.219911752,0.016196001,0.021907667,0.01852275,0.034743088,0.008480972,0.001667385,0.000975894,0.021198553,0.015828305,0.001461958,0.0,0.0,0.0,0.007566356,0.000604483,0.005888899,0.003367182,0.017390726,0.003329811,0.0,0.001715527,0.0,0.001532156,0.010982027,0.037694356,0.022551822,0.017250207,0.004221382,0.000354833,0.018464552,0.006554258,0.001570912,0.011325685,0.002872088,0.00752334,0.001376439,0.0,0.021292404,0.000760171,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000278948,0.001159396,0.554962647,0.0,0.0,0.124476732,0.171834416,0.142661133,0.125,0.152597403,0.106060606,0.029850746,0.164179105,0.0,0.218891438,0.000334912,0.001606727,0.000751819,0.001079587,0.001384538,0.000379878,0.000561391,0.003872203,0.004273191,0.001781761,0.000949569,0.002366121,0.001239062,0.000325283,0.009861996,0.022390568,0.013213419,0.002650755,0.000364722,0.001206026,0.000376667,0.000825149,0.000163773,0.001112222,0.001623572,0.00487495,0.007092839,0.000674784,0.00088093,0.005639652,0.001666448,0.001540324,0.000235117,0.004769512,0.003551171,0.00241609,0.001978443,0.013926138,0.002144531,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278291,0.002827858,0.442191391,0.0,0.0,0.051990932,0.105725459,0.132992239,0.030605305,0.036272954,0.030832011,0.094527363,0.845771144,0.527363184,0.216389701,0.000145987,0.00053229,8.84e-05,6.04e-05,0.000466942,0.000130025,5.23e-05,0.001943142,0.001896687,0.000211299,9.85e-05,0.001084472,0.000802501,0.0,6.9e-05,0.000701335,0.000342017,0.00129765,1.77e-05,0.000230718,3.14e-05,0.000199571,1.89e-05,0.004135785,0.000996478,0.000759553,0.000745426,0.000273633,0.0,0.000955673,0.00152539,0.00030151,0.001784751,0.00096313,0.001433323,0.000334348,0.000500329,0.009114961,0.000927365,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
ENSG00000277287,0.003651999,0.608146567,0.0,0.0,0.039861194,0.047525277,0.102328282,0.010216664,0.008983618,0.008983618,0.0,0.0,0.0,0.216091255,0.0,7.39e-05,0.0,0.0,0.000836152,0.000101981,0.000146887,0.000696997,0.000366919,0.000142769,0.000177873,0.000224065,8.35e-05,0.0,0.000134704,0.000144904,9.15e-05,0.000366004,0.0,0.0,0.0,0.0,4.06e-06,9.81e-05,0.000163216,0.000276201,0.0,6.11e-05,2.46e-05,0.000188775,2.62e-05,5.68e-05,6.68e-05,0.0,2.89e-05,0.000563754,0.0,0.000851696,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
ENSG00000277147,0.047600975,0.367484881,0.0,0.0,0.677311546,0.177824427,0.83204436,0.420928588,0.056445911,0.512491162,0.0,0.0,0.0,0.222268007,0.000863042,0.002360804,0.00973679,0.009708738,0.007014991,0.002256323,0.001034247,0.0,0.0,3.62e-05,0.0,0.000609456,0.000609901,0.000947562,0.001232539,0.005158583,0.003232302,0.001669199,0.00300649,0.0,0.000539648,0.001523647,0.000307243,0.01085585,0.002319388,0.001505296,0.00488668,0.003692713,0.000325093,0.003551329,0.000121375,5.03e-05,0.008624513,0.002237691,0.002429579,0.0,0.0,0.008607567,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
ENSG00000276855,0.00040491,0.223763785,0.0,0.0,0.268484761,0.331735849,0.228020216,0.039187228,0.0,0.033381713,0.0,0.0,0.0,0.226984119,0.0,0.006234691,0.0,0.0,0.00209581,0.000619533,0.000124754,0.000689956,0.000649164,0.0,0.0,0.0,0.0,0.000152034,0.000223945,0.001889548,0.000578057,0.015300068,0.0,0.0,0.0,0.0,0.0,0.009566046,0.001932824,0.0,0.000105414,0.00117423,0.0,0.000672511,0.006022832,0.0,0.003815305,0.0,0.0001639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276853,0.000382776,0.200640342,0.0,0.0,0.064341985,0.105169466,0.124958443,0.053435115,0.0,0.0,0.0,0.0,0.0,0.216417135,8.59e-05,0.000340074,0.001562604,0.000279334,0.0,3.82e-05,8.05e-06,0.0,0.0,0.0,0.000186083,0.000224065,0.0,0.000296997,0.0,7.54e-05,0.000260126,9.43e-05,0.000354864,0.000167795,0.0,0.000721526,0.000198964,0.0,0.00025771,0.0,0.0,0.00092185,0.0,0.0,0.0,2.84e-05,0.000350003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000276698,0.000384078,0.458377801,0.0,0.0,0.083929985,0.172420091,0.125125959,0.085235921,0.105022831,0.0,0.154228856,0.0,0.0,0.220116535,0.0,0.000394289,0.002749298,0.0,0.000803575,0.000232006,9.26e-05,0.000781481,0.000237086,0.0,0.002227519,0.005449249,0.003261365,0.001138489,3.37e-05,0.0,9.15e-05,0.001447379,0.000532297,0.00054009,0.000864403,0.00133559,0.001093624,0.002771209,0.000206168,0.000662883,0.0,0.001123754,4.82e-05,0.0,0.000268994,0.000644533,0.000451531,0.000743975,0.000401716,0.0,0.0,0.0,0.000963032,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275496,0.024922126,0.331020989,0.0,0.0,0.005076923,0.003956044,0.011909917,0.0,0.0,0.0,0.0,0.0,0.0,0.245107855,0.0,0.00977836,0.0080194,0.0,0.010093551,0.002952342,0.001708318,0.011658852,0.01007615,0.0,0.001001563,0.011723056,0.005919249,0.020001344,0.000575858,0.004706482,0.002707233,0.007397713,0.00146283,0.002831539,0.0,0.0,0.0,0.0,0.0,0.002043888,0.001641443,0.000911223,0.0,0.016954352,0.002056817,0.000795288,0.0,0.003541089,0.002770234,0.002767521,0.0,0.0,0.011311173,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000275092,0.000425741,0.456065457,0.0,0.0,0.021621359,0.070837725,0.045553263,0.0110957,0.0,0.0,0.0,0.0,0.0,0.216244773,0.000695586,0.000216859,0.001039279,0.001253227,0.000662406,0.000183565,0.000211276,0.000704037,0.000620939,0.000599631,0.000503518,0.0,0.0001926,0.000530352,0.0,0.0,3.85e-05,0.000171911,0.001017278,0.000314615,0.000346486,0.000284005,0.000598245,0.000359837,0.000936346,0.003134883,0.0,0.0,8.82e-05,0.000566325,0.00016074,0.000137646,0.000128246,0.001084242,0.0,2.68e-05,0.000686165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000274227,0.000363898,0.369085735,0.0,0.0,0.04978115,0.124723642,0.063489761,0.030351438,0.0,0.0,0.039800995,0.0,0.0,0.217643064,0.0,0.000749149,0.001422559,0.000671911,0.000586392,6.12e-05,0.000116705,0.000457624,0.000146767,0.000687196,0.0,0.001200986,0.0,0.000657637,0.000601115,0.0,0.000462446,0.000499096,0.000619041,0.0,0.00016781,0.000782932,0.000565761,0.0,0.000635684,0.0,0.0,0.003304845,0.0,0.000436542,4.92e-05,0.000753775,8.55e-05,0.0,0.000157473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273925,0.000298149,0.362860192,0.0,0.0,0.055327619,0.111782857,0.09252235,0.022857143,0.0,0.0,0.0,0.0,0.0,0.220571271,0.0,0.000133072,0.000353797,0.000279334,0.000320344,8.67e-05,9.66e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038379,0.0,0.0,0.0,0.000552402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000177259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273432,0.043728945,0.548025614,0.021921637,0.0954585,0.573288889,0.334711111,0.501510666,0.327527818,0.292694727,0.346879536,0.383084577,0.199004975,0.288557214,0.241640394,0.000283387,0.000345003,0.000508583,0.000422776,0.00024433,0.000112179,0.000195179,0.000302736,0.000254021,0.000458765,0.000714229,0.000860408,0.000436561,0.0,0.000242467,0.000144904,0.000375737,0.001103557,0.000270091,0.000251692,0.000327169,0.00021876,0.000263932,0.000387876,0.000618504,0.002637721,0.0,0.000866061,0.000430722,0.000743301,0.000305078,0.00197948,0.000109543,0.000536354,3.86e-05,0.0,0.000683306,0.0,6.69e-05,0.000301328,0.0,0.000608371,0.000672606,0.605405162,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
