ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000280594,0.013923165,0.371575952,0.0,0.0,0.07104,0.09882,0.356737961,0.092427184,0.088932039,0.035728155,0.427860697,0.537313433,0.567164179,0.216274147,0.0,0.000162644,0.001216177,0.001026741,0.000711272,0.000130025,0.000237434,0.0,0.000304825,0.000279828,0.0,0.000331616,0.00017976,0.000813206,0.0,0.0,0.000428726,0.001397771,0.001819526,0.00119278,0.001128343,0.001306123,4.67e-05,0.000249119,0.000483352,0.001024019,2.66e-05,0.000201004,0.001934943,1.34e-05,0.001401441,0.000331014,0.0,0.003939732,0.0,0.000786922,0.002121406,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280441,0.019472771,0.711846318,0.0,0.0,0.003834764,0.003015021,0.030484279,0.0,0.0,0.0,0.0,0.0,0.0,0.368563078,0.0,0.000438646,0.001850064,0.003548295,0.002209831,0.000247303,0.000698217,0.001267267,0.000920119,0.000245563,0.000840108,0.001684965,0.001405982,0.0,0.000316554,0.000765093,0.000375737,0.001109937,0.00210268,0.00080404,0.00064093,0.0,0.000532745,0.000549781,0.001753877,0.001746856,0.005778166,9.85e-05,0.001168045,0.000430157,0.000432543,0.000414571,0.001188521,4.57e-05,0.003923239,0.0,0.003501597,0.000651808,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000280310,0.000637961,0.542333689,0.0,0.0,0.100831901,0.116660936,0.119570075,0.090735435,0.087870105,0.071633238,0.791044776,0.746268657,0.880597015,0.226537974,0.000141694,0.000108429,0.000412763,0.000490722,0.001210792,0.000244754,0.000195179,0.0,0.0,0.0,0.000495308,0.000788707,0.000590641,3.54e-05,0.0,0.0,0.0,0.000136031,0.000450949,5.55e-05,0.0,0.0,0.0,5.15e-05,5.52e-05,0.0,0.0,0.0,0.0,0.0,2.31e-05,0.0,0.0,0.000200132,0.0,0.000222924,0.000127796,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280206,0.000529898,0.351832088,0.0,0.0,0.062951192,0.090178207,0.100663795,0.06015891,0.068104427,0.043132804,0.0,0.0,0.0,0.232012532,0.00321172,0.005046896,0.016797989,0.016503344,0.002682202,0.000456364,0.000108656,0.007441671,0.010256787,0.001694196,0.001833461,0.020371947,0.016531525,0.004875703,0.001025432,0.008352267,0.004648541,0.00166392,0.00677472,0.000496187,0.004716782,0.000668627,0.010145524,0.005265871,0.004046347,0.00168662,0.0025052,0.0,0.006512736,0.004157293,0.003546856,0.006790609,0.001386201,0.003136347,0.009241809,0.0,0.011910543,0.002353753,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280194,0.001449733,0.610814657,0.0,0.0,0.096613339,0.119309067,0.092531786,0.088927637,0.078901482,0.019180471,0.462686567,0.348258707,0.0,0.215518472,8.16e-05,9.86e-06,0.000294831,0.000241586,0.0,6.37e-05,1.41e-05,0.0,0.0,0.0,0.0,2.69e-05,0.0,6.72e-05,0.0,0.0,0.0,0.000112374,0.0,0.0,0.0,2.3e-05,0.00011683,4.3e-05,0.0,0.0,3.72e-05,7.18e-06,0.000165178,0.000141604,0.0,6.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280187,0.001969866,0.451796514,0.0,0.0,0.053271581,0.09090915,0.209182428,0.022631749,0.0,0.0,0.074626866,0.0,0.0,0.215975147,0.000661237,0.001015293,0.000390651,0.000475622,0.000298626,9.18e-05,3.02e-05,0.000443543,0.000530621,5.14e-05,9.3e-05,0.000779745,0.000622741,0.000608137,0.000161644,0.000457897,0.000399823,3.15e-05,0.0,0.000171432,0.0,6.77e-05,0.001831896,0.001503307,0.000718123,0.000361419,0.000191277,0.0,0.000861286,0.000977872,0.001251492,0.001234072,0.0,0.0,0.002536967,0.000376742,0.00084345,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280132,0.001195851,0.574350765,0.0,0.0,0.123596639,0.092804622,0.125027197,0.058823529,0.047268908,0.034663866,0.771144279,0.771144279,0.686567164,0.216093749,0.0,0.000251359,0.0,1.51e-05,4.89e-05,1.78e-05,2.41e-05,0.000450584,0.00086367,8.38e-05,0.0,0.000161326,0.00016692,2.12e-05,1.52e-05,0.000121719,6.26e-05,0.0,0.0,5.19e-05,9.21e-05,5.41e-06,0.00011683,0.00051542,0.0,0.001114374,6.64e-05,0.0,0.001993936,8.02e-06,0.0,0.001908955,0.0,0.0,0.0,0.000374513,3.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280079,0.000990792,0.320526503,0.0,0.0,0.157606042,0.060313405,0.173062144,0.099433606,0.0,0.0,0.621890547,0.0,0.0,0.221520368,0.0,0.0,0.00114984,0.000596415,0.0,0.00375799,0.002931708,0.001633366,0.001800724,0.000559656,0.0,0.0,0.0,0.0,8.08e-05,0.0,0.0,0.000100545,0.0,0.0,0.0,0.0,0.00178049,0.0,0.0,0.000105414,0.001519591,0.0,0.000342155,0.000603823,0.0,0.0,0.00039292,0.007399148,0.0,0.012191724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279879,0.002223097,0.479188901,0.0,0.0,0.043759047,0.099303274,0.123369395,0.009190121,0.01579552,0.0,0.248756219,0.203980099,0.28358209,0.225218937,0.0,0.0,3.69e-05,0.0,0.0,2.55e-05,2.21e-05,0.0,0.0,1.52e-05,2.74e-05,7.17e-05,5.14e-05,7.07e-06,1.85e-05,0.0,2.41e-05,3.75e-05,0.0,7.24e-05,3.84e-05,0.0,7.94e-05,0.000137445,0.0,0.0,1.59e-05,3.08e-06,0.000247767,4.01e-05,5.77e-05,0.0,0.0,0.0,0.0,6.69e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000279817,0.000366502,0.485592316,0.0,0.0,0.009131746,0.030815873,0.251671978,0.0,0.0,0.0,0.0,0.0,0.0,0.216349243,0.0,2.46e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77e-05,0.0,0.0,0.0,0.0,7.48e-05,0.0,0.0,0.0,4.52e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279778,0.001965309,0.29473497,0.0,0.0,0.280198315,0.271115036,0.231320612,0.293907972,0.255022683,0.23331173,0.0,0.0,0.0,0.342410673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51e-05,0.0,0.0,9.44e-05,0.0,0.0,0.0,0.000190359,0.0,0.000135909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
ENSG00000279722,0.001477074,0.258271078,0.0,0.0,0.03381036,0.172114298,0.203050279,0.012414384,0.065924658,0.047945205,0.0,0.069651741,0.0,0.231457483,0.0,0.00060129,0.000803414,0.000234036,0.000336633,7.14e-05,2.01e-05,0.000528028,0.00026531,0.000205588,0.000336591,0.000752857,0.00020544,0.0,0.0,0.0,0.000149331,0.000285863,0.00013109,0.0,0.000521955,0.00010828,0.00048134,0.000223349,0.0,0.0,0.000425061,0.0,0.000401147,6.95e-05,0.000669,0.000253885,0.0,0.000240158,0.000217454,0.0,0.000115016,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000279673,0.001026596,0.429206688,0.0,0.0,0.140065693,0.099479319,0.150677811,0.126520681,0.082116788,0.106447689,0.39800995,0.248756219,0.567164179,0.216005074,0.002902571,0.000276002,0.003486375,0.003638889,0.001656016,0.000652677,0.000225361,0.001415114,0.001710405,0.000258888,0.0,0.0,0.0,0.00345436,4.21e-05,0.000197069,0.0,0.001021221,0.000398513,0.000108654,0.0,0.000798562,0.000168235,0.0005326,0.0,0.000406596,5.84e-05,0.0,0.000412945,0.000109543,0.0,0.00080986,0.002128111,0.000571804,0.004022905,0.001246146,3.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279561,0.002613035,0.377801494,0.0,0.0,0.076740995,0.084490811,0.105630188,0.0,0.0,0.0,0.0,0.0,0.0,0.235527655,3.86e-05,0.00095615,0.01489633,0.003314258,8.69e-05,2.04e-05,1.01e-05,0.000288655,0.000107253,0.000104697,0.000675918,0.001613265,0.000937321,3.54e-05,4.88e-05,4.06e-05,0.000154149,0.00424063,3.15e-05,0.0,0.000241788,1.49e-05,0.005346144,0.000541191,0.001146235,9.79e-05,0.001981845,1.54e-05,0.000141581,0.000975201,0.000916992,0.000376006,0.00207442,0.00654716,0.001041969,0.004917708,0.000549521,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279496,0.000706965,0.607612949,0.0,0.0,0.037751951,0.056835212,0.059583098,0.033824805,0.050303556,0.032957502,0.0,0.0,0.0,0.222422079,0.0,0.000300645,0.0,0.0,0.00493547,0.00058129,0.000720351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000285065,0.000343613,0.000731933,0.0,0.000162054,0.0,0.0,0.000146948,0.0,0.0001639,2.68e-05,0.0,0.001413453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000279415,0.000592392,0.455176094,0.0,0.0,0.017794268,0.036444217,0.066611105,0.0,0.0,0.0,0.0,0.0,0.0,0.283252967,0.0,4.93e-05,0.0,0.001472165,0.000434365,3.57e-05,8.65e-05,0.000112646,0.0,0.0,0.0,0.0,0.0,0.0,0.000239099,0.000475285,0.000486531,0.000354864,0.0,0.0,0.0,0.0,0.000457974,8.59e-05,0.0,0.00050448,6.64e-05,0.0,0.001651781,0.000117558,0.0,0.0,3.66e-05,0.0,0.001866483,0.000341074,0.001009585,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
ENSG00000279369,0.001143121,0.678050516,0.0,0.0,0.027371366,0.047289632,0.061063191,0.020844761,0.014262205,0.0,0.0,0.0,0.0,0.216038882,0.0,0.000103501,0.002152265,0.004514639,0.001118489,0.000288096,0.000235422,0.003583548,0.002658749,0.000327418,6.84e-05,0.000116514,5.78e-05,1.41e-05,5.05e-06,0.0,9.63e-06,0.001064593,0.0,0.0,0.0,0.0,0.0,0.000386565,0.0,0.00135532,0.0,2.97e-05,0.001085456,4.54e-05,0.000201854,0.000208892,0.0,0.002884753,0.0,0.005133944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279227,0.000932204,0.491462113,0.0,0.0,0.025686458,0.05148966,0.045647693,0.013342228,0.00933956,0.0,0.248756219,0.31840796,0.15920398,0.215959906,0.00066553,0.00074422,0.000471729,0.001011641,0.000993609,0.000249853,7.85e-05,0.000668835,0.000643519,6.85e-05,0.000738858,0.006013892,0.005591829,0.000265176,0.000245834,0.000370954,0.00026976,0.000126174,0.00054009,0.0,0.000284005,0.00022062,0.000387876,0.001786788,0.0,0.000436714,2.92e-05,1.23e-05,0.000967472,0.000285881,0.0,0.000674883,0.000351431,0.0,0.001739635,0.0,0.001929712,0.00036021,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279117,0.001477725,0.546246887,0.0,0.0,0.179507916,0.180974754,0.186550216,0.170731707,0.1305092,0.11724433,0.0,0.0,0.0,0.216424063,0.004705943,0.003765457,0.002926196,0.004688279,0.002568182,0.000469111,0.000434625,0.045114688,0.034772595,0.009752095,0.004898352,0.013578311,0.008833934,0.002344156,0.000127969,0.00037675,0.00023604,0.000770844,0.00392745,0.000714702,0.001769273,0.000878418,0.007813595,0.00130573,0.00241676,0.002386868,0.003708653,0.000337399,0.00211192,0.002695828,0.00039794,0.0,0.001286141,0.004331418,0.009196506,0.004442879,0.000984026,0.000121976,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000278996,0.019502716,0.71469228,0.0,0.0,0.00423176,0.003296137,0.01066278,0.0,0.0,0.0,0.0,0.0,0.0,0.317839728,0.0,0.000438646,0.001850064,0.003548295,0.002209831,0.000247303,0.000698217,0.001267267,0.000920119,0.000245563,0.000840108,0.001684965,0.001405982,0.0,0.000316554,0.000765093,0.000375737,0.001109937,0.00210268,0.00080404,0.00064093,0.0,0.000532745,0.000549781,0.001753877,0.001746856,0.005778166,9.85e-05,0.001168045,0.000430157,0.000432543,0.000414571,0.001188521,4.57e-05,0.003923239,0.0,0.003501597,0.000651808,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000278993,0.001145725,0.583244397,0.0,0.0,0.102367816,0.117334975,0.113849002,0.097427477,0.073891626,0.075533662,0.069651741,0.0,0.0,0.215937183,0.0,0.0,0.000184269,0.000218937,1.63e-05,1.53e-05,4.02e-06,0.000211211,0.000118543,5.71e-06,0.0,0.0,9.63e-05,0.0,8.25e-05,0.000214458,0.000163783,7.89e-05,0.0,0.000616914,0.0,3.11e-05,0.000196275,0.000300661,0.0,0.000263534,0.000111578,0.0,0.000330356,0.000136261,0.0,8.68e-05,0.0,0.0,0.0,0.0,1.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
