ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000280132,0.001195851,0.574350765,0.0,0.0,0.123596639,0.092804622,0.125027197,0.058823529,0.047268908,0.034663866,0.771144279,0.771144279,0.686567164,0.216093749,0.0,0.000251359,0.0,1.51e-05,4.89e-05,1.78e-05,2.41e-05,0.000450584,0.00086367,8.38e-05,0.0,0.000161326,0.00016692,2.12e-05,0.002029657,0.0,0.0,5.19e-05,9.21e-05,5.41e-06,0.00011683,0.00051542,0.0,0.001114374,6.64e-05,0.0,0.001993936,0.000738092,0.000115797,8.02e-06,0.0,0.001908955,0.0,0.0,0.0,0.000374513,3.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280088,0.001094949,0.32906439,0.0,0.0,0.100037736,0.164193253,0.107441579,0.055460263,0.044025157,0.0,0.0,0.0,0.0,0.246090759,0.0,0.003504241,0.004282418,0.00327651,0.005777051,0.000981564,0.000370236,0.004041172,0.002235381,0.000569174,0.000459734,0.005081784,0.003004565,0.001559235,0.002467753,0.000461324,0.003843552,0.0,0.004774351,0.000221973,0.0024067,0.00262864,0.00479209,0.000903546,0.001163603,0.0,0.00369291,0.001325285,0.0,0.000865657,0.0,0.001311201,0.000863935,0.000640421,0.0,0.0,0.003884984,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279673,0.001026596,0.429206688,0.0,0.0,0.140065693,0.099479319,0.150677811,0.126520681,0.082116788,0.106447689,0.39800995,0.248756219,0.567164179,0.216005074,0.002902571,0.000276002,0.003486375,0.003638889,0.001656016,0.000652677,0.000225361,0.001415114,0.001710405,0.000258888,0.0,0.0,0.0,0.00345436,0.002018566,0.001021221,0.000398513,0.000108654,0.0,0.000798562,0.000168235,0.0005326,0.0,0.000406596,5.84e-05,0.0,0.000412945,0.003874163,0.00129999,0.000109543,0.0,0.00080986,0.002128111,0.000571804,0.004022905,0.001246146,3.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279423,0.000392541,0.431696905,0.0,0.0,0.156797015,0.192759701,0.170474083,0.152238806,0.168656716,0.155223881,0.0,0.0,0.0,0.21631793,0.039073067,0.030902379,0.0,0.0708149,0.086226836,0.008974303,0.004790937,0.176692153,0.064092215,0.014341653,0.026089883,0.116155053,0.141188857,0.009107912,0.039001586,0.006285043,0.0,0.005563088,0.018702098,0.004076727,0.014711243,0.094914526,0.0,0.0,0.011388965,0.0,0.060089432,0.024137252,0.019362197,0.008811538,0.005034805,0.005077692,0.002150076,0.0,0.015792621,0.003071895,0.012690096,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000278970,0.001031153,0.673425827,0.0,0.0,0.014838886,0.014296184,0.097721963,0.0,0.0,0.0,0.0,0.0,0.0,0.219911752,0.016196001,0.021907667,0.01852275,0.034743088,0.008480972,0.001667385,0.000975894,0.021198553,0.015828305,0.001461958,0.0,0.0,0.0,0.007566356,0.017390726,0.003329811,0.0,0.001715527,0.0,0.001532156,0.010982027,0.037694356,0.022551822,0.017250207,0.004221382,0.000354833,0.018464552,0.006554258,0.001570912,0.011325685,0.002872088,0.00752334,0.001376439,0.0,0.021292404,0.000760171,0.030172524,0.007669232,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000278903,0.027285185,0.315012451,0.0,0.0,0.15724086,0.019531183,0.052373324,0.044450986,0.0,0.0,0.0,0.0,0.0,0.239351477,0.004439731,0.0,0.003537971,0.009014178,0.002703921,0.000922926,0.000935651,0.001386953,0.001998295,0.0,0.001091867,0.0,0.002670724,0.003320004,0.001109102,0.002030613,0.0,0.003388799,0.004221693,0.003006112,0.001229052,0.001795378,0.001173855,0.000579776,0.000844808,0.0,0.00158099,0.000465818,0.000729742,0.000280537,0.0,0.001160156,0.002474662,0.010100923,0.0,0.005838384,0.004408946,0.00146371,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000278834,0.000879474,0.524546425,0.0,0.0,0.01377433,0.0367567,0.08672469,0.0,0.0,0.0,0.0,0.0,0.0,0.21600646,0.003396351,0.003844315,0.003361072,0.005888659,0.00308399,0.000616983,0.000257556,0.003316014,0.002404728,0.000226527,0.000328381,0.002115169,0.001823283,0.001771376,0.005063052,0.00088519,0.0,0.000726775,0.0,0.000431765,0.003888105,0.006683275,0.003811576,0.003011821,0.00043303,0.0,0.004471607,0.002529196,0.000321174,0.003331712,0.00182245,0.003753636,0.0,0.000874861,0.006804509,0.0,0.005226837,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000278730,0.001857247,0.399679829,0.0,0.0,0.034380479,0.054047945,0.067522681,0.023972603,0.0,0.011986301,0.512437811,0.0,0.323383085,0.238068464,0.001060555,0.015702549,0.002329164,0.002279968,0.003621516,0.000836242,0.000664011,0.024183669,0.017403232,0.006243778,0.007298271,0.019421914,0.01308398,0.000968776,0.031287779,0.00041598,0.007351515,0.001226584,0.00510441,0.000204378,0.043657062,0.009664118,0.012415241,0.007138017,0.019005518,0.0,0.017792041,0.007820496,0.005156261,0.017591014,0.002699071,0.002619189,0.004121995,0.00257026,0.019888011,0.004592238,0.005341853,0.00317709,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278727,0.002289497,0.3472074,0.0,0.0,0.088964007,0.174299107,0.193541443,0.067801339,0.128348214,0.078404018,0.0,0.0,0.0,0.216270267,0.0,0.0,0.0,0.0,2.71e-05,5.1e-06,2.01e-06,0.001126459,0.000920119,0.000302671,0.0,0.0,0.0,0.0,0.000205184,0.0,0.0,0.0,0.0,0.0,3.74e-05,0.0,0.0,0.0,0.0,0.0,9.44e-05,0.0,0.0,0.0,2.31e-05,7.39e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
ENSG00000278611,0.000608016,0.504446816,0.0,0.0,0.043411371,0.04977592,0.323957072,0.0,0.0,0.0,0.0,0.0,0.0,0.215977918,0.001764729,0.000207002,0.0,0.0,0.004734576,0.001371641,0.00031792,0.000675875,0.000479817,0.000123733,0.000982407,0.004346852,0.003704346,0.001018276,0.001208922,0.0,0.001074936,0.000572245,0.0,0.000384393,0.0,0.000412336,0.0,0.002048039,0.0,0.0,0.003374353,0.000980842,0.000745036,0.0,0.0,0.000453136,0.0,0.000474598,0.0,0.001192644,0.000242812,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278385,0.001091043,0.505869797,0.0,0.0,0.03675043,0.056142283,0.046217426,0.024096386,0.013769363,0.0,0.343283582,0.174129353,0.179104478,0.226458444,0.0,0.000147858,0.0,0.0,0.000130309,4.59e-05,6.24e-05,0.0,0.0,0.0,0.0,0.0,1.28e-05,0.0,4.99e-05,0.0,0.0,0.0,0.0,0.0,0.000827157,0.000283481,0.0,6.02e-05,0.000188621,0.0,5.9e-05,9.84e-06,8.74e-06,0.000665274,0.0,0.0,0.0,0.0,0.0,0.0,0.000792332,0.000287787,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000278291,0.002827858,0.442191391,0.0,0.0,0.051990932,0.105725459,0.132992239,0.030605305,0.036272954,0.030832011,0.094527363,0.845771144,0.527363184,0.216389701,0.000145987,0.00053229,8.84e-05,6.04e-05,0.000466942,0.000130025,5.23e-05,0.001943142,0.001896687,0.000211299,9.85e-05,0.001084472,0.000802501,0.0,0.00129765,1.77e-05,0.000230718,3.14e-05,0.000199571,1.89e-05,0.004135785,0.000996478,0.000759553,0.000745426,0.000273633,0.0,0.000955673,0.00152539,0.00030151,0.001784751,0.00096313,0.001433323,0.000334348,0.000500329,0.009114961,0.000927365,0.001444089,0.000181058,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
ENSG00000278238,0.000318329,0.427250089,0.0,0.0,0.011156475,0.075861511,0.035841646,0.010791367,0.037769784,0.0,0.179104478,0.0,0.0,0.215975701,0.001034792,0.001340582,0.003331589,0.002461157,0.00234014,0.000609335,0.000231398,0.0,0.002461177,0.000502548,0.00069781,0.004086937,0.003742866,0.001329416,0.002079567,0.000559897,0.002055488,0.001145697,0.002701883,0.0,0.007332255,0.002834808,0.0,0.0,0.00254505,3.69e-05,0.00309119,0.001417137,0.000364871,0.003895459,0.0,0.000925554,0.0,0.00406267,0.0,0.004449567,0.000460064,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277969,0.001450384,0.656172181,0.0,0.0,0.203095425,0.251496296,0.215374097,0.19956427,0.245751634,0.187363834,0.850746269,0.900497512,0.631840796,0.216168846,0.005281305,0.000813221,0.009316656,0.019425025,0.0,4.33e-05,3.22e-05,0.001098298,0.000756417,9.52e-05,0.001543391,0.006121443,0.00620173,0.002450226,0.001968657,0.004339203,0.0,0.001251936,0.0,0.000848641,0.000757059,0.00262005,0.002251039,0.001453204,0.000215187,5.03e-05,0.001710773,0.000852906,0.00029714,0.000694663,0.000495983,0.000623463,0.0,0.001269406,0.001803059,0.001868105,0.000715655,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
ENSG00000277147,0.047600975,0.367484881,0.0,0.0,0.677311546,0.177824427,0.83204436,0.420928588,0.056445911,0.512491162,0.0,0.0,0.0,0.222268007,0.000863042,0.002360804,0.00973679,0.009708738,0.007014991,0.002256323,0.001034247,0.0,0.0,3.62e-05,0.0,0.000609456,0.000609901,0.000947562,0.001669199,0.00300649,0.0,0.000539648,0.001523647,0.000307243,0.01085585,0.002319388,0.001505296,0.00488668,0.003692713,0.000325093,0.003551329,0.000121375,5.03e-05,0.008624513,0.002237691,0.002429579,0.0,0.0,0.008607567,0.0,0.004408946,0.000404045,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
ENSG00000277013,0.001283733,0.637139808,0.0,0.0,0.017148602,0.020967141,0.064469732,0.005885238,0.0,0.0,0.0,0.0,0.0,0.241051539,0.0,4.44e-05,0.0,0.0,0.002698491,0.000678172,0.000350115,0.000450584,0.000429013,0.000165612,0.0,0.0,0.0,0.0,5.55e-05,0.0,0.0,0.0,0.0,0.0,0.00059817,2.58e-05,0.0,0.0,0.000177994,0.0,0.0,0.0,0.0,0.000595807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000276855,0.00040491,0.223763785,0.0,0.0,0.268484761,0.331735849,0.228020216,0.039187228,0.0,0.033381713,0.0,0.0,0.0,0.226984119,0.0,0.006234691,0.0,0.0,0.00209581,0.000619533,0.000124754,0.000689956,0.000649164,0.0,0.0,0.0,0.0,0.000152034,0.015300068,0.0,0.0,0.0,0.0,0.0,0.009566046,0.001932824,0.0,0.000105414,0.00117423,0.0,0.000672511,0.006022832,0.0,0.003815305,0.0,0.0001639,0.0,0.0,0.0,0.0,0.008089457,0.001467522,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276850,0.054499412,0.436499466,0.0,0.0,0.155670588,0.173182353,0.161734908,0.022339561,0.023558083,0.0,0.129353234,0.0,0.0,0.21691981,0.0,0.028906292,2.21e-05,0.0,0.0,2.55e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000216275,0.0,0.009994284,0.0,0.0,0.0,0.005977027,0.021870973,0.031114057,0.0,0.000300199,0.0,0.001970339,0.0,0.0,0.000339316,0.0,0.0,0.0,0.0,0.0,0.0,5.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
ENSG00000276529,0.000244118,0.617573817,0.0,0.0,0.103368778,0.053717195,0.088652127,0.0,0.0,0.0,0.0,0.0,0.0,0.216459255,0.00227139,0.000872364,0.001393076,0.0,0.00210124,0.000407923,0.000867238,0.000999732,0.0,0.000479705,0.000659499,0.002384047,0.000603481,0.001704198,0.00168029,0.000575669,0.0,0.00150667,0.0,0.001016475,0.0,0.003539215,0.0,0.0,0.002499887,0.000404059,0.00437722,0.000587193,0.0,0.001942386,0.000472914,0.000356724,0.0,0.0,0.000208394,0.0,0.001571885,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276509,0.001258996,0.431519032,0.0,0.0,0.202729551,0.190465753,0.244000939,0.066466767,0.035982009,0.097451274,0.0,0.0,0.0,0.217827341,3.01e-05,5.42e-05,2.21e-05,6.04e-05,0.0,2.29e-05,1.01e-05,0.0,1.13e-05,5.71e-06,0.0,0.0,1.28e-05,5.3e-05,0.000116456,0.0,7.87e-05,0.0,8.44e-05,0.0,0.000243007,8.59e-05,0.0,0.000150591,0.000143458,0.0,0.0,2.62e-05,1.75e-05,0.000162979,0.000299897,0.000465991,1.46e-05,0.0,0.0,0.0,7.67e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
ENSG00000276170,0.001290894,0.635183209,0.0,0.0,0.011309524,0.026865079,0.012136553,0.113344051,0.073954984,0.147909968,0.0,0.0,0.0,0.224929358,0.0,0.00021193,0.0,0.0,0.01651672,0.003959401,0.001631856,0.013763922,0.012311531,0.000921338,0.0,0.000143401,0.00026322,0.0,0.002501026,0.0,0.0,0.008087483,0.0,0.0,0.0,0.001348681,0.000939084,0.024207514,0.0,0.0,0.056774072,0.002539037,0.000578987,0.0,0.014025941,0.018520721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
