ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000259939,0.000630149,0.460156528,0.003722748,0.0,0.002277108,0.010903614,0.064861321,0.0,0.0,0.0,0.0,0.0,0.0,0.220299427,0.0,0.000808292,0.0,0.00010708,0.000283714,0.0,9.6e-05,0.0,0.00609968,0.004875644,0.0,0.0,0.0,0.0,0.000231223,0.000438095,0.0,0.000624157,0.000234112,0.00116942,0.000359837,0.0,0.0,0.0,0.001280495,0.0,0.0,0.0,0.0,0.0,0.000311431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006651624,0.000775264,0.013390927,0.02141471,0.606774461,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269974,0.000432902,0.149946638,0.007259905,0.074348237,0.04404918,0.071831967,0.063376043,0.0,0.0,0.0,0.0,0.0,0.0,0.222683115,0.0,0.001015293,0.0,0.00020906,0.000112681,0.0,0.0,0.001233527,0.000276387,0.0,2.57e-05,0.001534485,0.00011955,0.0,0.0,0.0,0.0,0.000789553,0.0,0.0,0.002729151,0.000326432,0.0,5.27e-05,0.003392514,0.0,0.000401147,0.000124656,0.00031025,0.0,0.003039338,0.000218534,0.0,0.005923893,0.0,0.000942969,0.001763578,0.003142784,0.00022234,0.0,0.000227739,0.000129961,0.840984489,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000237037,0.030429419,0.488260406,0.071889431,0.225635313,0.002525874,0.048114685,0.090035468,0.052063247,0.033359044,0.005206325,0.089552239,0.0,0.154228856,0.215948821,0.00139976,0.000660434,0.001053335,0.00042577,0.0003642,0.001239105,0.001287038,0.000612956,0.001401093,0.002025543,0.001495862,0.000608137,0.000298032,0.000486877,0.000443177,0.001963111,0.001940129,0.000976679,0.000725364,0.000477784,0.000929967,0.001992956,0.006242146,0.002605226,0.001803851,0.0001928,0.003303562,0.000501903,0.0,0.0011836,0.002364571,0.001034821,0.0,0.003033422,0.0,0.003803087,0.001482428,0.0,0.002096776,0.001883011,0.004066973,0.004012211,0.624193979,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000271936,0.000677019,0.572927784,0.011353836,0.0,0.085271906,0.109440831,0.160529532,0.083107498,0.085817525,0.083107498,0.0,0.0,0.0,0.242060491,0.002537602,0.001335653,0.002383577,0.000558344,0.000794801,0.001682648,0.001670891,0.001420079,0.001111023,0.00135335,0.000558541,0.001725412,0.000341811,0.00049847,0.0,0.001464015,0.003717706,0.002532847,0.00252534,0.001422523,0.001364575,0.004810583,0.015978235,0.001242376,0.001482399,0.000509688,0.002902415,0.000469099,0.0,0.000526341,0.004406176,0.001050889,0.0,0.001824056,0.003008118,0.00079361,0.002952077,0.002033566,0.000278571,0.0,0.000301405,0.000312124,0.827322329,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263033,0.018699407,0.561366062,0.005829758,0.215618869,0.151929724,0.116026498,0.143948839,0.13973384,0.066539924,0.019961977,0.0,0.0,0.0,0.21982474,3.43e-05,0.0,1.63e-05,5.1e-06,8.05e-06,0.0,0.0,0.0,2.19e-05,0.0,5.78e-05,0.0,1.85e-05,0.0,1.45e-05,0.0,0.0,0.0,0.0,0.0,3.74e-05,0.0,0.000441922,0.0,0.000151428,6.87e-05,5.9e-05,0.0,5.03e-05,2.14e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08e-05,0.0,6.55e-05,1.89e-05,0.778709425,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000227051,0.035601457,0.475631448,0.0,0.0,0.041667459,0.051155635,0.074116791,0.041698066,0.032529515,0.034162271,0.129353234,0.154228856,0.0,0.246596482,0.0,0.002557948,0.011233759,0.002386349,0.002607751,0.003675073,0.001608797,0.000553945,1.64e-05,0.000143401,3.85e-05,0.0,0.000207107,0.0,0.000847817,0.021189401,0.0,0.0,0.0,0.0,0.00751451,0.002920711,0.004515888,0.015932535,0.00138676,0.00186954,0.017709452,0.002775226,0.001931413,0.001325204,0.005271262,0.002789517,0.000510063,0.014675358,0.0,0.016494161,1.28e-05,0.0,0.008308122,0.003376377,0.00800901,0.007241293,0.855262164,1,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000242539,0.00140807,0.30416222,0.020447821,0.142936932,0.057711136,0.09501323,0.15713804,0.022692109,0.055698814,0.0,0.019900498,0.0,0.0,0.230879989,0.0,0.000123215,0.000162887,3.06e-05,4.23e-05,0.0,6.77e-05,0.0,0.000396794,0.000215102,5.78e-05,0.000123749,0.000188585,4.06e-05,4.34e-05,0.0,0.000136333,0.000177468,0.0,0.000219266,0.0,0.000128855,0.0,0.0,0.000302856,0.0,9.44e-05,4.59e-05,0.000235964,1.07e-05,0.000478681,0.0,0.0,0.0,0.0,0.0,0.000447284,0.0,0.012393193,0.014127149,0.026135609,0.036835601,0.584112164,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000267575,0.081589303,0.400924938,0.055382701,0.115063793,0.000572222,0.001477778,0.019214787,0.099941555,0.0,0.150399377,0.0,0.0,0.0,0.572437168,0.014001898,0.015051972,0.007883721,0.001759167,0.002293855,0.00515355,0.004036105,0.001414368,0.003007424,0.007698857,0.008262553,0.007987102,0.001661907,0.007094501,0.00497129,0.011262935,0.01899753,0.004734902,0.00669714,0.004894238,0.005818138,0.023494545,0.028503957,0.003584067,0.002029664,0.000659415,0.009025803,0.005721034,0.004583829,0.001640474,0.015496589,0.014869924,0.005120158,0.005500758,0.017994346,0.006984215,0.017009585,0.0,0.00268361,0.001824715,0.005314532,0.006625756,0.614546285,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000248858,0.116976587,0.26378513,0.041223157,0.123470752,0.073944639,0.107680215,0.171477268,0.055679563,0.056919643,0.024181548,0.12437811,0.472636816,0.333333333,0.217064738,0.0,0.000103501,4.89e-05,7.65e-06,1.21e-05,0.000161928,2.26e-05,0.000276021,0.00029828,0.000331616,4.49e-05,0.0,0.000111131,3.48e-05,0.000105977,0.000343822,0.0,7.73e-05,0.000268653,0.001415756,0.000588824,2.58e-05,0.000207151,0.0,0.001283151,0.0,0.0,4.92e-05,0.0,0.0,0.0,2.25e-05,0.000402682,0.000826257,9.06e-05,0.000214007,2.56e-05,5.72e-05,0.000723419,0.0,0.000259536,0.0,0.998605426,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0
ENSG00000279809,0.00116916,0.399679829,0.0,0.0,0.65136876,0.375237789,0.637078595,0.65324745,0.335480408,0.647879764,0.995024876,0.0,1.0,0.218977342,0.013654105,0.0,0.00506035,0.001190625,0.000398406,0.004421352,0.003646607,0.000321707,0.0,0.0,0.0,0.006555151,0.0,0.002005472,0.0,0.0,0.01797503,0.002338477,0.0,0.002298235,0.0,0.019886608,0.007029319,0.005330924,0.0,0.0,0.005946412,0.000656082,0.0,0.001883606,0.0,0.0,0.000746791,0.0,0.0,0.0,0.000166134,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198106,0.052614174,0.522767698,0.099400648,0.252008567,0.144933204,0.196747184,0.284948044,0.282712711,0.256916996,0.266902434,0.0,0.0,0.0,0.218510136,2.15e-05,2.46e-05,7.6e-05,1.02e-05,2.82e-05,0.000204171,0.000101608,0.000138962,0.000426896,0.000367466,0.00011556,7.07e-06,2.02e-05,0.0,0.0,0.000354913,3.15e-05,0.0,1.15e-05,0.0,5.61e-05,5.15e-05,0.000345251,0.0,6.11e-05,5.95e-05,0.00015338,9.84e-06,4.81e-05,8.02e-06,6.34e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001508705,0.002790484,0.002754247,0.003201756,0.651208239,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
ENSG00000237604,0.000583929,0.613660619,0.008220614,0.0,0.037111255,0.037464424,0.107645383,0.025641026,0.0,0.0,0.0,0.0,0.0,0.22419696,0.0,0.0,3.8e-05,0.0,6.04e-05,0.0,0.0,2.47e-05,0.0,0.0,0.0,6.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,9.63e-05,5.59e-05,0.798353184,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280279,0.008267449,0.462291,0.0,0.0,0.033125874,0.043356643,0.030778852,0.004304161,0.0,0.0,0.0,0.0,0.0,0.232757954,0.001794785,0.000152787,0.002991687,0.000405373,0.002493058,0.001246145,0.000208861,0.001003192,0.006682557,0.001801479,0.00019902,0.001965838,0.001064159,0.000121719,0.000144514,0.0,0.000120603,0.0,0.0,0.00532871,0.001364575,0.00079031,0.0,0.0,0.006407787,0.000801964,0.001109053,6.89e-05,0.001509736,0.000229773,0.0,0.0,0.000363634,0.0,0.000344303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000206195,0.029266768,0.369619353,0.059793229,0.265182164,0.13463847,0.176674388,0.332391127,0.033965673,0.0,0.016260163,0.0,0.0,0.0,0.23349728,0.022859891,0.032198603,0.0,1.27e-05,4.02e-06,0.0,0.0,0.0,0.052390478,0.109047726,0.031464468,0.018618893,0.000116182,0.00022605,0.000366103,0.068670075,0.033003162,0.025135304,0.040785388,0.0,0.0537652,0.039463964,0.109278977,0.000594835,0.027456252,0.000622496,0.001805161,0.021099593,0.150512567,0.005119135,0.09773751,0.024533608,0.047967922,0.062538239,0.029845607,0.038880207,0.021482428,0.032064403,0.000693173,0.000345488,0.001063804,0.001265446,0.720100719,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000258559,0.003405277,0.558875845,0.014181378,0.43635498,0.021540395,0.052364452,0.105551383,0.008791209,0.0,0.0,0.014925373,0.0,0.0,0.218340269,0.0,0.000552004,0.001004469,0.000308492,0.000891384,0.001260226,0.00028789,0.002988637,0.00355199,0.003172754,0.0,0.000533888,0.001022064,0.0,0.00047208,0.002168295,0.0,0.000513089,0.000525793,0.00070111,0.000925294,0.000429516,0.003203933,0.0,0.001647109,0.0,0.0,5.9e-05,0.002440485,6.15e-05,0.003448813,0.0,0.004654023,0.005329216,0.0,0.0,0.000255591,0.002247024,0.001894352,0.0,0.002498934,0.002761363,0.77114835,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000233977,0.000684831,0.621487015,0.009508837,0.0,0.395400641,0.010573718,0.280659386,0.268943437,0.0,0.184631804,0.0,0.0,0.004975124,0.22123744,0.0,1.48e-05,0.0,0.0,4.02e-06,0.0,0.0,5.14e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45e-05,3.18e-05,0.0,0.0,0.000174789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51e-05,0.0,1.01e-05,0.0,0.924744936,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272853,0.000606063,0.637139808,0.010163866,0.0,0.006335671,0.008378758,0.055699391,0.0,0.0,0.0,0.074626866,0.0,0.0,0.215985677,0.00362392,0.000512575,0.001248799,0.000344185,0.000241458,0.000985652,0.000383853,0.000167516,0.000508991,0.001138248,0.001431662,0.001028883,7.75e-05,0.000179681,0.00010116,0.000809645,0.0,0.001006861,0.000303194,0.001076029,0.0,0.003049566,0.003148693,0.00085084,0.000759796,0.0,0.001109053,0.000413332,0.000930749,0.000673289,0.001459113,0.000864493,0.0,0.0,0.0,0.0,0.001495208,0.0,0.000299387,9.04e-05,0.000386276,0.000451867,0.777999483,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280161,0.000596298,0.733902526,0.0,0.0,0.057425229,0.0175941,0.050518476,0.0508647,0.0,0.0,0.019900498,0.0,0.0,0.217403919,0.0,0.000473146,0.002372718,0.000395175,0.000245483,0.000696997,0.000237086,6.85e-05,0.000262705,0.0,0.000532861,0.000583387,0.0,0.0,9.15e-05,0.001281013,0.0,0.000397191,0.0,0.000423644,0.000864543,0.004587235,0.00977752,0.001219788,0.00070932,0.0,0.001168045,0.0,0.000452265,0.002041242,0.0,0.001780406,0.0,0.0,0.001739635,0.001990713,0.001469649,0.000777596,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233220,0.000879474,0.589647812,0.014749069,0.061448635,0.15372708,0.187691819,0.181539943,0.130465444,0.155148096,0.155148096,0.781094527,0.955223881,1.0,0.215977086,0.0,9.86e-06,0.0,1.27e-05,1.81e-05,6.34e-05,0.0,4.19e-05,0.000106724,5.38e-05,0.0,2.12e-05,0.0,0.0,9.63e-06,3.33e-05,4.72e-05,4.59e-05,1.92e-05,2.44e-05,6.54e-05,5.15e-05,0.0,0.0,8.24e-05,5.13e-06,4.72e-05,0.0,0.0,4.81e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000122241,0.0,6.95e-05,1.59e-05,0.948907983,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000275409,0.000315725,0.314123088,0.0,0.0,0.018210145,0.143065217,0.078955144,0.0,0.099637681,0.0,0.0,0.0,0.0,0.219305993,0.0,0.000655505,0.000971891,0.000232006,0.000199203,0.000288655,9.6e-05,0.000403561,0.0,0.0,0.00010272,0.0,0.000473147,0.000330381,0.000327566,0.001020374,4.19e-05,1.33e-05,0.00016503,0.0,0.0,0.00025771,0.0,0.0,0.000379898,0.0,0.000318558,0.0,0.000694784,0.0,0.0,0.0,0.000932269,0.0,0.0,0.0,0.001789137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
ENSG00000268049,0.001000557,0.722874422,0.011856025,0.0,0.015061336,0.076026287,0.08658903,0.0,0.0,0.0,0.0,0.0,0.0,0.217292521,0.0,0.0,0.001161926,0.000239655,0.000265604,0.00019009,0.0,5.14e-05,0.0,0.0,0.0,0.000116677,0.000166696,0.0,0.0,0.003782039,0.0,0.0,0.0,0.0,0.000373856,0.000420926,0.001450056,0.0,0.000786362,0.000364063,0.001498401,0.0,0.00128688,0.00037405,0.000645931,0.00043064,0.0,0.0,0.0,0.0,0.000319489,0.0,0.000137696,0.0,0.000259162,0.000279334,0.63781358,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
