ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.N.DZ_nucleus,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000246695,0.013259816,0.407328353,0.042718807,0.429098547,0.162205011,0.18267426,0.127135553,0.067506297,0.083375315,0.046347607,0.144278607,0.223880597,0.0,0.215952424,0.0,0.003247953,0.0,0.0,0.003344609,0.001149833,0.000686144,0.004914178,0.003584513,0.002173901,0.000166927,0.001245799,0.000417301,0.0,0.001043954,0.002643049,0.002230336,0.01272695,0.0,0.005699783,0.001522364,0.008301383,2.71e-05,0.001369248,0.00287776,0.002927732,0.007695204,0.003153418,0.0,0.012565334,0.004061147,0.004780466,0.001359937,0.006049841,0.002227114,0.004205621,0.00411518,0.00484345,0.003137067,0.001900929,0.0,0.004525429,0.00610061,0.519745758,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000246089,0.002294054,0.509605123,0.031288551,0.096249107,0.004533333,0.104533333,0.03369606,0.00682361,0.0,0.0,0.0,0.0,0.0,0.215960737,0.008694831,0.001537726,0.004267677,0.008138429,0.011890736,0.001575602,0.001175098,0.003407539,0.002178932,0.000439729,0.001732211,0.0054851,0.004115226,0.003122006,0.000587645,0.002411203,0.001401788,0.003992769,0.002010898,0.0,0.003264451,0.0,0.00142523,0.002168366,0.0057727,0.006490727,0.006754009,0.000757139,0.000335348,0.006689713,0.001436819,0.000970076,0.001383983,0.004169719,0.005231951,0.004105555,0.00670333,0.005367412,0.0,0.000962505,0.001995261,0.001805876,0.002847768,0.639211124,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000228022,0.016507556,0.460512273,0.014225046,0.065768191,0.023656553,0.094228155,0.204395951,0.065885798,0.072474378,0.079795022,0.094527363,0.0,0.0,0.222120031,0.000120225,8.38e-05,6.63e-05,0.0,0.0,1.53e-05,1.41e-05,2.11e-05,1.13e-05,3.81e-05,0.0,0.0,0.0,0.000144963,6.57e-05,0.0,0.00013488,0.000177456,1.18e-05,0.000115359,4.47e-05,0.0,0.0,0.0,0.0,0.0,6.78e-05,0.0,1.74e-05,0.0,0.0,7.65e-05,9.62e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.18e-05,0.0,0.000129815,0.00014122,0.748612781,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000248015,0.002753646,0.746887229,0.038242776,0.140956732,0.054675887,0.051564642,0.092480305,0.056334081,0.042320628,0.054372197,0.0,0.0,0.0,0.219091233,0.0,0.000147858,0.0,0.0,0.001248799,0.00037223,0.000724375,0.000401301,0.000124188,0.000430212,0.008625479,0.005332736,0.002497384,0.0,0.0,0.0,0.0,0.0,0.000544125,0.000487654,0.000928389,0.000230274,0.000338374,9.35e-05,0.001245597,0.010247062,0.000271064,0.000637591,0.0,0.000637116,0.000278835,0.002294099,5.61e-05,0.003166218,0.000269953,0.004251365,0.00255694,0.000396166,0.0,0.001739349,0.002291786,0.002711262,0.002971801,0.714394617,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000282164,0.002718493,0.60565635,0.0,0.0,0.004961584,0.016515202,0.107169532,0.0,0.0,0.0,0.0,0.0,0.0,0.315553027,0.0,0.000103501,0.0,2.26e-05,0.000336633,6.88e-05,0.000108656,0.000267534,6.77e-05,0.000188455,0.003179824,0.013972664,0.009097154,1.06e-05,9.09e-05,0.000121719,0.000105977,0.000144183,6.7e-05,0.0,5.79e-05,1.15e-05,0.0,0.000327124,0.000171807,0.001021944,0.000210827,0.000300199,3.59e-05,0.000436542,5.9e-05,8.74e-05,0.000208399,0.0,0.0,8.86e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000273343,0.000366502,0.431874778,0.006146355,0.0,0.010693651,0.013625397,0.027508066,0.0,0.0,0.0,0.0,0.0,0.0,0.216317376,0.0,0.00038936,0.000825526,0.000664362,0.000950173,0.000150422,0.000223349,0.001267267,0.00028789,0.000845194,0.0,0.000681156,0.0,0.005048951,0.00049672,0.0,0.000698485,0.001192285,0.001155281,0.000367051,0.000735226,0.001043909,0.007449636,0.001401961,0.000377974,0.000897654,0.0,0.001293778,0.0,0.001404014,0.0,0.0,4.01e-05,0.0,0.0,0.005509335,0.001286273,0.000638978,0.0,0.00023618,0.0,0.000356603,0.000460533,0.725976452,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260293,0.003611638,0.54909285,0.004759877,0.271306695,0.047820659,0.0587065,0.147207679,0.042920748,0.017631345,0.0539626,0.084577114,0.0,0.0,0.216347581,0.000197512,5.42e-05,0.000132674,0.000135892,0.000347492,7.39e-05,0.000217313,0.0,4.52e-05,0.000106601,0.00039953,0.000295765,0.00013482,0.000166177,2.69e-05,0.0,1.45e-05,0.004558411,0.000287834,0.000141577,0.000422544,0.000345411,0.000235508,0.000271046,0.000163216,0.000925274,0.000399066,0.000510073,0.000167161,0.000719705,0.000177142,0.000513441,2.14e-05,0.000265293,6.43e-06,0.004680218,0.002075424,0.000102236,0.0,0.000155921,0.0,0.000139107,4.79e-05,0.872274964,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203497,0.001495953,0.6150836,0.007751176,0.0,0.21088835,0.281893204,0.133210684,0.06185567,0.083762887,0.030927835,0.094527363,0.0,0.0,0.216070195,0.003009914,0.006101618,0.005837651,0.013913844,0.00554358,0.001027456,0.001159,0.004210141,0.001371711,0.000525391,0.00244644,0.007645082,0.007729692,0.001035954,0.000587645,0.002330057,0.001021234,0.012372037,0.002070042,0.018541338,0.004433085,0.0,0.000939326,0.003528268,0.011090113,0.0,0.002567578,0.00276555,0.0,0.002406881,0.007813935,0.004690887,0.00515654,0.001845519,0.0,0.0,0.001498051,0.000766773,0.0,0.001678703,0.00018129,0.00136388,0.00084793,0.891152041,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000237248,0.001941223,0.386872999,0.026102905,0.108394117,0.142971562,0.106929162,0.197793347,0.240080972,0.059109312,0.142510122,0.84079602,0.0,0.606965174,0.224714322,0.0,0.0,0.0,0.0,0.000434365,0.000101981,0.000239446,0.000352018,0.000118543,0.000504452,8.21e-06,0.0,0.0,1.06e-05,0.0,0.0,1.45e-05,0.000177456,2.17e-05,0.000702641,0.000474456,0.001350942,5.41e-06,5.61e-05,0.0,6.91e-05,0.0,2.39e-05,3.08e-06,0.0,6.56e-06,0.0,5.34e-06,1.15e-05,0.0,0.000766218,7.58e-05,0.0,0.0,0.000298978,0.000564399,0.000874297,0.001505235,0.390989914,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000170846,0.001646329,0.581821416,0.0,0.0,0.069096687,0.064586672,0.15225213,0.055084746,0.021186441,0.0,0.0,0.0,0.0,0.220665487,0.035049829,0.008284992,0.008609062,0.006605868,0.012487987,0.005004704,0.001167049,0.006427857,0.005097346,0.0,0.003034789,0.012583464,0.009617175,0.029151684,0.001256112,0.006126542,0.005385564,0.00931646,0.002917774,0.005956719,0.001086541,0.005545769,0.009286329,0.028740198,0.017653123,0.015867755,0.007808147,0.015942426,0.000750688,0.010536003,0.01081551,0.003771062,0.012525315,0.012232328,0.010592451,0.011553306,0.012898393,0.02057508,0.00635418,0.003727513,0.014057719,0.011859914,0.017903083,0.330018204,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000259642,0.002704823,0.624866596,0.0,0.0,0.151290857,0.058432023,0.147754977,0.11037423,0.0,0.094504974,0.049751244,0.0,0.0,0.21620681,0.0,0.000512575,0.000626516,0.001094687,0.000847011,0.000163169,0.000106644,0.000887087,0.000412078,3.05e-05,0.000194292,0.000761819,0.000686941,0.00026164,8.76e-05,0.000591208,0.000231223,0.000743099,0.000216862,0.0,0.000218515,0.000287843,9.75e-05,0.000336471,0.00158062,0.002057698,0.002454634,0.000207217,7.59e-05,0.002383284,0.000436294,0.00015731,0.000927108,0.000530587,0.000774509,0.0,0.000356679,0.000741214,4e-05,0.000730763,0.0,0.001197422,0.00146408,0.695491731,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000234949,0.003185897,0.593205265,0.0,0.0,0.051472622,0.087705091,0.161038569,0.025423729,0.044794189,0.050242131,0.0,0.0,0.0,0.21888451,0.0,0.0,0.0,0.0,0.000130309,6.88e-05,2.01e-05,0.0,0.0,0.0,0.0,0.0,0.000321,0.0,0.0,9.85e-05,0.0,0.0,0.0,1.57e-05,0.0,0.0,0.0,0.000855196,0.0,0.0,0.0,0.000340048,0.0,0.0,0.0,0.0,0.001760704,0.0,0.0,0.0,0.0,0.0,0.0,0.000188207,0.0,0.000245527,9.01e-05,0.774605011,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272269,0.000664,0.735859125,0.011135493,0.169393214,0.503557498,0.512770929,0.375195514,0.530818767,0.563017479,0.339466421,0.482587065,0.577114428,0.104477612,0.216108713,0.0,0.000300645,0.002019592,0.0,0.0,0.000127476,8.65e-05,0.004217181,0.002320055,0.000432115,0.000270914,0.000690119,0.0,0.000265176,8.42e-05,0.0,0.000366103,0.000194093,0.001987241,0.0,0.000877683,0.0,0.0,0.000177582,0.004363886,0.0,0.003764777,0.000337392,0.000211259,0.0,0.000472379,0.000364871,0.000593136,0.001136147,0.002760593,0.0,0.0,0.001495208,0.0,0.000403584,0.001198606,0.001274641,0.001842621,0.335563865,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238009,0.028878133,0.335645678,0.038220941,0.078291483,0.025163324,0.076406877,0.211702156,0.038182307,0.0,0.007797795,0.0,0.0,0.0,0.221293139,0.003001327,0.000236573,0.000294831,0.000468073,0.000141169,0.000101981,0.000279689,0.000344978,0.000327404,0.000340743,0.000714229,0.000717006,0.000507181,0.002786116,0.0,0.000208662,0.0,0.000338276,0.000272063,0.0,0.0,0.000211085,0.002061373,0.000901928,0.0,0.000731933,0.0,0.000597741,0.0,0.000448341,0.000134497,0.000240334,6.68e-05,0.000190319,4.82e-05,0.000657575,0.0,3.83e-05,0.0,0.000108876,5.12e-05,0.000201567,0.000263888,0.645105201,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280149,0.00034567,0.4037709,0.0,0.0,0.008551839,0.091538462,0.087832906,0.0,0.038461538,0.0,0.0,0.0,0.0,0.219607764,0.0,0.000502718,0.0,0.000158541,0.0,2.29e-05,1.01e-05,0.000274574,0.000141123,0.0,0.000101251,0.000215102,0.0,0.0,0.000424317,0.000133312,0.000327566,0.001048102,0.000260234,0.0,5.79e-05,9.98e-05,0.0,0.0,0.0,0.0,0.0,0.001758688,0.0,0.0,0.00040349,0.0,0.000197712,0.0,0.000276381,0.000794808,0.0,0.001175719,0.000257293,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177822,0.176248987,0.325862682,0.059858732,0.286672658,0.058413559,0.030291525,0.049585652,0.155679971,0.144843778,0.139786888,0.109452736,0.114427861,0.0,0.21600646,0.0,0.000231645,0.0,0.0,0.00740049,0.001504216,0.002072518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001109622,0.003326996,0.001922039,0.002268114,0.0,0.000833731,0.00119278,0.000429845,0.0,0.0,0.00103943,0.0,0.006543182,0.00182776,0.001654179,0.011279304,0.000715129,0.001559987,0.000553059,0.011142318,0.004923433,0.0,0.000954116,0.003118211,0.00159331,0.00055975,0.0,0.000782921,0.000703053,0.752308335,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000272994,0.002200964,0.357524013,0.036910883,0.337277106,0.017339327,0.080384571,0.073710512,0.002320186,0.014791183,0.033932715,0.243781095,0.12437811,0.189054726,0.215980966,0.0,0.001789085,0.003773835,0.001457066,0.001341101,0.000655226,0.000171033,0.000704037,0.00059836,0.001477186,0.003762701,0.007716782,0.001572902,0.002825009,0.000560704,0.000312993,0.000722571,0.001963111,0.000822103,0.000566308,0.00063623,0.002153063,0.001203257,0.003364706,0.001554849,0.003024402,0.000112943,0.004606593,0.0,0.001899548,0.000728251,0.00212368,0.000379393,0.003281563,0.000588112,0.005981073,0.003192274,0.003348243,0.004029015,0.000265102,0.000188194,0.000581002,0.000676815,0.564514127,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
ENSG00000273142,0.002195756,0.725720384,0.036823546,0.0,0.031094477,0.042360465,0.056293614,0.006104651,0.0,0.0,0.0,0.0,0.0,0.220085222,0.001086317,0.000660434,0.000375909,0.001004092,0.002025226,0.00015807,0.000764618,0.00209803,0.000767707,0.001469572,0.004879197,0.001622227,0.000385201,0.000643494,0.001203914,0.000237643,0.0001686,0.003105487,0.00132877,0.000188769,0.000548099,0.0,0.002034303,0.001261765,0.004681728,0.041913521,0.0,0.013285797,0.0,0.003433345,0.000843065,0.007725652,0.001937042,0.00617672,0.001089454,0.0,0.0,0.00284984,0.0,0.000343232,0.000601176,0.000746702,0.000925297,0.56832962,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257815,0.220851547,0.316435432,0.015524187,0.0,0.123670068,0.071836735,0.011337868,0.046464646,0.043097643,0.0,0.60199005,0.616915423,0.467661692,0.216047195,0.026698498,0.007910418,0.01613462,0.030092558,0.023846626,0.003617766,0.00223349,0.016565989,0.011272869,0.004366837,0.008272469,0.015675555,0.014849483,0.013813903,0.001505314,0.0,0.001580022,0.008967093,0.005240164,0.012201836,0.009309238,0.008063433,0.009483939,0.00501902,0.024499613,0.030216404,0.005865522,0.0050901,0.0,0.008848827,0.003759349,0.010775711,0.00200918,0.004094744,0.0,0.01028676,0.00541037,0.001175719,0.0,0.001460912,0.002290814,0.00326546,0.004089038,0.554187083,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
