ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000272619,0.000171208,0.281394522,0.00287121,0.0,0.007057576,0.021975758,0.0213914,0.0,0.0,0.0,0.0,0.0,0.0,0.2162614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002539845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000441341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000231709,0.0,8.18e-05,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279602,0.000815678,0.451085023,0.0,0.0,0.025293182,0.033002273,0.081481229,0.0,0.0,0.0,0.0,0.0,0.0,0.226367275,0.0,0.001601798,0.003471634,0.002325265,0.0,0.000333049,0.002063492,0.007166919,0.005135559,0.002112183,0.0,0.002224295,0.00022605,0.0,0.001852201,0.003420499,0.001919154,0.0,0.003741955,2.03e-05,0.001051471,0.001881282,0.006960268,0.0,0.001912772,0.0,0.001238836,0.000121375,0.001059655,0.000293896,0.0,0.000343869,0.0,0.004491523,0.0,0.0,0.000357827,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272606,0.000258439,0.451974386,0.004334108,0.0,0.02831681,0.009478448,0.017860301,0.021551724,0.0,0.0,0.049751244,0.0,0.0,0.216217894,0.0,0.003459884,0.015485992,0.011437588,0.000887087,0.003894982,0.00147909,0.00435926,0.014913735,0.007177571,0.010631791,0.000926088,0.002816934,0.0015174,0.002473298,0.005161306,0.003072744,0.001228998,0.004029797,0.003275458,0.006706046,0.005532171,0.0,0.0,0.004651756,0.0,0.002359687,0.0,0.003790726,0.006660753,0.0,0.003522247,0.003004249,0.0,0.00516454,0.002104404,0.001635783,0.0,0.000425071,0.000997053,0.001127183,0.001466618,0.455536725,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275580,0.000376918,0.181074351,0.0,0.0,0.069804954,0.151465944,0.100386658,0.030959752,0.077399381,0.0,0.0,0.0,0.0,0.268031667,0.000231862,0.0,0.0,0.0,0.0,0.0,0.000331225,0.0,0.001245799,0.00030174,0.000961705,0.000166696,0.0,0.000284211,0.000854009,0.0,0.000220231,9.3e-05,0.001304887,0.000582003,0.0,0.0,0.000621453,0.0,0.000765109,0.0,0.000271364,0.000213227,0.00037361,3.74e-05,0.0,0.0,0.001959717,0.000952054,0.001123514,0.0,0.001750799,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261842,0.001398305,0.495019566,0.023450038,0.012519882,0.070997291,0.108740406,0.073046388,0.0496614,0.069525959,0.0,0.0,0.0,0.0,0.217742268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92e-05,0.0,2.18e-05,0.0,0.814458352,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270137,0.000427694,0.27588047,0.007172567,0.574015004,0.005089779,0.074629834,0.150209212,0.0,0.0,0.0,0.0,0.0,0.0,0.230031482,0.0,6.41e-05,0.0,0.0,0.0,0.0,0.0,7.11e-05,0.0,0.0,8.84e-05,0.0,0.0,0.0,5.55e-05,0.0,0.0,7.61e-05,0.0,0.0,7.01e-05,0.0,8.29e-05,0.0,0.000114235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000120079,0.0,0.0,0.0,0.0,5.93e-05,0.0,6.35e-05,0.0,0.830177474,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256542,0.002268015,0.712913554,0.010174784,0.166464351,0.013244355,0.021857258,0.109614615,0.0,0.0,0.0,0.0,0.0,0.0,0.230358471,0.0,6.9e-05,0.0,0.0,0.0,0.0,0.0,0.000175137,0.000152364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77e-05,0.000245075,0.0,0.0,0.000140196,0.000377974,0.003521564,0.0,0.001187513,0.0,0.0,0.0,0.0,5.88e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.28e-05,0.0,0.000235842,0.0,0.000138104,0.0,0.944886595,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000271860,0.72682071,0.257203842,0.028701187,0.083398237,0.041639543,0.121428979,0.197216319,0.291659703,0.290991142,0.276617082,0.154228856,0.084577114,0.074626866,0.215972376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000415913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000249094,0.0,8.79e-05,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
ENSG00000205664,0.017096042,0.504268943,0.0,0.0,0.002180233,0.023036822,0.149908615,0.231527094,0.0,0.145484401,0.0,0.0,0.0,0.244745674,0.0,0.010014934,0.023122112,0.057625813,0.024845464,0.026039932,0.008240644,0.003735336,0.010423482,0.011312057,0.007110253,0.011896022,0.025224891,0.014080504,0.042750352,0.012260565,0.026422455,0.006909191,0.007207581,0.0,0.021716374,0.035117258,0.054508293,0.033453806,0.013854316,0.005322498,0.054968911,0.018471985,0.024898623,0.010935605,0.030283806,0.019905838,0.010345257,0.021611345,0.023521311,0.024608601,0.079897764,0.023516564,0.003456575,0.002664095,0.006361575,0.009060845,0.647689455,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272338,0.000331349,0.340981857,0.005513161,0.0,0.095213542,0.045114583,0.155840456,0.085069444,0.0,0.0,0.0,0.12437811,0.0,0.218555859,0.000747111,0.00148844,0.002660849,0.001623156,0.001654487,0.00174992,0.000849001,0.000467943,0.003244454,0.001752663,0.001414272,0.001222436,0.001698275,0.001570388,0.001547198,0.000350921,0.0,0.000293366,0.002859237,0.0,0.000252353,0.000816081,0.0,0.0,0.0,0.0,0.0,0.000820102,0.000714448,0.000101528,0.0,0.000443495,0.000705303,0.0,0.0,0.000430244,0.00085623,0.0,0.000568269,0.0,0.000983535,0.001512598,0.67366414,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265579,0.001391796,0.215937389,0.023340866,0.0,0.025103855,0.065920181,0.056280924,0.014512472,0.03537415,0.0,0.0,0.0,0.0,0.249807063,0.0,0.0,5.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001043954,0.002150376,0.001946125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004233862,0.0,0.002044154,0.000597963,0.969226036,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254297,0.004603081,0.453397367,0.006331947,0.379217731,0.106899598,0.114650602,0.197377879,0.27131783,0.285271318,0.305426357,0.0,0.0,0.0,0.22109556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268635,0.002338321,0.541800071,0.0,0.0,0.098363214,0.114306914,0.142433958,0.066684887,0.04892047,0.048100574,0.258706468,0.353233831,0.353233831,0.216299087,0.0,0.0,3.69e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46e-05,0.0,0.0,5.16e-05,0.0,3.53e-05,2.3e-05,0.921451339,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
ENSG00000234678,0.00663479,0.529526859,0.01084073,0.074711346,0.050546112,0.135146474,0.076719514,0.028355388,0.059546314,0.030245747,0.641791045,0.805970149,0.656716418,0.216616099,0.0,0.004810322,0.002623995,0.005065757,0.0,0.0,0.0,0.002512116,0.018937934,0.017500947,0.0,1.35e-05,0.0,0.0,0.0,0.0,0.004221091,0.000424958,0.002202956,0.0,0.00166366,0.006932394,0.004529699,0.0,0.000796988,0.0,0.0,0.0,0.0,0.000820237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000672361,0.0,0.00080691,0.000615593,0.799340763,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000275485,0.000281223,0.39772323,0.0,0.0,0.032236473,0.031751503,0.044003704,0.0,0.0,0.0,0.0,0.0,0.0,0.217218533,0.001051967,0.0,0.002270198,0.002310166,0.0,0.000174992,0.000565366,0.000971461,0.001200986,0.0,0.001378915,0.000183534,0.0,0.0,0.000632188,0.000904904,0.000235962,0.000597597,0.001619595,0.000519742,0.000878562,0.000403745,0.0,0.0,0.002656628,0.0,0.000448341,0.0,0.000395459,8.82e-05,0.000709371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280407,0.001764156,0.678406261,0.0,0.0,0.115313648,0.125850198,0.156817267,0.123154483,0.116672668,0.129636298,0.258706468,0.174129353,0.273631841,0.222783429,0.0,0.0,5.9e-05,4.53e-05,0.000211211,5.08e-05,0.000237949,0.0,0.000421241,3.85e-05,0.0,0.0,0.0,9.63e-06,0.000293912,0.000240519,0.0,0.0,0.000326222,0.0,1.4e-05,1.72e-05,0.000455732,0.0,2.66e-05,0.001098342,0.002300695,6.56e-06,0.000120167,5.34e-06,0.001136147,9.64e-05,0.0,0.0,0.0,0.0,0.00029393,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000230177,0.000483678,0.358235503,0.005338486,0.533676427,0.049741641,0.066735562,0.157400427,0.0,0.0,0.0,0.0,0.0,0.0,0.217823184,0.0,0.000857578,0.006464167,0.0,0.000366099,0.0002766,0.000485416,0.00087021,0.002231683,0.000686941,0.001965838,0.0006651,0.0,0.00114648,0.001724654,0.001579147,0.0,0.000551721,0.0,0.001463128,0.000715,0.0,0.0,0.0,0.002598182,0.0,0.000412945,0.000268994,0.001391753,0.000304583,0.00119382,0.000154259,0.0,0.000909169,0.0,0.0,0.001482428,0.0,0.000162475,0.0,0.000350214,0.000387813,0.573067766,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226472,0.017989838,0.583244397,0.010655138,0.23727472,0.27700939,0.057624413,0.26561143,0.077275038,0.048296899,0.073716319,0.0,0.0,0.0,0.216070195,0.0,0.000335145,0.0,0.0,0.0,0.0,0.00012183,0.000320172,0.0,0.0,0.0,0.0,0.0,0.0,0.000360458,0.000151803,0.000110115,0.0,0.000176544,6.9e-05,0.000266373,0.0,0.00238914,0.0,0.001392073,2.46e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08e-05,0.0,2.09e-05,0.0,0.962268615,0,0,0,1,0,0,0,0,0,0,0,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000246763,0.002463309,0.468516542,0.024847433,0.0,0.109534161,0.033968944,0.215801801,0.297863248,0.232478633,0.294871795,0.15920398,0.0,0.0,0.217174196,0.0,0.000172501,2.21e-05,1.51e-05,0.000302736,0.0,0.000367393,7.66e-05,0.001299574,0.0,0.0,0.0,0.0,0.000520251,0.000515733,2.17e-05,0.0,0.000100203,7.68e-05,0.0,0.000719673,0.000412336,0.000138101,0.0,0.000393181,0.0,0.001616386,0.0,8.52e-05,0.000833596,0.000697837,0.001131233,0.0,0.0,0.0,0.0,0.0,0.0,0.010348173,0.0,0.003968888,0.000431016,0.992738352,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233006,0.038124005,0.401636428,0.030437014,0.360123208,0.001638889,0.020347222,0.004058092,0.090621707,0.074464348,0.04917457,0.169154229,0.233830846,0.23880597,0.215994267,0.003400645,0.008383564,0.000884493,0.0,0.0,0.0,0.000487319,0.003084046,0.005099709,0.002381824,0.00473074,0.007004593,0.001993879,0.0,0.007857991,0.000155746,0.0,0.010330586,0.013505578,0.002336132,0.002556242,0.010703548,0.055930729,0.0,0.002598182,0.000449182,0.00082589,0.0011219,0.005567014,0.000384737,0.0,0.0,0.001984122,0.002098522,0.0,0.0,0.004115016,0.008589769,0.001492102,0.0,0.003422049,0.00551019,0.540397903,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
ENSG00000254417,0.001908674,0.583955888,0.010218452,0.0,0.014925553,0.008267606,0.068343268,0.0,0.0,0.0,0.0,0.0,0.0,0.216743569,0.0,0.0,0.0,0.0,2.82e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026989,0.0,9.52e-05,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000255038,0.00148098,0.550337958,0.0,0.0,0.011638655,0.036121849,0.038983399,0.0,0.0,0.154,0.0,0.0,0.0,0.221183404,0.0,0.0,0.000125303,0.00034728,0.0,0.000146767,0.000342646,0.0,0.0,0.0,0.0,0.0,0.0,0.000110794,0.0,0.000232633,0.000419487,0.000429787,0.0,0.0,0.0,0.000541191,0.000980514,0.0,0.000943103,6.36e-05,0.0,0.000121375,0.000561508,0.000208399,0.0,0.0,0.000156192,0.0,0.0,0.0,0.0,0.0,0.000136108,0.0,0.000226392,0.000237412,0.689633887,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
