ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000246331,0.016663792,0.312877979,0.01620105,0.0,0.054252772,0.161771619,0.235076986,0.038064516,0.049032258,0.0,0.0,0.0,0.0,0.215982629,2.58e-05,0.0,0.0,0.0,1.63e-05,2.55e-06,0.0,3.52e-05,3.39e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-05,0.0,0.0,0.0,7.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97e-05,0.0,2.22e-05,0.0,0.816712387,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224805,0.000665302,0.622909996,0.00647387,0.031479643,0.023259023,0.010704883,0.054217803,0.030349014,0.02276176,0.0,0.099502488,0.074626866,0.0,0.216850256,0.0,6.41e-05,0.0,0.0,0.0,1.02e-05,3.42e-05,0.0,5.08e-05,0.0,0.0,0.000367466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000101512,0.0,0.00025771,0.0,0.0,0.000103608,0.0,0.0,0.000101528,6.92e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002977,0.0,0.000188757,5.28e-05,0.933406438,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000177335,0.013453157,0.535040911,0.0,0.0,0.316027682,0.354356401,0.245992413,0.0,0.0,0.0,0.0,0.0,0.0,0.220209644,0.0,2.96e-05,0.0,0.0,0.00036378,6.63e-05,0.000120729,0.0,0.0,0.0,0.003042999,0.005736052,0.003800646,0.0,0.0,0.0,0.0,0.0,0.002265231,0.0,0.000644768,0.0,0.0,5.15e-05,0.000179531,0.002484753,0.000557892,0.000597884,0.006229574,0.000162979,0.0,0.0,0.0,0.0,0.0,0.002628276,0.0,0.0,0.000247924,0.0,0.000583553,0.000894531,0.526112422,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000280623,0.007062484,0.397901103,0.0,0.0,0.213400356,0.233347483,0.255378537,0.0,0.0,0.0,0.0,0.0,0.0,0.222967152,0.0,0.0,0.0,0.0,0.000195464,8.67e-05,4.43e-05,0.0,0.0,2.67e-05,5.2e-05,0.0,1.28e-05,0.000219212,0.0,0.0,0.0,0.0,0.0,1.09e-05,6.52e-05,0.000250397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248787,0.001432156,0.433475631,0.003919257,0.171717993,0.199692308,0.021903846,0.021234426,0.0,0.0,0.0,0.0,0.0,0.0,0.22121444,0.0,0.0,0.0,0.0,0.0,2.29e-05,7.44e-05,0.0,0.0,0.000245563,0.0,0.000259915,9.63e-05,0.0,0.000257621,0.000399935,0.000534703,9.07e-05,0.0,0.000304231,0.0,0.0,0.0,0.0,0.0,0.0,0.000714633,0.00023177,0.002300695,0.000205727,0.001032337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-05,0.0,3.88e-05,0.0,0.828056303,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165511,0.002033011,0.415688367,0.0,0.0,0.075240223,0.176486034,0.246104234,0.012678804,0.054291287,0.011053316,0.15920398,0.303482587,0.199004975,0.216063267,0.00024045,3.45e-05,0.00057492,0.000603965,0.001585431,0.000328888,0.000134814,0.002168434,0.001411225,0.000470187,0.0,0.0,0.0,0.0,0.0,0.000156496,7.23e-05,9.86e-05,0.0,0.0,0.0,4.87e-05,0.00011683,0.0,0.0,0.0,3.72e-05,0.0,0.001050061,2.94e-05,2.88e-05,8.68e-05,0.0,0.000460302,0.0,0.000506038,0.0,0.0,0.000498077,0.000753136,0.000977467,0.001358897,0.618782186,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000275294,0.047494214,0.374599787,0.0,0.0,0.002191176,0.019367647,0.014884303,0.0,0.0,0.0,0.099502488,0.119402985,0.0,0.215954364,0.0,0.0,0.000140045,0.0,0.0,1.27e-05,8.05e-06,0.0,0.000474172,0.0,0.0,0.0,0.0,0.0,0.0,9.85e-05,0.0,8.48e-05,0.0,1.81e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000283162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000140575,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000273344,0.001424345,0.485236571,0.023886724,0.347415626,0.041317517,0.03902439,0.154951668,0.003547672,0.0,0.0,0.129353234,0.0,0.0,0.216049412,0.009257311,0.001355368,0.004945788,0.006100047,0.002850519,0.001414982,0.000720351,0.000612512,0.000688678,0.000277924,0.00244644,0.006838449,0.005437748,0.005865694,0.000400744,0.000527451,0.00057324,0.001242025,0.0,0.001843497,0.002183766,0.002930317,0.004682549,0.00444979,0.005910704,0.000993901,0.002539737,0.000282021,0.001533797,0.002161472,0.004100512,0.00146546,0.011394669,0.006015382,0.006704842,0.006079143,0.007361022,0.006476156,0.000740112,0.002122997,0.002258529,0.003558506,0.360835196,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ENSG00000261478,0.000903561,0.201173959,0.015153004,0.432139844,0.101310653,0.122637801,0.115274403,0.0,0.0,0.0,0.0,0.0,0.0,0.219370282,0.0,0.000113358,0.0,0.0,0.0,0.0,6.04e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8e-05,0.0,2.74e-05,0.0,0.8516968,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
ENSG00000251085,0.000428996,0.464959089,0.004224937,0.0,0.01012945,0.022815534,0.031708734,0.0,0.0,0.0,0.0,0.0,0.0,0.219568137,8.59e-05,4.93e-05,0.0,0.0,0.0,0.000359482,0.000515111,0.0,0.0,0.0,0.0,0.0,0.0,0.000813206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41e-05,0.0,9.91e-05,0.0,0.804522156,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260977,0.001559098,0.449839915,0.026146574,0.443734362,0.032479691,0.079853371,0.138163627,0.012185215,0.054427295,0.0,0.0,0.034825871,0.0,0.220009294,0.0,9.86e-05,0.000154786,9.06e-05,0.00012488,2.8e-05,5.23e-05,0.000112646,3.39e-05,8e-05,0.000292807,0.000501905,0.00010272,2.83e-05,2.86e-05,1.16e-05,9.63e-06,5.91e-05,1.57e-05,0.0,4.22e-05,0.0,0.0,0.0,0.000842413,0.000429185,7.17e-05,0.0,0.001073658,1.34e-05,0.000357569,4.82e-05,0.0,0.0,1.81e-05,0.0,0.0,0.0,0.000103076,0.000132369,0.000247233,0.000348198,0.515500708,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000280107,0.001047427,0.313055852,0.0,0.0,0.046868138,0.13823568,0.285607204,0.01372315,0.0,0.0,0.0,0.0,0.0,0.219100101,0.0,0.000157715,0.001702648,0.001004092,0.001650586,0.000461463,0.000267616,7.04e-05,5.08e-05,4.76e-05,0.001986706,0.003271342,0.000603481,0.001870375,0.000387273,0.0,0.000476897,0.001074451,0.000251692,0.0,0.000637092,0.002053252,0.0,6.87e-05,0.0,0.0,0.000119548,0.0,0.000814092,0.0,0.001730174,0.00026674,0.000165954,0.001566744,0.0,0.000287572,0.000191693,0.000647997,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000279673,0.001026596,0.429206688,0.0,0.0,0.140065693,0.099479319,0.150677811,0.126520681,0.082116788,0.106447689,0.39800995,0.248756219,0.567164179,0.216005074,0.002902571,0.000276002,0.003486375,0.003638889,0.001656016,0.000652677,0.000225361,0.001415114,0.001710405,0.000258888,0.0,0.0,0.0,0.00345436,4.21e-05,0.000197069,0.0,0.001021221,0.000398513,0.000108654,0.0,0.000798562,0.000168235,0.0005326,0.0,0.000406596,5.84e-05,0.0,0.000412945,0.000109543,0.0,0.00080986,0.002128111,0.000571804,0.004022905,0.001246146,3.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183250,0.004577693,0.591604411,0.0,0.0,0.013846875,0.01493125,0.062661038,0.0,0.0,0.0,0.029850746,0.0,0.0,0.215975424,0.0,0.001089223,0.00019164,0.000853101,0.000852441,8.67e-05,0.00020524,0.001879779,0.000976568,0.000274117,0.000484362,0.000681156,0.0,0.000215676,0.000262672,0.001112863,0.000669583,0.00016166,0.0,0.000818527,0.0,0.0,0.00249549,0.001898462,0.002858682,0.0,0.001474429,0.000129217,0.001557393,0.002359184,0.00096313,0.000440281,0.000190359,0.0,0.004494056,0.0,0.001226837,0.0,0.000239589,0.0,0.000601709,0.000824979,0.488771203,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
ENSG00000228106,0.014513604,0.300249022,0.010928067,0.453255533,0.083739696,0.227084599,0.147864378,0.142184557,0.164783428,0.028248588,0.248756219,0.31840796,0.313432836,0.225616033,0.000386437,0.006722623,0.007400255,0.004642981,0.00394186,0.001290056,0.000197191,0.002055788,0.004239321,0.000778569,0.000197029,0.003163791,0.002150703,0.0,0.000323289,0.004335528,0.002345948,0.000423866,0.014603401,0.0,0.01941211,0.0,0.003958203,0.007954643,0.004294928,0.0,0.001692272,0.0,0.007126255,0.002738577,0.0,0.003647582,0.0,0.0,0.012693897,0.0,0.033610224,0.004755153,0.003292607,0.0,0.006608136,0.007235878,0.608247504,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ENSG00000259642,0.002704823,0.624866596,0.0,0.0,0.151290857,0.058432023,0.147754977,0.11037423,0.0,0.094504974,0.049751244,0.0,0.0,0.21620681,0.0,0.000512575,0.000626516,0.001094687,0.000847011,0.000163169,0.000106644,0.000887087,0.000412078,3.05e-05,0.000194292,0.000761819,0.000686941,0.00026164,8.76e-05,0.000591208,0.000231223,0.000216862,0.0,0.000218515,0.000287843,9.75e-05,0.000336471,0.00158062,0.002057698,0.002454634,0.000207217,7.59e-05,0.002383284,0.000927108,0.000530587,0.000774509,0.000802923,0.0,0.006514569,0.000356679,0.000741214,4e-05,0.000730763,0.0,0.001197422,0.00146408,0.695491731,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000258240,0.003946242,0.367129136,0.005742421,0.26689811,0.029867769,0.017533058,0.11554639,0.013559322,0.0,0.0,0.064676617,0.0,0.0,0.224528105,0.0,6.41e-05,0.0,0.0,0.00011945,1.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001671139,0.0,0.0,0.0,0.0,0.0,0.0,0.00088719,0.0,0.000313067,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000253210,0.002506274,0.676805407,0.008067774,0.190313731,0.005340557,0.004696594,0.008395727,0.0,0.0,0.0,0.0,0.0,0.15920398,0.21895351,0.0,0.003622528,0.002299681,0.002325265,0.000135739,0.000293195,0.0,0.000605472,0.000999148,0.000670064,0.000249022,0.00107551,0.000975842,0.000219212,0.000220577,0.000782482,0.0005058,0.000520468,0.000896654,0.0,0.0,0.0,0.002233791,0.003891418,0.001298145,0.0,0.001976531,0.0,0.002701842,0.001774063,0.000813182,0.001269423,0.0,0.0,0.0,0.0,0.0,0.0,0.000496069,0.0,0.001110452,0.00101273,0.553409634,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000261790,0.003523756,0.693703308,0.007270822,0.053997778,0.317973684,0.148447368,0.454790823,0.138166895,0.093023256,0.103967168,0.218905473,0.089552239,0.0,0.216682051,0.0,3.45e-05,4.42e-05,0.0,0.0,0.00010708,0.000114693,0.0,0.0,0.0,0.000123143,0.000134439,0.00021186,0.0,0.0,0.0,0.0,0.000157718,0.0,0.0,0.0,3.93e-05,0.000429935,0.0,0.0,0.0,0.000215187,0.0,0.0,0.000128246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002058387,0.005377153,0.004632318,0.006158584,0.550577652,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259408,0.003226909,0.376912131,0.005185646,0.239047071,0.022733871,0.017443548,0.008358047,0.130072841,0.142559833,0.075962539,0.0,0.0,0.0,0.367212451,0.0,0.000645648,0.000176899,0.0,0.0,0.000155521,0.00013079,0.000492826,0.000129833,0.001014614,0.000273651,0.0,6.42e-05,0.0,0.000708878,0.0,0.000761108,0.0,0.0,0.0,0.001661812,0.0,0.000486013,0.000412336,0.001891978,4.52e-05,0.00089794,0.0,0.00082589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39e-05,0.0,0.00010476,0.0,0.000139556,0.000142131,0.768068988,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214401,0.002005019,0.436499466,0.009912772,0.48527737,0.064509774,0.188314286,0.240927083,0.113963039,0.22073922,0.098562628,0.084577114,0.68159204,0.815920398,0.224072538,0.00150281,0.003198667,0.002439726,0.001336273,0.0,0.000499706,0.000175057,0.005604134,0.009037488,0.000833773,0.000342064,0.003728434,0.002709244,0.002588118,0.0,0.003413939,0.002654245,0.0,0.002065975,0.000236624,0.001826842,0.000389807,0.001233726,0.005798471,0.003397274,0.003666893,0.000353332,4.82e-05,0.001592789,0.00184353,0.0,0.006231421,0.000976198,0.001592475,0.014143592,0.002877951,0.000115016,0.0,0.012424676,0.002591876,0.009292055,0.006473909,0.906449393,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
