ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000237424,0.001589043,0.669334756,0.026648763,0.0,0.02487799,0.053672249,0.03423651,0.015550239,0.034290271,0.012759171,0.0,0.0,0.0,0.216329846,0.000645648,0.002078558,0.005420586,0.0,1.78e-05,2.21e-05,0.000556189,0.000462882,0.000180841,0.000993353,0.001308537,0.001078562,0.000223945,0.000214458,0.000158966,2.77e-05,0.002342105,0.0,0.001622567,0.0,0.000556111,0.00182974,0.00491638,0.00168662,0.000446314,0.000212285,0.001934943,4.26e-05,8.08e-05,0.000179009,0.0029932,0.002333167,0.001927991,0.0,0.002192665,0.0,0.00457508,0.001219759,0.000381306,2.08e-05,0.000658923,0.000579323,0.674300696,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279253,0.000906815,0.58751334,0.0,0.0,0.270501279,0.244979519,0.383111306,0.210958904,0.15890411,0.281506849,0.0,0.0,0.562189055,0.22634954,0.00038936,0.000619145,0.000573767,0.000184605,6.88e-05,6.64e-05,0.000344978,0.000225796,0.000369297,0.000730648,0.000403316,0.00018618,0.000476514,0.0,0.000476897,0.002007475,0.000457381,0.0,0.000329584,0.000241788,0.000766405,0.000446697,0.003521564,0.000880958,0.002696478,0.000710692,0.001698975,0.000337882,0.001577466,0.000216414,0.001216889,0.0,0.0,0.000660434,0.0,0.000664314,0.000894569,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282021,0.001413929,0.450017787,0.0,0.0,0.020905762,0.023527021,0.151879035,0.0,0.0,0.0,0.0,0.0,0.0,0.217242642,0.000207002,0.0,2.26e-05,0.000146598,2.8e-05,1.21e-05,0.0,0.0,0.0,4.1e-05,5.38e-05,1.93e-05,1.01e-05,4.06e-05,1.93e-05,0.000282821,9.86e-06,0.0,3.62e-06,7.68e-06,0.000107484,0.000231939,0.000441922,0.0,0.000103608,0.0,0.0,0.0,6.55e-05,5.08e-05,1.73e-05,8.68e-05,0.0,0.0,0.0,4.24e-05,0.00028115,3.81e-06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000267546,0.007777912,0.467982924,0.015567856,0.181060623,0.065661017,0.048661017,0.115565873,0.014784946,0.028225806,0.0,0.248756219,0.0,0.0,0.214153712,0.000916721,0.001459413,0.0,0.0,0.000181016,4.83e-05,0.000176009,0.000118543,9.52e-05,0.001121969,0.002518485,0.001341782,0.000235732,0.000179681,0.000520251,0.001935384,0.00018729,0.000288398,0.000439445,0.000882718,0.000972026,0.000463878,0.0,6.78e-05,0.001798537,0.0,0.0,0.000170581,0.0,0.000141604,0.002070441,0.0,0.0018743,0.0,0.0,0.0,0.002070288,0.000253481,0.000487841,0.0,0.00086422,0.001107062,0.664009508,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000260280,0.006373747,0.625044468,0.023231695,0.137619338,0.187034,0.131638,0.270772233,0.221947603,0.126791893,0.226149283,0.0,0.0,0.0,0.214622857,0.001478583,0.002144895,0.003903124,0.003751826,0.000586389,0.002247575,0.005083147,0.001258813,0.005541353,0.0120899,0.007833296,0.001759083,0.002857403,0.000144904,0.001666731,0.008734181,0.003385012,0.0,0.0,0.002099333,0.009720262,0.0,0.039897253,0.000609894,0.022002194,0.003807791,0.006040799,0.0,0.017850276,0.000537028,0.01853016,0.000411357,0.009193343,0.014140721,0.00106915,0.0016162,0.005904153,0.008467793,0.000234065,0.0,0.000120385,0.0,0.961762626,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000203876,0.04440336,0.371931697,0.0,0.0,0.35,0.25922,0.385335835,0.091676853,0.109012113,0.101789088,0.268656716,0.199004975,0.199004975,0.218629016,0.0,0.000184269,3.77e-05,0.000206323,7.65e-05,1.81e-05,1.41e-05,0.0,6.66e-05,0.000191556,0.000403316,9.63e-05,0.0,0.0,4.82e-05,0.001386378,0.0,0.0,0.0,0.000172706,0.0,2.58e-05,0.0,0.0,0.0,0.0,0.001050061,7.87e-05,0.000115797,5.34e-06,0.0,0.0,0.0,0.001152186,0.0,0.000552852,0.0,0.0,0.004260023,0.0,0.002085639,0.000551264,0.967621873,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1
ENSG00000246523,0.029471827,0.373888296,0.014465223,0.01351495,0.206090489,0.218951985,0.174608784,0.278617711,0.217422606,0.182865371,0.154228856,0.0,0.074626866,0.216011725,0.0,0.0,0.0,0.0,9.43e-05,3.42e-05,0.000471705,0.000530621,8e-05,0.0,0.001962805,0.001014362,1.35e-05,9.85e-05,0.0,0.0,0.0,0.000833731,0.0,0.0,0.0,0.0,8.29e-05,9.79e-05,0.000100952,0.0,0.000176977,0.000324761,0.0,0.000162979,0.000161483,0.0,0.0,0.0,0.000797333,0.0,0.000127796,1.14e-05,0.000695309,0.0,0.001423189,0.001843216,0.598801994,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000215067,0.088303513,0.395944504,0.0,0.0,0.022843137,0.013803922,0.040190969,0.149625935,0.172381546,0.146820449,0.109452736,0.0,0.0,0.220452391,0.003523956,0.019547287,0.025268387,0.0,0.000815846,0.001152964,0.020318506,0.009579398,0.005535642,0.007363948,0.013605198,0.010316956,0.002066018,0.003298015,0.004099387,0.008279449,0.011470006,0.007603207,0.00773979,0.008577712,0.006019085,0.00787733,0.0,0.00961524,0.009470879,0.0,0.00942695,0.004110353,0.011942425,0.003556142,0.004221624,0.000578471,0.01327385,0.004311405,0.007339084,0.00305852,0.002939297,0.0,0.000889336,0.003596766,0.003122302,0.00568904,0.252073884,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228496,0.001172415,0.594628246,0.012041616,0.219156739,0.013754617,0.020149516,0.05661267,0.0,0.0,0.0,0.0,0.0,0.0,0.217019569,1.97e-05,0.0,0.000566217,0.003013406,0.00052775,0.000460783,0.000619553,0.000395143,6.47e-05,0.00110555,0.009814026,0.009572235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87e-05,0.0,0.0,0.0,0.0,0.0,5.9e-05,0.0,0.0,2.31e-05,0.0,0.0,0.00301055,0.0,0.004391606,0.0,0.0,4.48e-05,0.0,2.09e-05,0.0,0.972842252,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000259891,0.00140807,0.486837424,0.023613795,0.709723466,0.052381614,0.05953139,0.18790051,0.0,0.0,0.0,0.0,0.0,0.0,0.216850533,0.000527361,0.000700223,0.001147534,0.000624399,0.000293195,0.000142863,0.000464664,0.000547555,0.000304575,0.000960515,0.003047278,0.002189223,6.4e-05,1.74e-05,0.000158966,0.001447379,0.000262205,0.000749834,0.000708666,0.001347104,0.001579543,0.001709475,0.004073967,0.000293653,0.001647109,0.000139472,0.000566325,0.000433014,0.000956967,0.000462218,0.001055406,0.000314945,0.001320308,0.0,0.001023847,0.000630875,0.000996805,0.0,0.000466004,0.00048015,0.000926264,0.001168933,0.612815009,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000248131,0.149360249,0.252045535,0.019683621,0.016946817,0.001461039,0.007345912,0.042741336,0.008042895,0.0,0.0,0.0,0.0,0.0,0.401836898,0.0,0.0,0.0,0.0,5.1e-05,6.04e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000427004,0.0,0.0,0.0,0.0,0.0,0.0,9.67e-05,0.0,0.0,0.0,0.0,2.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0097039,0.000209549,0.0,0.0,0.000287928,0.0,0.000101603,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000235245,0.000470659,0.666844539,0.00609177,0.0,0.023298013,0.008624724,0.058278974,0.0,0.0,0.0,0.0,0.0,0.0,0.220482042,0.00074422,0.0,0.0,0.003876706,0.001119238,0.005191356,0.0,0.0,0.004774206,0.020975347,0.002733587,0.0,0.001530571,0.0,0.000481714,0.002955758,0.013116183,0.0,0.004686612,0.0,0.001602909,0.003444721,0.073179489,0.0,0.007510288,0.0,0.006029001,8.86e-05,0.0,0.000382065,0.004925228,0.0,0.005905997,0.003093461,0.000670484,0.0,0.000140575,0.0,0.000473189,0.0,0.000899293,0.001317036,0.633462734,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276449,0.002118941,0.370864461,0.0,0.0,0.084278748,0.06927634,0.268074153,0.0,0.0,0.0,0.0,0.0,0.0,0.223665466,0.000241502,0.000538066,0.000392577,0.000651547,0.000191214,0.000195179,0.000126727,6.21e-05,0.000156094,0.000262705,0.000385391,8.99e-05,0.000324973,0.0,0.000216771,0.000499096,0.000177432,0.000152064,0.000119519,0.0,0.000336471,0.000128855,0.000745743,0.0,0.000183307,0.0,0.0,6.56e-05,0.000253443,1.6e-05,0.000605561,8.03e-05,0.000224526,0.000729051,0.0,0.000568457,0.000255591,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000232850,0.001322792,0.582888652,0.0,0.0,0.156197237,0.202766079,0.250832867,0.002858504,0.017151024,0.015721772,0.014925373,0.0,0.0,0.215967111,0.000118287,0.000221123,0.000415226,0.000233471,9.69e-05,0.000114693,2.11e-05,2.26e-05,3.43e-05,0.000314699,0.000179252,0.0,5.56e-05,1.16e-05,2.89e-05,0.000493551,0.000169546,0.000340833,0.0,0.000487414,0.0,0.000180397,0.0,0.0,0.000533982,5.54e-05,0.000129783,4.59e-05,0.000712263,9.35e-05,0.0,0.0,0.000761434,0.000317351,0.0,0.0,0.000102236,0.0,2.93e-05,0.0,3.15e-05,0.0,0.828966936,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000248508,0.01817016,0.501778726,0.031736154,0.485937351,0.09280957,0.117652006,0.142159355,0.049899531,0.035498995,0.0,0.0,0.0,0.0,0.215982629,0.003001523,0.005144799,0.005028009,0.00357808,0.000887232,0.000422552,0.001316549,0.000999148,0.00044544,0.002711881,0.008093211,0.003434705,0.000941242,0.001228786,0.000924891,0.011401573,0.001488459,0.0,0.0,0.0,0.001635621,0.00262005,0.003811576,0.0,0.003719279,0.0,0.001993936,0.002739142,0.006873558,0.001023293,0.003575692,0.001484743,0.0,0.003613803,0.005092056,0.002599296,0.003015974,0.001957331,0.001548761,0.007739119,0.005086024,0.007342882,0.305811454,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
ENSG00000262877,0.001342972,0.710779082,0.016299305,0.0,0.032666667,0.024221311,0.032264017,0.011516315,0.028790787,0.004478567,0.0,0.0,0.0,0.217394774,0.00035486,0.0,0.0,0.001753748,0.000285546,0.002635921,0.00210507,0.000197572,0.003156153,0.002386236,0.0,0.0,0.000575858,0.0,0.0,0.000676552,0.000729443,0.000167795,0.007354672,0.0,0.000995392,0.001391633,0.026280537,8.28e-05,0.013004195,0.0,0.002088323,1.64e-05,0.008125481,0.000138933,0.002318433,6.11e-05,0.016241492,0.014686794,0.000371484,0.0,0.00085623,0.006190275,0.000463173,0.0,0.000705332,0.000667422,0.722909537,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000203288,0.002298611,0.386872999,0.011714102,0.006078891,0.079649063,0.321057922,0.345752936,0.055360281,0.188927944,0.0,0.194029851,0.179104478,0.089552239,0.216107882,0.000892078,0.00075919,0.001336273,0.003903853,0.000854089,0.000718339,0.002534533,0.001868462,0.000496837,0.002016808,0.0,0.004442647,0.00024415,0.000678151,0.000684034,0.002201568,0.000374579,0.0,0.001056359,0.0,0.016314151,0.001529078,0.003383464,0.000240946,0.019969874,0.0,0.0,0.000695447,0.000849909,0.010606975,0.000299897,0.0,0.0,0.0,0.0,0.006701101,0.001661342,0.0,0.000459145,0.000383737,0.000705348,0.000809562,0.71973736,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223478,0.00565181,0.583600142,0.005196563,0.531858264,0.007883523,0.016321023,0.019830576,0.009225092,0.0,0.0,0.029850746,0.0,0.0,0.229241446,0.015727192,0.022937842,0.029231907,0.00763939,0.001784663,0.000446698,0.00818795,0.010443068,0.000367393,0.000333854,0.005314811,0.004892048,0.000560704,0.016768293,0.009590928,0.012067034,0.001508174,0.0,0.001016519,0.015520477,0.027534512,0.032737737,0.0,0.0,0.003097628,0.0,0.015255377,0.011865241,0.001487887,0.018264303,0.000617095,0.003014478,0.0,0.002078509,0.0,0.0,0.006146965,0.001623804,0.000632158,0.0,0.001293107,0.001566931,0.599109815,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000273356,0.001296753,0.357168268,0.021746962,0.0,0.283163672,0.28943662,0.301449273,0.259349199,0.220495386,0.246236037,0.517412935,0.562189055,0.542288557,0.216833352,0.000606219,0.0,0.0,0.0,1.78e-05,5.23e-05,0.000309776,5.64e-05,0.0,0.000377638,0.000376428,0.0,0.00016838,0.0,0.0,0.002717301,0.000189261,0.0,0.0,0.00021876,0.000420588,0.0,0.0,0.0,0.000403807,0.0,0.00037755,0.000223068,0.000965706,4.81e-05,0.000149948,0.0,0.0,0.0,5.44e-05,0.0,3.83e-05,0.0,0.000576365,0.0,0.001296853,0.001863607,0.550673056,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271851,0.00150116,0.341337602,0.025174947,0.030468713,0.064855457,0.132518753,0.1214897,0.042983565,0.096502318,0.018963338,0.0,0.0,0.0,0.221738729,0.000650576,0.001194065,0.00104184,0.000532097,0.000142773,8.05e-05,0.000858925,0.000699968,0.000163709,0.000106724,0.000672194,0.000359521,5.89e-05,0.000208662,0.000187869,0.000499096,0.000197147,0.000503385,0.000185919,0.000963313,0.00049536,0.000592733,0.000966704,0.000368948,0.000321452,0.0,0.000778697,0.000272274,0.000131091,0.000235117,0.000322966,0.000157473,0.0,0.0,0.0,0.001092329,0.000447284,0.000270634,0.000822141,0.0,0.001788587,0.00247157,0.568325974,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
