ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000251615,0.002070768,0.425649235,0.034727453,0.035071964,0.036615764,0.021569889,0.03874928,0.01046798,0.0,0.0,0.0,0.0,0.0,0.218149895,0.0,0.000448503,0.000552808,0.000490722,0.00234557,0.0002626,0.000358163,0.001210944,0.000406433,0.000679582,0.000377638,0.000430204,0.00024396,1.41e-05,0.00189102,0.000674242,0.000304128,0.0,0.000326222,2.84e-05,0.0,0.00025771,0.00238914,0.0,0.000919193,0.000607113,0.000849487,0.000134497,0.000782179,0.000152292,0.000484449,9.96e-05,0.0,0.000197272,0.0,0.0,5.11e-05,9.53e-06,0.000919629,0.001678345,0.001878809,0.002179866,0.59971052,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000248049,0.247115344,0.286197083,0.060120744,0.30996565,0.015565584,0.09065704,0.238621612,0.313489209,0.013489209,0.217625899,0.308457711,0.253731343,0.12437811,0.230635302,0.013662692,0.008501851,0.02396975,0.024068006,0.006450317,0.00164189,0.000649926,0.00875822,0.005639257,0.001956891,0.004663013,0.01822989,0.010393996,0.012827448,0.011179752,0.005910464,0.00461436,0.001329201,0.0,0.006205775,0.003430131,0.005824242,0.005800224,0.004141254,0.003974316,0.0,0.012034404,0.005406115,0.004918112,0.001835514,0.010790516,0.006302123,0.008405064,0.005017583,0.014007683,0.005477247,0.007846645,0.001747685,0.002376918,0.001706694,0.005605278,0.008606969,0.5250578,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000263013,0.000710219,0.498932764,0.01191061,0.075233488,0.094250432,0.117043178,0.103795658,0.078583765,0.090673575,0.077720207,0.0,0.0,0.0,0.216618039,0.000794343,0.000680148,0.007525558,0.003427502,0.000483231,0.000175917,0.000225361,0.000584351,0.000649164,0.000717654,0.001480452,0.002357159,0.000950161,0.001329416,0.000554551,0.004946415,0.000498141,0.000661582,0.001193588,0.001066554,0.002654379,0.000695817,0.001684827,0.00017318,0.000977639,0.0,0.001675378,0.000236189,0.0,0.000328629,0.002670235,0.000877348,0.002081742,0.00739343,0.002473543,0.00276426,0.00113738,0.000846208,0.000616263,0.001227618,0.001309706,0.00205141,0.58023506,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000268543,0.000444619,0.464247599,0.004661623,0.0,0.031944444,0.120041667,0.026057953,0.0,0.0,0.0,0.0,0.0,0.0,0.216013111,0.003035677,0.001749656,0.001112987,0.0,0.0,0.000147872,6.84e-05,0.000661795,0.00026531,0.0,0.0,0.000806632,0.000327421,0.00278258,0.001935384,0.000165603,0.002354372,0.000680899,0.003158594,0.000771492,0.001032778,0.0,0.0,0.0,0.000637591,0.0,0.001875951,0.00056423,0.0,0.00039008,0.00215695,0.0,0.001408165,0.0,0.004167875,0.0,0.00086901,0.0,0.00011559,0.0,0.000225698,0.000364788,0.621127479,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233397,0.000884031,0.334222697,0.00601535,0.088040804,0.035087805,0.258104878,0.168163029,0.012965964,0.196110211,0.0,0.109452736,0.049751244,0.0,0.221182295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4e-06,0.0,2.97e-06,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263470,0.006626328,0.468872287,0.006506621,0.0,0.09380117,0.144064327,0.179258967,0.119515885,0.125567322,0.052950076,0.189054726,0.0,0.074626866,0.22325673,0.0,0.006969053,0.000700223,0.0,0.010620219,0.002404195,0.000609682,0.000612512,0.000558845,4.57e-05,7.11e-05,0.00079767,0.000706201,0.000190927,0.00254539,0.0,0.001384308,5.19e-05,0.000809797,2.57e-05,0.002126307,0.026483979,0.011710928,0.0,0.000308169,5.85e-05,0.002159114,0.001174387,0.000117982,0.001899637,0.0,0.000465991,0.0,0.001612488,0.0,0.003856588,0.002747604,0.0,0.000827601,0.001052134,0.001425282,0.001932395,0.675693485,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000260083,0.012974687,0.563144788,0.019072261,0.344480538,0.029354167,0.216309524,0.102342238,0.07615894,0.114238411,0.040286976,0.0,0.0,0.0,0.221227187,0.0,0.00113358,0.005469113,0.005390388,0.001856909,0.000782702,0.000394382,0.001344711,0.001874107,0.000205588,0.000656762,0.006372395,0.004006086,0.005006523,0.004103679,0.000808302,0.00386977,0.000800418,0.004102718,0.001499672,0.004925556,0.002250666,0.001215285,0.001392967,0.000629621,0.0,0.003445143,0.0030475,0.000578987,0.001196958,0.000242224,0.001128019,0.0,0.000580381,0.0,0.001067807,0.001559105,0.000323998,0.001845945,0.003081621,0.003857,0.005473229,0.588712221,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000232956,0.002519944,0.519921736,0.039072479,0.102699421,0.038487747,0.076665571,0.217383848,0.037037037,0.03648834,0.035939643,0.0,0.0,0.0,0.217036196,0.100413488,0.050473886,0.077673195,0.141894034,0.11391759,0.022290436,0.024622721,0.058343542,0.033406529,0.012276257,0.000191556,0.000528792,7.7e-05,0.055068221,0.028376385,0.065474454,0.0,0.072658173,0.0,0.092654853,0.025646538,0.142891504,0.289403544,0.036729162,0.020570272,0.007889399,0.048786531,0.018150505,0.025661138,0.018015828,0.042118194,0.012822779,0.110588574,0.075612545,0.078555378,0.036055758,0.069674121,0.050839156,0.005703181,0.007439036,0.013371527,0.018693788,0.528287941,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000203875,0.011534718,0.353255069,0.023340866,0.195836186,0.107257159,0.083392898,0.133568446,0.098207885,0.049103943,0.062724014,0.248756219,0.0,0.0,0.220703174,0.0,0.569796498,0.30039581,0.299861088,0.422740082,0.148986184,0.012569922,0.576120475,1.0,0.067977225,0.037033186,0.343930092,0.452777617,0.37603728,0.290135643,0.032886073,0.0,0.017501754,0.10509328,0.0,0.501107549,1.0,0.0,0.0,0.072765045,0.0,0.94879479,1.0,0.056893659,0.264717512,0.346922886,1.0,0.063404051,0.149984275,1.0,0.201926957,0.831297125,0.205637953,0.12656833,0.272120735,0.329349076,0.545643587,0.46728507,1,0,0,0,0,0,0,0,0,1,1,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000261140,0.00183967,0.492351476,0.004268606,0.118730409,0.029961538,0.108307692,0.099898975,0.0,0.0,0.0,0.0,0.0,0.0,0.225362756,0.0,0.000798435,0.001348851,0.0,0.003670382,0.000410472,0.001374301,0.001893859,0.00086367,0.0,0.000405003,0.00114721,0.00028248,0.000869777,0.003621219,0.000759016,0.0,0.001058773,0.001078451,0.000793148,0.00119634,0.000850442,0.004046347,0.0,0.000799645,0.000244076,0.003551329,0.000613437,0.000694784,0.000307255,0.0,0.0,0.003790088,0.000265889,0.0,0.0,0.006517572,0.0,0.000228561,0.0,0.000370415,0.000383911,0.699743952,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233554,0.008424335,0.445926716,0.008460791,0.46075542,0.061454407,0.092604863,0.257852267,0.027413588,0.0,0.058402861,0.258706468,0.014925373,0.383084577,0.2160544,0.0,0.000561861,0.0,0.000400127,0.000222612,1.27e-05,0.0,0.001450316,0.000942699,6.85e-05,0.0,0.0,0.000378781,8.13e-05,0.000676552,8.67e-05,0.002737155,0.000182297,0.003135566,0.0,0.000504706,0.000575552,0.000303821,0.0,0.000132831,2.77e-05,0.001616386,0.000544548,4.59e-05,0.000168322,0.0,0.000228175,0.0,0.0,0.0,0.0,0.000255591,0.0,0.00334066,0.001683176,0.003877441,0.003211594,0.808679889,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000257556,0.003468423,0.641408751,0.012107119,0.0,0.053070175,0.039796491,0.176095586,0.009377664,0.0,0.0,0.0,0.0,0.0,0.223753032,0.0,0.005993189,0.000523325,0.0,0.0,3.06e-05,6.84e-05,0.0,9.6e-05,0.000279828,0.0,0.0,0.0,0.0,0.004857869,0.0,0.0,0.000119519,0.0,8.26e-05,0.0,0.01365003,0.047534214,0.000647542,0.000209874,0.001173206,0.001911347,0.000360845,0.003816944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000447284,0.0,0.000321835,0.0,0.000701281,0.000801482,0.567499688,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267904,0.000412721,0.461935254,0.005218398,0.388358747,0.086866667,0.216150725,0.472612412,0.025735294,0.117647059,0.426470588,0.0,0.0,0.019900498,0.221337476,0.0,0.000763934,0.003095724,0.000362379,0.00024976,0.000237105,5.63e-05,0.0,0.0,0.00066245,0.000175137,0.0,0.0,0.001340023,0.002761665,0.000266148,0.0,7.12e-05,0.000629416,0.000196257,0.000929967,0.0,0.0,0.0,0.00094576,0.0,0.001179844,0.000485501,0.000900161,5.08e-05,0.001978165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001194808,0.001564592,0.002308202,0.003120204,0.626034654,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205830,0.007051418,0.343649947,0.026648763,0.0,0.53871374,0.546232824,0.476149693,0.197846031,0.183885122,0.145991225,0.15920398,0.31840796,0.134328358,0.266416678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000215190,0.009999056,0.438278193,0.031670651,0.185556663,0.045427778,0.051205556,0.035285943,0.044197031,0.02462888,0.036774629,0.0,0.0,0.0,0.298866376,0.004637243,0.002548091,0.004348755,0.006137795,0.000901307,0.000272798,0.000293774,0.007751447,0.006988388,0.004646665,0.003926891,0.007654044,0.004372027,0.003256362,0.00666016,0.003164208,0.0,0.001723978,0.0,0.002355081,0.005332125,0.009423589,0.015080582,0.008237332,0.008379005,0.002203863,0.014535673,0.006403359,0.00616348,0.004672947,0.004665702,0.00211142,0.004363604,0.007870887,0.009649536,0.00543935,0.002888179,0.0,0.00190811,0.001175872,0.002815252,0.003811741,0.734138815,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235726,0.051428739,0.410707933,0.03171432,0.288958949,0.032934959,0.083365854,0.195895809,0.017875211,0.030354132,0.024283305,0.0,0.0,0.0,0.226641889,0.0,0.000832935,0.0,0.0,0.00037464,0.000101981,0.000229385,0.0,5.64e-05,0.0,0.0,0.0,6.42e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000471993,0.000412336,0.001132425,0.0,0.000496789,0.0,0.0,0.0,0.0,0.000122902,0.0,0.0,0.0,0.0,0.0,0.0,0.000434505,0.0,6.01e-05,0.0,6.12e-05,0.0,0.842334376,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
ENSG00000235192,0.009824593,0.274457488,0.007762093,0.623261905,0.042333333,0.030653061,0.097776246,0.050257732,0.0,0.023195876,0.502487562,0.263681592,0.12437811,0.215995376,0.0,0.0,0.0,0.0,0.000803575,0.00031869,0.000259568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000168235,0.0,0.0,0.0,0.000281603,0.0,0.0,0.0,0.0,7.48e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-05,0.0,3.42e-05,0.0,0.771536522,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225032,0.004157811,0.606723586,0.023788469,0.323671863,0.059967033,0.217379121,0.425745487,0.095046854,0.060687193,0.075858992,0.427860697,0.388059702,0.383084577,0.226101251,7.3e-05,0.0,0.000375909,0.000626614,0.0,0.000288096,0.00141052,0.000302736,3.95e-05,0.000460669,0.000826426,0.0,4.49e-05,0.000190927,0.001081375,0.001876838,0.000351321,0.0,0.0,0.0,0.000345817,0.000635684,0.010026101,0.000135532,0.001941995,0.0,0.000589922,0.0,0.0,6.41e-05,0.003241192,4.18e-05,0.002501507,0.00531778,0.000172151,0.000258592,6.39e-05,0.003727887,0.001751111,0.002590263,0.004294467,0.005697207,0.502744628,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000230439,0.014616459,0.443436499,0.017500191,0.139941819,0.002546559,0.009906883,0.013282086,0.063511084,0.106051528,0.078490114,0.064676617,0.0,0.0,0.235818896,0.000111637,0.000837864,0.000103191,0.000128343,0.000526667,0.000124926,4.23e-05,0.000302736,0.000333049,9.52e-05,5.47e-05,0.000367466,0.00018618,0.000109606,0.00043255,0.0,0.0,0.0,0.003289082,0.0,7.94e-05,0.000816081,0.000593832,0.0,0.0,0.0,0.0,0.000475659,0.000183528,2.94e-05,0.001978165,0.002570983,4.39e-05,1.14e-05,0.0,0.0,0.002313099,0.001360793,0.000220778,0.0,0.000386316,0.000295945,0.669154411,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000225548,0.057593521,0.31358947,0.009465169,0.211948499,0.120674757,0.051053398,0.187671907,0.0,0.0,0.0,0.0,0.0,0.0,0.238131368,0.0,0.0,0.0,8.3e-05,0.006846675,0.001506765,0.000490965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19e-05,0.0,0.0,0.0,0.0,4.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000155859,0.0,5.5e-05,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
