ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,A549_cytosol,A549_nucleus,IMR.90_cytosol,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000228172,0.002591552,0.647100676,0.005971681,0.24006183,0.066849523,0.102083261,0.108450153,0.089637863,0.104338473,0.073861599,0.0,0.0,0.0,0.216546545,0.000279093,0.00014293,0.0,0.000573767,0.000195464,5.61e-05,7.85e-05,9.15e-05,5.08e-05,2.86e-05,0.000465207,0.000896258,0.000436561,0.000251033,0.0,0.0,0.000144514,0.001003738,0.00016166,0.0,0.0,0.0,0.00013941,0.000120265,0.000552402,0.000256005,3.79e-05,0.000283162,0.00023947,0.000478484,0.000380638,0.000122122,0.0,0.0,0.0,0.0,7.67e-05,0.0,0.000532546,0.0,0.00050657,0.000278502,0.85828776,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
ENSG00000246548,0.018469611,0.507470651,0.03117938,0.082006817,0.074123225,0.096372598,0.248275786,0.123972603,0.119178082,0.201027397,0.587064677,0.686567164,0.676616915,0.219374993,0.0,3.45e-05,0.0,4.53e-05,4.34e-05,5.1e-06,8.05e-06,0.0,2.26e-05,3.81e-06,0.0,1.79e-05,0.0,0.0,0.0,0.0,0.0,7.21e-05,0.0,0.0,6.04e-06,1.92e-05,6.77e-06,1.72e-05,5.52e-05,0.0,2.05e-05,8.26e-05,3.61e-05,8.3e-05,1.73e-05,0.0,0.0,0.0,8.15e-05,0.0,0.0,0.0,8.39e-05,0.0,0.000107392,0.00011884,0.780292607,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236283,0.192613328,0.272500889,0.006190024,0.0,0.004810811,0.002317568,0.019623751,0.228915663,0.260709505,0.238621151,0.089552239,0.358208955,0.0,0.227917698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001053556,0.002581223,0.000808921,0.0,1.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48e-05,0.0,2.49e-05,0.0,0.951815245,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244968,0.07444805,0.364816791,0.054913263,0.052283471,0.029478947,0.146673684,0.315914552,0.136033025,0.153135443,0.103400826,0.0,0.0,0.129353234,0.22967235,0.0,0.00024643,0.0,0.0,0.000233471,6.63e-05,4.43e-05,0.000232332,0.000254021,5.9e-05,0.0,0.000304728,0.00024396,0.0,1.18e-05,0.0,1.93e-05,0.002534299,0.0,0.0,0.000391155,0.0,0.0,0.0002663,0.0,0.000233416,0.0,0.000259566,0.000649521,0.000259998,0.0,0.000134977,0.00014887,0.001503845,0.0,0.001223854,0.000383387,0.0,0.001326028,0.0,0.001854755,0.001961041,0.752300713,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
ENSG00000273216,0.000266251,0.461045891,0.004465114,0.0,0.036514706,0.0575,0.0466941,0.023109244,0.0,0.0,0.0,0.0,0.0,0.216629954,0.0,0.0,0.0,0.00017364,0.0,1.78e-05,0.0,0.0,0.0,0.000409272,7.66e-05,0.000179252,0.0,6.01e-05,0.000165012,0.0,0.0,4.99e-05,0.000143917,0.0,8.93e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000240334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000620082,0.0,0.000522975,0.000321154,0.88382526,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000233672,0.031588815,0.307897545,0.017565694,0.285381639,0.004854093,0.003462633,0.007906632,0.038436623,0.021377672,0.0,0.0,0.0,0.0,0.216193508,0.0,0.0,0.000316943,0.0,0.0,5.35e-05,1.41e-05,0.00019713,0.0,0.0,0.0,0.0,5.14e-05,6.01e-05,0.0,0.0,2.89e-05,0.000244003,6.31e-05,7.34e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000101693,0.0,0.0,0.0,0.0,0.0,0.0,7.13e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0
ENSG00000236451,0.165231798,0.314656706,0.021768797,0.181160975,0.183958727,0.206984523,0.188038526,0.13174526,0.124453087,0.148274186,0.0,0.0,0.0,0.41365475,0.0,0.0,1.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56e-06,1.53e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-05,0.0,1.49e-05,0.0,0.923481282,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230724,0.008033747,0.545357524,0.049531108,0.050565021,0.012813008,0.01195935,0.036047937,0.048268625,0.0,0.0,0.0,0.0,0.0,0.223755249,0.019193034,0.003050809,0.005476484,0.01036555,0.019399816,0.002949792,0.015382913,0.008209071,0.002432953,0.007749518,0.027748208,0.011965046,0.001508702,0.0,0.00689683,0.00114764,0.001791977,0.012094762,0.013165469,0.002925924,0.005856454,0.0,0.039428663,0.00969848,0.107027938,0.00422408,0.0,0.017320103,0.00127936,0.013404094,0.013287734,0.001468674,0.010120731,0.0,0.005907509,0.0,0.002364217,0.000236328,0.001188462,0.002524719,0.003134794,0.004276,0.458866482,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000268947,0.001231004,0.491106368,0.010349458,0.185298478,0.02437664,0.04160105,0.107761249,0.01183432,0.0,0.0,0.034825871,0.0,0.0,0.219971053,8.16e-05,1.48e-05,0.000678111,0.0,0.000542956,0.000124926,0.000589561,0.0,0.0,0.0,0.000883893,0.0,0.0,0.000332354,0.000166696,0.0,0.0,0.0,0.001076422,0.0,0.000218515,0.000207247,0.000607719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000189518,0.0,0.000377332,0.000289487,0.612026803,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
ENSG00000271983,0.000276016,0.392209178,0.004628871,0.59209881,0.003961303,0.019411405,0.022814921,0.0,0.0,0.0,0.0,0.0,0.0,0.219834716,0.0,0.0,0.000154786,0.0,0.0,1.53e-05,0.000124754,0.0,6.21e-05,0.0,0.0,9.86e-05,0.0,0.0,0.0,0.0,8.67e-05,0.0,0.0,7.87e-05,0.000137628,0.00021876,0.0,0.000335023,0.000441922,0.0,5.03e-05,0.0,0.0,0.000353947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41e-05,0.0,5.95e-05,0.0,0.863701194,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000260101,0.001197153,0.292600498,0.020076638,0.024940348,0.174693599,0.252629591,0.226330202,0.155299056,0.142182581,0.189926548,0.169154229,0.179104478,0.109452736,0.216007291,3.01e-05,4.44e-05,0.003493746,0.001736399,3.8e-05,2.55e-05,6.04e-06,0.0,8.47e-05,0.0,0.0,0.000215102,0.00018618,5.3e-05,8.42e-05,0.0,0.000183051,0.000166365,0.000534268,5.24e-05,1.69e-05,7.29e-05,0.0,5.15e-05,2.76e-05,0.0,0.0,9.44e-05,0.000111534,0.0,5.77e-05,0.0,0.000131787,0.0,0.0,0.0,0.000102236,0.0,0.0004655,4.88e-05,0.000617559,0.000205253,0.769369967,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272821,0.000512321,0.717893988,0.008591797,0.0,0.17467096,0.228377049,0.101815684,0.18969555,0.229508197,0.018735363,0.68159204,0.611940299,0.189054726,0.216645195,0.0,0.000783649,0.0,0.007232481,0.009952383,0.001417532,0.002857258,0.006899562,0.002585365,0.002324284,0.006211877,0.003307192,0.0,0.001555699,0.000596064,0.001153436,0.000737023,0.002473298,0.008573918,0.00679045,0.007990902,0.0,0.003858814,0.006399794,0.031196918,0.005308335,0.0,0.011078731,0.0,0.0,0.005525021,0.001455819,0.0,0.030237013,0.006034358,0.007122428,0.003884984,0.003762193,0.001596764,0.003574219,0.003637708,0.005019189,0.544013616,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000260239,0.002535568,0.418890075,0.024061398,0.294815511,0.024351881,0.053082141,0.081688376,0.011013216,0.017180617,0.0,0.0,0.0,0.0,0.27424943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43e-05,0.0,8.81e-06,0.0,0.937629691,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000259780,0.000753184,0.806296692,0.012631142,0.0,0.064535131,0.081825163,0.105878266,0.067810458,0.057189542,0.060457516,0.243781095,0.23880597,0.134328358,0.21625281,0.0,0.000133072,0.0,0.0,9.23e-05,1.53e-05,1.81e-05,0.0,0.0,0.0,0.000388584,0.000143401,0.0,7.78e-05,0.0,0.0,9.63e-06,0.00022182,0.000250377,0.000393269,0.000938047,0.000111299,0.0,0.0,0.003632045,0.0,0.0,0.0,0.0,8.96e-05,0.0,2.25e-05,0.0,0.000946336,0.0,7.13e-05,0.0,0.001235006,0.000219518,0.0,0.000270112,0.000157621,0.792149164,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000247853,0.00393843,0.467449306,0.023231695,0.147545979,0.311581384,0.337907876,0.397997973,0.301731996,0.309480401,0.319507748,0.139303483,0.154228856,0.179104478,0.223944514,0.0,0.000645648,0.000272719,0.0,1.63e-05,5.1e-06,4.02e-06,7.74e-05,5.64e-05,0.0,0.0,0.000331616,0.0001926,1.41e-05,0.0,0.0,0.0,0.000238457,3.55e-05,0.0,0.0,0.000379952,0.0,0.000481058,0.000345251,9.04e-05,0.0,0.000283162,7.87e-05,2.18e-05,2.88e-05,0.0,0.0,0.0,0.0,0.0,0.00028115,0.0,0.000887295,0.001802746,0.002602433,0.003800982,0.388926681,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000226777,0.009501707,0.620597652,0.0,0.0,0.029954972,0.049049362,0.1194928,0.003341095,0.0,0.0,0.0,0.0,0.0,0.3234049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000809645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032148,0.000196637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002520147,0.0,0.001878688,5.09e-05,0.907018655,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000251580,0.001977678,0.57808609,0.003864671,0.340461111,0.044979452,0.073849315,0.295724212,0.0,0.0,0.0,0.0,0.0,0.0,0.221279837,0.002696471,0.002237589,0.00086238,0.001162633,0.001894916,0.000448715,0.000380297,0.002323322,0.002647459,0.000161805,0.00087021,0.011705131,0.008634913,0.00117031,0.000345178,0.004370305,0.0,0.007591806,0.000155746,0.0,0.000100203,0.00045671,0.000343788,0.004501332,0.0,0.0,0.0,0.006583527,0.005730875,0.0,0.0,0.000777722,0.0,0.0,0.0,0.0,0.003194888,0.0,0.001267381,0.003198089,0.003067041,0.004127897,0.510428195,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262772,0.002724352,0.541622199,0.018777498,0.127459521,0.119148765,0.180401235,0.253964592,0.11092437,0.156862745,0.206722689,0.0,0.0,0.0,0.217459341,0.000970386,0.000808292,0.0,6.04e-05,0.000190035,4.33e-05,0.000114693,9.86e-05,0.0,8.76e-05,0.001152071,0.001505714,0.001810443,0.000403068,1.52e-05,0.0,0.0,0.000842918,6.51e-05,0.0,7.73e-05,0.0,0.000552226,0.001331501,0.020549364,0.0,0.000128191,0.0,3.28e-05,0.000939488,0.0,0.0,0.0,0.0,0.0,0.0,5.11e-05,0.000445974,0.000112707,0.0,6.7e-05,2.17e-05,0.942768799,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000246640,0.003465168,0.536108147,0.026910774,0.064544719,0.057536364,0.127045455,0.108843027,0.024505929,0.022924901,0.023320158,0.104477612,0.114427861,0.0,0.216012002,0.0,0.000241502,0.0,2.26e-05,1.09e-05,5.1e-06,6.04e-06,0.0,3.95e-05,1.52e-05,0.0,0.0,0.0,0.0,0.000380538,0.000446304,0.000447994,0.00048246,1.38e-05,8.91e-05,0.000144872,0.000111299,0.0,0.000180397,0.0,9.04e-05,0.0,0.000141581,0.00032148,0.000972261,0.001828217,0.000575258,3.42e-05,0.0,0.0,0.0,3.83e-05,0.0,3.63e-05,0.0,5.7e-05,7.95e-05,0.711520433,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
ENSG00000263013,0.000710219,0.498932764,0.01191061,0.075233488,0.094250432,0.117043178,0.103795658,0.078583765,0.090673575,0.077720207,0.0,0.0,0.0,0.216618039,0.000794343,0.000680148,0.007525558,0.003427502,0.000483231,0.000175917,0.000225361,0.000584351,0.000649164,0.000717654,0.001480452,0.002357159,0.000950161,0.001329416,0.000420949,0.000353566,0.000631046,0.000554551,0.004946415,0.000498141,0.000661582,0.001193588,0.001066554,0.000695817,0.001684827,0.00017318,0.0,0.001675378,0.000236189,0.0,0.002670235,0.000877348,0.002081742,0.00739343,0.002473543,0.00276426,0.00113738,0.000846208,0.000616263,0.001227618,0.001309706,0.00205141,0.58023506,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000223960,0.017079768,0.329420135,0.04293715,0.054235984,0.106936773,0.236002907,0.227083061,0.044088176,0.074398798,0.06988978,0.0,0.0,0.019900498,0.226343998,0.0,0.017555706,0.060373993,0.028242915,0.006488324,0.00216964,0.000543281,0.012320647,0.010747893,0.006713965,0.0,0.001523639,0.000719041,0.016133309,0.005839406,0.011574933,0.014461058,0.015266795,0.007404837,0.008363528,0.0,0.017811705,0.005558804,0.010325573,0.008990347,0.001889918,0.0,0.01138549,0.006291825,0.005846676,0.021194627,0.009120563,0.0163806,0.02086514,0.019299072,0.017586489,0.011782748,0.0,0.002974504,0.00479892,0.008366,0.013327424,0.417448089,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
